Uppdraget;Syftet//NN|NEU|SIN|DEF|NOM//nsubj//7 med//PP//case//3 vårt//PS|NEU|SIN|DEF//nmod:poss//3 uppdrag//NN|NEU|SIN|IND|NOM//nmod//0 har//VB|PRS|AKT//aux//7 varit//VB|SUP|AKT//cop//7 att//IE//mark//7 undersöka//VB|INF|AKT//ROOT//7 om//SN//mark//10 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//10 finns//VB|PRS|SFO//advcl//7 behov//NN|NEU|PLU|IND|NOM//nsubj//10 av//PP//case//13 åtgärder//NN|UTR|PLU|IND|NOM//nmod//11 för//PP//mark//16 att//IE//mark//16 säkerställa//VB|INF|AKT//advcl//10 ett//DT|NEU|SIN|IND//det//19 starkt//JJ|POS|NEU|SIN|IND|NOM//amod//19 skydd//NN|NEU|SIN|IND|NOM//obj//16 mot//PP//case//21 barnäktenskap//NN|NEU|SIN|IND|NOM//obl//16 ,//MID//punct//23 tvångsäktenskap//NN|NEU|SIN|IND|NOM//conj//21 och//KN//cc//25 brott//NN|NEU|SIN|IND|NOM//conj//21 med//PP//case//27 hedersmotiv//NN|NEU|PLU|IND|NOM//nmod//25 .//MAD//punct//7
Uppdraget;Vi//PN|UTR|PLU|DEF|SUB//nsubj//34 har//VB|PRS|AKT//aux//34 i//PP//case//33 det//DT|NEU|SIN|DEF//det//33 sammanhanget//NN|NEU|SIN|DEF|NOM//obl//34 haft//VB|SUP|AKT//parataxis//7 i//PP//compound:prt//34 uppdrag//NN|NEU|SIN|IND|NOM//fixed//35 att//IE//punct//34 bl.a.//AB|AN//advmod//34
Uppdraget;•//NN|UTR|SIN|IND|NOM//nsubj//1 utvärdera//VB|INF|AKT//ROOT//1 tillämpningen//NN|UTR|SIN|DEF|NOM//obj//1 av//PP//case//4 straffbestämmelserna//NN|UTR|PLU|DEF|NOM//nmod//2 om//PP//case//6 äktenskapstvång//NN|NEU|SIN|IND|NOM//nmod//4 och//KN//cc//8 vilseledande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//4 till//PP//case//10 tvångsäktenskapsresa//NN|UTR|SIN|IND|NOM//obl//8 ,//MID//punct//1
Uppdraget;•//NN|UTR|SIN|IND|NOM//nsubj//1 undersöka//VB|INF|AKT//ROOT//1 i//PP//mark//6 vilken//HD|UTR|SIN|IND//det//4 utsträckning//NN|UTR|SIN|IND|NOM//nsubj:pass//6 hedersmotiv//NN|NEU|SIN|IND|NOM//nsubj:pass//6 beaktas//VB|PRS|SFO//advcl//1 av//PP//case//8 polis//NN|UTR|SIN|IND|NOM//obl//6 ,//MID//punct//10 åklagare//NN|UTR|SIN|IND|NOM//conj//8 och//KN//cc//12 domstolar//NN|UTR|PLU|IND|NOM//conj//8 ,//MID//punct//1
Uppdraget;•//NN|UTR|SIN|IND|NOM//nsubj//1 ta//VB|INF|AKT//ROOT//1 ställning//NN|UTR|SIN|IND|NOM//obj//1 till//PP//mark//7 om//SN//mark//7 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//7 bör//VB|PRS|AKT//aux//7 införas//VB|INF|SFO//advcl//1 en//DT|UTR|SIN|IND//det//10 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//10 straffskärpningsgrund//NN|UTR|SIN|IND|NOM//obl//7 för//PP//case//12 brott//NN|NEU|SIN|IND|NOM//nmod//10 med//PP//case//14 hedersmotiv//NN|NEU|SIN|IND|NOM//nmod//12 i//PP//case//17 29//RG|NOM//nummod//17 kap.//NN|AN//nmod//20 2//RG|NOM//nummod//19 §//NN|AN//nmod//20 brottsbalken//NN|UTR|SIN|DEF|NOM//nmod//12 och//KN//cc//23 oavsett//PP//case//23 ställningstagande//NN|NEU|SIN|IND|NOM//conj//20 i//PP//advmod//7 sak//NN|UTR|SIN|IND|NOM//fixed//24 ,//MID//punct//1 lämna//VB|INF|AKT//conj//1 förslag//NN|NEU|SIN|IND|NOM//obj//27 på//PP//mark//35 hur//HA//advmod//35 en//DT|UTR|SIN|IND//det//33 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//33 bestämmelse//NN|UTR|SIN|IND|NOM//nsubj:pass//35 bör//VB|PRS|AKT//aux//35 utformas//VB|INF|SFO//acl//28 ,//MID//punct//1
Uppdraget;•//NN|UTR|SIN|IND|NOM//nsubj//1 följa//VB|INF|AKT//ROOT//1 det//DT|NEU|SIN|DEF//det//4 pågående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 utvecklingsarbetet//NN|NEU|SIN|DEF|NOM//obj//1 inom//PP//case//6 Polismyndigheten//NN|UTR|SIN|DEF|NOM//obl//1 och//KN//cc//8 Åklagarmyndigheten//PM|NOM//conj//6 och//KN//cc//10 bedöma//VB|INF|AKT//conj//1 om//SN//mark//14 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//14 behöver//VB|PRS|AKT//aux//14 vidtas//VB|INF|SFO//advcl//10 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 åtgärder//NN|UTR|PLU|IND|NOM//obj//14 för//PP//mark//19 att//IE//mark//19 öka//VB|INF|AKT//advcl//14 förutsättningarna//NN|UTR|PLU|DEF|NOM//obj//19 för//PP//case//22 lagföring//NN|UTR|SIN|IND|NOM//obl//19 för//PP//case//24 brotten//NN|NEU|PLU|DEF|NOM//nmod//22 äktenskapstvång//NN|NEU|PLU|IND|NOM//nmod//24 och//KN//cc//27 vilseledande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//24 till//PP//case//29 tvångsäktenskapsresa//NN|UTR|SIN|IND|NOM//obl//27 ,//MID//punct//1
Uppdraget;•//NN|UTR|SIN|IND|NOM//nsubj//1 undersöka//VB|INF|AKT//ROOT//1 hur//HA//advmod//8 samverkan//NN|UTR|SIN|IND|NOM//nsubj//8 mellan//PP//case//7 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//7 myndigheter//NN|UTR|PLU|IND|NOM//nmod//3 fungerar//VB|PRS|AKT//ccomp//1 ,//MID//punct//8 och//KN//conj//8
Uppdraget;•//NN|UTR|SIN|IND|NOM//obl//1 analysera//VB|INF|AKT//ROOT//1 möjligheterna//NN|UTR|PLU|DEF|NOM//obj//1 att//IE//mark//4 föra//VB|INF|AKT//acl//2 statistik//NN|UTR|SIN|IND|NOM//obj//4 över//PP//case//8 hedersrelaterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//8 brott//NN|NEU|PLU|IND|NOM//obl//4 och//KN//cc//13 ,//MID//punct//13 om//SN//mark//13 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//13 bedöms//VB|PRS|SFO//conj//4 möjligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//13 ,//MID//punct//16 föreslå//VB|INF|AKT//conj//1 hur//HA//advmod//22 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//19 statistik//NN|UTR|SIN|IND|NOM//nsubj:pass//22 skulle//VB|PRT|AKT//aux//22 kunna//VB|INF|AKT//aux//22 tas//VB|INF|SFO//ccomp//16 fram//PL//compound:prt//22 .//MAD//punct//1
Uppdraget;Genom//PP//case//1 tilläggsdirektiv//NN|NEU|PLU|IND|NOM//obl//2 erhöll//VB|PRT|AKT//ROOT//2 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 ett//DT|NEU|SIN|IND//det//6 utvidgat//PC|PRF|NEU|SIN|IND|NOM//amod//6 uppdrag//NN|NEU|SIN|IND|NOM//obj//2 ,//MID//punct//8 innebärande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//2 att//SN//mark//13 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//13 även//AB//advmod//13 skulle//VB|PRT|AKT//aux//13 analysera//VB|INF|AKT//ccomp//8 och//KN//cc//15 ta//VB|INF|AKT//conj//13 ställning//NN|UTR|SIN|IND|NOM//obj//15 till//PP//case//20 den//DT|UTR|SIN|DEF//det//20 internationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//20 dimensionen//NN|UTR|SIN|DEF|NOM//obl//15 av//PP//case//22 tvångsäktenskap//NN|NEU|SIN|IND|NOM//nmod//20 och//KN//cc//24 könsstympning//NN|UTR|SIN|IND|NOM//conj//22 .//MAD//punct//2
Uppdraget;I//PP//case//28 den//DT|UTR|SIN|DEF//det//28 delen//NN|UTR|SIN|DEF|NOM//obl//31 har//VB|PRS|AKT//aux//31 särskilt//AB//advmod//31 ingått//VB|SUP|AKT//parataxis//2 att//SN//punct//2
Uppdraget;•//NN|UTR|SIN|IND|NOM//nsubj//1 analysera//VB|INF|AKT//ROOT//1 och//KN//cc//3 ta//VB|INF|AKT//conj//1 ställning//NN|UTR|SIN|IND|NOM//obj//3 till//PP//case//6 möjligheterna//NN|UTR|PLU|DEF|NOM//obl//3 att//IE//mark//8 införa//VB|INF|AKT//acl//6 mer//AB|KOM//advmod//10 effektiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 verktyg//NN|NEU|PLU|IND|NOM//obj//8 för//PP//mark//14 att//IE//mark//14 förebygga//VB|INF|AKT//advcl//8 och//KN//cc//16 förhindra//VB|INF|AKT//conj//14 att//SN//mark//23 personer//NN|UTR|PLU|IND|NOM//nsubj:pass//23 med//PP//case//20 anknytning//NN|UTR|SIN|IND|NOM//nmod//18 till//PP//case//22 Sverige//PM|NOM//nmod//20 tvingas//VB|PRS|SFO//ccomp//16 ingå//VB|INF|AKT//xcomp//23 äktenskap//NN|NEU|SIN|IND|NOM//obj//24 eller//KN//cc//27 könsstympas//VB|PRS|SFO//conj//23 utomlands//AB//advmod//27 ,//MID//punct//27 såsom//KN//mark//31 omhändertagande//NN|NEU|SIN|IND|NOM//advcl//27 ,//MID//punct//33 återkallelse//NN|UTR|SIN|IND|NOM//conj//31 och//KN//cc//35 spärr//NN|UTR|SIN|IND|NOM//conj//31 av//PP//case//37 pass//NN|NEU|SIN|IND|NOM//nmod//35 samt//KN//cc//39 utfärdande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//31 av//PP//case//41 reseförbud//NN|NEU|PLU|IND|NOM//nmod//39 i//PP//case//44 skyddande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//44 syfte//NN|NEU|SIN|IND|NOM//nmod//41 ,//MID//punct//31 liksom//PP//mark//47 åtgärder//NN|UTR|PLU|IND|NOM//appos//31 för//PP//mark//50 att//IE//mark//50 framtvinga//VB|INF|AKT//acl//47 eller//KN//cc//52 underlätta//VB|INF|AKT//conj//50 ett//DT|NEU|SIN|IND//det//54 återförande//NN|NEU|SIN|IND|NOM//obj//50 till//PP//case//56 Sverige//PM|NOM//obl//50 av//PP//case//60 den//DT|UTR|SIN|DEF//det//60 utsatta//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//60 personen//NN|UTR|SIN|DEF|NOM//obl//50 ,//MID//punct//1
