15 Hur uppfattas bestämmelserna i smittskyddslagen? ;15.1//RG|NOM//nummod//1 Inledning//NN|UTR|SIN|IND|NOM//ROOT//1
15 Hur uppfattas bestämmelserna i smittskyddslagen? ;I//PP//case//1 utvärderingen//NN|UTR|SIN|DEF|NOM//obl//7 av//PP//case//3 smittskyddslagen//NN|UTR|SIN|DEF|NOM//nmod//1 är//VB|PRS|AKT//cop//7 en//DT|UTR|SIN|IND//det//7 viktig//JJ|POS|UTR|SIN|IND|NOM//amod//7 fråga//NN|UTR|SIN|IND|NOM//ROOT//7 hur//HA//advmod//11 smittskyddslagens//NN|UTR|SIN|DEF|GEN//nmod:poss//10 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//11 påverkar//VB|PRS|AKT//csubj//7 de//DT|UTR/NEU|PLU|DEF//det//13 människor//NN|UTR|PLU|IND|NOM//obj//11 som//HP|-|-|-//nsubj:pass//15 berörs//VB|PRS|SFO//acl:relcl//13 av//PP//case//17 bestämmelserna//NN|UTR|PLU|DEF|NOM//obl:agent//15 .//MAD//punct//7
15 Hur uppfattas bestämmelserna i smittskyddslagen? ;I//PP//mark//22 syfte//NN|NEU|SIN|IND|NOM//fixed//19 att//IE//mark//22 belysa//VB|INF|AKT//parataxis//7 hur//HA//advmod//33 smittskyddslagens//NN|UTR|SIN|DEF|GEN//nmod:poss//25 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj:pass//33 om//PP//case//28 bl.a.//AB|AN//advmod//28 smittspårning//NN|UTR|SIN|IND|NOM//nmod//25 ,//MID//punct//30 undersökningsskyldighet//NN|UTR|SIN|IND|NOM//conj//28 och//KN//cc//32 förhållningsregler//NN|UTR|PLU|IND|NOM//conj//28 uppfattas//VB|PRS|SFO//ccomp//22 ställdes//VB|PRT|SFO//xcomp//33 frågor//NN|UTR|PLU|IND|NOM//nsubj:pass//34 om//PP//case//37 detta//PN|NEU|SIN|DEF|SUB/OBJ//nmod//35 i//PP//case//41 de//DT|UTR/NEU|PLU|DEF//det//41 beteendevetenskapliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 studier//NN|UTR|PLU|IND|NOM//obl//44 kommittén//NN|UTR|SIN|DEF|NOM//nsubj//44 har//VB|PRS|AKT//aux//44 beställt//VB|SUP|AKT//acl:relcl//37 .//MAD//punct//22
15 Hur uppfattas bestämmelserna i smittskyddslagen? ;I//PP//case//49 det//DT|NEU|SIN|DEF//det//48 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//49 redovisas//VB|PRS|SFO//conj//22 sammanfattningsvis//AB//advmod//49 vad//HP|NEU|SIN|IND//dislocated//53 som//HP|-|-|-//nsubj//53 framkommit//VB|SUP|AKT//acl:relcl//49 i//PP//case//55 studierna//NN|UTR|PLU|DEF|NOM//obl//53 om//SN//mark//58 de//DT|UTR/NEU|PLU|DEF//nsubj//58 intervjuades//PC|PRF|UTR/NEU|PLU|IND/DEF|GEN//advcl//49 uppfattning//NN|UTR|SIN|IND|NOM//obj//58 om//PP//case//62 smittskyddslagens//NN|UTR|SIN|DEF|GEN//nmod:poss//62 bestämmelser//NN|UTR|PLU|IND|NOM//nmod//59 .//MAD//punct//22
15 Hur uppfattas bestämmelserna i smittskyddslagen? ;Studierna//NN|UTR|PLU|DEF|NOM//nsubj:pass//67 har//VB|PRS|AKT//aux//67 närmare//AB|KOM//advmod//67 redogjorts//VB|SUP|SFO//parataxis//22 för//PP//advmod//67 i//PP//case//71 kap.//NN|AN//nmod//71 14//RG|NOM//obl//67 och//KN//cc//73 finns//VB|PRS|SFO//conj//67 intagna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//73 som//KN//case//76 bilagor//NN|UTR|PLU|IND|NOM//nmod//74 till//PP//case//78 betänkandet//NN|NEU|SIN|DEF|NOM//nmod//76 .//MAD//punct//67
15 Hur uppfattas bestämmelserna i smittskyddslagen? ;Med//PP//case//81 osmittade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//obl//82 avses//VB|PRS|SFO//conj//67 liksom//PP//advmod//82 i//PP//case//87 kap.//NN|AN//nmod//87 14.6//RG|NOM//nummod//87 personer//NN|UTR|PLU|IND|NOM//obl//82 som//HP|-|-|-//nsubj//90 inte//AB//advmod//90 bär//VB|PRS|AKT//acl:relcl//87 på//PP//case//92 hivinfektion//NN|UTR|SIN|IND|NOM//obl//90 .//MAD//punct//22
15 Hur uppfattas bestämmelserna i smittskyddslagen? ;15.2//RG|NOM//nummod//95 Inställning//NN|UTR|SIN|IND|NOM//appos//22 till//PP//case//97 smittskyddslagen//NN|UTR|SIN|DEF|NOM//nmod//95 i//PP//advmod//95 allmänhet//NN|UTR|SIN|IND|NOM//fixed//98 15.2.1//RG|NOM//nummod//101 Studier//NN|UTR|PLU|IND|NOM//conj//95 rörande//PP//case//104 smittade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//104 personer//NN|UTR|PLU|IND|NOM//nmod//101
15 Hur uppfattas bestämmelserna i smittskyddslagen? ;"I//PP//case//2 ""//PAD//punct//2 Tbc-studien//NN|UTR|SIN|DEF|NOM//dep//4 ""//PAD//punct//4 framkom//VB|PRT|AKT//ROOT//4 att//SN//mark//14 majoriteten//NN|UTR|SIN|DEF|NOM//nsubj//14 ,//MID//punct//6 106//RG|NOM//nmod//6 av//PP//case//10 122//RG|NOM//nummod//12 tillfrågade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//12 patienter//NN|UTR|PLU|IND|NOM//nmod//8 ,//MID//punct//6 ansåg//VB|PRT|AKT//ccomp//4 att//SN//mark//18 smittskyddslagens//NN|UTR|SIN|DEF|GEN//nmod:poss//17 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj:pass//18 behövdes//VB|PRT|SFO//ccomp//14 för//PP//case//20 kontrollen//NN|UTR|SIN|DEF|NOM//obl//18 av//PP//case//22 tuberkulos//NN|UTR|SIN|IND|NOM//nmod//20 .//MID//punct//4"
15 Hur uppfattas bestämmelserna i smittskyddslagen? ;Endast//AB//advmod//26 åtta//RG|NOM//nummod//26 patienter//NN|UTR|PLU|IND|NOM//nsubj//27 ansåg//VB|PRT|AKT//parataxis//4 att//SN//mark//35 samarbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//35 och//KN//cc//31 kontakterna//NN|UTR|PLU|DEF|NOM//conj//29 med//PP//case//34 behandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//34 personal//NN|UTR|SIN|IND|NOM//nmod//31 påverkades//VB|PRT|SFO//ccomp//27 negativt//AB|POS//xcomp//35 av//PP//case//38 smittskyddslagen//NN|UTR|SIN|DEF|NOM//obl:agent//35 .//MAD//punct//27
15 Hur uppfattas bestämmelserna i smittskyddslagen? ;"Även//AB//advmod//43 i//PP//case//43 ""//PAD//punct//43 Klamydiastudien//PM|NOM//appos//27 ""//PAD//punct//4 ansåg//VB|PRT|AKT//parataxis//4 majoriteten//NN|UTR|SIN|DEF|NOM//obj//45 ,//MID//punct//46 90//RG|NOM//nummod//49 %//NN|AN//conj//46 ,//MID//punct//46 av//PP//case//53 de//DT|UTR/NEU|PLU|DEF//det//53 tillfrågade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//obl//4 att//SN//mark//57 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//57 var//VB|PRT|AKT//cop//57 bra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ccomp//53 att//SN//mark//60 klamydia//NN|NEU|PLU|IND|NOM//nsubj:pass//60 reglerades//VB|PRT|SFO//csubj//57 i//PP//case//62 smittskyddslagen//NN|UTR|SIN|DEF|NOM//obl//60 .//MAD//punct//4"
15 Hur uppfattas bestämmelserna i smittskyddslagen? ;"När//HA//mark//2 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 gäller//VB|PRS|AKT//advcl//8 hivpositivas//NN|NEU|SIN|DEF|GEN//amod//4 inställning//NN|UTR|SIN|IND|NOM//obj//2 till//PP//case//7 smittskyddslagens//NN|UTR|SIN|DEF|GEN//nmod:poss//7 bestämmelser//NN|UTR|PLU|IND|NOM//nmod//4 framkom//VB|PRT|AKT//ROOT//8 i//PP//case//11 ""//PAD//punct//11 Danderydsstudien//PM|NOM//obl//8 ""//PAD//punct//11 att//SN//mark//20 26//RG|NOM//nsubj//20 av//PP//case//19 de//DT|UTR/NEU|PLU|DEF//det//19 91//RG|NOM//nummod//19 tillfrågade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//19 patienterna//NN|UTR|PLU|DEF|NOM//nmod//14 ansåg//VB|PRT|AKT//acl//11 att//SN//mark//23 regleringen//NN|UTR|SIN|DEF|NOM//nsubj//23 påverkade//VB|PRT|AKT//ccomp//20 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//25 livssituation//NN|UTR|SIN|IND|NOM//obj//23 ,//MID//punct//30 inklusive//PP//case//30 det//DT|NEU|SIN|DEF//det//30 sexuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//30 beteendet//NN|NEU|SIN|DEF|NOM//conj//20 .//MAD//punct//30"
15 Hur uppfattas bestämmelserna i smittskyddslagen? ;Merparten//NN|UTR|SIN|DEF|NOM//nsubj//35 av//PP//case//34 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nmod//32 ansåg//VB|PRT|AKT//parataxis//8 att//SN//mark//38 lagen//NN|UTR|SIN|DEF|NOM//nsubj//38 har//VB|PRS|AKT//ccomp//35 en//DT|UTR|SIN|IND//det//41 negativ//JJ|POS|UTR|SIN|IND|NOM//amod//41 påverkan//NN|UTR|SIN|IND|NOM//obj//38 .//MAD//punct//35
15 Hur uppfattas bestämmelserna i smittskyddslagen? ;Endast//AB//advmod//44 få//JJ|POS|UTR/NEU|PLU|IND|NOM//conj//35 av//PP//case//47 de//DT|UTR/NEU|PLU|DEF//det//47 tillfrågade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//obl:agent//44 ,//MID//punct//49 6//RG|NOM//conj//44 av//PP//case//53 70//RG|NOM//nummod//53 svarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//53 patienter//NN|UTR|PLU|IND|NOM//nmod//49 ,//MID//punct//35 ansåg//VB|PRT|AKT//conj//35 dock//AB//advmod//55 att//SN//mark//61 relationen//NN|UTR|SIN|DEF|NOM//nsubj:pass//61 till//PP//case//60 läkaren//NN|UTR|SIN|DEF|NOM//nmod//58 påverkades//VB|PRT|SFO//ccomp//55 av//PP//case//64 smittskyddslagens//NN|UTR|SIN|DEF|GEN//nmod:poss//64 bestämmelser//NN|UTR|PLU|IND|NOM//obl//61 rörande//PP//case//66 förhållningsregler//NN|UTR|PLU|IND|NOM//obl//61 .//MAD//punct//35
15 Hur uppfattas bestämmelserna i smittskyddslagen? ;I//PP//case//69 studien//NN|UTR|SIN|DEF|NOM//obl//77 var//VB|PRT|AKT//cop//77 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//77 främst//AB|SUV//advmod//77 de//DT|UTR/NEU|PLU|DEF//det//77 homosexuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//77 ///MID//cc//76 bisexuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//74 männen//NN|UTR|PLU|DEF|NOM//parataxis//35 som//HP|-|-|-//nsubj//80 var//VB|PRT|AKT//cop//80 kritiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//77 till//PP//case//83 smittskyddslagens//NN|UTR|SIN|DEF|GEN//nmod:poss//83 reglering//NN|UTR|SIN|IND|NOM//obl//80 av//PP//case//85 hivinfektion//NN|UTR|SIN|IND|NOM//nmod//83 .//MID//punct//77
