Konsumenten i centrum;–//RG|NOM//punct//4  //_SP////0 ett//DT|NEU|SIN|IND//det//4 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 konsumentstöd//NN|NEU|SIN|IND|NOM//ROOT//4
Konsumenten i centrum;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//5 framtidens//NN|UTR|SIN|DEF|GEN//nmod:poss//5 stöd//NN|NEU|SIN|IND|NOM//nmod//2 till//PP//case//7 konsumenter//NN|UTR|PLU|IND|NOM//nmod//5
Konsumenten i centrum;Stockholm//PM|NOM//ROOT//0 2012//RG|NOM//nummod//0

Till statsrådet Birgitta Ohlsson;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 5//RO|NOM//nummod//4 maj//NN|UTR|SIN|IND|NOM//obl//1 2011//RG|NOM//nummod//4 att//IE//mark//7 tillkalla//VB|INF|AKT//acl//4 en//DT|UTR|SIN|IND//det//10 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//10 utredare//NN|UTR|SIN|IND|NOM//obj//7 för//PP//mark//13 att//IE//mark//13 se//VB|INF|AKT//advcl//7 över//PL//case//17 det//DT|NEU|SIN|DEF//det//17 befintliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//17 stödet//NN|NEU|SIN|DEF|NOM//obl//13 till//PP//case//19 konsumenter//NN|UTR|PLU|IND|NOM//nmod//17 i//PP//case//23 form//NN|UTR|SIN|IND|NOM//fixed//20 av//PP//fixed//20 information//NN|UTR|SIN|IND|NOM//nmod//19 och//KN//cc//25 vägledning//NN|UTR|SIN|IND|NOM//conj//23 samt//KN//cc//27 föreslå//VB|INF|AKT//conj//13 hur//HA//advmod//31 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//31 bör//VB|PRS|AKT//aux//31 organiseras//VB|INF|SFO//ccomp//27 och//KN//cc//33 bedrivas//VB|INF|SFO//conj//31 för//PP//mark//36 att//IE//mark//36 bli//VB|INF|AKT//advcl//33 mer//AB|KOM//advmod//38 ändamålsenligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//36 ,//MID//punct//38 effektivt//AB|POS//xcomp//36 och//KN//cc//42 likvärdigt//JJ|POS|NEU|SIN|IND|NOM//conj//40 för//PP//case//45 alla//DT|UTR/NEU|PLU|IND/DEF//det//45 konsumenter//NN|UTR|PLU|IND|NOM//obl//36 i//PP//case//47 landet//NN|NEU|SIN|DEF|NOM//nmod//45 .//MAD//punct//1
Till statsrådet Birgitta Ohlsson;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj//50 omfattade//VB|PRT|AKT//parataxis//1 även//AB//mark//53 att//IE//mark//53 föreslå//VB|INF|AKT//advcl//50 lämpliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//55 strategier//NN|UTR|PLU|IND|NOM//obj//53 och//KN//cc//57 metoder//NN|UTR|PLU|IND|NOM//conj//55 för//PP//mark//62 hur//HA//advmod//62 insatser//NN|UTR|PLU|IND|NOM//nsubj:pass//62 ska//VB|PRS|AKT//aux//62 utformas//VB|INF|SFO//advcl//53 för//PP//mark//67 att//SN//mark//67 stödet//NN|NEU|SIN|DEF|NOM//nsubj//67 ska//VB|PRS|AKT//aux//67 nå//VB|INF|AKT//advcl//62 fram//PL//compound:prt//67 till//PP//compound:prt//67 och//KN//cc//71 användas//VB|INF|SFO//conj//67 av//PP//case//73 konsumenterna//NN|UTR|PLU|DEF|NOM//obl:agent//71 .//MAD//punct//50
Till statsrådet Birgitta Ohlsson;Samma//DT|UTR/NEU|SIN/PLU|IND//det//1 dag//NN|UTR|SIN|IND|NOM//obl//2 förordnades//VB|PRT|SFO//ROOT//2 civilekonomen//NN|UTR|SIN|DEF|NOM//nmod//4 Elisabeth//PM|NOM//nsubj//2 Tandan//PM|NOM//flat:name//4 som//KN//mark//8 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//8 utredare//NN|UTR|SIN|IND|NOM//xcomp//2 .//MAD//punct//2
Till statsrådet Birgitta Ohlsson;Som//KN//case//1 experter//NN|UTR|PLU|IND|NOM//nsubj:pass//2 förordnades//VB|PRT|SFO//ROOT//2 från//PP//compound:prt//2 och//KN//fixed//3 med//PP//fixed//3 den//DT|UTR|SIN|DEF//det//8 1//RO|NOM//nummod//8 juni//NN|UTR|SIN|IND|NOM//nmod//12 2011//RG|NOM//nummod//11 filosofie//NN|UTR|SIN|IND|NOM//amod//11 doktorn//NN|UTR|SIN|DEF|NOM//nmod//12 Anna//PM|NOM//dep//3 Dreber//PM|NOM//flat:name//12 Almenberg//PM|NOM//flat:name//12 ,//MID//punct//12 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//17 Anders//PM|NOM//nmod:poss//37 Bagge//PM|NOM//flat:name//17 ,//MID//punct//20 styrelseordföranden//NN|UTR|SIN|DEF|NOM//conj//17 i//PP//case//24 Sveriges//PM|GEN//nmod:poss//23 Konsumenter//NN|UTR|PLU|IND|NOM//nmod//24 Örjan//PM|NOM//nmod//20 Brinkman//PM|NOM//flat//24 ,//MID//punct//17 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//28 Charlotte//PM|NOM//appos//17 Brunlid//PM|NOM//flat:name//28 ,//MID//punct//17 professorn//NN|UTR|SIN|DEF|NOM//nmod//32 Karin//PM|NOM//appos//17 M//PM|NOM//flat:name//32 Ekström//PM|NOM//flat:name//32 ,//MID//punct//17 teknologie//NN|UTR|SIN|IND|NOM//amod//37 doktorn//NN|UTR|SIN|DEF|NOM//nmod//38 Johan//PM|NOM//obl//2 Groth//PM|NOM//flat:name//38 ,//MID//punct//38 utredaren//NN|UTR|SIN|DEF|NOM//appos//38 Leif//PM|NOM//nsubj//41 Klingensjö//PM|NOM//flat:name//42 ,//MID//punct//41 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//46 Mårten//PM|NOM//conj//38 Kristiansen//PM|NOM//flat:name//46 ,//MID//punct//38 hållbarhetschefen//NN|UTR|SIN|DEF|NOM//nmod//50 Alice//PM|NOM//appos//38 Bah//PM|NOM//flat:name//50 Kuhnke//PM|NOM//conj//38 ,//MID//punct//38 chefredaktören//NN|UTR|SIN|DEF|NOM//nmod//55 Nicklas//PM|NOM//appos//38 Mattsson//PM|NOM//flat:name//55 ,//MID//punct//55 juris//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//59 kandidaten//NN|UTR|SIN|DEF|NOM//nmod//60 Gunnar//PM|NOM//conj//38 Olsson//PM|NOM//flat:name//60 ,//MID//punct//38 kommunikationschefen//NN|UTR|SIN|DEF|NOM//nmod//64 Mia//PM|NOM//appos//38 Westerberg//PM|NOM//flat:name//64 Olsson//PM|NOM//flat:name//64 ,//MID//punct//68 budget-//NN|UTR|-|-|SMS//conj//64 och//KN//cc//70 skuldrådgivaren//NN|UTR|SIN|DEF|NOM//nmod//71 Christina//PM|NOM//conj//64 Sjödahl//PM|NOM//flat:name//71 ,//MID//punct//38 föreningsjuristen//NN|UTR|SIN|DEF|NOM//nmod//75 Anna-Karin//PM|NOM//appos//38 Smedberg//PM|NOM//flat:name//75 ,//MID//punct//38 utredaren//NN|UTR|SIN|DEF|NOM//nmod//80 Per-Arne//PM|NOM//nmod//80 Ström//PM|NOM//flat:name//38 ,//MID//punct//38 konsumentekonomen//NN|UTR|SIN|DEF|NOM//nmod//83 Annika//PM|NOM//appos//38 Wilow//PM|NOM//flat:name//83 Sundh//PM|NOM//flat:name//83 ,//MID//punct//83 journalisten//NN|UTR|SIN|DEF|NOM//conj//38 Ebba//PM|NOM//flat//87 von//PM|NOM//flat//38 Sydow//PM|NOM//flat:name//38 ,//MID//punct//94 och//KN//cc//94 kommunikatören//NN|UTR|SIN|DEF|NOM//nmod//94 Jan//PM|NOM//conj//2 Åkerlund//PM|NOM//flat:name//94 .//MAD//punct//94
Till statsrådet Birgitta Ohlsson;Som//KN//mark//99 experter//NN|UTR|PLU|IND|NOM//nsubj:pass//99 förordnades//VB|PRT|SFO//advcl//94 vidare//AB|KOM//advmod//99 från//PP//case//106 och//KN//fixed//101 med//PP//fixed//101 den//DT|UTR|SIN|DEF//det//106 17//RG|NOM//nummod//106 juni//NN|UTR|SIN|IND|NOM//nmod//109 2011//RG|NOM//nummod//109 kommunikationsstrategen//NN|UTR|SIN|DEF|NOM//nmod//109 Kerstin//PM|NOM//nmod//120 Riese//PM|NOM//flat:name//109 ,//MID//punct//109 från//PP//case//117 och//KN//fixed//112 med//PP//fixed//112 den//DT|UTR|SIN|DEF//det//117 1//RO|NOM//nummod//117 november//NN|UTR|SIN|IND|NOM//conj//109 2011//RG|NOM//nummod//117 rättssakkunnige//NN|UTR|SIN|IND|NOM//amod//120 Niklas//PM|NOM//parataxis//2 Schüllerqvist//PM|NOM//flat:name//120 ,//MID//punct//120 från//PP//case//128 och//KN//fixed//123 med//PP//fixed//123 den//DT|UTR|SIN|DEF//det//128 1//RO|NOM//nummod//128 februari//NN|UTR|SIN|IND|NOM//obl//130 2012//RG|NOM//nummod//128 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//131 Marita//PM|NOM//appos//120 Axelsson//PM|NOM//flat:name//131 samt//KN//cc//139 från//PP//case//139 och//KN//fixed//134 med//PP//fixed//134 den//DT|UTR|SIN|DEF//det//139 10//RG|NOM//nummod//139 april//NN|UTR|SIN|IND|NOM//conj//120 2012//RG|NOM//nummod//141 kanslirådet//NN|NEU|SIN|DEF|NOM//appos//120 Henrik//PM|NOM//nsubj//141 Källsbo//PM|NOM//flat//142 .//MAD//punct//120
Till statsrådet Birgitta Ohlsson;Ebba//PM|NOM//nmod:poss//1 von//PM|NOM//nmod//2 Sydow//PM|NOM//nsubj:pass//3 entledigades//VB|PRT|SFO//ROOT//3 den//DT|UTR|SIN|DEF//det//6 1//RO|NOM//nummod//6 september//NN|UTR|SIN|IND|NOM//obl//3 2011//RG|NOM//nummod//6 ,//MID//punct//6 Anders//PM|NOM//nmod//10 Bagge//PM|NOM//conj//6 den//DT|UTR|SIN|DEF//det//13 1//RO|NOM//nummod//13 februari//NN|UTR|SIN|IND|NOM//obl//3 2012//RG|NOM//nummod//13 och//KN//cc//16 Charlotte//PM|NOM//conj//3 Brunlid//PM|NOM//flat//16 den//DT|UTR|SIN|DEF//det//20 10//RG|NOM//nummod//20 april//NN|UTR|SIN|IND|NOM//obl//3 2012//RG|NOM//nummod//20 .//MAD//punct//3
Till statsrådet Birgitta Ohlsson;Som//KN//mark//25 sekreterare//NN|UTR|SIN|IND|NOM//nsubj:pass//25 anställdes//VB|PRT|SFO//advcl//3 från//PP//case//31 och//KN//fixed//26 med//PP//fixed//26 den//DT|UTR|SIN|DEF//det//31 1//RO|NOM//nummod//31 juni//NN|UTR|SIN|IND|NOM//obl//25 2011//RG|NOM//nummod//33 hovrättsassessorn//NN|UTR|SIN|DEF|NOM//appos//31 Hanna//PM|NOM//flat:name//33 Borén//PM|NOM//flat//34 .//MAD//punct//3
