1 Uppdraget m.m.;I//PP//case//1 Tryck-//NN|UTR|-|-|SMS//obl//20 och//KN//cc//5 yttrandefrihetsberedningens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//5 ingår//VB|PRS|AKT//conj//1 att//IE//mark//7 överväga//VB|INF|AKT//xcomp//5 frågan//NN|UTR|SIN|DEF|NOM//obj//7 om//SN//case//12 det//PN|NEU|SIN|DEF|SUB/OBJ//det//12 mot//PP//case//12 bakgrund//NN|UTR|SIN|IND|NOM//obl//7 av//PP//case//18 den//DT|UTR|SIN|DEF//det//18 tekniska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//18 och//KN//cc//17 mediala//JJ|POS|UTR/NEU|SIN|DEF|NOM//conj//15 utvecklingen//NN|UTR|SIN|DEF|NOM//nmod//12 är//VB|PRS|AKT//cop//20 möjligt//JJ|POS|NEU|SIN|IND|NOM//ROOT//20 att//IE//mark//24 i//PP//case//23 längden//NN|UTR|SIN|DEF|NOM//obl//24 behålla//VB|INF|AKT//csubj//20 en//DT|UTR|SIN|IND//det//27 teknikberoende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//27 grundlagsreglering//NN|UTR|SIN|IND|NOM//obj//24 av//PP//case//29 yttrandefriheten//NN|UTR|SIN|DEF|NOM//nmod//27 i//PP//case//31 medierna//NN|NEU|PLU|DEF|NOM//nmod//29 och//KN//cc//37 om//SN//mark//37 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//37 på//PP//advmod//37 sikt//NN|UTR|SIN|IND|NOM//fixed//35 finns//VB|PRS|SFO//conj//24 anledning//NN|UTR|SIN|IND|NOM//nsubj//37 att//IE//mark//40 slå//VB|INF|AKT//acl//38 samman//PL//compound:prt//40 TF//PM|NOM//obj//40 och//KN//cc//44 YGL//PM|NOM//conj//38 till//PP//case//47 en//DT|UTR|SIN|IND//det//47 grundlag//NN|UTR|SIN|IND|NOM//obl//37 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//37 såväl//KN//advmod//50 tryckfrihet//NN|UTR|SIN|IND|NOM//obl//37 som//KN//cc//53 annan//JJ|POS|UTR|SIN|IND|NOM//amod//53 yttrandefrihet//NN|UTR|SIN|IND|NOM//conj//50 .//MAD//punct//20
1 Uppdraget m.m.;Beredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 tolkar//VB|PRS|AKT//ROOT//1 sitt//PS|NEU|SIN|DEF//nmod:poss//3 uppdrag//NN|NEU|SIN|IND|NOM//obj//1 i//PP//case//6 denna//DT|UTR|SIN|DEF//det//6 del//NN|UTR|SIN|IND|NOM//nmod//3 så//SN//mark//11 att//SN//fixed//7 beredningen//NN|UTR|SIN|DEF|NOM//nsubj//11 skall//VB|PRS|AKT//aux//11 överväga//VB|INF|AKT//advcl//1 om//SN//mark//14 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//14 finns//VB|PRS|SFO//ccomp//11 anledning//NN|UTR|SIN|IND|NOM//nsubj//14 att//IE//mark//17 överge//VB|INF|AKT//advcl//14 det//DT|NEU|SIN|DEF//obj//17 nu//AB//advmod//17 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//21 grundlagsskyddet//NN|NEU|SIN|DEF|NOM//obj//17 för//PP//case//23 tryck-//NN|UTR|-|-|SMS//nmod//21 och//KN//cc//25 yttrandefriheten//NN|UTR|SIN|DEF|NOM//conj//23 och//KN//cc//33 hur//HA//advmod//33 ett//DT|NEU|SIN|IND//det//30 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//30 skydd//NN|NEU|SIN|IND|NOM//nsubj:pass//33 skulle//VB|PRT|AKT//aux//33 kunna//VB|INF|AKT//aux//33 utformas//VB|INF|SFO//conj//14 om//SN//mark//36 man//PN|UTR|SIN|IND|SUB//nsubj//36 anser//VB|PRS|AKT//advcl//33 att//SN//mark//39 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//39 finns//VB|PRS|SFO//ccomp//36 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//41 anledning//NN|UTR|SIN|IND|NOM//nsubj//39 .//MAD//punct//1
1 Uppdraget m.m.;Beredningen//NN|UTR|SIN|DEF|NOM//nsubj//44 uppfattar//VB|PRS|AKT//parataxis//1 uppdraget//NN|NEU|SIN|DEF|NOM//obj//44 så//SN//mark//49 att//SN//fixed//46 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//49 står//VB|PRS|AKT//advcl//44 beredningen//NN|UTR|SIN|DEF|NOM//obj//49 fritt//AB|POS//advmod//49 att//IE//mark//53 överväga//VB|INF|AKT//advcl//49 vilka//HD|UTR/NEU|PLU|IND//det//55 regleringsmodeller//NN|UTR|PLU|IND|NOM//obj//53 som//KN//case//57 helst//AB|SUV//advmod//55 ,//MID//punct//1 men//KN//cc//67 att//SN//mark//67 en//DT|UTR|SIN|IND//det//62 fråga//NN|UTR|SIN|IND|NOM//nsubj//67 som//HP|-|-|-//nsubj:pass//65 skall//VB|PRS|AKT//aux//65 besvaras//VB|INF|SFO//acl:relcl//62 särskilt//AB//advmod//65 är//VB|PRS|AKT//conj//1 om//SN//mark//70 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//70 finns//VB|PRS|SFO//ccomp//67 anledning//NN|UTR|SIN|IND|NOM//nsubj//70 att//IE//mark//73 slå//VB|INF|AKT//acl//71 samman//PL//compound:prt//73 TF//PM|NOM//obj//73 och//KN//cc//77 YGL//PM|NOM//conj//71 till//PP//case//80 en//DT|UTR|SIN|IND//det//80 grundlag//NN|UTR|SIN|IND|NOM//obl//70 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl//80 såväl//KN//advmod//83 tryckfrihet//NN|UTR|SIN|IND|NOM//nmod//80 som//KN//cc//86 annan//JJ|POS|UTR|SIN|IND|NOM//amod//86 yttrandefrihet//NN|UTR|SIN|IND|NOM//conj//83 .//MAD//punct//1
1 Uppdraget m.m.;Beredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 valt//VB|SUP|AKT//ROOT//2 att//IE//mark//4 börja//VB|INF|AKT//xcomp//2 behandlingen//NN|UTR|SIN|DEF|NOM//obj//4 av//PP//case//7 frågan//NN|UTR|SIN|DEF|NOM//nmod//5 om//PP//case//11 ett//DT|NEU|SIN|IND//det//11 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//11 grundlagsskydd//NN|NEU|SIN|IND|NOM//nmod//7 för//PP//case//13 tryck-//NN|UTR|-|-|SMS//nmod//11 och//KN//cc//15 yttrandefriheten//NN|UTR|SIN|DEF|NOM//conj//13 genom//PP//mark//18 att//IE//mark//18 lämna//VB|INF|AKT//advcl//4 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//18 debattbetänkande//NN|NEU|SIN|IND|NOM//xcomp//18 .//MAD//punct//2
1 Uppdraget m.m.;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//24 är//VB|PRS|AKT//cop//24 avsett//PC|PRF|NEU|SIN|IND|NOM//parataxis//2 att//IE//mark//26 tjäna//VB|INF|AKT//csubj//24 som//KN//mark//28 underlag//NN|NEU|SIN|IND|NOM//obl//26 för//PP//case//32 en//DT|UTR|SIN|IND//det//32 bred//JJ|POS|UTR|SIN|IND|NOM//amod//32 diskussion//NN|UTR|SIN|IND|NOM//nmod//28 om//PP//mark//37 huruvida//SN//mark//37 ett//DT|NEU|SIN|IND//det//37 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//37 grundlagsskydd//NN|NEU|SIN|IND|NOM//obl//26 för//PP//case//39 tryck-//NN|UTR|-|-|SMS//nmod//37 och//KN//cc//41 yttrandefriheten//NN|UTR|SIN|DEF|NOM//conj//39 behövs//VB|PRS|SFO//conj//24 i//PP//case//44 Sverige//PM|NOM//obl//42 och//KN//cc//52 hur//HA//advmod//52 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//52 i//PP//advmod//52 så//AB//amod//50 fall//NN|NEU|SIN|IND|NOM//fixed//48 bör//VB|PRS|AKT//aux//52 utformas//VB|INF|SFO//conj//24 .//MAD//punct//24
1 Uppdraget m.m.;Beredningen//NN|UTR|SIN|DEF|NOM//nsubj//55 tar//VB|PRS|AKT//conj//2 inte//AB//advmod//55 ställning//NN|UTR|SIN|IND|NOM//obj//55 för//PP//case//63 den//DT|UTR|SIN|DEF//det//63 ena//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//63 eller//KN//cc//62 andra//RO|NOM//conj//60 lösningen//NN|UTR|SIN|DEF|NOM//obl//55 utan//KN//cc//66 har//VB|PRS|AKT//aux//66 inriktat//VB|SUP|AKT//conj//55 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//66 på//PP//mark//70 att//IE//mark//70 redovisa//VB|INF|AKT//xcomp//66 för-//NN|UTR|-|-|SMS//obj//70 och//KN//cc//73 nackdelar//NN|UTR|PLU|IND|NOM//conj//71 med//PP//case//76 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//76 synsätt//NN|NEU|PLU|IND|NOM//obl//70 .//MAD//punct//55
1 Uppdraget m.m.;Förhoppningen//NN|UTR|SIN|DEF|NOM//obj//55 är//VB|PRS|AKT//cop//78 att//SN//mark//83 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//83 skall//VB|PRS|AKT//aux//83 stimulera//VB|INF|AKT//csubj//78 till//PP//case//89 en//DT|UTR|SIN|IND//det//89 öppen//JJ|POS|UTR|SIN|IND|NOM//amod//89 och//KN//cc//88 konstruktiv//JJ|POS|UTR|SIN|IND|NOM//conj//86 debatt//NN|UTR|SIN|IND|NOM//obl//83 om//PP//case//91 för-//NN|UTR|-|-|SMS//nmod//89 och//KN//cc//93 nackdelar//NN|UTR|PLU|IND|NOM//conj//91 med//PP//case//95 TF//PM|NOM//nmod//93 och//KN//cc//97 YGL//PM|NOM//conj//95 och//KN//cc//100 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//100 regleringsmodeller//NN|UTR|PLU|IND|NOM//conj//95 och//KN//cc//108 om//PP//mark//108 hur//HA//advmod//108 grundlagsskyddet//NN|NEU|SIN|DEF|NOM//nsubj//108 för//PP//case//106 yttrandefriheten//NN|UTR|SIN|DEF|NOM//nmod//104 bör//VB|PRS|AKT//aux//108 se//VB|INF|AKT//conj//83 ut//PL//compound:prt//108 i//PP//case//111 framtiden//NN|UTR|SIN|DEF|NOM//obl//108 .//MAD//punct//55

2 Det nu gällande tryck- och yttrandefrihetsrättsliga systemet;Friheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//19 att//IE//mark//2 yttra//VB|INF|AKT//acl//0 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//2 i//PP//case//6 tryckt//PC|PRF|UTR|SIN|IND|NOM//amod//6 skrift//NN|UTR|SIN|IND|NOM//obl//2 och//KN//cc//8 skrift//NN|UTR|SIN|IND|NOM//conj//6 som//HP|-|-|-//nsubj:pass//10 mångfaldigats//VB|SUP|SFO//acl:relcl//8 genom//PP//case//12 stencilering//NN|UTR|SIN|IND|NOM//obl//10 ,//MID//punct//14 fotokopiering//NN|UTR|SIN|IND|NOM//conj//12 eller//KN//cc//18 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 tekniskt//JJ|POS|NEU|SIN|IND|NOM//amod//18 förfarande//NN|NEU|SIN|IND|NOM//conj//12 skyddas//VB|PRS|SFO//ROOT//19 i//PP//case//21 TF//PM|NOM//obl//19 medan//SN//mark//25 friheten//NN|UTR|SIN|DEF|NOM//nsubj//25 att//IE//mark//25 yttra//VB|INF|AKT//advcl//19 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//25 genom//PP//case//28 ljudradio//NN|UTR|SIN|IND|NOM//obl//25 ,//MID//punct//30 television//NN|UTR|SIN|IND|NOM//conj//28 och//KN//cc//34 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//34 överföringar//NN|UTR|PLU|IND|NOM//conj//28 ,//MID//punct//34 t.ex.//AB|AN//advmod//37 databaser//NN|UTR|PLU|IND|NOM//appos//34 ,//MID//punct//40 samt//KN//cc//40 filmer//NN|UTR|PLU|IND|NOM//nsubj:pass//49 ,//MID//punct//42 videogram//NN|NEU|PLU|IND|NOM//conj//40 ,//MID//punct//44 ljudupptagningar//NN|UTR|PLU|IND|NOM//conj//40 och//KN//cc//48 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//48 tekniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//48 upptagningar//NN|UTR|PLU|IND|NOM//conj//40 skyddas//VB|PRS|SFO//conj//25 i//PP//case//51 YGL//PM|NOM//obl//49 .//MAD//punct//19
2 Det nu gällande tryck- och yttrandefrihetsrättsliga systemet;Regelverken//NN|NEU|PLU|DEF|NOM//nsubj//54 utgör//VB|PRS|AKT//parataxis//19 vid//PP//case//58 en//DT|UTR|SIN|IND//det//58 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//58 jämförelse//NN|UTR|SIN|IND|NOM//obl//54 en//DT|UTR|SIN|IND//det//62 unikt//AB|POS//amod//62 detaljerad//PC|PRF|UTR|SIN|IND|NOM//amod//62 reglering//NN|UTR|SIN|IND|NOM//nmod//58 på//PP//case//64 grundlagsnivå//NN|UTR|SIN|IND|NOM//nmod//62 .//MAD//punct//54
2 Det nu gällande tryck- och yttrandefrihetsrättsliga systemet;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//67 bygger//VB|PRS|AKT//parataxis//54 på//PP//case//69 principerna//NN|UTR|PLU|DEF|NOM//obl//67 om//PP//case//71 etableringsfrihet//NN|UTR|SIN|IND|NOM//nmod//69 ,//MID//punct//73 förbud//NN|NEU|SIN|IND|NOM//conj//69 mot//PP//case//75 censur//NN|UTR|SIN|IND|NOM//nmod//73 och//KN//cc//78 hindrande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//78 åtgärder//NN|UTR|PLU|IND|NOM//conj//75 ,//MID//punct//80 ensamansvar//NN|NEU|SIN|IND|NOM//conj//75 med//PP//case//82 meddelarskydd//NN|NEU|SIN|IND|NOM//nmod//80 ,//MID//punct//85 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//85 brottskatalog//NN|UTR|SIN|IND|NOM//conj//82 och//KN//cc//88 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//88 rättegångsordning//NN|UTR|SIN|IND|NOM//conj//82 .//MAD//punct//54
