12 Socialtjänstens finansiering;I//PP//case//1 direktiven//NN|NEU|PLU|DEF|NOM//obl//4 till//PP//case//3 utredningen//NN|UTR|SIN|DEF|NOM//nmod//1 skriver//VB|PRS|AKT//ROOT//4 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//4 att//SN//mark//9 utredaren//NN|UTR|SIN|DEF|NOM//nsubj//9 ska//VB|PRS|AKT//aux//9 analysera//VB|INF|AKT//ccomp//4 eventuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 behov//NN|NEU|PLU|IND|NOM//obj//9 av//PP//mark//14 att//IE//mark//14 förändra//VB|INF|AKT//acl//11 principerna//NN|UTR|PLU|DEF|NOM//obj//14 för//PP//case//18 socialtjänstens//NN|UTR|SIN|DEF|GEN//nmod:poss//18 finansiering//NN|UTR|SIN|IND|NOM//nmod//15 utifrån//PP//case//20 behovet//NN|NEU|SIN|DEF|NOM//obl//14 av//PP//mark//23 att//IE//mark//23 få//VB|INF|AKT//acl//20 till//PP//compound:prt//23 stånd//NN|NEU|SIN|IND|NOM//fixed//24 en//DT|UTR|SIN|IND//det//29 mer//AB|KOM//advmod//28 långsiktig//JJ|POS|UTR|SIN|IND|NOM//amod//29 stabilitet//NN|UTR|SIN|IND|NOM//obj//23 i//PP//case//31 resurserna//NN|UTR|PLU|DEF|NOM//nmod//29 på//PP//case//35 socialtjänstens//NN|UTR|SIN|DEF|GEN//nmod:poss//35 alla//DT|UTR/NEU|PLU|IND/DEF//det//35 omsorgsområden//NN|NEU|PLU|IND|NOM//obl//23 .//MAD//punct//4
12 Socialtjänstens finansiering;I//PP//case//2 detta//DT|NEU|SIN|DEF//det//2 kapitel//NN|NEU|SIN|IND|NOM//obl//3 görs//VB|PRS|SFO//ROOT//3 därför//AB//advmod//3 en//DT|UTR|SIN|IND//det//6 belysning//NN|UTR|SIN|IND|NOM//nsubj:pass//3 av//PP//case//8 frågan//NN|UTR|SIN|DEF|NOM//nmod//6 om//PP//case//11 socialtjänstens//NN|UTR|SIN|DEF|GEN//nmod:poss//11 finansiering//NN|UTR|SIN|IND|NOM//nmod//8 .//MAD//punct//3
12 Socialtjänstens finansiering;I//PP//case//16 den//DT|UTR|SIN|DEF//det//16 första//RO|NOM//amod//16 delen//NN|UTR|SIN|DEF|NOM//obl//17 beskrivs//VB|PRS|SFO//parataxis//3 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//19 principer//NN|UTR|PLU|IND|NOM//nsubj:pass//17 för//PP//case//21 finansiering//NN|UTR|SIN|IND|NOM//nmod//19 av//PP//case//24 kommunal//JJ|POS|UTR|SIN|IND|NOM//amod//24 verksamhet//NN|UTR|SIN|IND|NOM//nmod//21 och//KN//cc//26 något//PN|NEU|SIN|IND|SUB/OBJ//conj//21 om//PP//mark//31 hur//HA//advmod//31 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//31 har//VB|PRS|AKT//aux//31 växt//VB|SUP|AKT//acl//26 fram//PL//advmod//31 .//MAD//punct//17
12 Socialtjänstens finansiering;I//PP//case//37 den//DT|UTR|SIN|DEF//det//37 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//37 delen//NN|UTR|SIN|DEF|NOM//obl//38 diskuteras//VB|PRS|SFO//parataxis//17 sambanden//NN|NEU|PLU|DEF|NOM//nsubj:pass//38 mellan//PP//case//41 behov//NN|NEU|PLU|IND|NOM//obl//38 och//KN//cc//43 resurser//NN|UTR|PLU|IND|NOM//conj//41 i//PP//case//48 det//DT|NEU|SIN|DEF//fixed//44 nu//AB//fixed//44 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//48 systemet//NN|NEU|SIN|DEF|NOM//obl//38 för//PP//case//50 finansiering//NN|UTR|SIN|IND|NOM//nmod//48 av//PP//case//53 kommunala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//53 verksamhet//NN|UTR|SIN|IND|NOM//nmod//50 .//MAD//punct//17
12 Socialtjänstens finansiering;I//PP//case//58 det//DT|NEU|SIN|DEF//det//58 tredje//RO|NOM//amod//58 avsnittet//NN|NEU|SIN|DEF|NOM//obl//59 diskuteras//VB|PRS|SFO//parataxis//17 hur//HA//advmod//62 relationerna//NN|UTR|PLU|DEF|NOM//nsubj//62 ser//VB|PRS|AKT//ccomp//59 ut//PL//compound:prt//62 vad//HP|NEU|SIN|IND//nsubj//65 gäller//VB|PRS|AKT//ccomp//62 statens//NN|UTR|SIN|DEF|GEN//nmod:poss//69 och//KN//cc//68 kommunernas//NN|UTR|PLU|DEF|GEN//conj//66 ekonomier//NN|NEU|PLU|IND|NOM//obj//65 .//MAD//punct//69
12 Socialtjänstens finansiering;I//PP//case//74 det//DT|NEU|SIN|DEF//det//74 fjärde//RO|NOM//amod//74 avsnittet//NN|NEU|SIN|DEF|NOM//obl//75 diskuteras//VB|PRS|SFO//conj//62 behovet//NN|NEU|SIN|DEF|NOM//nsubj:pass//75 av//PP//case//81 ett//DT|NEU|SIN|IND//det//81 ökat//PC|PRF|NEU|SIN|IND|NOM//amod//81 statligt//JJ|POS|NEU|SIN|IND|NOM//amod//81 ansvar//NN|NEU|SIN|IND|NOM//nmod//76 för//PP//case//83 socialbidragskostnaderna//NN|UTR|PLU|DEF|NOM//nmod//81 .//MAD//punct//17
12 Socialtjänstens finansiering;I//PP//punct//3 det//DT|NEU|SIN|DEF//det//87 femte//RO|NOM//fixed//85 ,//MID//punct//85 och//KN//cc//90 avslutande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//85 ,//MID//punct//93 avsnittet//NN|NEU|SIN|DEF|NOM//nsubj:pass//93 förs//VB|PRS|SFO//parataxis//3 en//DT|UTR|SIN|IND//det//96 sammanfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//96 diskussion//NN|UTR|SIN|IND|NOM//nsubj:pass//93 om//PP//case//98 behovet//NN|NEU|SIN|DEF|NOM//nmod//96 och//KN//cc//100 värdet//NN|NEU|SIN|DEF|NOM//conj//98 av//PP//case//102 samverkan//NN|UTR|SIN|IND|NOM//nmod//100 och//KN//cc//105 gemensamt//JJ|POS|NEU|SIN|IND|NOM//amod//105 ansvar//NN|NEU|SIN|IND|NOM//conj//102 inom//PP//case//109 den//DT|UTR|SIN|DEF//det//109 offentliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//109 sektorn//NN|UTR|SIN|DEF|NOM//nmod//100 .//MAD//punct//3

12.1 Dagens principer för finansiering av socialtjänsten;I//PP//case//2 detta//DT|NEU|SIN|DEF//det//2 avsnitt//NN|NEU|SIN|IND|NOM//obl//3 beskrivs//VB|PRS|SFO//ROOT//3 huvuddragen//NN|NEU|PLU|DEF|NOM//nsubj:pass//3 av//PP//mark//8 hur//HA//advmod//8 socialtjänsten//NN|UTR|SIN|DEF|NOM//nsubj:pass//8 finansieras//VB|PRS|SFO//advcl//3 idag//AB//advmod//8 .//MAD//punct//3
12.1 Dagens principer för finansiering av socialtjänsten;Avsnittet//NN|NEU|SIN|DEF|NOM//nsubj//12 spänner//VB|PRS|AKT//parataxis//3 över//PP//case//14 frågor//NN|UTR|PLU|IND|NOM//obl//12 som//KN//case//19 det//DT|NEU|SIN|DEF//det//19 generella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//19 finansiella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//19 stödet//NN|NEU|SIN|DEF|NOM//obl//12 till//PP//case//21 kommunen//NN|UTR|SIN|DEF|NOM//nmod//19 ,//MID//punct//24 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//24 beredningsorgan//NN|NEU|PLU|IND|NOM//conj//21 ,//MID//punct//12 riktade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//12 statsbidrag//NN|NEU|PLU|IND|NOM//obj//26 ,//MID//punct//29 EU-bidrag//NN|NEU|PLU|IND|NOM//conj//27 och//KN//cc//31 brukaravgifter//NN|UTR|PLU|IND|NOM//conj//27 .//MAD//punct//12
12.1 Dagens principer för finansiering av socialtjänsten;12.1.1//RG|NOM//conj//12 Ett//DT|NEU|SIN|IND//det//37 generellt//AB|POS//advmod//36 finansiellt//JJ|POS|NEU|SIN|IND|NOM//amod//37 stöd//NN|NEU|SIN|IND|NOM//nsubj//33
