
Finansdepartementet;I//PP//case//2 denna//DT|UTR|SIN|DEF//det//2 promemoria//NN|UTR|SIN|IND|NOM//obl//3 förslås//VB|PRS|SFO//ROOT//3 en//DT|UTR|SIN|IND//det//6 ny//JJ|POS|UTR|SIN|IND|NOM//amod//6 lag//NN|UTR|SIN|IND|NOM//obj//3 med//PP//case//9 kompletterande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 bestämmelser//NN|UTR|PLU|IND|NOM//nmod//6 till//PP//case//11 blankningsförordningen//NN|UTR|SIN|DEF|NOM//nmod//9 .//MAD//punct//3
Finansdepartementet;Lagförslaget//NN|NEU|SIN|DEF|NOM//nsubj//14 syftar//VB|PRS|AKT//parataxis//3 till//PP//mark//17 att//IE//mark//17 anpassa//VB|INF|AKT//advcl//14 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//19 lagstiftning//NN|UTR|SIN|IND|NOM//obj//17 till//PP//case//21 förordningen//NN|UTR|SIN|DEF|NOM//obl//17 .//MAD//punct//14
Finansdepartementet;I//PP//case//26 den//DT|UTR|SIN|DEF//det//26 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//26 lagen//NN|UTR|SIN|DEF|NOM//obl//27 anges//VB|PRS|SFO//advcl//14 att//SN//mark//32 Finansinspektionen//NN|UTR|SIN|DEF|NOM//nsubj//32 är//VB|PRS|AKT//cop//32 behörig//JJ|POS|UTR|SIN|IND|NOM//amod//32 myndighet//NN|UTR|SIN|IND|NOM//ccomp//27 enligt//PP//case//34 förordningen//NN|UTR|SIN|DEF|NOM//nmod//32 .//MAD//punct//3
Finansdepartementet;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//37 införs//VB|PRS|SFO//parataxis//3 dessutom//AB//advmod//37 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj:pass//37 om//PP//case//42 Finansinspektionens//NN|UTR|SIN|DEF|GEN//nmod:poss//42 övervaknings-//NN|UTR|-|-|SMS//nmod//39 och//KN//cc//44 utredningsbefogenheter//NN|UTR|PLU|IND|NOM//conj//42 och//KN//cc//46 möjligheter//NN|UTR|PLU|IND|NOM//conj//42 att//IE//mark//48 ingripa//VB|INF|AKT//acl//46 vid//PP//case//50 överträdelser//NN|UTR|PLU|IND|NOM//obl//48 av//PP//case//52 förordningen//NN|UTR|SIN|DEF|NOM//nmod//50 .//MAD//punct//37
Finansdepartementet;Huvuddelen//NN|UTR|SIN|DEF|NOM//nsubj//59 av//PP//case//56 bestämmelserna//NN|UTR|PLU|DEF|NOM//nmod//54 i//PP//case//58 blankningsförordningen//NN|UTR|SIN|DEF|NOM//nmod//56 får//VB|PRS|AKT//parataxis//37 ingen//DT|UTR|SIN|IND//det//61 motsvarighet//NN|UTR|SIN|IND|NOM//obj//59 i//PP//case//65 den//DT|UTR|SIN|DEF//det//65 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//65 lagen//NN|UTR|SIN|DEF|NOM//obl//59 ,//MID//punct//70 eftersom//SN//mark//70 förordningen//NN|UTR|SIN|DEF|NOM//nsubj//70 är//VB|PRS|AKT//cop//70 bindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl//65 i//PP//case//73 sin//PS|UTR|SIN|DEF//nmod:poss//73 helhet//NN|UTR|SIN|IND|NOM//obl//70 och//KN//cc//76 direkt//AB|POS//advmod//76 tillämplig//JJ|POS|UTR|SIN|IND|NOM//conj//70 i//PP//case//78 Sverige//PM|NOM//obl//76 .//MAD//punct//37
Finansdepartementet;Vidare//AB|KOM//advmod//1 föreslås//VB|PRS|SFO//ROOT//1 en//DT|UTR|SIN|IND//det//3 ändring//NN|UTR|SIN|IND|NOM//nsubj:pass//1 i//PP//case//5 offentlighets-//NN|UTR|-|-|SMS//nmod//3 och//KN//cc//7 sekretesslagen//NN|UTR|SIN|DEF|NOM//conj//5 (//PAD//punct//9 2009:400//RG|NOM//appos//1 )//PAD//punct//9 för//PP//case//14 att//IE//fixed//11 sekretesskydda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//14 uppgifter//NN|UTR|PLU|IND|NOM//obl//1 om//PP//case//20 enskilds//JJ|POS|UTR|SIN|IND|GEN//nmod:poss//20 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 eller//KN//cc//19 personliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//17 förhållanden//NN|NEU|PLU|IND|NOM//nmod//14 som//HP|-|-|-//obj//23 Finansinspektionen//NN|UTR|SIN|DEF|NOM//nsubj//23 får//VB|PRS|AKT//acl:relcl//20 i//PP//case//26 sin//PS|UTR|SIN|DEF//nmod:poss//26 övervakning//NN|UTR|SIN|IND|NOM//obl//23 och//KN//cc//28 kontroll//NN|UTR|SIN|IND|NOM//conj//26 enligt//PP//case//32 den//DT|UTR|SIN|DEF//det//32 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//32 lagen//NN|UTR|SIN|DEF|NOM//nmod//28 .//MAD//punct//1
Finansdepartementet;Den//DT|UTR|SIN|DEF//det//2 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 lagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//9 och//KN//cc//4 ändringen//NN|UTR|SIN|DEF|NOM//conj//2 i//PP//case//6 offentlighets-//NN|UTR|-|-|SMS//nmod//4 och//KN//cc//8 sekretesslagen//NN|UTR|SIN|DEF|NOM//conj//6 föreslås//VB|PRS|SFO//ROOT//9 träda//VB|INF|AKT//xcomp//9 i//PP//compound:prt//10 kraft//NN|UTR|SIN|IND|NOM//fixed//11 samma//DT|UTR/NEU|SIN/PLU|IND//det//14 dag//NN|UTR|SIN|IND|NOM//obl//10 som//HA//obl//18 blankningsförordningen//NN|UTR|SIN|DEF|NOM//nsubj//18 ska//VB|PRS|AKT//aux//18 börja//VB|INF|AKT//acl:relcl//14 tillämpas//VB|INF|SFO//xcomp//18 ,//MID//punct//9 dvs.//AB|AN//advmod//24 den//DT|UTR|SIN|DEF//det//24 1//RO|NOM//nummod//24 november//NN|UTR|SIN|IND|NOM//appos//9 2012//RG|NOM//nummod//24 .//MAD//punct//9


2.1 Förslag till lag med kompletterande bestämmelser till EU:s blankningsförordning;Härigenom//AB//advmod//1 föreskrivs//VB|PRS|SFO//ROOT//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//1 .//MAD//punct//1

