Socialdepartementet;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 29//RG|NOM//nummod//4 september//NN|UTR|SIN|IND|NOM//obl//1 2005//RG|NOM//nummod//4 att//IE//mark//7 tillkalla//VB|INF|AKT//acl//4 en//DT|UTR|SIN|IND//det//10 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//10 utredare//NN|UTR|SIN|IND|NOM//obj//7 med//PP//case//12 uppgift//NN|UTR|SIN|IND|NOM//obl//7 att//IE//mark//14 analysera//VB|INF|AKT//acl//12 om//PP//case//16 detaljhandel//NN|UTR|SIN|IND|NOM//obl//14 till//PP//case//18 konsument//NN|UTR|SIN|IND|NOM//obl//14 med//PP//case//21 receptfria//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 läkemedel//NN|NEU|PLU|IND|NOM//nmod//18 innehållande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//23 nikotin//NN|NEU|SIN|IND|NOM//nmod//21 (//PAD//punct//21 receptfria//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 nikotinläkemedel//NN|NEU|PLU|IND|NOM//appos//21 )//PAD//punct//1 skall//VB|PRS|AKT//aux//30 få//VB|INF|AKT//aux//30 bedrivas//VB|INF|SFO//conj//1 av//PP//case//32 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//obl:agent//30 än//KN//case//34 Apoteket//NN|NEU|SIN|DEF|NOM//obl//30 AB//PM|NOM//nmod//34 .//MID//punct//34
Socialdepartementet;Som//KN//case//39 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//39 utredare//NN|UTR|SIN|IND|NOM//obl//40 förordnades//VB|PRT|SFO//advcl//30 Anders//PM|NOM//nmod:poss//42 Lönnberg//PM|NOM//nsubj:pass//40 fr.o.m.//AB|AN//case//46 den//DT|UTR|SIN|DEF//det//46 29//RG|NOM//nummod//46 september//NN|UTR|SIN|IND|NOM//obl//40 2005//RG|NOM//nummod//46 .//MAD//punct//1
Socialdepartementet;Hovrättsassessorerna//NN|UTR|PLU|DEF|NOM//nmod//50 Ulrika//PM|NOM//nsubj//56 Ohlsson//PM|NOM//flat:name//50 och//KN//cc//53 Helena//PM|NOM//conj//50 Nilsson//PM|NOM//flat//53 är//VB|PRS|AKT//cop//56 förordnade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//1 som//KN//case//58 sekreterare//NN|UTR|SIN|IND|NOM//obl//56 i//PP//case//60 utredningen//NN|UTR|SIN|DEF|NOM//nmod//58 ,//MID//punct//62 Ulrika//PM|NOM//conj//1 Ohlsson//PM|NOM//flat:name//62 sedan//PP//case//67 den//DT|UTR|SIN|DEF//det//67 10//RG|NOM//nummod//67 oktober//NN|UTR|SIN|IND|NOM//obl//62 2005//RG|NOM//nummod//67 och//KN//cc//70 Helena//PM|NOM//conj//62 Nilsson//PM|NOM//flat:name//70 sedan//PP//case//75 den//DT|UTR|SIN|DEF//det//75 1//RO|NOM//nummod//75 januari//NN|UTR|SIN|IND|NOM//obl//62 2006//RG|NOM//nummod//75 .//MAD//punct//62
Socialdepartementet;Den//DT|UTR|SIN|DEF//det//80 23//RG|NOM//nummod//80 februari//NN|UTR|SIN|IND|NOM//conj//62 2006//RG|NOM//nummod//80 överlämnade//VB|PRT|AKT//conj//1 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//82 delbetänkandet//NN|NEU|SIN|DEF|NOM//obj//82 Detaljhandel//NN|UTR|SIN|IND|NOM//obj//82 med//PP//case//87 nikotinläkemedel//NN|NEU|SIN|IND|NOM//obl//82 (//PAD//punct//82 SOU//PM|NOM//appos//82 2006:15//RG|NOM//obl//82 )//PAD//punct//82 .//MAD//punct//1
Socialdepartementet;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 gav//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 16//RG|NOM//nummod//4 februari//NN|UTR|SIN|IND|NOM//obj//1 2006//RG|NOM//nummod//4 genom//PP//case//8 tilläggsdirektiv//NN|NEU|PLU|IND|NOM//amod//8 utredningen//NN|UTR|SIN|DEF|NOM//obl//1 i//PP//case//10 uppdrag//NN|NEU|SIN|IND|NOM//nmod//8 att//IE//mark//12 göra//VB|INF|AKT//acl//10 en//DT|UTR|SIN|IND//det//16 mer//AB|KOM//advmod//15 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 översyn//NN|UTR|SIN|IND|NOM//obj//12 av//PP//case//20 det//DT|NEU|SIN|DEF//det//20 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//20 apoteksmonopolet//NN|NEU|SIN|DEF|NOM//nmod//16 .//MAD//punct//1
Socialdepartementet;Frågan//NN|UTR|SIN|DEF|NOM//nsubj:pass//39 om//PP//mark//28 vilka//HD|UTR/NEU|PLU|IND//det//25 gränser//NN|UTR|PLU|IND|NOM//dislocated//28 som//HP|-|-|-//nsubj//28 bör//VB|PRS|AKT//aux//28 finnas//VB|INF|SFO//acl//22 för//PP//case//30 detaljhandelsmonopolet//NN|NEU|SIN|DEF|NOM//obl//28 när//HA//case//35 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//31 gäller//VB|PRS|AKT//fixed//31 växtbaserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//35 läkemedel//NN|NEU|PLU|IND|NOM//nsubj:pass//39 skall//VB|PRS|AKT//aux//39 enligt//PP//case//38 direktiven//NN|NEU|PLU|DEF|NOM//obl//39 redovisas//VB|PRS|SFO//parataxis//1 i//PP//case//42 ett//DT|NEU|SIN|IND//det//42 delbetänkande//NN|NEU|SIN|IND|NOM//obl//39 senast//AB|SUV//case//46 den//DT|UTR|SIN|DEF//det//46 31//RG|NOM//nummod//46 december//NN|UTR|SIN|IND|NOM//nmod//42 2006//RG|NOM//nummod//46 .//MAD//punct//39
Socialdepartementet;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj:pass//53 i//PP//advmod//53 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//50 skall//VB|PRS|AKT//aux//53 redovisas//VB|INF|SFO//conj//39 senast//AB|SUV//case//57 den//DT|UTR|SIN|DEF//det//57 31//RG|NOM//nummod//57 december//NN|UTR|SIN|IND|NOM//obl//53 2007//RG|NOM//nummod//57 .//MAD//punct//1
Socialdepartementet;Den//DT|UTR|SIN|DEF//det//62 23//RG|NOM//nummod//62 mars//NN|UTR|SIN|IND|NOM//nsubj:pass//64 2006//RG|NOM//nummod//62 förordnades//VB|PRT|SFO//parataxis//1 som//KN//mark//67 experter//NN|UTR|PLU|IND|NOM//amod//67 direktören//NN|UTR|SIN|DEF|NOM//nmod//68 Anita//PM|NOM//nsubj//64 Finne//PM|NOM//flat:name//68 Grahnén//PM|NOM//flat//68 och//KN//cc//72 farmaceuten//NN|UTR|SIN|DEF|NOM//nmod//73 Erica//PM|NOM//nmod//68 Hagblom//PM|NOM//flat:name//73 ,//MID//punct//68 båda//PN|UTR/NEU|PLU|DEF|SUB/OBJ//obl//64 från//PP//case//78 Läkemedelsverket//NN|NEU|SIN|DEF|NOM//nmod//76 .//MAD//punct//64
Socialdepartementet;Samma//DT|UTR/NEU|SIN/PLU|IND//det//81 dag//NN|UTR|SIN|IND|NOM//nsubj:pass//82 förordnades//VB|PRT|SFO//parataxis//64 som//KN//case//86 sakkunniga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//85 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//86 Anne//PM|NOM//obl//82 Nilsson//PM|NOM//flat:name//86 och//KN//cc//90 ämnessakkunniga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//90 Sara//PM|NOM//conj//86 Rosenmüller//PM|NOM//flat:name//90 ,//MID//punct//82 båda//PN|UTR/NEU|PLU|DEF|SUB/OBJ//obl//64 från//PP//case//95 Socialdepartementet//NN|NEU|SIN|DEF|NOM//nmod//93 ,//MID//punct//98 rättssakkunniga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//98 Jessica//PM|NOM//conj//93 Sjöstrand//PM|NOM//flat:name//98 ,//MID//punct//101 Statsrådsberedningen//NN|UTR|SIN|DEF|NOM//conj//93 ,//MID//punct//101 samt//KN//cc//105 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//105 Magnus//PM|NOM//conj//93 Skåninger//PM|NOM//flat:name//105 ,//MID//punct//108 Finansdepartementet//NN|NEU|SIN|DEF|NOM//conj//105 .//MAD//punct//1
Socialdepartementet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//10 om//PP//case//2 detaljhandel//NN|UTR|SIN|IND|NOM//nmod//0 med//PP//case//4 läkemedel//NN|NEU|PLU|IND|NOM//nmod//2 (//PAD//punct//0 S//PM|NOM//appos//0 2005:07//RG|NOM//flat:name//6 )//PAD//punct//0 ,//MID//punct//0 överlämnar//VB|PRS|AKT//ROOT//10 härmed//AB//advmod//10 sitt//PS|NEU|SIN|DEF//nmod:poss//14 delbetänkande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//14 Detaljhandel//NN|UTR|SIN|IND|NOM//obj//10 med//PP//case//17 växtbaserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//17 läkemedel//NN|NEU|PLU|IND|NOM//obl//10 (//PAD//punct//17 SOU//PM|NOM//appos//17 2006:95//RG|NOM//nummod//19 )//PAD//punct//17 .//MAD//punct//10
Socialdepartementet;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 november//NN|UTR|SIN|IND|NOM//obl//0 2006//RG|NOM//punct//0
