Förord;Långtidsutredningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//2 1999/2000//RG|NOM//nsubj:pass//2 utarbetas//VB|PRS|SFO//ROOT//2 inom//PP//case//5 Finansdepartementets//NN|NEU|SIN|DEF|GEN//nmod:poss//5 strukturenhet//NN|UTR|SIN|IND|NOM//obl//2 .//MAD//punct//2
Förord;I//PP//case//10 samband//NN|NEU|SIN|IND|NOM//fixed//7 med//PP//case//10 utredningen//NN|UTR|SIN|DEF|NOM//obl//11 genomförs//VB|PRS|SFO//conj//2 ett//DT|NEU|SIN|IND//det//13 antal//NN|NEU|SIN|IND|NOM//nmod//14 specialstudier//NN|UTR|PLU|IND|NOM//nsubj:pass//11 .//MAD//punct//11
Förord;Huvuddelen//NN|UTR|SIN|DEF|NOM//nsubj:pass//19 av//PP//case//18 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nmod//16 publiceras//VB|PRS|SFO//parataxis//11 som//KN//case//21 bilagor//NN|UTR|PLU|IND|NOM//obl//19 till//PP//case//24 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//24 huvudrapport//NN|UTR|SIN|IND|NOM//nmod//21 .//MAD//punct//2
Förord;Denna//DT|UTR|SIN|DEF//det//1 bilaga//NN|UTR|SIN|IND|NOM//nsubj:pass//3 har//VB|PRS|AKT//aux//3 utarbetats//VB|SUP|SFO//ROOT//3 av//PP//case//5 Konjunkturinstitutet//PM|NOM//obl:agent//3 med//PP//case//8 Hans//PM|NOM//nmod:poss//8 Olsson//PM|NOM//nmod//5 och//KN//cc//10 Charlotte//PM|NOM//conj//5 Nilsson//PM|NOM//flat:name//10 som//KN//mark//13 projektansvariga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advcl//10 .//MAD//punct//3
Förord;En//DT|UTR|SIN|IND//det//2 central//JJ|POS|UTR|SIN|IND|NOM//amod//2 del//NN|UTR|SIN|IND|NOM//ROOT//2 av//PP//case//5 långtidsutredningarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//5 uppgift//NN|UTR|SIN|IND|NOM//nmod//2 är//VB|PRS|AKT//cop//2 att//IE//mark//8 ge//VB|INF|AKT//csubj//2 en//DT|UTR|SIN|IND//det//11 samlad//PC|PRF|UTR|SIN|IND|NOM//amod//11 bedömning//NN|UTR|SIN|IND|NOM//obj//8 över//PP//case//15 den//DT|UTR|SIN|DEF//det//15 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//15 utvecklingen//NN|UTR|SIN|DEF|NOM//nmod//11 på//PP//case//18 längre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 sikt//NN|UTR|SIN|IND|NOM//nmod//15 .//MAD//punct//2
Förord;Bedömningarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//22 har//VB|PRS|AKT//aux//22 presenterats//VB|SUP|SFO//parataxis//2 i//PP//case//24 form//NN|UTR|SIN|IND|NOM//obl//22 av//PP//case//29 ett//DT|NEU|SIN|IND//det//27 antal//NN|NEU|SIN|IND|NOM//nmod//29 alternativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 scenarier//NN|NEU|PLU|IND|NOM//nmod//24 .//MAD//punct//22
Förord;Inom//PP//case//34 ramen//NN|UTR|SIN|DEF|NOM//fixed//31 för//PP//fixed//31 Långtidsutredningen//NN|UTR|SIN|DEF|NOM//nmod//35 1999/2000//RG|NOM//amod//36 utarbetas//VB|PRS|SFO//conj//22 för//PP//case//39 första//RO|NOM//amod//39 gången//NN|UTR|SIN|DEF|NOM//obl//36 scenarierna//NN|UTR|PLU|DEF|NOM//obj//36 i//PP//case//43 sin//PS|UTR|SIN|DEF//nmod:poss//43 helhet//NN|UTR|SIN|IND|NOM//nmod//40 av//PP//case//45 Konjunkturinstitutet//PM|NOM//nmod//43 .//MAD//punct//22
Förord;I//PP//case//49 denna//DT|UTR|SIN|DEF//det//49 bilaga//NN|UTR|SIN|IND|NOM//obl//50 presenterar//VB|PRS|AKT//conj//22 Konjunkturinstitutet//NN|NEU|SIN|DEF|NOM//nsubj//50 tre//RG|NOM//nummod//53 scenarier//NN|UTR|PLU|IND|NOM//obj//50 över//PP//case//55 utvecklingen//NN|UTR|SIN|DEF|NOM//nmod//53 av//PP//case//58 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//58 ekonomi//NN|UTR|SIN|IND|NOM//nmod//55 fram//AB//advmod//62 till//PP//case//62 år//NN|NEU|SIN|IND|NOM//nmod//62 2015//RG|NOM//obl//50 .//MAD//punct//22
Förord;Utvecklingen//NN|UTR|SIN|DEF|NOM//nsubj:pass//68 i//PP//case//67 ett//DT|NEU|SIN|IND//det//67 basscenario//NN|NEU|SIN|IND|NOM//nmod//64 jämförs//VB|PRS|SFO//conj//22 med//PP//case//71 ett//DT|NEU|SIN|IND//det//71 alternativscenario//NN|NEU|SIN|IND|NOM//obl//68 där//HA//advmod//80 ett//DT|NEU|SIN|IND//det//74 antagande//NN|NEU|SIN|IND|NOM//nsubj:pass//80 om//PP//case//79 en//DT|UTR|SIN|IND//det//79 mer//AB|KOM//advmod//78 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//79 arbetstidsförkortning//NN|UTR|SIN|IND|NOM//nmod//74 görs//VB|PRS|SFO//acl:relcl//71 och//KN//cc//83 ett//DT|NEU|SIN|IND//det//83 alternativscenario//NN|NEU|SIN|IND|NOM//conj//80 där//HA//advmod//86 arbetsmarknaden//NN|UTR|SIN|DEF|NOM//nsubj:pass//86 antas//VB|PRS|SFO//acl:relcl//83 fungera//VB|INF|AKT//xcomp//86 bättre//AB|KOM//advmod//87 än//KN//case//91 i//PP//case//91 basscenariet//NN|NEU|SIN|DEF|NOM//obl//87 .//MAD//punct//2
Förord;Ansvaret//NN|NEU|SIN|DEF|NOM//nsubj//16 för//PP//case//3 långtidsutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//3 bilagor//NN|UTR|PLU|IND|NOM//nmod//0 och//KN//cc//6 de//DT|UTR/NEU|PLU|DEF//det//6 bedömningar//NN|UTR|PLU|IND|NOM//conj//0 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//8 innehåller//VB|PRS|AKT//acl:relcl//6 vilar//VB|PRS|AKT//xcomp//8 på//PP//case//12 respektive//AB//amod//12 författare//NN|UTR|SIN|IND|NOM//obl//9 .//MAD//punct//0
Förord;Av//PP//case//15 huvudbetänkandet//NN|NEU|SIN|DEF|NOM//obl//16 framgår//VB|PRS|AKT//ROOT//16 hur//HA//advmod//20 bilagorna//NN|UTR|PLU|DEF|NOM//nsubj:pass//20 har//VB|PRS|AKT//aux//20 använts//VB|SUP|SFO//ccomp//16 i//PP//case//23 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//23 arbete//NN|NEU|SIN|IND|NOM//obl//20 .//MAD//punct//16
Förord;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 januari//NN|UTR|SIN|IND|NOM//obl//0 2000//RG|NOM//nummod//2
Förord;Stefan//PM|NOM//ROOT//0 Lundgren//PM|NOM//flat:name//0
Förord;Finansråd//NN|NEU|SIN|IND|NOM//ROOT//0

Konjunkturinstitutets förord;Långtidsutredningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//2 1999//RG|NOM//nummod//0 utarbetas//VB|PRS|SFO//ROOT//2 inom//PP//case//5 Finansdepartementets//NN|NEU|SIN|DEF|GEN//nmod:poss//5 strukturenhet//NN|UTR|SIN|IND|NOM//obl//2 .//MAD//punct//2
Konjunkturinstitutets förord;I//PP//case//10 samband//NN|NEU|SIN|IND|NOM//fixed//7 med//PP//case//10 utredningen//NN|UTR|SIN|DEF|NOM//obl//11 genomförs//VB|PRS|SFO//conj//2 bedömningar//NN|UTR|PLU|IND|NOM//nsubj:pass//11 och//KN//cc//14 kalkyler//NN|UTR|PLU|IND|NOM//conj//12 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//case//19 den//DT|UTR|SIN|DEF//det//19 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//19 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//19 utvecklingen//NN|UTR|SIN|DEF|NOM//obl//11 fram//AB//advmod//11 till//PP//case//23 år//NN|NEU|SIN|IND|NOM//nmod//23 2015//RG|NOM//obl//20 .//MAD//punct//2
Konjunkturinstitutets förord;Detta//DT|NEU|SIN|DEF//det//26 arbete//NN|NEU|SIN|IND|NOM//nsubj:pass//28 har//VB|PRS|AKT//aux//28 utförts//VB|SUP|SFO//parataxis//2 inom//PP//case//30 Konjunkturinstitutet//PM|NOM//obl//28 .//MAD//punct//2
Konjunkturinstitutets förord;Denna//DT|UTR|SIN|DEF//det//1 bilaga//NN|UTR|SIN|IND|NOM//nsubj:pass//10 ,//MID//punct//1 som//HP|-|-|-//nsubj//4 redovisar//VB|PRS|AKT//acl:relcl//1 bedömningarna//NN|UTR|PLU|DEF|NOM//obj//4 och//KN//cc//7 kalkylerna//NN|UTR|PLU|DEF|NOM//conj//5 ,//MID//punct//1 har//VB|PRS|AKT//aux//10 utarbetats//VB|SUP|SFO//ROOT//10 av//PP//case//13 Alf//PM|NOM//nmod//13 Carling//PM|NOM//obl:agent//10 ,//MID//punct//15 Marie//PM|NOM//appos//13 Börjesson//PM|NOM//flat:name//15 ,//MID//punct//15 Lars//PM|NOM//conj//13 Ernsäter//PM|NOM//flat//18 ,//MID//punct//21 Charlotte//PM|NOM//conj//18 Nilsson//PM|NOM//flat:name//21 ,//MID//punct//21 Carl//PM|NOM//conj//18 J//PM|NOM//flat:name//24 Nordén//PM|NOM//flat//24 ,//MID//punct//18 Hans//PM|NOM//conj//13 Olsson//PM|NOM//flat//28 och//KN//cc//31 Göran//PM|NOM//conj//28 Östblom//PM|NOM//flat:name//31 .//MID//punct//28
Konjunkturinstitutets förord;Hans//PM|NOM//nsubj//41 Olsson//PM|NOM//flat//34 och//KN//cc//37 Charlotte//PM|NOM//conj//34 Nilsson//PM|NOM//flat:name//37 har//VB|PRS|AKT//aux//41 varit//VB|SUP|AKT//cop//41 projektansvariga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//10 .//MAD//punct//41
Konjunkturinstitutets förord;Lena//PM|NOM//nsubj//53 Hamilton//PM|NOM//flat:name//43 ,//MID//punct//46 Camilla//PM|NOM//conj//43 Bladh//PM|NOM//flat//46 och//KN//cc//49 Lars//PM|NOM//conj//43 M//PM|NOM//flat:name//49 Johansson//PM|NOM//flat:name//49 har//VB|PRS|AKT//aux//53 gjort//VB|SUP|AKT//parataxis//41 den//DT|UTR|SIN|DEF//det//56 slutliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//56 redigeringen//NN|UTR|SIN|DEF|NOM//obj//53 .//MAD//punct//41
