Mitt uppdrag;Omställningen//NN|UTR|SIN|DEF|NOM//nsubj//20 av//PP//case//3 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//3 personalförsörjningssystem//NN|NEU|SIN|IND|NOM//nmod//0 från//PP//mark//8 att//IE//mark//8 ha//VB|INF|AKT//aux//8 varit//VB|SUP|AKT//cop//8 grundat//PC|PRF|NEU|SIN|IND|NOM//acl//0 på//PP//case//10 plikt//NN|UTR|SIN|IND|NOM//obl//8 till//PP//case//12 anställningsförhållanden//NN|NEU|PLU|IND|NOM//obl//8 mellan//PP//case//14 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nmod//12 och//KN//cc//17 den//DT|UTR|SIN|DEF//det//17 enskilde//JJ|POS|MAS|SIN|DEF|NOM//conj//14 är//VB|PRS|AKT//cop//20 att//IE//mark//20 betrakta//VB|INF|AKT//ROOT//20 som//KN//case//23 en//DT|UTR|SIN|IND//det//23 samhällsreform//NN|UTR|SIN|IND|NOM//obl//20 .//MAD//punct//20
Mitt uppdrag;Ansvaret//NN|NEU|SIN|DEF|NOM//nsubj//12 för//PP//mark//7 att//SN//mark//7 det//DT|NEU|SIN|DEF//det//5 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//5 systemet//NN|NEU|SIN|DEF|NOM//nsubj//7 ska//VB|PRS|AKT//aux//7 fungera//VB|INF|AKT//acl//0 är//VB|PRS|AKT//cop//12 inte//AB//advmod//12 bara//AB//advmod//12 en//DT|UTR|SIN|IND//det//12 uppgift//NN|UTR|SIN|IND|NOM//obl//46 för//PP//case//14 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nmod//12 utan//KN//cc//20 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//20 är//VB|PRS|AKT//cop//20 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//20 samhällets//NN|NEU|SIN|DEF|GEN//nmod:poss//20 ansvar//NN|NEU|SIN|IND|NOM//conj//12 .//MAD//punct//12
Mitt uppdrag;Såväl//KN//advmod//24 inom//PP//case//24 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nmod//12 som//KN//nsubj//33 i//PP//case//29 det//DT|NEU|SIN|DEF//det//29 civila//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//29 samhället//NN|NEU|SIN|DEF|NOM//obl//33 har//VB|PRS|AKT//aux//33 personalförsörjningsreformen//NN|UTR|SIN|DEF|NOM//nsubj//33 nu//AB//advmod//33 börjat//VB|SUP|AKT//acl:relcl//24 få//VB|INF|AKT//xcomp//33 allmänt//JJ|POS|NEU|SIN|IND|NOM//amod//36 genomslag//NN|NEU|SIN|IND|NOM//obj//34 .//MAD//punct//24
Mitt uppdrag;Från//PP//case//40 politiskt//JJ|POS|NEU|SIN|IND|NOM//amod//40 håll//NN|NEU|SIN|IND|NOM//nmod//24 har//VB|PRS|AKT//aux//46 Försvarsberedningen//NN|UTR|SIN|DEF|NOM//nsubj//46 i//PP//case//44 maj//NN|UTR|SIN|IND|NOM//obl//46 2014//RG|NOM//nummod//44 redovisat//VB|SUP|AKT//ROOT//46 sin//PS|UTR|SIN|DEF//nmod:poss//49 samlade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//49 syn//NN|UTR|SIN|IND|NOM//obj//46 på//PP//case//53 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//53 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//53 personalförsörjningssystem//NN|NEU|SIN|IND|NOM//obl//46 (//PAD//punct//53 rapporten//NN|UTR|SIN|DEF|NOM//nmod//56 Försvaret//NN|NEU|SIN|DEF|NOM//appos//53 av//PP//case//58 Sverige//PM|NOM//nmod//56 –//RG|NOM//punct//61 Starkare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//61 försvar//NN|NEU|SIN|IND|NOM//conj//56 för//PP//case//65 en//DT|UTR|SIN|IND//det//65 osäker//JJ|POS|UTR|SIN|IND|NOM//amod//65 tid//NN|UTR|SIN|IND|NOM//nmod//61 ,//MID//punct//61 Ds//PM|NOM//conj//56 2014:20//RG|NOM//conj//56 )//PAD//punct//46 .//MAD//punct//46
Mitt uppdrag;En//DT|UTR|SIN|IND//det//2 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 utvärdering//NN|UTR|SIN|IND|NOM//nsubj//10 av//PP//case//6 det//DT|NEU|SIN|DEF//det//6 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//6 personalförsörjningssystemet//NN|NEU|SIN|DEF|NOM//nmod//2 och//KN//cc//10 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//9 konsekvenser//NN|UTR|PLU|IND|NOM//nsubj//10 låter//VB|PRS|AKT//ROOT//10 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//10 ännu//AB//advmod//10 inte//AB//advmod//14 göras//VB|INF|SFO//xcomp//10 .//MAD//punct//10
Mitt uppdrag;En//DT|UTR|SIN|IND//det//18 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//18 utvärdering//NN|UTR|SIN|IND|NOM//nsubj//19 omfattas//VB|PRS|SFO//parataxis//10 inte//AB//advmod//19 heller//AB//advmod//19 av//PP//case//24 mitt//PS|NEU|SIN|DEF//nmod:poss//24 uppdrag//NN|NEU|SIN|IND|NOM//obl//19 .//MAD//punct//10
Mitt uppdrag;De//DT|UTR/NEU|PLU|DEF//det//2 tre//RG|NOM//nummod//2 huvudfrågor//NN|UTR|PLU|IND|NOM//ROOT//2 som//HP|-|-|-//obj//5 jag//PN|UTR|SIN|DEF|SUB//nsubj//5 har//VB|PRS|AKT//acl:relcl//2 i//PP//advmod//5 uppdrag//NN|NEU|SIN|IND|NOM//fixed//6 att//IE//mark//9 analysera//VB|INF|AKT//advcl//5 närmare//AB|KOM//advmod//9 är//VB|PRS|AKT//cop//2 hur//HA//advmod//17 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//15 militära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//15 personalförsörjningssystem//NN|NEU|SIN|IND|NOM//nsubj:pass//17 kan//VB|PRS|AKT//aux//17 utvecklas//VB|INF|SFO//acl:relcl//2 inom//PP//case//23 ramen//NN|UTR|SIN|DEF|NOM//fixed//18 för//PP//fixed//18 den//DT|UTR|SIN|DEF//det//23 försvarspolitiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//23 inriktning//NN|UTR|SIN|IND|NOM//obl//17 som//HP|-|-|-//obl//27 riksdagen//NN|UTR|SIN|DEF|NOM//nsubj//27 har//VB|PRS|AKT//aux//27 beslutat//VB|SUP|AKT//acl:relcl//23 om//PP//case//24 ,//MID//punct//23 hemvärnet//NN|NEU|SIN|DEF|NOM//appos//23 med//PP//case//35 de//DT|UTR/NEU|PLU|DEF//det//34 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 skyddsstyrkornas//NN|UTR|PLU|DEF|GEN//nmod:poss//35 uppgifter//NN|UTR|PLU|IND|NOM//nmod//30 i//PP//case//37 fredstid//NN|UTR|SIN|IND|NOM//nmod//35 och//KN//cc//43 hur//HA//advmod//43 försvarets//NN|NEU|SIN|DEF|GEN//nmod:poss//41 folkförankring//NN|UTR|SIN|IND|NOM//nsubj:pass//43 kan//VB|PRS|AKT//aux//43 säkerställas//VB|INF|SFO//conj//23 .//MAD//punct//23
Mitt uppdrag;Bedömningarna//NN|UTR|PLU|DEF|NOM//nsubj//49 och//KN//cc//47 förslagen//NN|NEU|PLU|DEF|NOM//conj//45 ska//VB|PRS|AKT//aux//49 bidra//VB|INF|AKT//conj//17 till//PP//case//53 en//DT|UTR|SIN|IND//det//53 bred//JJ|POS|UTR|SIN|IND|NOM//amod//53 rekryteringsbas//NN|UTR|SIN|IND|NOM//obl//49 för//PP//case//57 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//57 militära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//57 personal//NN|UTR|SIN|IND|NOM//nmod//53 där//HA//advmod//61 andelen//NN|UTR|SIN|DEF|NOM//nsubj//61 kvinnor//NN|UTR|PLU|IND|NOM//nsubj//61 ökar//VB|PRS|AKT//acl:relcl//57 jämfört//PC|PRF|NEU|SIN|IND|NOM//advmod//61 med//PP//fixed//62 i//PP//advmod//61 dag//NN|UTR|SIN|IND|NOM//fixed//64 .//MAD//punct//2
Mitt uppdrag;Förslagen//NN|NEU|PLU|DEF|NOM//nsubj//70 ska//VB|PRS|AKT//aux//70 även//AB//advmod//70 tydliggöra//VB|INF|AKT//parataxis//2 och//KN//cc//72 möjliggöra//VB|INF|AKT//conj//70 en//DT|UTR|SIN|IND//det//75 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//75 användning//NN|UTR|SIN|IND|NOM//obj//72 av//PP//case//78 de//DT|UTR/NEU|PLU|DEF//det//78 resurser//NN|UTR|PLU|IND|NOM//nmod//75 som//HP|-|-|-//nsubj//80 finns//VB|PRS|SFO//acl:relcl//78 inom//PP//case//82 hemvärnet//NN|NEU|SIN|DEF|NOM//obl//80 med//PP//case//86 de//DT|UTR/NEU|PLU|DEF//det//86 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//86 skyddsstyrkorna//NN|UTR|PLU|DEF|NOM//nmod//82 i//PP//case//88 fredstid//NN|UTR|SIN|IND|NOM//nmod//86 .//MAD//punct//70
Mitt uppdrag;Vidare//AB|KOM//advmod//96 ska//VB|PRS|AKT//aux//96 mina//PS|UTR/NEU|PLU|DEF//nmod:poss//93 bedömningar//NN|UTR|PLU|IND|NOM//nsubj//96 och//KN//cc//95 förslag//NN|NEU|PLU|IND|NOM//conj//93 bidra//VB|INF|AKT//conj//70 till//PP//mark//100 att//IE//mark//100 ytterligare//AB|KOM//advmod//100 säkerställa//VB|INF|AKT//advcl//96 folkförankringen//NN|UTR|SIN|DEF|NOM//obj//100 av//PP//case//103 försvaret//NN|NEU|SIN|DEF|NOM//nmod//101 (//PAD//punct//70 se//VB|IMP|AKT//conj//70 kommittédirektiven//NN|NEU|PLU|DEF|NOM//obj//105 i//PP//case//108 bilaga//NN|UTR|SIN|IND|NOM//obl//105 1//RG|NOM//nummod//108 )//PAD//punct//70 .//MAD//punct//2
Mitt uppdrag;Nu//AB//advmod//113 nämnda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//114 frågeställningar//NN|UTR|PLU|IND|NOM//nsubj//120 är//VB|PRS|AKT//cop//120 på//PP//case//118 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//118 sätt//NN|NEU|PLU|IND|NOM//obl//120 tätt//AB|POS//advmod//120 sammankopplade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//2 .//MAD//punct//2
