Förord;"I//PP//case//2 mitt//PS|NEU|SIN|DEF//nmod:poss//2 uppdrag//NN|NEU|SIN|IND|NOM//obl//12 som//KN//mark//5 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//5 utredare//NN|UTR|SIN|IND|NOM//nmod//2 av//PP//case//7 frågor//NN|UTR|PLU|IND|NOM//nmod//5 om//PP//case//9 bemötande//NN|NEU|SIN|IND|NOM//nmod//7 av//PP//case//11 äldre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//9 ingår//VB|PRS|AKT//ROOT//12 bl.a.//AB|AN//advmod//12 att//SN//mark//18 jag//PN|UTR|SIN|DEF|SUB//nsubj//18 skall//VB|PRS|AKT//aux//18 ""//PAD//punct//18 redovisa//VB|INF|AKT//ccomp//12 ett//DT|NEU|SIN|IND//det//20 antal//NN|NEU|SIN|IND|NOM//nmod//22 god//JJ|POS|UTR|SIN|IND|NOM//amod//22 a//PP//advmod//18 exempel//NN|NEU|SIN|IND|NOM//fixed//22 på//PP//case//25 verksamheter//NN|UTR|PLU|IND|NOM//obl//18 i//PP//case//29 vilka//HP|UTR/NEU|PLU|IND//det//29 det//PN|NEU|SIN|DEF|SUB/OBJ//det//29 målmedvetet//AB|POS//nsubj:pass//30 arbetats//VB|SUP|SFO//advcl//18 med//PP//case//32 kvalitetsutveckling//NN|UTR|SIN|IND|NOM//obl//30 och//KN//cc//43 där//HA//advmod//43 frågor//NN|UTR|PLU|IND|NOM//nsubj//43 om//PP//case//37 bemötande//NN|NEU|SIN|IND|NOM//nmod//35 av//PP//case//39 äldre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//37 är//VB|PRS|AKT//cop//43 ett//DT|NEU|SIN|IND//det//43 viktigt//JJ|POS|NEU|SIN|IND|NOM//amod//43 inslag//NN|NEU|SIN|IND|NOM//conj//32 ""//PAD//punct//43 (//PAD//punct//18 dir//NN|AN//appos//18 .//MAD//punct//18"
Förord;1995:159//RG|NOM//obl//18 )//PAD//punct//18 .//MAD//punct//12
Förord;Den//DT|UTR|SIN|DEF//det//2 här//AB//fixed//0 skriften//NN|UTR|SIN|DEF|NOM//nsubj//3 berättar//VB|PRS|AKT//ROOT//3 om//PP//case//6 goda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 exempel//NN|NEU|PLU|IND|NOM//obl//3 som//HP|-|-|-//nsubj//8 blev//VB|PRT|AKT//acl:relcl//6 resultatet//NN|NEU|SIN|DEF|NOM//xcomp//8 av//PP//case//12 en//DT|UTR|SIN|IND//det//12 förfrågan//NN|UTR|SIN|IND|NOM//nmod//9 till//PP//case//16 landets//NN|NEU|SIN|DEF|GEN//nmod:poss//16 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//16 kommuner//NN|UTR|PLU|IND|NOM//nmod//12 och//KN//cc//18 landstin//NN|NEU|SIN|IND|NOM//conj//16 g//NN|AN//case//20 hösten//NN|UTR|SIN|DEF|NOM//obl//8 1996//RG|NOM//nummod//20 .//MAD//punct//3

Varför är det viktigt att beskriva goda exempel inom vård och omsorg om äldre?;Mina//PS|UTR/NEU|PLU|DEF//nmod:poss//1 erfarenheter//NN|UTR|PLU|IND|NOM//nsubj//5 av//PP//case//3 äldreomsorgen//NN|UTR|SIN|DEF|NOM//nmod//1 har//VB|PRS|AKT//aux//5 givit//VB|SUP|AKT//ROOT//5 mig//PN|UTR|SIN|DEF|OBJ//iobj//5 en//DT|UTR|SIN|IND//det//8 bild//NN|UTR|SIN|IND|NOM//obj//5 som//HP|-|-|-//nsubj:pass//11 kan//VB|PRS|AKT//aux//11 sammanfattas//VB|INF|SFO//acl:relcl//8 så//AB//advmod//11 här//AB//fixed//12 ://MID//punct//5 –//PAD//punct//17
Varför är det viktigt att beskriva goda exempel inom vård och omsorg om äldre?;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//17 finns//VB|PRS|SFO//parataxis//5 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 mycket//AB|POS//advmod//20 goda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 insatser//NN|UTR|PLU|IND|NOM//nsubj//17 inom//PP//case//23 omsorg//NN|UTR|SIN|IND|NOM//nmod//21 om//PP//case//25 äldre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//21 .//MAD//punct//17 –//PAD//punct//29
Varför är det viktigt att beskriva goda exempel inom vård och omsorg om äldre?;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//29 finns//VB|PRS|SFO//parataxis//17 inslag//NN|NEU|PLU|IND|NOM//nsubj//29 som//HP|-|-|-//nsubj//32 kan//VB|PRS|AKT//acl:relcl//30 och//KN//cc//35 måste//VB|PRS|AKT//aux//35 förbättras//VB|INF|SFO//conj//32 både//KN//cc//38 på//PP//case//38 kort//JJ|POS|UTR|SIN|IND|NOM//amod//41 och//KN//cc//40 lång//JJ|POS|UTR|SIN|IND|NOM//conj//38 sikt//NN|UTR|SIN|IND|NOM//obl//35 .//MAD//punct//29 –//PAD//punct//45
Varför är det viktigt att beskriva goda exempel inom vård och omsorg om äldre?;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//45 finns//VB|PRS|SFO//parataxis//29 företeelser//NN|UTR|PLU|IND|NOM//nsubj//45 som//HP|-|-|-//nsubj//50 är//VB|PRS|AKT//cop//50 fullständigt//AB|POS//advmod//50 oacceptabla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//46 oc//NN|AN//nmod//52 h//NN|AN//obl//50 som//HP|-|-|-//nsubj//58 omedelbart//AB|POS//advmod//58 och//KN//cc//56 kraftfullt//JJ|POS|NEU|SIN|IND|NOM//conj//54 måste//VB|PRS|AKT//aux//58 bli//VB|INF|AKT//acl:relcl//52 föremål//NN|NEU|SIN|IND|NOM//xcomp//58 för//PP//case//61 åtgärder//NN|UTR|PLU|IND|NOM//nmod//59 .//MAD//punct//17
Varför är det viktigt att beskriva goda exempel inom vård och omsorg om äldre?;I//PP//case//1 massmedia//NN|NEU|PLU|IND|NOM//obl//14 ,//MID//punct//1 i//PP//case//6 det//DT|NEU|SIN|DEF//det//6 offentliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//6 samtalet//NN|NEU|SIN|DEF|NOM//conj//1 och//KN//cc//10 vid//PP//case//10 samspråk//NN|NEU|SIN|IND|NOM//nmod//10 männi//NN|UTR|SIN|IND|NOM//conj//6 -//MID//punct//10 skor//NN|UTR|PLU|IND|NOM//conj//10 emellan//PP//advmod//10 finns//VB|PRS|SFO//ROOT//14 ofta//AB|POS//advmod//14 en//DT|UTR|SIN|IND//det//18 utpräglad//JJ|POS|UTR|SIN|IND|NOM//amod//18 uppmärksamhet//NN|UTR|SIN|IND|NOM//nsubj//14 på//PP//case//23 d//NN|AN//nummod//23 e//PP//nummod//23 mörka//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 inslagen//NN|NEU|PLU|DEF|NOM//obl//14 .//MAD//punct//14
Varför är det viktigt att beskriva goda exempel inom vård och omsorg om äldre?;Många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 gånger//NN|UTR|PLU|IND|NOM//obj//5 har//VB|PRS|AKT//aux//5 jag//PN|UTR|SIN|DEF|SUB//nsubj//5 kunnat//VB|SUP|AKT//aux//5 märka//VB|INF|AKT//ROOT//5 att//SN//mark//11 de//DT|UTR/NEU|PLU|DEF//det//9 negativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 exemplen//NN|NEU|PLU|DEF|NOM//nsubj//11 inte//AB//advmod//11 åstadkommit//VB|SUP|AKT//ccomp//5 annat//PN|NEU|SIN|IND|SUB/OBJ//obj//11 än//KN//case//14 känslor//NN|UTR|PLU|IND|NOM//obl//11 av//PP//case//16 hopplöshet//NN|UTR|SIN|IND|NOM//nmod//14 ,//MID//punct//18 vanmakt//NN|UTR|SIN|IND|NOM//conj//14 oc//NN|AN//case//21 h//NN|AN//nummod//21 otrygghet//NN|UTR|SIN|IND|NOM//nmod//18 .//MID//punct//5
Varför är det viktigt att beskriva goda exempel inom vård och omsorg om äldre?;Inte//AB//advmod//25 den//DT|UTR|SIN|DEF//det//25 förändring//NN|UTR|SIN|IND|NOM//parataxis//5 till//PP//case//29 d//NN|NEU|SIN|IND|NOM//nummod//28 et//UO//obl//29 bättre//AB|KOM//nmod//25 som//HP|-|-|-//mark//34 man//PN|UTR|SIN|IND|SUB//nsubj//34 förhoppningsvis//AB//advmod//34 har//VB|PRS|AKT//aux//34 tänkt//VB|SUP|AKT//acl:relcl//25 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//34 .//MAD//punct//5
