Fingeravtryck i uppehållstillstånd;Slutbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Viseringsutredningen//NN|UTR|SIN|DEF|NOM//nmod//0
Fingeravtryck i uppehållstillstånd;Stockholm//PM|NOM//ROOT//0 2009//RG|NOM//nummod//0

Till statsrådet Tobias Billström;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 2//RO|NOM//nummod//4 oktober//NN|UTR|SIN|IND|NOM//obl//1 2008//RG|NOM//nummod//4 att//IE//mark//7 tillkalla//VB|INF|AKT//xcomp//1 en//DT|UTR|SIN|IND//det//10 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//10 utredare//NN|UTR|SIN|IND|NOM//obj//7 för//PP//mark//13 att//IE//mark//13 lämna//VB|INF|AKT//advcl//7 förslag//NN|NEU|SIN|IND|NOM//obj//13 till//PP//case//17 de//DT|UTR/NEU|PLU|DEF//det//17 författningsändringar//NN|UTR|PLU|IND|NOM//obl//13 som//HP|-|-|-//nsubj//19 behöver//VB|PRS|AKT//acl:relcl//17 göras//VB|INF|SFO//xcomp//19 med//PP//case//22 anledning//NN|UTR|SIN|IND|NOM//obl//20 av//PP//case//27 Europaparlamentets//NN|NEU|SIN|DEF|GEN//nmod:poss//27 och//KN//cc//26 rådets//NN|NEU|SIN|DEF|GEN//conj//24 förordning//NN|UTR|SIN|IND|NOM//nmod//22 om//PP//case//29 införande//NN|NEU|SIN|IND|NOM//nmod//27 av//PP//case//32 en//DT|UTR|SIN|IND//det//32 gemenskapskodex//NN|UTR|SIN|IND|NOM//nmod//29 om//PP//case//34 viseringar//NN|UTR|PLU|IND|NOM//nmod//32 (//PAD//punct//22 viseringskodexen//NN|UTR|SIN|DEF|NOM//appos//22 )//PAD//punct//7 och//KN//cc//39 förordning//NN|UTR|SIN|IND|NOM//conj//7 om//PP//case//41 ändring//NN|UTR|SIN|IND|NOM//nmod//39 av//PP//case//46 de//DT|UTR/NEU|PLU|DEF//det//46 gemensamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//46 konsulära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//46 anvisningarna//NN|UTR|PLU|DEF|NOM//nmod//41 (//PAD//punct//48 delbetänkande//NN|NEU|SIN|IND|NOM//appos//46 )//PAD//punct//48 .//MAD//punct//54
Till statsrådet Tobias Billström;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//54 ska//VB|PRS|AKT//aux//54 också//AB//advmod//54 lämna//VB|INF|AKT//conj//1 förslag//NN|NEU|SIN|IND|NOM//obj//54 till//PP//case//58 de//DT|UTR/NEU|PLU|DEF//det//58 författningsändringar//NN|UTR|PLU|IND|NOM//nmod//55 som//HP|-|-|-//nsubj//60 behöver//VB|PRS|AKT//acl:relcl//58 göras//VB|INF|SFO//advcl//54 med//PP//case//63 anledning//NN|UTR|SIN|IND|NOM//obl//61 av//PP//case//65 förordningen//NN|UTR|SIN|DEF|NOM//nmod//63 (//PAD//punct//67 EG//PM|NOM//appos//65 )//PAD//punct//67 nr//NN|AN//nmod//70 1030/2002//RG|NOM//obj//1 om//PP//case//73 enhetlig//JJ|POS|UTR|SIN|IND|NOM//amod//73 utformning//NN|UTR|SIN|IND|NOM//nmod//70 av//PP//case//75 uppehållstillstånd//NN|NEU|SIN|IND|NOM//nmod//73 för//PP//case//77 tredjelandsmedborgare//NN|UTR|PLU|IND|NOM//nmod//75 (//PAD//punct//79 slutbetänkande//NN|NEU|SIN|IND|NOM//appos//77 )//PAD//punct//79 .//MAD//punct//1
Till statsrådet Tobias Billström;Den//DT|UTR|SIN|DEF//det//2 2//RO|NOM//nummod//2 oktober//NN|UTR|SIN|IND|NOM//obl//4 2008//RG|NOM//nummod//2 förordnades//VB|PRT|SFO//ROOT//4 f.d.//JJ|AN//amod//6 generaldirektören//NN|UTR|SIN|DEF|NOM//nmod//7 Håkan//PM|NOM//nsubj//4 Sandesjö//PM|NOM//flat:name//7 att//SN//mark//15 fr.o.m.//AB|AN//case//12 samma//DT|UTR/NEU|SIN/PLU|IND//det//12 dag//NN|UTR|SIN|IND|NOM//obl//15 vara//VB|INF|AKT//cop//15 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//15 utredare//NN|UTR|SIN|IND|NOM//xcomp//4 .//MAD//punct//4
Till statsrådet Tobias Billström;Som//KN//case//1 experter//NN|UTR|PLU|IND|NOM//nsubj//2 har//VB|PRS|AKT//aux//8 fr.o.m.//AB|AN//case//6 den//DT|UTR|SIN|DEF//det//6 8//RO|NOM//nummod//6 december//NN|UTR|SIN|IND|NOM//obl//8 2008//RG|NOM//nummod//6 medverkat//VB|SUP|AKT//ROOT//8 experten//NN|UTR|SIN|DEF|NOM//nmod//10 Daniel//PM|NOM//nsubj//8 Andersson//PM|NOM//flat//10 ,//MID//punct//10 Migrationsverket//NN|NEU|SIN|DEF|NOM//conj//10 ,//MID//punct//13 rådmannen//NN|UTR|SIN|DEF|NOM//nmod//16 Karin//PM|NOM//appos//10 Benson//PM|NOM//flat:name//16 ,//MID//punct//16 Länsrätten//NN|UTR|SIN|DEF|NOM//conj//10 i//PP//case//22 Stockholms//PM|GEN//nmod:poss//22 län//NN|NEU|SIN|IND|NOM//nmod//19 ,//MID//punct//25 rättssakkunnige//JJ|POS|MAS|SIN|DEF|NOM//nmod//25 Christina//PM|NOM//conj//19 Kopparberg//PM|NOM//flat:name//25 ,//MID//punct//28 Justitiedepartementet//PM|NOM//conj//25 ,//MID//punct//25 polisinspektören//NN|UTR|SIN|DEF|NOM//nmod//31 Jonn//PM|NOM//conj//10 Lamberth//PM|NOM//flat//31 ,//MID//punct//34 Polismyndigheten//NN|UTR|SIN|DEF|NOM//conj//10 i//PP//case//36 Skåne//PM|NOM//nmod//34 ,//MID//punct//39 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//39 Kerstin//PM|NOM//conj//10 Lindblad//PM|NOM//flat:name//39 ,//MID//punct//42 Justitiedepartementet//PM|NOM//conj//39 ,//MID//punct//39 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//45 Christel//PM|NOM//nmod//39 Makarowski//PM|NOM//flat:name//45 ,//MID//punct//48 Utrikesdepartementet//NN|NEU|SIN|DEF|NOM//conj//45 ,//MID//punct//39 och//KN//cc//52 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//52 Magnus//PM|NOM//conj//10 Nordström//PM|NOM//flat:name//52 ,//MID//punct//52 Utrikesdepartementet//NN|NEU|SIN|DEF|NOM//conj//52 .//MAD//punct//8
Till statsrådet Tobias Billström;Som//KN//case//1 sekreterare//NN|UTR|SIN|IND|NOM//nsubj:pass//2 anställdes//VB|PRT|SFO//ROOT//2 fr.o.m.//AB|AN//case//6 den//DT|UTR|SIN|DEF//det//6 1//RO|NOM//nummod//6 december//NN|UTR|SIN|IND|NOM//nmod//9 2008//RG|NOM//nummod//8 hovrättsassessorn//NN|UTR|SIN|DEF|NOM//nmod//9 Annika//PM|NOM//dep//2 Friberg//PM|NOM//flat:name//9 och//KN//cc//15 fr.o.m.//AB|AN//case//15 den//DT|UTR|SIN|DEF//det//15 8//RO|NOM//nummod//15 juni//NN|UTR|SIN|IND|NOM//obl//17 2009//RG|NOM//nummod//17 hovrättsassessorn//NN|UTR|SIN|DEF|NOM//conj//9 Dina//PS|UTR/NEU|PLU|DEF//nmod:poss//19 Gutrad//PM|NOM//flat:name//9 .//MAD//punct//2
Till statsrådet Tobias Billström;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 antagit//VB|SUP|AKT//ROOT//2 namnet//NN|NEU|SIN|DEF|NOM//nmod//4 Viseringsutredningen//NN|UTR|SIN|DEF|NOM//obj//2 (//PAD//punct//4 Ju//NN|AN//advmod//7 2008:13//RG|NOM//appos//4 )//PAD//punct//7 .//MAD//punct//2
Till statsrådet Tobias Billström;Den//DT|UTR|SIN|DEF//det//12 11//RG|NOM//nummod//12 juni//NN|UTR|SIN|IND|NOM//obl//14 2009//RG|NOM//nummod//12 beslutade//VB|PRT|AKT//conj//2 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//14 om//PP//case//17 tilläggsdirektiv//NN|NEU|PLU|IND|NOM//obl//14 (//PAD//punct//17 dir//NN|AN//appos//17 .//MAD//punct//14
Till statsrådet Tobias Billström;2009:52//RG|NOM//punct//2 )//PAD//punct//28 .//MAD//punct//28
