9 Utblick i Sverige och övriga Norden ;Enligt//PP//case//1 direktiven//NN|NEU|PLU|DEF|NOM//obl//29 skall//VB|PRS|AKT//aux//29 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//29 ,//MID//punct//3 där//HA//advmod//8 så//AB//advmod//8 är//VB|PRS|AKT//cop//8 lämpligt//JJ|POS|NEU|SIN|IND|NOM//acl:relcl//3 ,//MID//punct//10 tillvarata//VB|INF|AKT//conj//8 erfarenheter//NN|UTR|PLU|IND|NOM//obj//10 från//PP//case//15 de//DT|UTR/NEU|PLU|DEF//det//15 nordiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 länderna//NN|NEU|PLU|DEF|NOM//nmod//11 när//HA//case//19 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//16 gäller//VB|PRS|AKT//fixed//16 styrningen//NN|UTR|SIN|DEF|NOM//obl//10 av//PP//case//24 den//DT|UTR|SIN|DEF//det//24 statliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//24 regionala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//24 förvaltningen//NN|UTR|SIN|DEF|NOM//nmod//19 .//MAD//punct//8
9 Utblick i Sverige och övriga Norden ;I//PP//case//28 avsnitt//NN|NEU|SIN|IND|NOM//nmod//28 9.1//RG|NOM//obl//29 ges//VB|PRS|SFO//ROOT//29 en//DT|UTR|SIN|IND//det//32 kortfattad//PC|PRF|UTR|SIN|IND|NOM//amod//32 beskrivning//NN|UTR|SIN|IND|NOM//nsubj:pass//29 av//PP//case//36 den//DT|UTR|SIN|DEF//det//36 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//36 styrningen//NN|UTR|SIN|DEF|NOM//nmod//32 i//PP//case//41 fråga//NN|UTR|SIN|IND|NOM//fixed//37 om//PP//fixed//37 länsstyrelsernas//NN|UTR|PLU|DEF|GEN//nmod:poss//41 motsvarigheter//NN|UTR|PLU|IND|NOM//nmod//36 i//PP//case//43 Danmark//PM|NOM//nmod//41 ,//MID//punct//45 Norge//PM|NOM//conj//43 och//KN//cc//47 Finland//PM|NOM//conj//43 .//MAD//punct//29
9 Utblick i Sverige och övriga Norden ;I//PP//case//2 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//2 uppdrag//NN|NEU|SIN|IND|NOM//obl//3 ingick//VB|PRT|AKT//ROOT//3 även//AB//advmod//3 att//IE//mark//6 uppmärksamma//VB|INF|AKT//xcomp//3 försöksverksamheten//NN|UTR|SIN|DEF|NOM//obj//6 med//PP//case//11 vidgad//PC|PRF|UTR|SIN|IND|NOM//amod//11 samordnad//PC|PRF|UTR|SIN|IND|NOM//amod//11 länsförvaltning//NN|UTR|SIN|IND|NOM//nmod//7 vid//PP//case//13 Länsstyrelsen//PM|NOM//nmod//11 i//PP//case//16 Gotlands//PM|GEN//nmod:poss//16 län//NN|NEU|SIN|IND|NOM//nmod//13 .//MAD//punct//3
9 Utblick i Sverige och övriga Norden ;I//PP//case//20 avsnitt//NN|NEU|SIN|IND|NOM//nmod//20 9.2//RG|NOM//obl//21 ges//VB|PRS|SFO//parataxis//3 en//DT|UTR|SIN|IND//det//24 kort//JJ|POS|UTR|SIN|IND|NOM//amod//24 beskrivning//NN|UTR|SIN|IND|NOM//nsubj:pass//21 av//PP//case//26 försöket//NN|NEU|SIN|DEF|NOM//nmod//24 ,//MID//punct//28 styrningen//NN|UTR|SIN|DEF|NOM//conj//24 av//PP//case//31 denna//DT|UTR|SIN|DEF//det//31 verksamhet//NN|UTR|SIN|IND|NOM//nmod//28 samt//KN//cc//34 de//DT|UTR/NEU|PLU|DEF//nsubj:pass//34 medverkandes//NN|UTR|PLU|IND|GEN//conj//3 hittillsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//36 erfarenheter//NN|UTR|PLU|IND|NOM//nsubj:pass//34 ur//PP//case//39 ett//DT|NEU|SIN|IND//det//39 styrningsperspektiv//NN|NEU|SIN|IND|NOM//obl//34 .//MAD//punct//3
9 Utblick i Sverige och övriga Norden ;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//3 har//VB|PRS|AKT//aux//3 även//AB//advmod//3 valt//VB|SUP|AKT//ROOT//3 att//IE//mark//5 se//VB|INF|AKT//xcomp//3 närmare//AB|KOM//advmod//5 på//PP//case//8 utvecklingen//NN|UTR|SIN|DEF|NOM//obl//5 av//PP//case//10 styrningen//NN|UTR|SIN|DEF|NOM//nmod//8 av//PP//case//15 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 myndigheter//NN|UTR|PLU|IND|NOM//nmod//10 som//HP|-|-|-//nsubj//20 till//PP//case//19 viss//JJ|POS|UTR|SIN|IND|NOM//amod//19 del//NN|UTR|SIN|IND|NOM//obl//20 liknar//VB|PRS|AKT//acl:relcl//15 länsstyrelserna//NN|UTR|PLU|DEF|NOM//obj//20 och//KN//cc//24 som//HP|-|-|-//nsubj//24 finns//VB|PRS|SFO//conj//20 spridda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//24 över//PP//case//27 landet//NN|NEU|SIN|DEF|NOM//obl//24 .//MAD//punct//3
9 Utblick i Sverige och övriga Norden ;Valda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//30 organisationslösningar//NN|UTR|PLU|IND|NOM//nsubj//31 påverkar//VB|PRS|AKT//parataxis//3 bl.a.//AB|AN//advmod//31 den//DT|UTR|SIN|DEF//det//35 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//35 styrningen//NN|UTR|SIN|DEF|NOM//obj//31 .//MAD//punct//31
9 Utblick i Sverige och övriga Norden ;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//40 har//VB|PRS|AKT//aux//40 också//AB//advmod//40 sett//VB|SUP|AKT//parataxis//31 närmare//AB|KOM//advmod//40 på//PP//case//45 det//DT|NEU|SIN|DEF//det//45 kommunala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//45 utjämningssystemet//NN|NEU|SIN|DEF|NOM//obl//40 .//MID//punct//3
9 Utblick i Sverige och övriga Norden ;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//48 tas//VB|PRS|SFO//conj//3 upp//PL//compound:prt//48 i//PP//case//52 avsnitt//NN|NEU|SIN|IND|NOM//nmod//52 9.3//RG|NOM//obl//48 .//MAD//punct//48
9 Utblick i Sverige och övriga Norden ;9.1//RG|NOM//nummod//55 Länsstyrelserna//NN|UTR|PLU|DEF|NOM//appos//48 i//PP//case//59 några//DT|UTR/NEU|PLU|IND//det//59 nordiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//59 länder//NN|NEU|PLU|IND|NOM//nmod//55
9 Utblick i Sverige och övriga Norden ;I//PP//case//2 det//DT|NEU|SIN|DEF//det//2 följande//NN|NEU|SIN|IND|NOM//obl//3 ges//VB|PRS|SFO//ROOT//3 en//DT|UTR|SIN|IND//det//6 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 beskrivning//NN|UTR|SIN|IND|NOM//nsubj:pass//3 av//PP//case//8 motsvarigheterna//NN|UTR|PLU|DEF|NOM//nmod//6 till//PP//case//10 länsstyrelserna//NN|UTR|PLU|DEF|NOM//nmod//8 i//PP//case//12 Danmark//PM|NOM//nmod//10 ,//MID//punct//14 Norge//PM|NOM//conj//12 och//KN//cc//16 Finland//PM|NOM//conj//12 .//MAD//punct//3
9 Utblick i Sverige och övriga Norden ;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//20 har//VB|PRS|AKT//aux//20 valt//VB|SUP|AKT//parataxis//3 att//IE//mark//23 inte//AB//advmod//23 ta//VB|INF|AKT//advcl//20 med//PL//case//25 Island//PM|NOM//obl//23 i//PP//case//28 denna//DT|UTR|SIN|DEF//det//28 jämförelse//NN|UTR|SIN|IND|NOM//obl//23 .//MID//punct//20
