Inledning;Enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 personer//NN|UTR|PLU|IND|NOM//nsubj:pass//13 som//HP|-|-|-//nsubj//3 söker//VB|PRS|AKT//acl:relcl//1 asyl//NN|UTR|SIN|IND|NOM//obj//3 i//PP//case//6 Sverige//PM|NOM//obl//3 och//KN//cc//8 får//VB|PRS|AKT//aux//13 avslag//NN|NEU|SIN|IND|NOM//nsubj:pass//13 på//PP//case//12 sin//PS|UTR|SIN|DEF//nmod:poss//12 ansökan//NN|UTR|SIN|IND|NOM//nmod//9 meddelas//VB|INF|SFO//ROOT//13 som//KN//mark//15 huvudregel//NN|UTR|SIN|IND|NOM//xcomp//13 också//AB//advmod//13 i//PP//case//22 samband//NN|NEU|SIN|IND|NOM//fixed//17 med//PP//fixed//17 detta//PN|NEU|SIN|DEF|SUB/OBJ//det//22 ett//DT|NEU|SIN|IND//det//22 beslut//NN|NEU|SIN|IND|NOM//obl//13 som//HP|-|-|-//nsubj//24 innebär//VB|PRS|AKT//acl:relcl//22 att//SN//mark//28 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//28 ska//VB|PRS|AKT//aux//28 återvända//VB|INF|AKT//ccomp//24 till//PP//case//31 det//DT|NEU|SIN|DEF//det//31 land//NN|NEU|SIN|IND|NOM//obl//28 där//HA//advmod//35 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//35 är//VB|PRS|AKT//cop//35 medborgare//NN|UTR|PLU|IND|NOM//acl:relcl//28 eller//KN//cc//40 till//PP//case//40 sitt//PS|NEU|SIN|DEF//nmod:poss//40 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//40 vistelseland//NN|NEU|SIN|IND|NOM//conj//35 .//MAD//punct//13
Inledning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//45 kan//VB|PRS|AKT//aux//45 dock//AB//advmod//45 finnas//VB|INF|SFO//conj//13 omständigheter//NN|UTR|PLU|IND|NOM//obj//45 som//HP|-|-|-//nsubj//48 förhindrar//VB|PRS|AKT//acl:relcl//46 att//SN//mark//52 beslutet//NN|NEU|SIN|DEF|NOM//nsubj:pass//52 kan//VB|PRS|AKT//aux//52 verkställas//VB|INF|SFO//ccomp//48 ,//MID//punct//61 och//KN//cc//61 i//PP//case//57 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//57 fall//NN|NEU|PLU|IND|NOM//obl//61 kan//VB|PRS|AKT//aux//61 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//60 omständigheter//NN|UTR|PLU|IND|NOM//nsubj//61 motivera//VB|INF|AKT//conj//45 att//SN//mark//66 de//DT|UTR/NEU|PLU|DEF//det//64 sökande//NN|UTR|PLU|IND|NOM//nsubj:pass//66 ändå//AB//advmod//66 beviljas//VB|PRS|SFO//ccomp//61 uppehållstillstånd//NN|NEU|SIN|IND|NOM//xcomp//66 i//PP//case//69 Sverige//PM|NOM//obl//66 .//MAD//punct//13
Inledning;Denna//DT|UTR|SIN|DEF//det//1 utredning//NN|UTR|SIN|IND|NOM//nsubj//2 handlar//VB|PRS|AKT//ROOT//2 om//PP//case//5 två//RG|NOM//nummod//5 saker//NN|UTR|PLU|IND|NOM//obl//2 ://MID//punct//5 –//PAD//punct//8
Inledning;uppehållstillstånd//NN|NEU|SIN|IND|NOM//appos//5 på//PP//case//13 grund//NN|UTR|SIN|IND|NOM//fixed//9 av//PP//fixed//9 praktiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 hinder//NN|NEU|PLU|IND|NOM//nmod//8 mot//PP//mark//16 att//IE//mark//16 verkställa//VB|INF|AKT//acl//13 ett//DT|NEU|SIN|IND//det//18 avvisnings-//NN|UTR|-|-|SMS//obj//16 eller//KN//cc//20 utvisningsbeslut//NN|NEU|SIN|IND|NOM//conj//18 –//PAD//punct//22 uppehållstillstånd//NN|NEU|SIN|IND|NOM//conj//8 som//KN//nsubj:pass//24 följd//NN|UTR|SIN|IND|NOM//acl:relcl//22 av//PP//mark//32 att//SN//mark//32 ett//DT|NEU|SIN|IND//det//28 avvisnings-//NN|UTR|-|-|SMS//nsubj//32 och//KN//cc//30 utvisningsbeslut//NN|NEU|SIN|IND|NOM//conj//28 har//VB|PRS|AKT//aux//32 upphört//VB|SUP|AKT//acl//24 att//IE//mark//34 gälla//VB|INF|AKT//xcomp//32 (//PAD//punct//36 preskriberats//VB|SUP|SFO//xcomp//34 )//PAD//punct//36 ,//MID//punct//42 efter//PP//case//42 normalt//AB|POS//advmod//41 fyra//RG|NOM//nummod//42 år//NN|NEU|PLU|IND|NOM//conj//8 .//MAD//punct//2
Inledning;Redan//AB//advmod//3 i//PP//advmod//3 dag//NN|UTR|SIN|IND|NOM//fixed//1 finns//VB|PRS|SFO//ROOT//3 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//3 utrymme//NN|NEU|SIN|IND|NOM//nsubj//3 enligt//PP//case//7 lagstiftningen//NN|UTR|SIN|DEF|NOM//nmod//5 att//IE//mark//9 bevilja//VB|INF|AKT//advcl//3 uppehållstillstånd//NN|NEU|SIN|IND|NOM//obj//9 på//PP//case//15 grund//NN|UTR|SIN|IND|NOM//fixed//11 av//PP//fixed//11 praktiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 verkställighetshinder//NN|UTR|PLU|IND|NOM//obl//9 eller//KN//cc//18 som//KN//mark//18 följd//NN|UTR|SIN|IND|NOM//conj//15 av//PP//case//20 preskription//NN|UTR|SIN|IND|NOM//nmod//18 .//MAD//punct//3
Inledning;Trots//PP//case//23 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//24 vistas//VB|PRS|SFO//parataxis//3 ett//DT|NEU|SIN|IND//det//26 antal//NN|NEU|SIN|IND|NOM//nmod//27 personer//NN|UTR|PLU|IND|NOM//obj//24 under//PP//case//30 längre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//30 perioder//NN|UTR|PLU|IND|NOM//obl//24 i//PP//case//32 Sverige//PM|NOM//nmod//30 i//PP//case//36 ett//DT|NEU|SIN|IND//det//36 juridiskt//JJ|POS|NEU|SIN|IND|NOM//amod//36 ingenmansland//NN|NEU|SIN|IND|NOM//obl//24 ,//MID//punct//36 där//HA//advmod//44 avvisnings-//NN|UTR|-|-|SMS//nsubj:pass//44 eller//KN//cc//41 utvisningsbeslut//NN|NEU|SIN|IND|NOM//conj//39 inte//AB//advmod//44 kan//VB|PRS|AKT//aux//44 verkställas//VB|INF|SFO//acl:relcl//36 av//PP//case//47 praktiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//47 skäl//NN|NEU|PLU|IND|NOM//obl:agent//44 utanför//PP//case//51 personernas//NN|UTR|PLU|DEF|GEN//nmod:poss//51 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//51 kontroll//NN|UTR|SIN|IND|NOM//nmod//47 men//KN//cc//56 där//HA//advmod//56 uppehållstillstånd//NN|NEU|SIN|IND|NOM//nsubj:pass//56 inte//AB//advmod//56 beviljas//VB|INF|SFO//conj//3 .//MID//punct//3
Inledning;Detta//DT|NEU|SIN|DEF//det//59 problem//NN|NEU|SIN|IND|NOM//nsubj//61 är//VB|PRS|AKT//cop//61 utgångspunkten//NN|UTR|SIN|DEF|NOM//nsubj//3 för//PP//case//64 denna//DT|UTR|SIN|DEF//det//64 utredning//NN|UTR|SIN|IND|NOM//nmod//61 ,//MID//punct//61 vilken//HP|UTR|SIN|IND//nsubj//68 bl.a.//AB|AN//advmod//68 syftar//VB|PRS|AKT//acl:relcl//61 till//PP//mark//71 att//IE//mark//71 undersöka//VB|INF|AKT//advcl//68 problemen//NN|NEU|PLU|DEF|NOM//obj//71 med//PP//case//75 praktiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//75 verkställighetshinder//NN|UTR|PLU|IND|NOM//nmod//72 utanför//PP//case//80 den//DT|UTR|SIN|DEF//det//79 enskilda//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//79 personens//NN|UTR|SIN|DEF|GEN//nmod:poss//80 kontroll//NN|UTR|SIN|IND|NOM//nmod//75 ,//MID//punct//84 och//KN//cc//84 att//IE//mark//84 föreslå//VB|INF|AKT//conj//3 lösningar//NN|UTR|PLU|IND|NOM//obj//84 som//HP|-|-|-//nsubj//87 motverkar//VB|PRS|AKT//acl:relcl//85 att//SN//mark//90 människor//NN|UTR|PLU|IND|NOM//nsubj//90 hamnar//VB|PRS|AKT//ccomp//87 eller//KN//cc//92 blir//VB|PRS|AKT//conj//90 kvar//PL//compound:prt//92 i//PP//case//97 en//DT|UTR|SIN|IND//det//97 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//97 situation//NN|UTR|SIN|IND|NOM//obl//92 .//MAD//punct//3

Utredningens uppdrag;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 haft//VB|SUP|AKT//ROOT//2 i//PP//compound:prt//2 uppdrag//NN|NEU|SIN|IND|NOM//fixed//3 att//IE//mark//6 kartlägga//VB|INF|AKT//advcl//2 rättstillämpningen//NN|UTR|SIN|DEF|NOM//obj//6 i//PP//case//9 ärenden//NN|NEU|PLU|IND|NOM//obl//6 om//PP//case//11 uppehållstillstånd//NN|NEU|SIN|IND|NOM//obl//6 när//HA//case//18 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//12 gäller//VB|PRS|AKT//fixed//12 Migrationsverkets//PM|GEN//nmod:poss//18 och//KN//cc//17 domstolarnas//NN|UTR|PLU|DEF|GEN//conj//15 möjlighet//NN|UTR|SIN|IND|NOM//obl//6 att//IE//mark//20 ta//VB|INF|AKT//acl//18 hänsyn//NN|UTR|SIN|IND|NOM//obj//20 till//PP//case//24 praktiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 verkställighetshinder//NN|UTR|PLU|IND|NOM//obl//20 både//KN//cc//27 under//PP//case//27 asylprocessen//NN|UTR|SIN|DEF|NOM//obl//20 och//KN//cc//38 efter//PP//mark//38 att//SN//mark//38 ett//DT|NEU|SIN|IND//det//32 beslut//NN|NEU|SIN|IND|NOM//nsubj:pass//38 om//PP//case//34 avvisning//NN|UTR|SIN|IND|NOM//nmod//32 eller//KN//cc//36 utvisning//NN|UTR|SIN|IND|NOM//conj//34 har//VB|PRS|AKT//aux//38 fattats//VB|SUP|SFO//conj//20 men//KN//cc//42 inte//AB//advmod//42 kunnat//VB|SUP|AKT//aux//42 verkställas//VB|INF|SFO//conj//38 .//MAD//punct//2
Utredningens uppdrag;Vi//PN|UTR|PLU|DEF|SUB//nsubj//2 har//VB|PRS|AKT//aux//2 haft//VB|SUP|AKT//ROOT//2 ett//DT|NEU|SIN|IND//det//5 särskilt//PC|PRF|NEU|SIN|IND|NOM//amod//5 uppdrag//NN|NEU|SIN|IND|NOM//obj//2 att//IE//mark//7 analysera//VB|INF|AKT//acl//5 Migrationsöverdomstolens//NN|UTR|SIN|DEF|GEN//nmod:poss//10 vägledande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//10 dom//NN|UTR|SIN|IND|NOM//obj//7 från//PP//case//12 2009//RG|NOM//obl//7 (//PAD//punct//2 MIG//PN|UTR|SIN|DEF|OBJ//parataxis//2 2009:13//RG|NOM//advmod//2 )//PAD//punct//2 och//KN//cc//22 vilka//HD|UTR/NEU|PLU|IND//det//19 effekter//NN|UTR|PLU|IND|NOM//obj//22 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//22 har//VB|PRS|AKT//aux//22 haft//VB|SUP|AKT//conj//2 på//PP//case//24 möjligheten//NN|UTR|SIN|DEF|NOM//obl//22 att//IE//mark//26 bevilja//VB|INF|AKT//acl//24 uppehållstillstånd//NN|NEU|SIN|IND|NOM//obj//26 i//PP//case//30 de//DT|UTR/NEU|PLU|DEF//det//30 fall//NN|NEU|PLU|IND|NOM//obl//26 ett//DT|NEU|SIN|IND//det//32 beslut//NN|NEU|SIN|IND|NOM//obj//26 om//PP//case//34 avvisning//NN|UTR|SIN|IND|NOM//nmod//32 eller//KN//cc//36 utvisning//NN|UTR|SIN|IND|NOM//conj//34 inte//AB//advmod//40 har//VB|PRS|AKT//aux//40 kunnat//VB|SUP|AKT//aux//40 verkställas//VB|INF|SFO//conj//2 .//MAD//punct//2
Utredningens uppdrag;Här//AB//advmod//43 ingår//VB|PRS|AKT//parataxis//2 att//IE//mark//45 analysera//VB|INF|AKT//xcomp//43 i//PP//case//48 vilka//HD|UTR/NEU|PLU|IND//det//48 fall//NN|NEU|PLU|IND|NOM//obl//52 denna//DT|UTR|SIN|DEF//nsubj:pass//52 dom//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj:pass//52 har//VB|PRS|AKT//aux//52 åberopats//VB|SUP|SFO//advcl//43 och//KN//cc//59 på//PP//case//56 vilket//HD|NEU|SIN|IND//det//56 sätt//NN|NEU|SIN|IND|NOM//obl//59 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//59 har//VB|PRS|AKT//aux//59 haft//VB|SUP|AKT//conj//52 betydelse//NN|UTR|SIN|IND|NOM//obj//59 samt//KN//cc//63 att//IE//mark//63 bedöma//VB|INF|AKT//conj//52 i//PP//case//66 vilken//HD|UTR|SIN|IND//det//66 utsträckning//NN|UTR|SIN|IND|NOM//obl//63 som//HP|-|-|-//obl//70 avgörandet//NN|NEU|SIN|DEF|NOM//nsubj//70 har//VB|PRS|AKT//aux//70 utvecklat//VB|SUP|AKT//acl:relcl//66 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//72 praxis//NN|UTR|SIN|IND|NOM//obj//70 i//PP//case//76 den//DT|UTR|SIN|DEF//det//76 aktuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//76 frågan//NN|UTR|SIN|DEF|NOM//obl//70 .//MAD//punct//2
