Dataskydd vid europeiskt polisiärt och straffrättsligt samarbete;Dataskyddsrambeslutet//NN|NEU|SIN|DEF|NOM//ROOT//0 ,//MID//punct//0 Europolanställdas//PM|GEN//amod//3 befattning//NN|UTR|SIN|IND|NOM//conj//0 med//PP//case//6 hemliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 uppgifter//NN|UTR|PLU|IND|NOM//nmod//3
Dataskydd vid europeiskt polisiärt och straffrättsligt samarbete;Delbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//4 informationsutbyte//NN|NEU|SIN|IND|NOM//nmod//2 vid//PP//case//6 brottsbekämpning//NN|UTR|SIN|IND|NOM//nmod//4 m.m.//AB|AN//conj//0
Dataskydd vid europeiskt polisiärt och straffrättsligt samarbete;Stockholm//PM|NOM//ROOT//0 2011//RG|NOM//nummod//0

Till statsrådet och chefen för Justitiedepartementet;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 25//RG|NOM//nummod//4 februari//NN|UTR|SIN|IND|NOM//obl//1 2010//RG|NOM//nummod//4 att//IE//mark//7 tillkalla//VB|INF|AKT//acl//4 en//DT|UTR|SIN|IND//det//10 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//10 utredare//NN|UTR|SIN|IND|NOM//obj//7 för//PP//mark//15 att//IE//mark//15 dels//KN//advmod//15  //_SP////13 göra//VB|INF|AKT//advcl//7 en//DT|UTR|SIN|IND//det//17 analys//NN|UTR|SIN|IND|NOM//obj//15 av//PP//mark//22 hur//HA//advmod//22 svensk//JJ|POS|UTR|SIN|IND|NOM//nsubj//22 rätt//NN|UTR|SIN|IND|NOM//advmod//22 förhåller//VB|PRS|AKT//acl//17 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//22 till//PP//case//25 bestämmelserna//NN|UTR|PLU|DEF|NOM//obl//22 i//PP//case//29 Rådets//NN|NEU|SIN|DEF|GEN//nmod:poss//28 rambeslut//NN|NEU|SIN|IND|NOM//nmod//29 2008/977//RG|NOM//nmod//25 ///MID//cc//31 RIF//PM|NOM//conj//29 av//PP//case//35 den//DT|UTR|SIN|DEF//det//35 27//RG|NOM//nummod//35 november//NN|UTR|SIN|IND|NOM//nmod//31 2008//RG|NOM//nummod//35 om//PP//case//38 skydd//NN|NEU|SIN|IND|NOM//nmod//35 av//PP//case//40 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//38 som//HP|-|-|-//nsubj:pass//42 behandlas//VB|PRS|SFO//acl:relcl//40 inom//PP//case//46 ramen//NN|UTR|SIN|DEF|NOM//fixed//43 för//PP//fixed//43 polissamarbete//NN|NEU|SIN|IND|NOM//obl//42 och//KN//cc//49 straffrättsligt//JJ|POS|NEU|SIN|IND|NOM//amod//49 samarbete//NN|NEU|SIN|IND|NOM//conj//46 (//PAD//punct//35 dataskyddsrambeslutet//NN|NEU|SIN|DEF|NOM//appos//35 )//PAD//punct//4 och//KN//cc//54 utarbeta//VB|INF|AKT//conj//1 nödvändiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 författningsförslag//NN|NEU|PLU|IND|NOM//obj//54 för//PP//mark//61 att//SN//mark//61 Sverige//PM|NOM//nsubj//61 ska//VB|PRS|AKT//aux//61 leva//VB|INF|AKT//advcl//54 upp//PL//compound:prt//61 till//PP//case//64 bestämmelserna//NN|UTR|PLU|DEF|NOM//obl//61 i//PP//case//66 rambeslutet//NN|NEU|SIN|DEF|NOM//obl//61 ,//MID//punct//54 dels//KN//advmod//70  //_SP////68 analysera//VB|INF|AKT//appos//54 om//SN//mark//73 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//73 finns//VB|PRS|SFO//advcl//70 behov//NN|NEU|PLU|IND|NOM//nsubj//73 av//PP//case//77 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//77 regler//NN|UTR|PLU|IND|NOM//nmod//74 om//PP//case//80 Europolanställdas//PM|GEN//amod//80 befattning//NN|UTR|SIN|IND|NOM//nmod//77 med//PP//case//83 hemliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//83 uppgifter//NN|UTR|PLU|IND|NOM//nmod//80 för//PP//mark//88 att//SN//mark//88 Sverige//PM|NOM//nsubj//88 ska//VB|PRS|AKT//aux//88 leva//VB|INF|AKT//acl//80 upp//PL//compound:prt//88 till//PP//case//91 bestämmelserna//NN|UTR|PLU|DEF|NOM//obl//88 i//PP//case//94 Rådets//NN|NEU|SIN|DEF|GEN//nmod:poss//94 beslut//NN|NEU|SIN|IND|NOM//nmod//91 2009/371//RG|NOM//advmod//88 ///MID//cc//97 RIF//PM|NOM//conj//95 av//PP//case//101 den//DT|UTR|SIN|DEF//det//101 6//RO|NOM//nummod//101 april//NN|UTR|SIN|IND|NOM//nmod//97 2009//RG|NOM//nummod//101 om//PP//case//104 inrättande//NN|NEU|SIN|IND|NOM//obl//88 av//PP//case//107 Europeiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//107 polisbyrån//NN|UTR|SIN|DEF|NOM//nmod//104 ,//MID//punct//109 Europol//PM|NOM//conj//107 (//PAD//punct//111 Europolrådsbeslutet//NN|NEU|SIN|DEF|NOM//conj//107 )//PAD//punct//111 och//KN//cc//116 vid//PP//case//115 behov//NN|NEU|SIN|IND|NOM//obl//116 utarbeta//VB|INF|AKT//conj//88 nödvändiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//118 författningsförslag//NN|NEU|PLU|IND|NOM//obj//116 .//MAD//punct//1
Till statsrådet och chefen för Justitiedepartementet;Samma//DT|UTR/NEU|SIN/PLU|IND//det//1 dag//NN|UTR|SIN|IND|NOM//obl//2 förordnades//VB|PRT|SFO//ROOT//2 kammarrättslagmannen//NN|UTR|SIN|DEF|NOM//nmod//4 Sten//PM|NOM//nsubj//2 Wahlqvist//PM|NOM//flat:name//4 som//KN//mark//8 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//8 utredare//NN|UTR|SIN|IND|NOM//xcomp//2 .//MAD//punct//2
Till statsrådet och chefen för Justitiedepartementet;Som//KN//mark//1 experter//NN|UTR|PLU|IND|NOM//obl//5 att//IE//mark//3 biträda//VB|INF|AKT//acl//1 utredningen//NN|UTR|SIN|DEF|NOM//obj//3 förordnades//VB|PRT|SFO//ROOT//5 från//PP//case//11 och//KN//cc//8 med//PP//conj//6 den//DT|UTR|SIN|DEF//det//11 22//RG|NOM//nummod//11 mars//NN|UTR|SIN|IND|NOM//nmod//15 2010//RG|NOM//nummod//11 rättsliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//14 experten//NN|UTR|SIN|DEF|NOM//nmod//15 Helena//PM|NOM//nsubj//5 Bontin//PM|NOM//flat:name//15 ,//MID//punct//18 Skatteverket//PM|NOM//conj//15 ,//MID//punct//18 rådmannen//NN|UTR|SIN|DEF|NOM//nmod//21 Lars//PM|NOM//appos//15 Dahlström//PM|NOM//flat:name//21 ,//MID//punct//24 Förvaltningsrätten//NN|UTR|SIN|DEF|NOM//conj//15 i//PP//case//26 Göteborg//PM|NOM//nmod//24 ,//MID//punct//15
Till statsrådet och chefen för Justitiedepartementet;Förvaltningsrätten//NN|UTR|SIN|DEF|NOM//ROOT//0 i//PP//case//2 Malmö//PM|NOM//nmod//0 ,//MID//punct//4 t.f//AB|AN//conj//2 .//MAD//punct//0
Till statsrådet och chefen för Justitiedepartementet;chefsjuristen//NN|UTR|SIN|DEF|NOM//nmod//7 Johan//PM|NOM//appos//0 Lindmark//PM|NOM//flat:name//7 ,//MID//punct//10 Ekobrottsmyndigheten//PM|NOM//conj//7 ,//MID//punct//13 juristen//NN|UTR|SIN|DEF|NOM//nmod//13 Malin//PM|NOM//conj//7 Lundberg//PM|NOM//flat//13 ,//MID//punct//16 Tullverket//PM|NOM//conj//7 ,//MID//punct//19 rättssakkunniga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//19 Leena//PM|NOM//conj//7 Reinikainen//PM|NOM//flat//19 ,//MID//punct//22 Finansdepartementet//NN|NEU|SIN|DEF|NOM//conj//7 ,//MID//punct//7 numera//AB//advmod//25 chefsjuristen//NN|UTR|SIN|DEF|NOM//nmod//26 Sara//PM|NOM//conj//7 Thörngren//PM|NOM//flat:name//26 ,//MID//punct//29 Kustbevakningen//NN|UTR|SIN|DEF|NOM//conj//26 ,//MID//punct//29 ämnesrådet//NN|NEU|SIN|DEF|NOM//nmod//32 Annika//PM|NOM//conj//26 Waller//PM|NOM//flat:name//32 ,//MID//punct//35 Justitiedepartementet//PM|NOM//conj//32 ,//MID//punct//32 och//KN//cc//39 chefsåklagaren//NN|UTR|SIN|DEF|NOM//nmod//39 Solveig//PM|NOM//conj//26 Wollstad//PM|NOM//flat:name//39 ,//MID//punct//42 Åklagarmyndigheten//PM|NOM//conj//7 .//MAD//punct//0
Till statsrådet och chefen för Justitiedepartementet;Från//PP//case//5 och//KN//fixed//0 med//PP//fixed//0 den//DT|UTR|SIN|DEF//det//5 12//RG|NOM//nummod//5 januari//NN|UTR|SIN|IND|NOM//obl//7 2011//RG|NOM//nummod//5 förordnades//VB|PRT|SFO//ROOT//7 vidare//AB|KOM//advmod//7 som//KN//mark//10 experter//NN|UTR|PLU|IND|NOM//xcomp//7 att//IE//mark//12 biträda//VB|INF|AKT//advcl//7 utredningen//NN|UTR|SIN|DEF|NOM//iobj//12 verksjuristen//NN|UTR|SIN|DEF|NOM//nmod//16 Ann-Marie//PM|NOM//nmod//16 Ahlqvist//PM|NOM//obj//12 ,//MID//punct//18 Kronofogdemyndigheten//PM|NOM//conj//16 ,//MID//punct//20 rättssakkunniga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//21 Jenny//PM|NOM//appos//7 Ferm//PM|NOM//flat:name//21 ,//MID//punct//24 Justitiedepartementet//PM|NOM//conj//21 ,//MID//punct//24 verksjuristen//NN|UTR|SIN|DEF|NOM//nmod//34 Yvette//PM|NOM//nmod//28 Glantz//PM|NOM//nmod//26 ,//MID//punct//30 Rikspolisstyrelsen//PM|NOM//appos//26 ,//MID//punct//30 rättslige//JJ|POS|MAS|SIN|DEF|NOM//amod//33 experten//NN|UTR|SIN|DEF|NOM//nmod//34 Lars//PM|NOM//conj//21 Haglund//PM|NOM//flat:name//34 ,//MID//punct//37 Skatteverket//PM|NOM//conj//34 ,//MID//punct//34 stabsjuristen//NN|UTR|SIN|DEF|NOM//nmod//40 Drazenko//PM|NOM//appos//34 Jozic//PM|NOM//flat//40 ,//MID//punct//40 Försäkringskassan//NN|UTR|SIN|DEF|NOM//nmod//40 ,//MID//punct//43 biträdande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//46 chefsjuristen//NN|UTR|SIN|DEF|NOM//nmod//47 Marija//PM|NOM//conj//40 Momcilovic//PM|NOM//flat:name//47 ,//MID//punct//50 Säkerhetspolisen//NN|UTR|SIN|DEF|NOM//conj//47 och//KN//cc//52 verksjuristen//NN|UTR|SIN|DEF|NOM//nmod//53 Erik//PM|NOM//conj//47 Stenström//PM|NOM//flat:name//53 ,//MID//punct//53 Migrationsverket//NN|NEU|SIN|DEF|NOM//conj//34 .//MAD//punct//7
Till statsrådet och chefen för Justitiedepartementet;Från//PP//case//5 och//KN//fixed//0 med//PP//fixed//0 den//DT|UTR|SIN|DEF//det//5 25//RG|NOM//nummod//5 januari//NN|UTR|SIN|IND|NOM//obl//7 2011//RG|NOM//nummod//5 förordnades//VB|PRT|SFO//ROOT//7 också//AB//advmod//7 chefsjuristen//NN|UTR|SIN|DEF|NOM//nmod//10 Hans-Olof//PM|NOM//nsubj//7 Lindblom//PM|NOM//flat:name//10 ,//MID//punct//10 Datainspektionen//PM|NOM//conj//10 ,//MID//punct//16 som//KN//case//16 expert//NN|UTR|SIN|IND|NOM//acl:relcl//13 att//IE//mark//18 biträda//VB|INF|AKT//acl//16 utredningen//NN|UTR|SIN|DEF|NOM//obj//18 .//MAD//punct//7
