Miljödepartementet;Genom//PP//case//1 beslut//NN|NEU|SIN|IND|NOM//obl//8 vid//PP//case//3 regeringssammanträdet//NN|NEU|SIN|DEF|NOM//nmod//1 den//DT|UTR|SIN|DEF//det//6 15//RG|NOM//nummod//6 oktober//NN|UTR|SIN|IND|NOM//nmod//1 1998//RG|NOM//nummod//6 bemyndigade//VB|PRT|AKT//ROOT//8 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//8 chefen//NN|UTR|SIN|DEF|NOM//obj//8 för//PP//case//12 Miljödepartementet//NN|NEU|SIN|DEF|NOM//nmod//10 att//IE//mark//14 tillkalla//VB|INF|AKT//acl//12 en//DT|UTR|SIN|IND//det//17 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//17 utredare//NN|UTR|SIN|IND|NOM//obj//14 med//PP//case//19 uppgift//NN|UTR|SIN|IND|NOM//obl//14 att//IE//mark//21 lämna//VB|INF|AKT//xcomp//8 förslag//NN|NEU|SIN|IND|NOM//obj//21 till//PP//case//24 genomförande//NN|NEU|SIN|IND|NOM//nmod//22 av//PP//case//27 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 riktlinjer//NN|UTR|PLU|IND|NOM//nmod//24 inom//PP//case//29 kemikaliepolitiken//NN|UTR|SIN|DEF|NOM//obl//21 (//PAD//punct//29 Dir//NN|AN//appos//29 .//MAD//punct//29
Miljödepartementet;1998:91//RG|NOM//advmod//8 )//PAD//punct//33 .//MAD//punct//8
Miljödepartementet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 antagit//VB|SUP|AKT//ROOT//2 namnet//NN|NEU|SIN|DEF|NOM//nmod//4 Kemikalieutredningen//NN|UTR|SIN|DEF|NOM//obj//2 (//PAD//punct//6 M1998:09//PM|NOM//appos//4 )//PAD//punct//6 .//MAD//punct//2
Miljödepartementet;Med//PP//case//1 stöd//NN|NEU|SIN|IND|NOM//obl//8 av//PP//case//3 bemyndigandet//NN|NEU|SIN|DEF|NOM//nmod//1 den//DT|UTR|SIN|DEF//det//6 15//RG|NOM//nummod//6 oktober//NN|UTR|SIN|IND|NOM//obl//3 1998//RG|NOM//nummod//6 förordnades//VB|PRT|SFO//ROOT//8 f.d.//JJ|AN//amod//10 generaldirektören//NN|UTR|SIN|DEF|NOM//nmod//11 Arne//PM|NOM//nsubj//8 Kardell//PM|NOM//flat:name//11 den//DT|UTR|SIN|DEF//det//15 18//RG|NOM//nummod//15 december//NN|UTR|SIN|IND|NOM//nmod//25 1998//RG|NOM//nummod//15 som//KN//case//19 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//19 utredare//NN|UTR|SIN|IND|NOM//appos//15 .//MAD//punct//15
Miljödepartementet;Som//KN//case//22 sakkunniga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//23 förordnades//VB|PRT|SFO//acl:relcl//15 generaldirektören//NN|UTR|SIN|DEF|NOM//nmod//25 Gunnar//PM|NOM//dep//8 Bengtsson//PM|NOM//flat:name//25 (//PAD//punct//25 fr.o.m.//AB|AN//case//31 den//DT|UTR|SIN|DEF//det//31 18//RG|NOM//nummod//31 december//NN|UTR|SIN|IND|NOM//appos//25 1998//RG|NOM//nummod//31 )//PAD//punct//8 ,//MID//punct//40 föreståndaren//NN|UTR|SIN|DEF|NOM//nmod//36 Cynthia//PM|NOM//nsubj//40 de//PM|NOM//det//38 Wit//PM|NOM//flat:name//36 (//PAD//punct//38 fr.om//NN|NEU|SIN|IND|NOM//parataxis//8 .//MAD//punct//40
Miljödepartementet;den//DT|UTR|SIN|DEF//det//44 18//RG|NOM//nummod//44 december//NN|UTR|SIN|IND|NOM//appos//8 1998//RG|NOM//nummod//44 )//PAD//punct//44 och//KN//cc//49 miljöchefen//NN|UTR|SIN|DEF|NOM//nmod//49 Lena//PM|NOM//conj//44 Gevert//PM|NOM//flat:name//49 (//PAD//punct//49 fr.o.m.//AB|AN//case//55 den//DT|UTR|SIN|DEF//det//55 22//RG|NOM//nummod//55 februari//NN|UTR|SIN|IND|NOM//appos//49 1999//RG|NOM//nummod//55 )//PAD//punct//44 .//MAD//punct//8
Miljödepartementet;Som//KN//mark//1 experter//NN|UTR|PLU|IND|NOM//obl//5 att//IE//mark//3 biträda//VB|INF|AKT//acl//1 utredningen//NN|UTR|SIN|DEF|NOM//obj//3 förordnades//VB|PRT|SFO//ROOT//5 hovrättsassessorn//NN|UTR|SIN|DEF|NOM//nsubj:pass//5 Egon//PM|NOM//flat//6 Abresparr//PM|NOM//flat//6 (//PAD//punct//6 fr.o.m.//AB|AN//case//13 den//DT|UTR|SIN|DEF//det//13 19//RG|NOM//nummod//13 mars//NN|UTR|SIN|IND|NOM//appos//6 1999//RG|NOM//nummod//13 )//PAD//punct//6 ,//MID//punct//5 docenten//NN|UTR|SIN|DEF|NOM//nmod//18 Håkan//PM|NOM//appos//5 Björndal//PM|NOM//flat:name//18 (//PAD//punct//18 fr.o.m.//AB|AN//case//24 den//DT|UTR|SIN|DEF//det//24 19//RG|NOM//nummod//24 mars//NN|UTR|SIN|IND|NOM//nmod//18 1999//RG|NOM//nummod//24 )//PAD//punct//18 ,//MID//punct//32 doktorn//NN|UTR|SIN|DEF|NOM//nsubj//32 i//PP//case//31 medicinsk//JJ|POS|UTR|SIN|IND|NOM//amod//31 vetenskap//NN|UTR|SIN|IND|NOM//nmod//32 Sten//PM|NOM//parataxis//5 Flodström//PM|NOM//flat:name//32 (//PAD//punct//32 fr.o.m.//AB|AN//case//38 den//DT|UTR|SIN|DEF//det//38 19//RG|NOM//nummod//38 mars//NN|UTR|SIN|IND|NOM//appos//32 1999//RG|NOM//nummod//38 )//PAD//punct//32 ,//MID//punct//47 docenten//NN|UTR|SIN|DEF|NOM//nmod//43 Sven//PM|NOM//nsubj//47 Ove//PM|NOM//flat:name//43 Hansson//PM|NOM//flat:name//43 (//PAD//punct//43 fr.om//NN|UTR|SIN|IND|NOM//parataxis//5 .//MID//punct//47
Miljödepartementet;den//DT|UTR|SIN|DEF//det//51 26//RG|NOM//nummod//51 april//NN|UTR|SIN|IND|NOM//conj//47 1999//RG|NOM//nummod//51 )//PAD//punct//47 ,//MID//punct//56 styrelseledamoten//NN|UTR|SIN|DEF|NOM//nmod//56 Mikael//PM|NOM//parataxis//5 Karlsson//PM|NOM//flat:name//56 (//PAD//punct//56 fr.o.m.//AB|AN//case//62 den//DT|UTR|SIN|DEF//det//62 15//RG|NOM//nummod//62 juni//NN|UTR|SIN|IND|NOM//nmod//90 1999//RG|NOM//nummod//62 )//PAD//punct//62 civilingenjören//NN|UTR|SIN|DEF|NOM//nmod//66 Birgitta//PM|NOM//appos//62 Melin//PM|NOM//flat:name//66 (//PAD//punct//66 fr.om//NN|NEU|SIN|IND|NOM//conj//62 .//MAD//punct//62
Miljödepartementet;den//DT|UTR|SIN|DEF//det//73 29//RG|NOM//nummod//73 september//NN|UTR|SIN|IND|NOM//nmod//62 1999//RG|NOM//nummod//73 )//PAD//punct//73 vice//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//78 verkställande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//78 direktören//NN|UTR|SIN|DEF|NOM//nmod//79 Anita//PM|NOM//appos//73 Ringström//PM|NOM//flat:name//79 (//PAD//punct//85 fr.o.m.//AB|AN//case//85 den//DT|UTR|SIN|DEF//det//85 19//RG|NOM//nummod//85 mars//NN|UTR|SIN|IND|NOM//appos//73 1999//RG|NOM//nummod//85 )//PAD//punct//85 ,//MID//punct//89 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//90 Eva//PM|NOM//obl//5 Sandberg//PM|NOM//flat:name//90 (//PAD//punct//90 fr.o.m.//AB|AN//case//96 den//DT|UTR|SIN|DEF//det//96 19//RG|NOM//nummod//96 mars//NN|UTR|SIN|IND|NOM//appos//90 1999//RG|NOM//nummod//96 )//PAD//punct//90 ,//MID//punct//104 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//101 Maria//PM|NOM//nsubj//104 Sandqvist//PM|NOM//flat:name//101 (//PAD//punct//101 fr.om//NN|UTR|SIN|IND|NOM//parataxis//5 .//MAD//punct//104
Miljödepartementet;den//DT|UTR|SIN|DEF//det//108 1//RO|NOM//nummod//108 november//NN|UTR|SIN|IND|NOM//parataxis//104 1999//RG|NOM//nummod//108 )//PAD//punct//108 ,//MID//punct//104 professorn//NN|UTR|SIN|DEF|NOM//nmod//113 Mats//PM|NOM//dep//104 Tysklind//PM|NOM//flat:name//113 (//PAD//punct//104 fr.o.m.//AB|AN//case//119 den//DT|UTR|SIN|DEF//det//119 19//RG|NOM//nummod//119 mars//NN|UTR|SIN|IND|NOM//appos//104 1999//RG|NOM//nummod//119 )//PAD//punct//104 och//KN//cc//124 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//124 Gia//PM|NOM//conj//5 Wickbom//PM|NOM//flat:name//124 (//PAD//punct//124 fr.o.m.//AB|AN//case//130 den//DT|UTR|SIN|DEF//det//130 19//RG|NOM//nummod//130 april//NN|UTR|SIN|IND|NOM//appos//124 1999//RG|NOM//nummod//130 )//PAD//punct//124 .//MAD//punct//5
Miljödepartementet;Som//KN//case//1 huvudsekreterare//NN|UTR|SIN|IND|NOM//obl//2 förordnades//VB|PRT|SFO//ROOT//2 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//4 Mona//PM|NOM//nsubj//2 Blomdin//PM|NOM//flat:name//4 Persson//PM|NOM//flat:name//5 .//MAD//punct//2
