Sammanfattning;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//11 om//PP//case//3 funktionshindrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//3 elever//NN|UTR|PLU|IND|NOM//nmod//0 i//PP//case//5 skolan//NN|UTR|SIN|DEF|NOM//nmod//3 (//PAD//punct//0 dir//NN|AN//nmod:poss//8 1995:134//RG|NOM//appos//0 )//PAD//punct//0 har//VB|PRS|AKT//aux//11 haft//VB|SUP|AKT//ROOT//11 till//PP//case//13 huvuduppgift//NN|UTR|SIN|IND|NOM//obj//11 att//IE//mark//15 utreda//VB|INF|AKT//acl//13 hur//HA//advmod//26 ansvaret//NN|NEU|SIN|DEF|NOM//nsubj:pass//26 för//PP//case//19 utbildning//NN|UTR|SIN|IND|NOM//nmod//17 och//KN//cc//21 omvårdnad//NN|UTR|SIN|IND|NOM//conj//19 för//PP//case//24 funktionshindrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//24 elever//NN|UTR|PLU|IND|NOM//nmod//21 skall//VB|PRS|AKT//aux//26 fördelas//VB|INF|SFO//ccomp//15 mellan//PP//case//28 stat//NN|UTR|SIN|IND|NOM//obl//26 ,//MID//punct//30 kommun//NN|UTR|SIN|IND|NOM//conj//28 och//KN//cc//32 landsting//NN|NEU|SIN|IND|NOM//conj//28 samt//KN//cc//34 vem//HP|UTR|SIN|IND//conj//28 som//HP|-|-|-//nsubj//37 skall//VB|PRS|AKT//aux//37 finansiera//VB|INF|AKT//acl:relcl//34 verksamheten//NN|UTR|SIN|DEF|NOM//obj//37 .//MAD//punct//11

Från urvalsskola till en skola för alla (kap 2);Utgångspunkten//NN|UTR|SIN|DEF|NOM//nsubj//6 för//PP//case//3 kommitténs//NN|UTR|SIN|DEF|GEN//nmod:poss//3 arbete//NN|NEU|SIN|IND|NOM//nmod//0 har//VB|PRS|AKT//aux//6 varit//VB|SUP|AKT//cop//6 visionen//NN|UTR|SIN|DEF|NOM//ROOT//6 om//PP//case//9 en//DT|UTR|SIN|IND//det//9 skola//NN|UTR|SIN|IND|NOM//nmod//6 där//HA//advmod//15 alla//DT|UTR/NEU|PLU|IND/DEF//det//12 barn//NN|NEU|PLU|IND|NOM//nsubj:pass//15 och//KN//cc//14 ungdomar//NN|UTR|PLU|IND|NOM//conj//12 ges//VB|PRS|SFO//acl:relcl//9 likvärdiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 förutsättningar//NN|UTR|PLU|IND|NOM//obj//15 att//IE//mark//19 utveckla//VB|INF|AKT//acl//17 ”//PAD//punct//21 kunskaper//NN|UTR|PLU|IND|NOM//obj//19 ,//MID//punct//23 färdigheter//NN|UTR|PLU|IND|NOM//conj//21 och//KN//cc//25 förhållningssätt//NN|NEU|PLU|IND|NOM//conj//21 som//HP|-|-|-//nsubj//27 stärker//VB|PRS|AKT//acl:relcl//25 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//29 förmåga//NN|UTR|SIN|IND|NOM//obj//27 att//IE//mark//31 anpassa//VB|INF|AKT//acl//29 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//31 till//PP//case//36 det//DT|NEU|SIN|DEF//det//36 moderna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//36 samhället//NN|NEU|SIN|DEF|NOM//obl//31 och//KN//cc//39 att//IE//mark//39 delta//VB|INF|AKT//conj//27 i//PP//case//41 förändringen//NN|UTR|SIN|DEF|NOM//obl//39 av//PP//case//44 detta//DT|NEU|SIN|DEF//det//44 samhälle//NN|NEU|SIN|IND|NOM//nmod//41 ”//PAD//punct//6 .//MAD//punct//6
Från urvalsskola till en skola för alla (kap 2);En//DT|UTR|SIN|IND//det//1 skola//NN|UTR|SIN|IND|NOM//nsubj//5 för//PP//case//3 alla//DT|UTR/NEU|PLU|IND/DEF//nmod//1  //_SP////3 innebär//VB|PRS|AKT//ROOT//5 att//SN//mark//9 skolan//NN|UTR|SIN|DEF|NOM//nsubj:pass//9 skall//VB|PRS|AKT//aux//9 anordnas//VB|INF|SFO//ccomp//5 så//AB//mark//15 att//SN//fixed//10 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//15 är//VB|PRS|AKT//cop//15 lika//AB//advmod//15 ändamålsenlig//JJ|POS|UTR|SIN|IND|NOM//advcl//9 för//PP//case//18 alla//DT|UTR/NEU|PLU|IND/DEF//det//18 elever//NN|UTR|PLU|IND|NOM//obl//15 ,//MID//punct//21 oavsett//PP//case//21 möjligheter//NN|UTR|PLU|IND|NOM//conj//15 ,//MID//punct//23 förutsättningar//NN|UTR|PLU|IND|NOM//conj//21 och//KN//cc//25 behov//NN|NEU|PLU|IND|NOM//conj//21 .//MAD//punct//5
Från urvalsskola till en skola för alla (kap 2);Utmärkande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//5 är//VB|PRS|AKT//cop//29 flexibilitet//NN|UTR|SIN|IND|NOM//nsubj//27 ,//MID//punct//29 med//PP//case//35 den//DT|UTR|SIN|DEF//det//34 enskilde//JJ|POS|MAS|SIN|DEF|NOM//amod//34 elevens//NN|UTR|SIN|DEF|GEN//nmod:poss//35 förutsättningar//NN|UTR|PLU|IND|NOM//obl//27 ,//MID//punct//37 behov//NN|NEU|PLU|IND|NOM//conj//35 och//KN//cc//39 intressen//NN|NEU|PLU|IND|NOM//conj//35 i//PP//case//41 centrum//NN|NEU|SIN|DEF|NOM//nmod//39 .//MID//punct//5
Från urvalsskola till en skola för alla (kap 2);Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//46 är//VB|PRS|AKT//cop//46 skolans//NN|UTR|SIN|DEF|GEN//nmod:poss//46 uppgift//NN|UTR|SIN|IND|NOM//parataxis//5 att//IE//mark//48 erbjuda//VB|INF|AKT//csubj//46 varje//DT|UTR/NEU|SIN|IND//det//50 individ//NN|UTR|SIN|IND|NOM//obj//48 en//DT|UTR|SIN|IND//det//53 relevant//JJ|POS|UTR|SIN|IND|NOM//amod//53 undervisning//NN|UTR|SIN|IND|NOM//obj//48 och//KN//cc//56 optimala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 utvecklingsmöjligheter//NN|UTR|PLU|IND|NOM//conj//53 .//MAD//punct//46
Från urvalsskola till en skola för alla (kap 2);Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//61 kan//VB|PRS|AKT//aux//61 bäst//AB|SUV//advmod//61 ske//VB|INF|AKT//parataxis//46 i//PP//case//64 en//DT|UTR|SIN|IND//det//64 miljö//NN|UTR|SIN|IND|NOM//obl//61 där//HA//advmod//72 självkänslan//NN|UTR|SIN|DEF|NOM//nsubj//72 och//KN//cc//70 den//DT|UTR|SIN|DEF//det//70 positiva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//70 självuppfattningen//NN|UTR|SIN|DEF|NOM//conj//66 är//VB|PRS|AKT//cop//72 stark//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//64 ,//MID//punct//77 dvs//AB|AN//advmod//77 i//PP//case//77 en//DT|UTR|SIN|IND//det//77 miljö//NN|UTR|SIN|IND|NOM//conj//72 där//HA//advmod//80 man//PN|UTR|SIN|IND|SUB//nsubj//80 upplever//VB|PRS|AKT//acl:relcl//77 verklig//JJ|POS|UTR|SIN|IND|NOM//amod//82 delaktighet//NN|UTR|SIN|IND|NOM//obj//80 och//KN//cc//84 gemenskap//NN|UTR|SIN|IND|NOM//conj//82 .//MAD//punct//46
Från urvalsskola till en skola för alla (kap 2);Med//PP//case//2 dessa//DT|UTR/NEU|PLU|DEF//det//2 utgångspunkter//NN|UTR|PLU|IND|NOM//obl//7 bör//VB|PRS|AKT//aux//7 de//DT|UTR/NEU|PLU|DEF//det//6 specialpedagogiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 insatserna//NN|UTR|PLU|DEF|NOM//nsubj//7 utgå//VB|INF|AKT//ROOT//7 från//PP//case//9 principerna//NN|UTR|PLU|DEF|NOM//obl//7 att//SN//mark//12 handikapp//NN|NEU|SIN|IND|NOM//nsubj//12 kan//VB|PRS|AKT//advcl//7 och//KN//cc//15 skall//VB|PRS|AKT//aux//15 minimeras//VB|INF|SFO//conj//12  //_SP////15 genom//PP//case//18 förändringar//NN|UTR|PLU|IND|NOM//obl//15 och//KN//cc//20 anpassningar//NN|UTR|PLU|IND|NOM//conj//18 av//PP//case//22 miljö//NN|UTR|SIN|IND|NOM//nmod//20 och//KN//cc//24 bemötande//NN|NEU|SIN|IND|NOM//conj//22 ,//MID//punct//7 att//SN//mark//33 den//DT|UTR|SIN|DEF//det//28 enskildes//JJ|POS|MAS|SIN|DEF|GEN//amod//29 behov//NN|NEU|SIN|IND|NOM//nsubj:pass//33 och//KN//cc//31 situation//NN|UTR|SIN|IND|NOM//conj//29 skall//VB|PRS|AKT//aux//33 bedömas//VB|INF|SFO//ccomp//7 i//PP//case//36 ett//DT|NEU|SIN|IND//det//36 helhetsperspektiv//NN|NEU|SIN|IND|NOM//obl//33  //_SP////36 samt//KN//cc//44 att//SN//mark//44 insatserna//NN|UTR|PLU|DEF|NOM//nsubj//44 skall//VB|PRS|AKT//aux//44 vara//VB|INF|AKT//cop//44 icke//AB//advmod//44 segregerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//33 .//MAD//punct//51
Från urvalsskola till en skola för alla (kap 2);En//DT|UTR|SIN|IND//det//48 professionell//JJ|POS|UTR|SIN|IND|NOM//amod//48 skola//NN|UTR|SIN|IND|NOM//nsubj//51 skall//VB|PRS|AKT//aux//51 kunna//VB|INF|AKT//aux//51 erbjuda//VB|INF|AKT//conj//44 möjligheter//NN|UTR|PLU|IND|NOM//obj//51 och//KN//cc//54 förutsättningar//NN|UTR|PLU|IND|NOM//conj//52 för//PP//case//58 ett//DT|NEU|SIN|IND//det//58 varierat//PC|PRF|NEU|SIN|IND|NOM//amod//58 arbetssätt//NN|NEU|SIN|IND|NOM//nmod//54 och//KN//cc//62 ett//DT|NEU|SIN|IND//det//62 individuellt//JJ|POS|NEU|SIN|IND|NOM//amod//62 bemötande//NN|NEU|SIN|IND|NOM//conj//58 .//MID//punct//7
Från urvalsskola till en skola för alla (kap 2);Alla//DT|UTR/NEU|PLU|IND/DEF//det//65 elever//NN|UTR|PLU|IND|NOM//nsubj:pass//67 skall//VB|PRS|AKT//aux//67 ges//VB|INF|SFO//parataxis//7 förutsättningar//NN|UTR|PLU|IND|NOM//obj//67 att//IE//mark//70 nå//VB|INF|AKT//acl//68 skolans//NN|UTR|SIN|DEF|GEN//nmod:poss//72 mål//NN|NEU|SIN|IND|NOM//obj//70 och//KN//cc//78 ingen//DT|UTR|SIN|IND//det//75 elev//NN|UTR|SIN|IND|NOM//nsubj//78 skall//VB|PRS|AKT//aux//78 behöva//VB|INF|AKT//aux//78 stå//VB|INF|AKT//conj//70 utanför//PP//case//80 gemenskap//NN|UTR|SIN|IND|NOM//obl//78 och//KN//cc//82 delaktighet//NN|UTR|SIN|IND|NOM//conj//80 .//MID//punct//7
Från urvalsskola till en skola för alla (kap 2); //_SP////83 Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//86 kräver//VB|PRS|AKT//conj//7 goda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//88 kunskaper//NN|UTR|PLU|IND|NOM//obj//86 om//PP//case//93 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//91 elevers//NN|UTR|PLU|IND|GEN//nmod:poss//93 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//93 behov//NN|NEU|PLU|IND|NOM//nmod//88 och//KN//cc//95 förutsättningar//NN|UTR|PLU|IND|NOM//conj//93 .//MAD//punct//7
