Bakgrund;Nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 el-//NN|-|-|-|SMS//nsubj//7 och//KN//cc//3 gasmarknadsutredningen//NN|UTR|SIN|DEF|NOM//conj//1 (//PAD//punct//1 utredningen//NN|UTR|SIN|DEF|NOM//appos//1 )//PAD//punct//1 har//VB|PRS|AKT//ROOT//7 i//PP//advmod//7 uppdrag//NN|NEU|SIN|IND|NOM//fixed//8 att//IE//mark//11 genomföra//VB|INF|AKT//xcomp//7 det//DT|NEU|SIN|DEF//det//15 tredje//RO|NOM//amod//15 inre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//15 marknadspaketet//NN|NEU|SIN|DEF|NOM//obj//11 för//PP//advmod//11 el//NN|UTR|SIN|IND|NOM//cc//7 och//KN//cc//19 naturgas//NN|UTR|SIN|IND|NOM//conj//17 i//PP//case//23 det//DT|NEU|SIN|DEF//det//23 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//23 regelverket//NN|NEU|SIN|DEF|NOM//obl//7 .//MAD//punct//7
Bakgrund;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//26 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//27 utgör//VB|PRS|AKT//parataxis//7 en//DT|UTR|SIN|IND//det//29 del//NN|UTR|SIN|IND|NOM//obj//27 av//PP//case//32 det//DT|NEU|SIN|DEF//det//32 arbete//NN|NEU|SIN|IND|NOM//nmod//29 inom//PP//case//34 EU//PM|NOM//obl//27 som//HP|-|-|-//nsubj//36 syftar//VB|PRS|AKT//acl:relcl//34 till//PP//mark//39 att//IE//mark//39 skapa//VB|INF|AKT//advcl//36 en//DT|UTR|SIN|IND//det//43 gemensam//JJ|POS|UTR|SIN|IND|NOM//amod//43 inre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//43 marknad//NN|UTR|SIN|IND|NOM//obj//39 för//PP//advmod//39 el//NN|UTR|SIN|IND|NOM//fixed//44 och//KN//cc//47 naturgas//NN|UTR|SIN|IND|NOM//conj//45 .//MAD//punct//7
Bakgrund;Paketet//NN|NEU|SIN|DEF|NOM//nsubj//50 omfattar//VB|PRS|AKT//parataxis//7 bl.a.//AB|AN//advmod//50 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//57 och//KN//cc//57 även//AB//advmod//55 mer//AB|KOM//advmod//56 detaljerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//57 åtgärder//NN|UTR|PLU|IND|NOM//obj//50 som//HP|-|-|-//nsubj//60 ska//VB|PRS|AKT//aux//60 främja//VB|INF|AKT//acl:relcl//57 harmoniseringen//NN|UTR|SIN|DEF|NOM//obj//60 och//KN//cc//64 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//64 effekter//NN|UTR|PLU|IND|NOM//conj//61 .//MAD//punct//50
Bakgrund;Därutöver//AB//advmod//67 skapas//VB|PRS|SFO//parataxis//7 även//AB//advmod//67 en//DT|UTR|SIN|IND//det//70 byrå//NN|UTR|SIN|IND|NOM//nsubj:pass//67 för//PP//case//72 samarbete//NN|NEU|SIN|IND|NOM//nmod//70 mellan//PP//case//76 de//DT|UTR/NEU|PLU|DEF//det//76 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//76 tillsynsmyndigheterna//NN|UTR|PLU|DEF|NOM//nmod//72 (//PAD//punct//76 ACER//PM|NOM//appos//76 )//PAD//punct//76 .//MAD//punct//7
Bakgrund;Genom//PP//mark//83 att//IE//mark//83 harmonisera//VB|INF|AKT//advcl//7 regelverket//NN|NEU|SIN|DEF|NOM//obj//83 och//KN//cc//86 främja//VB|INF|AKT//conj//83 utvecklandet//NN|NEU|SIN|DEF|NOM//obj//86 av//PP//case//90 gränsöverskridande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//90 handel//NN|UTR|SIN|IND|NOM//nmod//87 skapas//VB|PRS|SFO//xcomp//86 förutsättningar//NN|UTR|PLU|IND|NOM//nsubj:pass//91 för//PP//case//97 effektivt//AB|POS//advmod//95 fungerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//97 konkurrensutsatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//97 marknader//NN|UTR|PLU|IND|NOM//nmod//92 för//PP//advmod//91 el//NN|UTR|SIN|IND|NOM//fixed//98 och//KN//cc//101 naturgas//NN|UTR|SIN|IND|NOM//conj//99 .//MAD//punct//7
Bakgrund;Det//DT|NEU|SIN|DEF//det//3 tredje//RO|NOM//amod//3 inre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//3 marknadspaketet//NN|NEU|SIN|DEF|NOM//nsubj:pass//8 för//PP//advmod//3 el//NN|UTR|SIN|IND|NOM//fixed//4 och//KN//cc//7 naturgas//NN|UTR|SIN|IND|NOM//conj//4 utgörs//VB|PRS|SFO//ROOT//8 av//PP//case//11 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//11 rättsakter//NN|UTR|PLU|IND|NOM//obl:agent//8 ://MID//punct//11 –//PM|NOM//punct//18
Bakgrund;Europaparlamentets//NN|NEU|SIN|DEF|GEN//nmod:poss//18 och//KN//cc//17 rådets//NN|NEU|SIN|DEF|GEN//nmod:poss//17 direktiv//NN|NEU|PLU|IND|NOM//conj//14 2009/72//RG|NOM//appos//11 ///MID//cc//20 EG//PM|NOM//conj//18 av//PP//case//24 den//DT|UTR|SIN|DEF//det//24 13//RG|NOM//nummod//24 juli//NN|UTR|SIN|IND|NOM//nmod//18 2009//RG|NOM//nummod//18 om//PP//case//28 gemensamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 regler//NN|UTR|PLU|IND|NOM//nmod//11 för//PP//case//32 den//DT|UTR|SIN|DEF//det//32 inre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//32 marknaden//NN|UTR|SIN|DEF|NOM//nmod//28 för//PP//case//11 el//NN|UTR|SIN|IND|NOM//cc//8 och//KN//cc//37 om//PP//mark//37 upphävande//NN|NEU|SIN|IND|NOM//conj//34 av//PP//case//40 direktiv//NN|NEU|PLU|IND|NOM//amod//40 2003/54//RG|NOM//nmod//37 ///MID//cc//42 EG//PM|NOM//conj//40 (//PAD//punct//44 elmarknadsdirektivet//NN|NEU|SIN|DEF|NOM//conj//34 )//PAD//punct//44 .//MAD//punct//8 –//PM|NOM//punct//51
Bakgrund;Europaparlamentets//NN|NEU|SIN|DEF|GEN//nmod:poss//51 och//KN//cc//50 rådets//NN|NEU|SIN|DEF|GEN//conj//48 förordning//NN|UTR|SIN|IND|NOM//parataxis//8 (//PAD//punct//51 EG//PM|NOM//appos//51 )//PAD//punct//51 nr//NN|AN//nmod//56 714/2009//RG|NOM//appos//51 av//PP//case//60 den//DT|UTR|SIN|DEF//det//60 13//RG|NOM//nummod//60 juli//NN|UTR|SIN|IND|NOM//nmod//56 2009//RG|NOM//nummod//60 om//PP//case//63 villkor//NN|NEU|PLU|IND|NOM//nmod//56 för//PP//case//65 tillträde//NN|NEU|SIN|IND|NOM//nmod//63 till//PP//case//67 nät//NN|NEU|SIN|IND|NOM//nmod//65 för//PP//case//70 gränsöverskridande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//70 elhandel//NN|UTR|SIN|IND|NOM//nmod//67 och//KN//cc//73 om//PP//mark//73 upphävande//NN|NEU|SIN|IND|NOM//conj//56 av//PP//case//75 förordning//NN|UTR|SIN|IND|NOM//obl:agent//73 (//PAD//punct//77 EG//PM|NOM//appos//75 )//PAD//punct//77 nr//NN|AN//nmod//80 1228/2003//RG|NOM//obl//73 (//PAD//punct//82 elförordningen//NN|UTR|SIN|DEF|NOM//appos//80 )//PAD//punct//82 .//MAD//punct//51 –//PM|NOM//punct//51
Bakgrund;Europaparlamentets//NN|NEU|SIN|DEF|GEN//nmod:poss//89 och//KN//cc//88 rådets//NN|NEU|SIN|DEF|GEN//conj//86 direktiv//NN|NEU|PLU|IND|NOM//nmod//90 2009/73//RG|NOM//conj//51 ///MID//cc//92 EG//PM|NOM//conj//51 av//PP//case//96 den//DT|UTR|SIN|DEF//det//96 13//RG|NOM//nummod//96 juli//NN|UTR|SIN|IND|NOM//nmod//92 2009//RG|NOM//nummod//96 om//PP//case//100 gemensamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//100 regler//NN|UTR|PLU|IND|NOM//nmod//51 för//PP//case//104 den//DT|UTR|SIN|DEF//det//104 inre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//104 marknaden//NN|UTR|SIN|DEF|NOM//nmod//100 för//PP//case//106 naturgas//NN|UTR|SIN|IND|NOM//nmod//104 och//KN//cc//109 om//PP//mark//109 upphävande//NN|NEU|SIN|IND|NOM//conj//100 av//PP//case//112 direktiv//NN|NEU|PLU|IND|NOM//nmod//112 2003/55//RG|NOM//obl//109 ///MID//cc//114 EG//NN|AN//conj//112 (//PAD//punct//116 gasmarknadsdirektivet//NN|NEU|SIN|DEF|NOM//appos//109 )//PAD//punct//116 .//MAD//punct//51 –//PM|NOM//punct//123
Bakgrund;Europaparlamentets//NN|NEU|SIN|DEF|GEN//nmod:poss//123 och//KN//cc//122 rådets//NN|NEU|SIN|DEF|GEN//conj//120 förordning//NN|UTR|SIN|IND|NOM//conj//51 (//PAD//punct//125 EG//PM|NOM//appos//123 )//PAD//punct//125 nr//NN|AN//amod//128 715/2009//RG|NOM//conj//123 av//PP//case//132 den//DT|UTR|SIN|DEF//det//132 13//RG|NOM//nummod//132 juli//NN|UTR|SIN|IND|NOM//nmod//128 2009//RG|NOM//nummod//128 om//PP//case//135 villkor//NN|NEU|PLU|IND|NOM//nmod//123 för//PP//case//137 tillträde//NN|NEU|SIN|IND|NOM//nmod//135 till//PP//case//139 naturgasöverföringsnäten//NN|NEU|PLU|DEF|NOM//nmod//137 och//KN//cc//142 om//PP//mark//142 upphävande//NN|NEU|SIN|IND|NOM//conj//123 av//PP//case//144 förordning//NN|UTR|SIN|IND|NOM//obl:agent//142 (//PAD//punct//146 EG//PM|NOM//appos//144 )//PAD//punct//146 nr//NN|AN//nmod//149 1775/2005//RG|NOM//conj//144 (//PAD//punct//149 gasförordningen//NN|UTR|SIN|DEF|NOM//appos//149 )//PAD//punct//149 .//MAD//punct//123 –//PM|NOM//punct//158
Bakgrund;Europaparlamentets//NN|NEU|SIN|DEF|GEN//nmod:poss//158 och//KN//cc//157 rådets//NN|NEU|SIN|DEF|GEN//conj//155 förordning//NN|UTR|SIN|IND|NOM//conj//123 (//PAD//punct//160 EG//PM|NOM//appos//158 )//PAD//punct//160 nr//NN|AN//nmod//163 713/2009//RG|NOM//conj//158 av//PP//case//167 den//DT|UTR|SIN|DEF//det//167 13//RG|NOM//nummod//167 juli//NN|UTR|SIN|IND|NOM//nmod//163 2009//RG|NOM//nummod//167 om//PP//case//170 inrättande//NN|NEU|SIN|IND|NOM//nmod//158 av//PP//case//173 en//DT|UTR|SIN|IND//det//173 byrå//NN|UTR|SIN|IND|NOM//nmod//170 för//PP//case//175 samarbete//NN|NEU|SIN|IND|NOM//nmod//173 mellan//PP//case//177 energitillsynsmyndigheter//NN|UTR|PLU|IND|NOM//nmod//175 (//PAD//punct//177 byråförordningen//NN|UTR|SIN|DEF|NOM//appos//177 )//PAD//punct//158 .//MAD//punct//51
