Kemikommitténs förslag i sammandrag:;Sverige//PM|NOM//nsubj//1 arbetar//VB|PRS|AKT//ROOT//1 för//PP//mark//9 att//SN//mark//9 de//DT|UTR/NEU|PLU|DEF//det//6 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 målen//NN|NEU|PLU|DEF|NOM//nsubj//9 och//KN//cc//8 hörnstenarna//NN|UTR|PLU|DEF|NOM//conj//6 blir//VB|PRS|AKT//advcl//1 vägledande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//9 i//PP//case//12 EU//PM|NOM//obl//9 ://MID//punct//9 s//NN|NEU|SIN|IND|GEN//nummod//15 kemikaliepolitik//NN|UTR|SIN|IND|NOM//obl//1
Kemikommitténs förslag i sammandrag:;En//DT|UTR|SIN|IND//det//1 kemikaliestrategi//NN|UTR|SIN|IND|NOM//nsubj:pass//2 tas//VB|PRS|SFO//ROOT//2 fram//PL//compound:prt//2 ://MID//punct//2 -//MID//punct//2
Kemikommitténs förslag i sammandrag:;En//DT|UTR|SIN|IND//det//7 utvärdering//NN|UTR|SIN|IND|NOM//nsubj:pass//8 görs//VB|PRS|SFO//parataxis//2 av//PP//case//10 kemikaliepolitiken//NN|UTR|SIN|DEF|NOM//obl:agent//8 -//MID//punct//10 En//DT|UTR|SIN|IND//det//13 plan//NN|UTR|SIN|IND|NOM//nsubj:pass//14 upprättas//VB|INF|SFO//conj//8 för//PP//case//17 Esbjergdeklarationens//NN|UTR|SIN|DEF|GEN//nmod:poss//17 genomförande//NN|NEU|SIN|IND|NOM//obl//14 -//MID//punct//8 Miljöövervakningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//22 av//PP//case//21 kemikalier//NN|UTR|PLU|IND|NOM//nmod//19 utvecklas//VB|PRS|SFO//parataxis//8 för//PP//mark//25 att//IE//mark//25 följa//VB|INF|AKT//advcl//22 upp//PL//compound:prt//25 vidtagna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//28 åtgärder//NN|UTR|PLU|IND|NOM//obj//25 -//MID//punct//28 EU//PM|NOM//appos//28 ://MID//punct//30 s//NN|NEU|SIN|IND|GEN//amod//34 bistånd//NN|NEU|SIN|IND|NOM//fixed//32 sprogram//NN|NEU|SIN|IND|NOM//nsubj:pass//35 kopplas//VB|PRS|SFO//conj//22 till//PP//case//37 kemikaliearbetet//NN|NEU|SIN|DEF|NOM//obl//35 -//MID//punct//22 Utsläpps-//PM|SMS//nsubj:pass//42 och//KN//cc//41 avfallsfrågor//NN|UTR|PLU|IND|NOM//conj//39 integreras//VB|PRS|SFO//parataxis//22 med//PP//case//44 kemikaliekontroll//NN|UTR|SIN|IND|NOM//obl//42 -//MID//punct//8 En//DT|UTR|SIN|IND//det//47 kemikaliepolicy//NN|UTR|SIN|IND|NOM//nsubj:pass//48 utarbetas//VB|PRS|SFO//parataxis//8 med//PP//case//51 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//51 principer//NN|UTR|PLU|IND|NOM//obl//48 som//HP|-|-|-//nsubj:pass//56 på//PP//advmod//56 sikt//NN|UTR|SIN|IND|NOM//fixed//53 kan//VB|PRS|AKT//aux//56 utvecklas//VB|INF|SFO//acl:relcl//51 till//PP//case//59 en//DT|UTR|SIN|IND//det//59 ramlag//NN|UTR|SIN|IND|NOM//obl//56 -//MID//punct//59 Gemenskapens//NN|UTR|SIN|DEF|GEN//nmod:poss//62 kemikaliepolitik//NN|UTR|SIN|IND|NOM//nsubj//63 resultatred//NN|UTR|SIN|IND|NOM//appos//59 o//NN|NEU|SIN|IND|NOM//nummod//63 v//PM|NOM//obl//48 i//PP//case//67 s//PM|NOM//nummod//68 a//PM|NOM//case//70 s//NN|AN//fixed//68 årligen//AB//obl//2
Kemikommitténs förslag i sammandrag:;Sverige//PM|NOM//nsubj//1 utnyttjar//VB|PRS|AKT//ROOT//1 möjligheterna//NN|UTR|PLU|DEF|NOM//obj//1 till//PP//case//5 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//5 lagstiftning//NN|UTR|SIN|IND|NOM//nmod//2 och//KN//cc//7 notifierar//VB|PRS|AKT//conj//1 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 begränsningar//NN|UTR|PLU|IND|NOM//obj//7
Kemikommitténs förslag i sammandrag:;Sverige//PM|NOM//nsubj//2 bör//VB|PRS|AKT//aux//2 föreslå//VB|INF|AKT//ROOT//2 EU//PM|NOM//obj//2 att//SN//mark//7 ännu//AB//advmod//7 ej//AB//advmod//7 reglerade//VB|PRT|AKT//advcl//2 långlivade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//10 organiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 miljögifter//NN|NEU|PLU|IND|NOM//obj//7 ,//MID//punct//10 s.k.//AB|AN//amod//13 POP//PM|NOM//appos//10 ://MID//punct//13 s//NN|AN//obl//7 ,//MID//punct//15 förbjud//VB|IMP|AKT//conj//7 s//PM|NOM//punct//17
Kemikommitténs förslag i sammandrag:;Sverige//PM|NOM//nsubj//1 driver//VB|PRS|AKT//ROOT//1 frågan//NN|UTR|SIN|DEF|NOM//obj//1 om//PP//case//5 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 EG-regler//NN|UTR|PLU|IND|NOM//nmod//2 med//PP//case//7 krav//NN|NEU|PLU|IND|NOM//obl//1 på//PP//case//9 innehållsdeklarationer//NN|UTR|PLU|IND|NOM//nmod//7 för//PP//case//11 varor//NN|UTR|PLU|IND|NOM//nmod//9
Kemikommitténs förslag i sammandrag:;Sverige//PM|NOM//nsubj//1 arbetar//VB|PRS|AKT//ROOT//1 aktivt//AB|POS//advmod//1 för//PP//mark//6 att//SN//fixed//3 försiktighetsprincipen//NN|UTR|SIN|DEF|NOM//amod//6 ink//JJ|AN//advcl//1 lusive//JJ|POS|MAS|SIN|DEF|NOM//case//8 principen//NN|UTR|SIN|DEF|NOM//nmod//6 om//PP//case//12 den//DT|UTR|SIN|DEF//det//12 omvända//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//12 bevisbördan//NN|UTR|SIN|DEF|NOM//nsubj//14 ska//VB|PRS|AKT//aux//14 få//VB|INF|AKT//advcl//1 en//DT|UTR|SIN|IND//det//17 bredare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//17 tillämpning//NN|UTR|SIN|IND|NOM//obj//14
Kemikommitténs förslag i sammandrag:;Sverige//PM|NOM//nsubj//1 arbetar//VB|PRS|AKT//ROOT//1 för//PP//mark//5 att//SN//mark//5 utbytesprincipen//NN|UTR|SIN|DEF|NOM//nsubj:pass//5 tillämpas//VB|PRS|SFO//advcl//1 i//PP//case//7 EU//PM|NOM//obl//5
Kemikommitténs förslag i sammandrag:;Sverige//PM|NOM//nsubj//1 arbetar//VB|PRS|AKT//ROOT//1 för//PP//mark//6 att//SN//mark//6 företagens//NN|NEU|PLU|DEF|GEN//nmod:poss//5 ansvar//NN|NEU|SIN|IND|NOM//nsubj//6 ökar//VB|PRS|AKT//advcl//1
Kemikommitténs förslag i sammandrag:;Sverige//PM|NOM//nsubj//1 arbetar//VB|PRS|AKT//ROOT//1 för//PP//mark//5 att//SN//mark//5 EU//PM|NOM//nsubj//5 använder//VB|PRS|AKT//advcl//1 ett//DT|NEU|SIN|IND//det//9 mer//AB|KOM//advmod//8 generellt//JJ|POS|NEU|SIN|IND|NOM//amod//9 angreppssätt//NN|NEU|SIN|IND|NOM//obj//5 i//PP//case//11 kemikaliepolitiken//NN|UTR|SIN|DEF|NOM//nmod//9
Kemikommitténs förslag i sammandrag:;"Sverige//PM|NOM//nsubj//1 arbetar//VB|PRS|AKT//ROOT//1 för//PP//mark//10 att//SN//mark//10 programmen//NN|NEU|PLU|DEF|NOM//nsubj:pass//10 för//PP//case//9 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 och//KN//cc//8 existerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//6 ämnen//NN|NEU|PLU|IND|NOM//nmod//4 utvärderas//VB|PRS|SFO//advcl//1 och//KN//cc//12 utvecklas//VB|INF|SFO//conj//10 ,//MID//punct//1 bl.a.//AB|AN//advmod//16 med//PP//case//16 rutiner//NN|UTR|PLU|IND|NOM//obl//1 som//HP|-|-|-//nsubj//18 identifierar//VB|PRS|AKT//acl:relcl//16 ""//PAD//punct//20 Esbjergämnen//NN|UTR|SIN|DEF|NOM//obj//18 ""//PAD//punct//20"
Kemikommitténs förslag i sammandrag:;Sverige//PM|NOM//nsubj//1 tar//VB|PRS|AKT//ROOT//1 initiativ//NN|NEU|SIN|IND|NOM//obj//1 till//PP//mark//10 att//SN//mark//10 förordningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//10 om//PP//case//7 miljöstyrning//NN|UTR|SIN|IND|NOM//nmod//5 och//KN//cc//9 miljörevision//NN|UTR|SIN|IND|NOM//conj//7 utvecklas//VB|PRS|SFO//advcl//1
Kemikommitténs förslag i sammandrag:;Sverige//PM|NOM//nsubj//1 arbetar//VB|PRS|AKT//ROOT//1 för//PP//mark//9 att//SN//mark//9 direktivet//NN|NEU|SIN|DEF|NOM//nsubj//9 om//PP//case//7 kosmetiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 produkter//NN|UTR|PLU|IND|NOM//nmod//4 ska//VB|PRS|AKT//aux//9 innehålla//VB|INF|AKT//advcl//1 miljökrav//NN|NEU|PLU|IND|NOM//obj//9
