6.1 Beviljade bidrag under år 2002;Under//PP//case//1 2002//RG|NOM//obl//2 beviljades//VB|PRT|SFO//ROOT//2 sammanlagt//AB//advmod//4 51//RG|NOM//nummod//5 000//RG|NOM//nummod//6 flyttningsbidrag//NN|NEU|PLU|IND|NOM//nsubj:pass//2 .//MAD//punct//2
6.1 Beviljade bidrag under år 2002;Över//AB//advmod//9 två//RG|NOM//nummod//10 tredjedelar//NN|UTR|PLU|IND|NOM//nsubj:pass//2 av//PP//case//12 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nmod//10 avsåg//VB|PRT|AKT//conj//2 sökande-//NN|UTR|-|-|SMS//obj//13 eller//KN//cc//16 tillträdesresor//NN|UTR|PLU|IND|NOM//conj//14 .//MAD//punct//2
6.1 Beviljade bidrag under år 2002;Antalet//NN|NEU|SIN|DEF|NOM//nmod//19 arbetssökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//28 som//HP|-|-|-//nsubj//21 tog//VB|PRT|AKT//acl:relcl//19 del//NN|UTR|SIN|IND|NOM//obj//21 av//PP//case//25 dessa//DT|UTR/NEU|PLU|DEF//det//25 bidrag//NN|NEU|PLU|IND|NOM//nmod//22 var//VB|PRT|AKT//cop//28 betydligt//AB//advmod//28 färre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//2 .//MAD//punct//2
6.1 Beviljade bidrag under år 2002;De//DT|UTR/NEU|PLU|DEF//det//33 23//RG|NOM//nummod//32 000//RG|NOM//nummod//33 besluten//NN|NEU|PLU|DEF|NOM//nsubj//40 om//PP//case//35 tillträdesresa//NN|UTR|SIN|IND|NOM//nmod//33 ,//MID//punct//37 bohagstransport//NN|UTR|SIN|IND|NOM//conj//35 och//KN//cc//39 starthjälp//NN|UTR|SIN|IND|NOM//conj//35 fördelade//VB|PRT|AKT//parataxis//2 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//40 på//PP//case//45 12//RG|NOM//nummod//44 642//RG|NOM//nummod//45 personer//NN|UTR|PLU|IND|NOM//obl//40 .//MAD//punct//2
6.1 Beviljade bidrag under år 2002;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//52 som//HP|-|-|-//nsubj:pass//49 beviljas//VB|PRS|SFO//acl:relcl//47 flyttningsbidrag//NN|NEU|SIN|IND|NOM//obj//49 är//VB|PRS|AKT//cop//52 grupper//NN|UTR|PLU|IND|NOM//parataxis//2 som//HP|-|-|-//nsubj//55 överlag//AB//nsubj//55 har//VB|PRS|AKT//acl:relcl//52 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//57 förutsättningar//NN|UTR|PLU|IND|NOM//obj//55 på//PP//case//59 arbetsmarknaden//NN|UTR|SIN|DEF|NOM//nmod//57 än//KN//mark//62 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//62 öppet//AB|POS//obl//55 arbetslösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advmod//55 och//KN//cc//66 i//PP//case//66 program//NN|NEU|PLU|IND|NOM//conj//63 .//MAD//punct//52
6.1 Beviljade bidrag under år 2002;Flyttningsbidragsmottagarna//NN|UTR|PLU|DEF|NOM//nsubj//71 är//VB|PRS|AKT//cop//71 oftare//AB|KOM//advmod//71 korttidsinskrivna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//52 ,//MID//punct//73 yngre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//71 och//KN//cc//75 har//VB|PRS|AKT//conj//71 i//PP//case//78 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//78 utsträckning//NN|UTR|SIN|IND|NOM//obl//79 lång//JJ|POS|UTR|SIN|IND|NOM//amod//81 eftergymnasial//JJ|POS|UTR|SIN|IND|NOM//amod//81 utbildning//NN|UTR|SIN|IND|NOM//obj//75 (//PAD//punct//83 se//VB|IMP|AKT//conj//71 tabell//NN|UTR|SIN|IND|NOM//nmod//85 6.1//RG|NOM//obj//83 )//PAD//punct//83 .//MAD//punct//52
6.1 Beviljade bidrag under år 2002;Omkring//PP//advmod//89 40//RG|NOM//nummod//90 procent//NN|UTR|PLU|IND|NOM//nsubj//96 av//PP//case//92 dem//PN|UTR/NEU|PLU|DEF|OBJ//nmod//90 som//HP|-|-|-//nsubj//94 fick//VB|PRT|AKT//acl:relcl//92 flyttningsbidrag//NN|NEU|SIN|IND|NOM//obj//94 hade//VB|PRT|AKT//conj//52 eftergymnasial//JJ|POS|UTR|SIN|IND|NOM//amod//98 utbildning//NN|UTR|SIN|IND|NOM//obj//96 jämfört//AB//case//102 med//PP//fixed//99 14//RG|NOM//nummod//102 procent//NN|UTR|PLU|IND|NOM//nmod//98 av//PP//case//106 de//DT|UTR/NEU|PLU|DEF//det//106 öppet//AB|POS//advmod//106 arbetslösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//102 eller//KN//cc//109 i//PP//case//109 program//NN|NEU|PLU|IND|NOM//conj//106 .//MAD//punct//2
6.1 Beviljade bidrag under år 2002;Andelen//NN|UTR|SIN|DEF|NOM//det//1 kvinnor//NN|UTR|PLU|IND|NOM//nsubj//5 som//HP|-|-|-//nsubj:pass//3 beviljas//VB|PRS|SFO//acl:relcl//1 flyttningsbidrag//NN|NEU|SIN|IND|NOM//obj//3 motsvarar//VB|PRS|AKT//ROOT//5 andelen//NN|UTR|SIN|DEF|NOM//obj//5 kvinnor//NN|UTR|PLU|IND|NOM//obj//5 i//PP//case//9 obalansen//NN|UTR|SIN|DEF|NOM//nmod//7 .//MAD//punct//5
6.1 Beviljade bidrag under år 2002;Pendlingsbidragen//NN|UTR|SIN|DEF|NOM//nsubj//14 är//VB|PRS|AKT//cop//14 de//DT|UTR/NEU|PLU|DEF//det//14 flyttningsbidrag//NN|NEU|PLU|IND|NOM//parataxis//5 som//HP|-|-|-//nsubj:pass//19 i//PP//case//18 minst//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//amod//18 utsträckning//NN|UTR|SIN|IND|NOM//obl//19 beviljas//VB|PRS|SFO//acl:relcl//14 till//PP//case//21 kvinnor//NN|UTR|PLU|IND|NOM//obl//19 vilket//HP|NEU|SIN|IND//nsubj//25 framför//PP//advmod//25 allt//PN|NEU|SIN|IND|SUB/OBJ//fixed//23 beror//VB|PRS|AKT//advcl//19 på//PP//mark//34 att//SN//mark//34 andelen//NN|UTR|SIN|DEF|NOM//nsubj//34 kvinnor//NN|UTR|PLU|IND|NOM//nsubj//34 som//HP|-|-|-//nsubj:pass//31 beviljas//VB|PRS|SFO//acl:relcl//29 veckopendlingsbidrag//NN|NEU|SIN|IND|NOM//obj//31 är//VB|PRS|AKT//cop//34 låg//JJ|POS|UTR|SIN|IND|NOM//advcl//25 .//MAD//punct//14
6.1 Beviljade bidrag under år 2002;Pendlingsbidragen//NN|UTR|SIN|DEF|NOM//nsubj//40 är//VB|PRS|AKT//cop//40 också//AB//advmod//40 de//DT|UTR/NEU|PLU|DEF//det//40 bidrag//NN|NEU|PLU|IND|NOM//parataxis//14 som//HP|-|-|-//nsubj:pass//45 i//PP//case//44 störst//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//amod//44 utsträckning//NN|UTR|SIN|IND|NOM//obl//45 beviljas//VB|PRS|SFO//acl:relcl//40 till//PP//case//47 arbetssökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//45 med//PP//case//50 längre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//50 inskrivningstid//NN|UTR|SIN|IND|NOM//obl//45 och//KN//cc//53 till//PP//case//53 dem//PN|UTR/NEU|PLU|DEF|OBJ//conj//50 över//PP//advmod//55 30//RG|NOM//nummod//56 år//NN|NEU|PLU|IND|NOM//nmod//53 .//MAD//punct//40
6.1 Beviljade bidrag under år 2002;Antalet//NN|NEU|SIN|DEF|NOM//nmod//60 beviljade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//60 pendlingsbidrag//NN|NEU|PLU|IND|NOM//nsubj//62 är//VB|PRS|AKT//cop//62 lågt//JJ|POS|NEU|SIN|IND|NOM//parataxis//40 vilket//HP|NEU|SIN|IND//nsubj//64 gör//VB|PRS|AKT//acl:cleft//62 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//64 tveksamt//AB|POS//xcomp//64 att//IE//mark//71 utifrån//PP//case//70 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//70 situation//NN|UTR|SIN|IND|NOM//obl//71 dra//VB|INF|AKT//advcl//64 alltför//AB//advmod//73 långtgående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//74 slutsatser//NN|UTR|PLU|IND|NOM//obj//71 om//PP//case//78 vilken//HD|UTR|SIN|IND//det//77 betydelse//NN|UTR|SIN|IND|NOM//nmod//78 bidraget//NN|NEU|SIN|DEF|NOM//nsubj//82 kan//VB|PRS|AKT//aux//82 komma//VB|INF|AKT//aux//82 att//IE//mark//82 få//VB|INF|AKT//advcl//71 framöver//AB//advmod//82 .//MAD//punct//40
