Sammanfattning;Anti-homosexuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 attityder//NN|UTR|PLU|IND|NOM//nsubj//5 är//VB|PRS|AKT//cop//5 en//DT|UTR|SIN|IND//det//5 sammansatt//PC|PRF|UTR|SIN|IND|NOM//amod//5 väv//NN|UTR|SIN|IND|NOM//ROOT//5 av//PP//case//10 affektiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 och//KN//cc//9 kognitiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//7 komponenter//NN|UTR|PLU|IND|NOM//nmod//5 .//MAD//punct//5
Sammanfattning;Lika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 komplex//NN|NEU|PLU|IND|NOM//parataxis//5 är//VB|PRS|AKT//cop//15 väven//NN|UTR|SIN|DEF|NOM//nsubj//30 vad//HP|NEU|SIN|IND//nsubj//17 gäller//VB|PRS|AKT//acl:relcl//15 faktorer//NN|UTR|PLU|IND|NOM//obj//17 som//HP|-|-|-//nsubj//20 påverkar//VB|PRS|AKT//acl:relcl//18 inställningen//NN|UTR|SIN|DEF|NOM//obj//20 till//PP//case//23 homosexualitet//NN|UTR|SIN|IND|NOM//nmod//21 och//KN//cc//25 homosexuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 kvinnor//NN|UTR|PLU|IND|NOM//conj//23 och//KN//cc//28 män//NN|UTR|PLU|IND|NOM//conj//23 .//MAD//punct//15
Sammanfattning;Resultat//NN|NEU|PLU|IND|NOM//nsubj//40 från//PP//case//33 empiriska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 studier//NN|UTR|PLU|IND|NOM//obl//30 och//KN//cc//35 opinionsundersökningar//NN|UTR|PLU|IND|NOM//conj//33 i//PP//case//37 USA//PM|NOM//nmod//35 och//KN//cc//39 Sverige//PM|NOM//conj//37 visar//VB|PRS|AKT//advcl//5 att//SN//mark//64 män//NN|UTR|PLU|IND|NOM//nsubj//64 ,//MID//punct//45 äldre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//45 personer//NN|UTR|PLU|IND|NOM//conj//42 ,//MID//punct//48 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//48 utbildningsnivå//NN|UTR|SIN|IND|NOM//conj//42 ,//MID//punct//51 regelbundna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//51 kyrkobesök//NN|NEU|PLU|IND|NOM//conj//42 ,//MID//punct//54 och//KN//cc//54 uppfattningen//NN|UTR|SIN|DEF|NOM//conj//42 att//SN//mark//59 homosexualitet//NN|NEU|SIN|DEF|NOM//nsubj//59 är//VB|PRS|AKT//cop//59 ”//NN|UTR|SIN|DEF|NOM//punct//59 orsakad//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//42 ”//NN|UTR|SIN|IND|NOM//punct//42 av//PP//case//63 psykologiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//63 faktorer//NN|UTR|PLU|IND|NOM//nmod//60 samvarierar//VB|PRS|AKT//ccomp//40 med//PP//case//67 anti-homosexuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//67 attityder//NN|UTR|PLU|IND|NOM//obl//64 .//MAD//punct//40
Sammanfattning;Trenden//NN|UTR|SIN|DEF|NOM//nsubj//6 i//PP//case//4 den//DT|UTR|SIN|DEF//det//4 amerikanska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//4 befolkningen//NN|UTR|SIN|DEF|NOM//nmod//0 vad//HP|NEU|SIN|IND//nsubj//6 gäller//VB|PRS|AKT//ROOT//6 inställningen//NN|UTR|SIN|DEF|NOM//obj//6 till//PP//case//9 homosexualitet//NN|UTR|SIN|IND|NOM//nmod//7 och//KN//cc//11 homosexuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 kvinnor//NN|UTR|PLU|IND|NOM//conj//9 och//KN//cc//14 män//NN|UTR|PLU|IND|NOM//conj//9 är//VB|PRS|AKT//advmod//6 att//SN//mark//24 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//24 under//PP//case//22 de//DT|UTR/NEU|PLU|DEF//det//22 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//22 två//RG|NOM//nummod//22 decennierna//NN|NEU|PLU|DEF|NOM//obl//24 har//VB|PRS|AKT//aux//24 blivit//VB|SUP|AKT//ccomp//15 mer//AB|KOM//advmod//26 välvilligt//AB|POS//advmod//27 inställd//PC|PRF|UTR|SIN|IND|NOM//xcomp//24 till//PP//case//30 homosexuellas//JJ|POS|UTR/NEU|PLU|IND/DEF|GEN//nmod:poss//30 rättigheter//NN|UTR|PLU|IND|NOM//obl//27 i//PP//case//32 samhället//NN|NEU|SIN|DEF|NOM//obl//27 .//MID//punct//6
Sammanfattning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//35 finns//VB|PRS|SFO//parataxis//6 dock//AB//advmod//35 två//RG|NOM//nummod//38 områden//NN|NEU|PLU|IND|NOM//nsubj//35 ,//MID//punct//38 homosexuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 äktenskap//NN|NEU|PLU|IND|NOM//conj//38 och//KN//cc//43 adoption//NN|UTR|SIN|IND|NOM//conj//41 ,//MID//punct//38 som//HP|-|-|-//obj//52 majoriteten//NN|UTR|SIN|DEF|NOM//nsubj//52 av//PP//case//50 den//DT|UTR|SIN|DEF//det//50 amerikanska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//50 allmänheten//NN|UTR|SIN|DEF|NOM//nmod//46 alltjämt//AB//advmod//52 motsätter//VB|PRS|AKT//acl:relcl//38 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//52 .//MAD//punct//35
Sammanfattning;De//DT|UTR/NEU|PLU|DEF//det//60 affektiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//60 ///MID//cc//58 moraliska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//56 anti-homosexuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//60 attityderna//NN|UTR|PLU|DEF|NOM//nsubj:pass//61 förändras//VB|PRS|SFO//conj//35 dock//AB//advmod//61 betydligt//AB//advmod//64 långsammare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//61 ,//MID//punct//72 även//AB//mark//72 om//SN//fixed//66 vi//PN|UTR|PLU|DEF|SUB//nsubj//72 under//PP//case//70 1990-talet//NN|NEU|SIN|DEF|NOM//obl//72 kan//VB|PRS|AKT//aux//72 se//VB|INF|AKT//advcl//61 en//DT|UTR|SIN|IND//det//75 viss//JJ|POS|UTR|SIN|IND|NOM//amod//75 förändring//NN|UTR|SIN|IND|NOM//obj//72 mot//PP//case//78 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//78 tolerans//NN|UTR|SIN|IND|NOM//obl//72 .//MAD//punct//35
Sammanfattning;Men//KN//cc//82 fortfarande//AB//advmod//82 uppfattar//VB|PRS|AKT//conj//35 majoriteten//NN|UTR|SIN|DEF|NOM//obj//82 av//PP//case//86 amerikanare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//86 homosexualitet//NN|UTR|SIN|IND|NOM//nmod//83 som//KN//obl//93 något//DT|NEU|SIN|IND//det//92 frånstötande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//92 och//KN//cc//91 homosexuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//89 personer//NN|UTR|PLU|IND|NOM//nsubj:pass//93 bemöts//VB|PRS|SFO//acl:relcl//83 med//PP//case//95 kyla//NN|UTR|SIN|IND|NOM//obl//93 och//KN//cc//97 avståndstagande//NN|NEU|SIN|IND|NOM//conj//95 .//MAD//punct//35
Sammanfattning;I//PP//case//1 Sverige//PM|NOM//obl//6 däremot//AB//advmod//1 är//VB|PRS|AKT//cop//6 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//6 en//DT|UTR|SIN|IND//det//6 minoritet//NN|UTR|SIN|IND|NOM//ROOT//6 som//HP|-|-|-//nsubj//9 idag//AB//advmod//9 har//VB|PRS|AKT//acl:relcl//6 en//DT|UTR|SIN|IND//det//12 negativ//JJ|POS|UTR|SIN|IND|NOM//amod//12 inställning//NN|UTR|SIN|IND|NOM//obj//9 till//PP//case//14 homosexualitet//NN|UTR|SIN|IND|NOM//nmod//12 eller//KN//cc//17 som//HP|-|-|-//nsubj//17 ser//VB|PRS|AKT//conj//9 homosexualitet//NN|UTR|SIN|IND|NOM//obj//17 som//KN//case//21 en//DT|UTR|SIN|IND//det//21 sjukdom//NN|UTR|SIN|IND|NOM//obl//17 .//MAD//punct//6
Sammanfattning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//24 förefaller//VB|PRS|AKT//parataxis//6 snarare//AB|KOM//advmod//26 finnas//VB|INF|SFO//csubj//24 en//DT|UTR|SIN|IND//det//28 öppenhet//NN|UTR|SIN|IND|NOM//nsubj//26 mot//PP//case//36 –//RG|NOM//punct//36 och//KN//cc//33 därmed//AB//advmod//33 indirekt//AB|POS//fixed//30 en//DT|UTR|SIN|IND//det//36 positiv//JJ|POS|UTR|SIN|IND|NOM//amod//36 inställning//NN|UTR|SIN|IND|NOM//nmod//28 till//PP//case//36 –//NN|-|-|-|-//punct//40 homosexuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 personer//NN|UTR|PLU|IND|NOM//appos//36 hos//PP//case//42 majoriteten//NN|UTR|SIN|DEF|NOM//nmod//40 av//PP//case//46 den//DT|UTR|SIN|DEF//det//46 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//46 allmänheten//NN|UTR|SIN|DEF|NOM//nmod//42 .//MAD//punct//24
Sammanfattning;Undantaget//NN|NEU|SIN|DEF|NOM//conj//6 är//VB|PRS|AKT//cop//50 inställningen//NN|UTR|SIN|DEF|NOM//nsubj//6 till//PP//mark//56 huruvida//SN//mark//56 homosexuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 par//NN|NEU|PLU|IND|NOM//nsubj//56 skall//VB|PRS|AKT//aux//56 ges//VB|INF|SFO//acl//50 möjlighet//NN|UTR|SIN|IND|NOM//obj//56 till//PP//case//60 gemensam//JJ|POS|UTR|SIN|IND|NOM//amod//60 adoption//NN|UTR|SIN|IND|NOM//nmod//57 .//MAD//punct//6
Sammanfattning;Precis//AB//advmod//66 som//KN//case//65 i//PP//case//65 USA//PM|NOM//nmod//62 motsätter//VB|PRS|AKT//appos//6 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//66 svenskarna//NN|UTR|PLU|DEF|NOM//obj//66 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//66 .//MID//punct//66
