Omfattningen av felaktiga utbetalningar från välfärdssystemen Läckaget i välfärdssystemen, del 2;Rapport//NN|UTR|SIN|IND|NOM//ROOT//0 6//RG|NOM//nummod//0
Omfattningen av felaktiga utbetalningar från välfärdssystemen Läckaget i välfärdssystemen, del 2;Delegationen//NN|UTR|SIN|DEF|NOM//ROOT//0 för//PP//case//3 korrekta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 utbetalningar//NN|UTR|PLU|IND|NOM//nmod//0 från//PP//case//5 välfärdssystemen//NN|NEU|PLU|DEF|NOM//nmod//3
Omfattningen av felaktiga utbetalningar från välfärdssystemen Läckaget i välfärdssystemen, del 2;Oktober//NN|UTR|SIN|IND|NOM//ROOT//0 2019//RG|NOM//nummod//0
Omfattningen av felaktiga utbetalningar från välfärdssystemen Läckaget i välfärdssystemen, del 2;Rapportserien//NN|UTR|SIN|DEF|NOM//nsubj:pass//2 kan//VB|PRS|AKT//aux//2 köpas//VB|INF|SFO//ROOT//2 från//PP//case//6 Norstedts//PM|GEN//amod//5 Juridiks//PM|GEN//nmod:poss//6 kundservice//NN|UTR|SIN|IND|NOM//obl//2 .//MAD//punct//2
Omfattningen av felaktiga utbetalningar från välfärdssystemen Läckaget i välfärdssystemen, del 2;Beställningsadress//NN|UTR|SIN|IND|NOM//obl//2 ://MID//punct//8
Omfattningen av felaktiga utbetalningar från välfärdssystemen Läckaget i välfärdssystemen, del 2;Norstedts//PM|GEN//amod//11 Juridik//NN|UTR|SIN|IND|NOM//appos//8 ,//MID//punct//11 Kundservice//NN|UTR|SIN|IND|NOM//conj//11 ,//MID//punct//13 106//RG|NOM//nummod//17 47//RG|NOM//nummod//17 Stockholm//PM|NOM//nmod//18 Ordertelefon//NN|UTR|SIN|IND|NOM//conj//11 ://MID//punct//11
Omfattningen av felaktiga utbetalningar från välfärdssystemen Läckaget i välfärdssystemen, del 2;08-598//RG|NOM//conj//2  //_SP////20 191//RG|NOM//nummod//24  //_SP////22 90//RG|NOM//obj//20
Omfattningen av felaktiga utbetalningar från välfärdssystemen Läckaget i välfärdssystemen, del 2;E-post//NN|UTR|SIN|IND|NOM//ROOT//0 ://MAD//punct//0
Omfattningen av felaktiga utbetalningar från välfärdssystemen Läckaget i välfärdssystemen, del 2;kundservice@nj.se//RG|NOM//parataxis//0
Omfattningen av felaktiga utbetalningar från välfärdssystemen Läckaget i välfärdssystemen, del 2;Webbadress//NN|UTR|SIN|IND|NOM//ROOT//0 ://MID//punct//0
Omfattningen av felaktiga utbetalningar från välfärdssystemen Läckaget i välfärdssystemen, del 2;www.nj.se/offentligapublikationer//NN|UTR|SIN|IND|NOM//appos//0
Omfattningen av felaktiga utbetalningar från välfärdssystemen Läckaget i välfärdssystemen, del 2;Layout//NN|UTR|SIN|IND|NOM//ROOT//0 ://MID//punct//0
Omfattningen av felaktiga utbetalningar från välfärdssystemen Läckaget i välfärdssystemen, del 2;Kommittéservice//PM|NOM//appos//0 ,//MID//punct//2 Regeringskansliet//NN|NEU|SIN|DEF|NOM//conj//2
Omfattningen av felaktiga utbetalningar från välfärdssystemen Läckaget i välfärdssystemen, del 2;Omslag//NN|NEU|SIN|IND|NOM//ROOT//0 ://MID//punct//0
Omfattningen av felaktiga utbetalningar från välfärdssystemen Läckaget i välfärdssystemen, del 2;Elanders//PM|NOM//nmod:poss//3 Sverige//PM|NOM//appos//0 AB//PM|NOM//flat:name//3
Omfattningen av felaktiga utbetalningar från välfärdssystemen Läckaget i välfärdssystemen, del 2;Tryck//NN|NEU|SIN|IND|NOM//ROOT//0 ://MID//punct//0
Omfattningen av felaktiga utbetalningar från välfärdssystemen Läckaget i välfärdssystemen, del 2;Elanders//PM|NOM//nmod:poss//3 Sverige//PM|NOM//appos//0 AB//PM|NOM//flat:name//3 ,//MID//punct//3 Stockholm//PM|NOM//conj//3 oktober//NN|UTR|SIN|IND|NOM//conj//3 2019//RG|NOM//nummod//3
Omfattningen av felaktiga utbetalningar från välfärdssystemen Läckaget i välfärdssystemen, del 2;ISBN//NN|UTR|SIN|IND|NOM//nmod//1 978-91-38-24971-0//RG|NOM//ROOT//1

Förord;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//10 för//PP//case//3 korrekta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 utbetalningar//NN|UTR|PLU|IND|NOM//nmod//0 från//PP//case//5 välfärdssystemen//NN|NEU|PLU|DEF|NOM//nmod//3 har//VB|PRS|AKT//aux//10 i//PP//advmod//10 uppdrag//NN|NEU|SIN|IND|NOM//fixed//7 att//IE//mark//10 motverka//VB|INF|AKT//ROOT//10 överutnyttjande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//10 av//PP//case//15 och//KN//cc//14 felaktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 utbetalningar//NN|UTR|PLU|IND|NOM//nmod//11 från//PP//case//17 välfärdssystemen//NN|NEU|PLU|DEF|NOM//nmod//15 och//KN//cc//24 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 närliggande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//24 skattefinansierade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//24 eller//KN//cc//23 skattesubventionerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//21 system//NN|NEU|PLU|IND|NOM//conj//17 .//MAD//punct//10
Förord;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//32 ska//VB|PRS|AKT//aux//32 dessutom//AB//advmod//32 vara//VB|INF|AKT//cop//32 ett//DT|NEU|SIN|IND//det//32 samlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//32 organ//NN|NEU|SIN|IND|NOM//parataxis//10 och//KN//cc//35 ett//DT|NEU|SIN|IND//det//35 kunskapsforum//NN|NEU|SIN|IND|NOM//conj//32 som//HP|-|-|-//nsubj//37 främjar//VB|PRS|AKT//acl:relcl//35 samverkan//NN|UTR|SIN|IND|NOM//obj//37 och//KN//cc//40 tar//VB|PRS|AKT//conj//37 fram//PL//compound:prt//40 faktaunderlag//NN|NEU|SIN|IND|NOM//obj//40 till//PP//case//44 regeringen//NN|UTR|SIN|DEF|NOM//nmod//42 .//MAD//punct//10
Förord;Genom//PP//case//48 sitt//PS|NEU|SIN|DEF//nmod:poss//48 arbete//NN|NEU|SIN|IND|NOM//obl//51 ska//VB|PRS|AKT//aux//51 delegationen//NN|UTR|SIN|DEF|NOM//nsubj//51 bidra//VB|INF|AKT//parataxis//10 till//PP//mark//62 att//SN//mark//62 de//DT|UTR/NEU|PLU|DEF//det//55 resurser//NN|UTR|PLU|IND|NOM//nsubj//62 som//HP|-|-|-//nsubj:pass//57 fördelas//VB|PRS|SFO//acl:relcl//55 genom//PP//case//60 dessa//DT|UTR/NEU|PLU|DEF//det//60 system//NN|NEU|PLU|IND|NOM//obl//57 endast//AB//advmod//62 kommer//VB|PRS|AKT//advcl//51 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//62 till//PP//case//65 del//NN|UTR|SIN|IND|NOM//obl//62 som//HP|-|-|-//mark//69 resurserna//NN|UTR|PLU|DEF|NOM//nsubj//69 är//VB|PRS|AKT//cop//69 avsedda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//65 för//PP//case//69 .//MAD//punct//10
Förord;För//PP//mark//3 att//IE//mark//3 kunna//VB|INF|AKT//aux//3 bedöma//VB|INF|AKT//advcl//16 hur//HA//advmod//5 effektiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 välfärdssystemen//NN|NEU|PLU|DEF|NOM//obj//3 är//VB|PRS|AKT//cop//6 på//PP//mark//10 att//IE//mark//10 fördela//VB|INF|AKT//advcl//3 rätt//JJ|POS|UTR|SIN|IND|NOM//amod//12 ersättning//NN|UTR|SIN|IND|NOM//obj//10 till//PP//case//15 rätt//JJ|POS|UTR|SIN|IND|NOM//amod//15 person//NN|UTR|SIN|IND|NOM//obl//10 behövs//VB|PRS|SFO//ROOT//16 kunskap//NN|UTR|SIN|IND|NOM//nsubj:pass//16 om//PP//case//19 omfattningen//NN|UTR|SIN|DEF|NOM//obl//16 av//PP//case//19 och//KN//cc//22 orsakerna//NN|UTR|PLU|DEF|NOM//conj//19 till//PP//case//26 de//DT|UTR/NEU|PLU|DEF//det//26 felaktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 utbetalningarna//NN|UTR|PLU|DEF|NOM//nmod//22 från//PP//case//30 de//DT|UTR/NEU|PLU|DEF//det//30 aktuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 systemen//NN|NEU|PLU|DEF|NOM//nmod//26 .//MAD//punct//16
Förord;Att//IE//mark//33 ta//VB|INF|AKT//csubj//41 fram//PL//compound:prt//33 ett//DT|NEU|SIN|IND//det//37 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//37 kunskapsunderlag//NN|NEU|SIN|IND|NOM//obj//33 är//VB|PRS|AKT//cop//41 en//DT|UTR|SIN|IND//det//41 central//JJ|POS|UTR|SIN|IND|NOM//amod//41 del//NN|UTR|SIN|IND|NOM//nsubj:pass//16 av//PP//case//44 det//DT|NEU|SIN|DEF//det//44 uppdrag//NN|NEU|SIN|IND|NOM//nmod//41 delegationen//NN|UTR|SIN|DEF|NOM//nsubj//46 fått//VB|SUP|AKT//acl:relcl//44 av//PP//case//48 regeringen//NN|UTR|SIN|DEF|NOM//obl//46 .//MID//punct//41
Förord;Tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//51 studier//NN|UTR|PLU|IND|NOM//nsubj:pass//57 av//PP//case//54 detta//DT|NEU|SIN|DEF//det//54 slag//NN|NEU|SIN|IND|NOM//nmod//51 har//VB|PRS|AKT//aux//57 endast//AB//advmod//57 genomförts//VB|SUP|SFO//conj//16 med//PP//case//61 hjälp//NN|UTR|SIN|IND|NOM//fixed//58 av//PP//fixed//58 expertbedömningar//NN|UTR|PLU|IND|NOM//obl//57 .//MAD//punct//16
Förord;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//64 bestämde//VB|PRT|AKT//parataxis//16 tidigt//AB|POS//advmod//64 att//IE//mark//67 göra//VB|INF|AKT//advcl//64 uppskattningarna//NN|UTR|PLU|DEF|NOM//obj//67 av//PP//case//72 de//DT|UTR/NEU|PLU|DEF//det//72 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//72 systemen//NN|NEU|PLU|DEF|NOM//nmod//68 och//KN//cc//76 den//DT|UTR|SIN|DEF//det//76 totala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//76 bedömningen//NN|UTR|SIN|DEF|NOM//conj//64 säkrare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl//76 än//KN//mark//83 vad//HP|NEU|SIN|IND//dislocated//83 som//HP|-|-|-//nsubj:pass//83 tidigare//AB|KOM//advmod//83 har//VB|PRS|AKT//aux//83 gjorts//VB|SUP|SFO//acl//76 genom//PP//mark//93 att//IE//mark//93 i//PP//case//89 så//AB//advmod//88 stor//JJ|POS|UTR|SIN|IND|NOM//amod//89 utsträckning//NN|UTR|SIN|IND|NOM//obl//93 som//KN//mark//91 möjligt//JJ|POS|NEU|SIN|IND|NOM//acl//89 istället//AB//advmod//93 göra//VB|INF|AKT//advcl//83 empiriska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//95 studier//NN|UTR|PLU|IND|NOM//obj//93 .//MAD//punct//64
Förord;Den//DT|UTR|SIN|DEF//det//2 2//RO|NOM//nummod//2 juni//NN|UTR|SIN|IND|NOM//obl//4 2019//RG|NOM//nummod//2 publicerades//VB|PRT|SFO//ROOT//4 den//DT|UTR|SIN|DEF//det//7 första//RO|NOM//amod//7 delen//NN|UTR|SIN|DEF|NOM//nsubj:pass//4 av//PP//case//9 omfattningsstudierna//NN|UTR|PLU|DEF|NOM//nmod//7 i//PP//case//11 rapporten//NN|UTR|SIN|DEF|NOM//nmod//9 Läckaget//NN|NEU|SIN|DEF|NOM//nsubj:pass//4 i//PP//case//14 välfärdssystemen//NN|NEU|PLU|DEF|NOM//obl//4 ,//MID//punct//14 del//NN|UTR|SIN|IND|NOM//nmod//17 1//RG|NOM//appos//14 –//NN|AN//punct//19 Omfattningsstudier//NN|UTR|PLU|IND|NOM//appos//14 och//KN//cc//21 bedömningar//NN|UTR|PLU|IND|NOM//conj//14 av//PP//case//24 felaktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 utbetalningar//NN|UTR|PLU|IND|NOM//nmod//21 från//PP//case//27 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 välfärdssystem//NN|NEU|PLU|IND|NOM//nmod//24  //_SP////27 (//PAD//punct//30 Rapport//NN|UTR|SIN|IND|NOM//appos//4 4//RG|NOM//nummod//30 )//PAD//punct//30 .//MID//punct//4
Förord;Rapporten//NN|UTR|SIN|DEF|NOM//nsubj//35 redovisar//VB|PRS|AKT//parataxis//4 resultaten//NN|NEU|PLU|DEF|NOM//obj//35 från//PP//case//39 empiriska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 studier//NN|UTR|PLU|IND|NOM//nmod//36 som//HP|-|-|-//nsubj:pass//41 genomförts//VB|SUP|SFO//acl:relcl//39 av//PP//case//44 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//44 myndigheter//NN|UTR|PLU|IND|NOM//obl:agent//41 samt//KN//cc//46 expertbedömningar//NN|UTR|PLU|IND|NOM//conj//44 av//PP//case//49 felaktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 utbetalningar//NN|UTR|PLU|IND|NOM//nmod//46 från//PP//case//52 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 system//NN|NEU|PLU|IND|NOM//nmod//49 .//MAD//punct//35
Förord;Här//AB//advmod//1 presenteras//VB|PRS|SFO//ROOT//1 den//DT|UTR|SIN|DEF//det//4 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//4 delen//NN|UTR|SIN|DEF|NOM//nsubj:pass//1 av//PP//case//6 omfattningsstudierna//NN|UTR|PLU|DEF|NOM//nmod//4 .//MAD//punct//1
Förord;Rapporten//NN|UTR|SIN|DEF|NOM//nsubj//9 innehåller//VB|PRS|AKT//parataxis//1 uppskattningar//NN|UTR|PLU|IND|NOM//obj//9 av//PP//case//13 felaktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 utbetalningar//NN|UTR|PLU|IND|NOM//nmod//10 orsakade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//9 av//PP//case//16 fel//NN|NEU|PLU|IND|NOM//obl//14 i//PP//case//19 systemöverskridande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//19 uppgifter//NN|UTR|PLU|IND|NOM//obl//14 och//KN//cc//21 fel//NN|NEU|PLU|IND|NOM//conj//19 i//PP//case//25 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//24 fyra//RG|NOM//nummod//25 ersättningssystem//NN|NEU|PLU|IND|NOM//obl//14 ,//MID//punct//28 samt//KN//cc//28 bedömning//NN|UTR|SIN|IND|NOM//conj//14 av//PP//case//32 den//DT|UTR|SIN|DEF//det//32 totala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//32 nivån//NN|UTR|SIN|DEF|NOM//nmod//28 på//PP//case//35 felaktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 utbetalningar//NN|UTR|PLU|IND|NOM//nmod//32 från//PP//case//37 välfärdssystemen//NN|NEU|PLU|DEF|NOM//nmod//35 .//MAD//punct//9
Förord;Denna//DT|UTR|SIN|DEF//det//1 rapport//NN|UTR|SIN|IND|NOM//nsubj:pass//3 har//VB|PRS|AKT//aux//3 tagits//VB|SUP|SFO//ROOT//3 fram//PL//compound:prt//3 av//PP//case//7 delegationens//NN|UTR|SIN|DEF|GEN//nmod:poss//7 kansli//NN|NEU|SIN|IND|NOM//obl//3 med//PP//case//10 värdefulla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 bidrag//NN|NEU|PLU|IND|NOM//nmod//7 från//PP//case//13 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//13 myndigheter//NN|UTR|PLU|IND|NOM//nmod//10 .//MAD//punct//3
Förord;Delegationens//NN|UTR|SIN|DEF|GEN//nmod:poss//16 ledamöter//NN|UTR|PLU|IND|NOM//nsubj//20 och//KN//cc//18 experter//NN|UTR|PLU|IND|NOM//conj//16 har//VB|PRS|AKT//aux//20 lämnat//VB|SUP|AKT//conj//3 synpunkter//NN|UTR|PLU|IND|NOM//obj//20 på//PP//case//23 utkast//NN|NEU|PLU|IND|NOM//obl//20 till//PP//case//25 rapporten//NN|UTR|SIN|DEF|NOM//nmod//23 .//MAD//punct//3
Förord;Vi-formen//NN|UTR|SIN|DEF|NOM//nsubj//5 som//HP|-|-|-//nsubj:pass//2 används//VB|PRS|SFO//acl:relcl//0 i//PP//case//4 rapporten//NN|UTR|SIN|DEF|NOM//obl//2 avser//VB|PRS|AKT//ROOT//5 delegationens//NN|UTR|SIN|DEF|GEN//nmod:poss//7 kansli//NN|NEU|SIN|IND|NOM//obj//5 .//MAD//punct//5
Förord;Följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//10 rapporter//NN|UTR|PLU|IND|NOM//nsubj:pass//13 har//VB|PRS|AKT//aux//13 tidigare//AB|KOM//advmod//13 publicerats//VB|SUP|SFO//parataxis//5 .//MAD//punct//5
Förord;•//PP//case//1 Rapport//NN|UTR|SIN|IND|NOM//ROOT//1 1//RG|NOM//nummod//1 .//MAD//punct//1
Förord;Risker//NN|UTR|PLU|IND|NOM//conj//1 för//PP//case//7 felaktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 utbetalningar//NN|UTR|PLU|IND|NOM//nmod//4 från//PP//case//9 välfärdssystemen//NN|NEU|PLU|DEF|NOM//nmod//7
Förord;•//PP//case//1 Rapport//NN|UTR|SIN|IND|NOM//ROOT//1 2//RG|NOM//nummod//1 .//MAD//punct//1
Förord;Bidragsmoralen//PM|NOM//appos//1 i//PP//case//6 samhället//NN|NEU|SIN|DEF|NOM//nmod//4 –//RG|NOM//punct//10 En//DT|UTR|SIN|IND//det//10 aktuell//JJ|POS|UTR|SIN|IND|NOM//amod//10 lägesbild//NN|UTR|SIN|IND|NOM//appos//4 av//PP//case//12 inställningen//NN|UTR|SIN|DEF|NOM//nmod//10 till//PP//case//15 felaktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 utbetalningar//NN|UTR|PLU|IND|NOM//nmod//12 från//PP//case//17 välfärdssystemen//NN|NEU|PLU|DEF|NOM//nmod//15
Förord;•//PP//case//1 Rapport//NN|UTR|SIN|IND|NOM//ROOT//1 3//RG|NOM//nummod//1 .//MAD//punct//1
Förord;Styrning//NN|UTR|SIN|IND|NOM//conj//1 av//PP//case//6 arbetet//NN|NEU|SIN|DEF|NOM//nmod//4 med//PP//mark//9 att//IE//mark//9 motverka//VB|INF|AKT//advcl//4 felaktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 utbetalningar//NN|UTR|PLU|IND|NOM//obj//9 från//PP//case//13 välfärdssystemen//NN|NEU|PLU|DEF|NOM//nmod//11 –//RG|NOM//punct//16 En//DT|UTR|SIN|IND//det//16 kartläggning//NN|UTR|SIN|IND|NOM//conj//4
Förord;•//PP//case//1 Rapport//NN|UTR|SIN|IND|NOM//ROOT//1 4//RG|NOM//nummod//1 .//MAD//punct//1
Förord;Läckaget//NN|NEU|SIN|DEF|NOM//appos//1 i//PP//case//6 välfärdssystemen//NN|NEU|PLU|DEF|NOM//nmod//4 ,//MID//punct//4 del//NN|UTR|SIN|IND|NOM//nmod//9 1//RG|NOM//nmod//4 –//NN|AN//punct//9 Omfattningsstudier//NN|UTR|PLU|IND|NOM//conj//4 och//KN//cc//13 bedömningar//NN|UTR|PLU|IND|NOM//conj//11 av//PP//case//16 felaktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 utbetalningar//NN|UTR|PLU|IND|NOM//nmod//13 från//PP//case//19 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 välfärdssystem//NN|NEU|PLU|IND|NOM//nmod//16
Förord;•//PP//case//1 Rapport//NN|UTR|SIN|IND|NOM//ROOT//1 5//RG|NOM//nummod//1 .//MAD//punct//1
Förord;Digitalisering//NN|UTR|SIN|IND|NOM//appos//1 och//KN//cc//6 AI//PM|NOM//conj//4 för//PP//case//9 korrekta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 utbetalningar//NN|UTR|PLU|IND|NOM//nmod//1 från//PP//case//11 välfärdssystemen//NN|NEU|PLU|DEF|NOM//nmod//9
Förord;Mer//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//1 information//NN|UTR|SIN|IND|NOM//nsubj//7 om//PP//case//4 delegationens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 uppdrag//NN|NEU|SIN|IND|NOM//nmod//1 och//KN//cc//6 arbete//NN|NEU|SIN|IND|NOM//conj//4 finns//VB|PRS|SFO//ROOT//7 på//PP//case//9 korrektautbetalningar.se//PM|NOM//obl//7
Förord;Sven-Erik//PM|NOM//ROOT//0 Österberg//PM|NOM//flat//0
Förord;Ordförande//NN|UTR|SIN|IND|NOM//ROOT//0


1.1 Uppdraget enligt direktivet;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//9 för//PP//case//3 korrekta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 utbetalningar//NN|UTR|PLU|IND|NOM//nmod//0 från//PP//case//5 välfärdssystemen//NN|NEU|PLU|DEF|NOM//nmod//3 (//PAD//punct//5 delegationen//NN|UTR|SIN|DEF|NOM//appos//5 )//PAD//punct//0 har//VB|PRS|AKT//ROOT//9 i//PP//advmod//9 uppdrag//NN|NEU|SIN|IND|NOM//fixed//10 att//IE//mark//13 motverka//VB|INF|AKT//advcl//9 överutnyttjande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//13 av//PP//case//18 och//KN//cc//17 felaktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 utbetalningar//NN|UTR|PLU|IND|NOM//nmod//14 från//PP//case//20 välfärdssystemen//NN|NEU|PLU|DEF|NOM//nmod//18 och//KN//cc//27 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 närliggande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//27 skattefinansierade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//27 eller//KN//cc//26 skattesubventionerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//24 system//NN|NEU|PLU|IND|NOM//conj//20 .//MAD//punct//9
1.1 Uppdraget enligt direktivet;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//34 ska//VB|PRS|AKT//aux//34 genom//PP//case//33 sitt//PS|NEU|SIN|DEF//nmod:poss//33 arbete//NN|NEU|SIN|IND|NOM//obl//34 bidra//VB|INF|AKT//parataxis//9 till//PP//mark//45 att//SN//mark//45 de//DT|UTR/NEU|PLU|DEF//det//38 resurser//NN|UTR|PLU|IND|NOM//nsubj//45 som//HP|-|-|-//nsubj:pass//40 fördelas//VB|PRS|SFO//acl:relcl//38 genom//PP//case//43 dessa//DT|UTR/NEU|PLU|DEF//det//43 system//NN|NEU|PLU|IND|NOM//obl//40 endast//AB//advmod//45 kommer//VB|PRS|AKT//advcl//34 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//45 till//PP//case//48 del//NN|UTR|SIN|IND|NOM//obl//45 som//HP|-|-|-//mark//52 resurserna//NN|UTR|PLU|DEF|NOM//nsubj//52 är//VB|PRS|AKT//cop//52 avsedda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//48 för//PP//case//52 .//MAD//punct//34
1.1 Uppdraget enligt direktivet;En//DT|UTR|SIN|IND//det//57 central//JJ|POS|UTR|SIN|IND|NOM//amod//57 del//NN|UTR|SIN|IND|NOM//appos//34 av//PP//case//60 delegationens//NN|UTR|SIN|DEF|GEN//nmod:poss//60 uppdrag//NN|NEU|SIN|IND|NOM//nmod//57 är//VB|PRS|AKT//cop//57 att//IE//mark//63 genomföra//VB|INF|AKT//csubj//57 omfattningsstudier//NN|UTR|PLU|IND|NOM//obj//63 av//PP//case//67 felaktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//67 utbetalningar//NN|UTR|PLU|IND|NOM//nmod//64 i//PP//case//69 ersättningssystem//NN|NEU|PLU|IND|NOM//nmod//67 där//HA//advmod//72 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//72 finns//VB|PRS|SFO//acl:relcl//57 väsentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//74 risker//NN|UTR|PLU|IND|NOM//nsubj//72 för//PP//case//77 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//77 utbetalningar//NN|UTR|PLU|IND|NOM//nmod//74 ,//MID//punct//85 och//KN//cc//85 där//HA//advmod//85 studier//NN|UTR|PLU|IND|NOM//nsubj:pass//85 av//PP//case//84 detta//DT|NEU|SIN|DEF//det//84 slag//NN|NEU|SIN|IND|NOM//nmod//81 saknas//VB|PRS|SFO//conj//34 eller//KN//cc//88 är//VB|PRS|AKT//cop//88 inaktuella//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//85 .//MAD//punct//9
