Kommitténs uppdrag och utgångspunkter för förslagen;Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//6 för//PP//case//3 teknologisk//JJ|POS|UTR|SIN|IND|NOM//amod//3 innovation//NN|UTR|SIN|IND|NOM//nmod//0 och//KN//cc//5 etik//NN|UTR|SIN|IND|NOM//conj//3 arbetar//VB|PRS|AKT//ROOT//6 med//PP//mark//9 att//IE//mark//9 skapa//VB|INF|AKT//advcl//6 goda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 förutsättningar//NN|UTR|PLU|IND|NOM//obj//9 för//PP//case//13 innovation//NN|UTR|SIN|IND|NOM//nmod//11 och//KN//cc//15 konkurrenskraft//NN|UTR|SIN|IND|NOM//conj//13 ,//MID//punct//9 samtidigt//AB//advmod//19 som//HA//case//19 utveckling//NN|UTR|SIN|IND|NOM//obl//9 och//KN//cc//21 spridning//NN|UTR|SIN|IND|NOM//conj//19 av//PP//case//24 ny//JJ|POS|UTR|SIN|IND|NOM//amod//24 teknik//NN|UTR|SIN|IND|NOM//nmod//21 ska//VB|PRS|AKT//aux//26 ske//VB|INF|AKT//conj//6 tryggt//AB|POS//advmod//26 ,//MID//punct//29 säkert//AB|POS//conj//27 och//KN//cc//34 med//PP//case//34 ett//DT|NEU|SIN|IND//det//34 långsiktigt//JJ|POS|NEU|SIN|IND|NOM//amod//34 samhällsperspektiv//NN|NEU|SIN|IND|NOM//conj//27 .//MAD//punct//6
Kommitténs uppdrag och utgångspunkter för förslagen;Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//38 ska//VB|PRS|AKT//aux//38 beakta//VB|INF|AKT//parataxis//6 prioriteringar//NN|UTR|PLU|IND|NOM//obj//38 och//KN//cc//41 resultat//NN|NEU|PLU|IND|NOM//conj//39 från//PP//case//44 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//44 samverkansprogram//NN|NEU|SIN|IND|NOM//nmod//41 ,//MID//punct//50 såsom//KN//mark//50 Hälsa//NN|UTR|SIN|IND|NOM//nsubj//50 och//KN//cc//49 life//UO//conj//47 science//UO//advcl//38 ,//MID//punct//60 och//KN//cc//60 bland//PP//advmod//55 annat//PN|NEU|SIN|IND|SUB/OBJ//fixed//53 ta//VB|INF|AKT//advcl//60 sektorsövergripande//NN|NEU|SIN|IND|NOM//amod//59 och//KN//cc//58 policyutvecklande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//56 initiativ//NN|NEU|SIN|IND|NOM//obj//55 kopplade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//38 till//PP//case//62 precisionsmedicin//NN|UTR|SIN|IND|NOM//obl//60 .//MAD//punct//38
Kommitténs uppdrag och utgångspunkter för förslagen;Betänkandet//NN|NEU|SIN|DEF|NOM//nsubj//1 innehåller//VB|PRS|AKT//ROOT//1 en//DT|UTR|SIN|IND//det//3 beskrivning//NN|UTR|SIN|IND|NOM//obj//1 och//KN//cc//5 analys//NN|UTR|SIN|IND|NOM//conj//3 av//PP//case//9 de//DT|UTR/NEU|PLU|DEF//det//9 rättsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 förutsättningarna//NN|UTR|PLU|DEF|NOM//nmod//5 för//PP//case//12 en//DT|UTR|SIN|IND//det//12 vårdgivare//NN|UTR|SIN|IND|NOM//nmod//9 att//IE//mark//14 utföra//VB|INF|AKT//advcl//1 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//16 personuppgiftsbehandling//NN|UTR|SIN|IND|NOM//obj//14 vilken//HP|UTR|SIN|IND//nsubj//19 är//VB|PRS|AKT//cop//19 nödvändig//JJ|POS|UTR|SIN|IND|NOM//conj//1 för//PP//case//22 den//DT|UTR|SIN|DEF//det//22 antalsberäkning//NN|UTR|SIN|IND|NOM//obl//19 som//HP|-|-|-//nsubj:pass//24 behövs//VB|PRS|SFO//acl:relcl//22 inför//PP//case//26 beslut//NN|NEU|SIN|IND|NOM//obl//24 om//PP//mark//29 att//IE//mark//29 inleda//VB|INF|AKT//advcl//24 en//DT|UTR|SIN|IND//det//31 studie//NN|UTR|SIN|IND|NOM//obj//29 inom//PP//case//34 klinisk//JJ|POS|UTR|SIN|IND|NOM//amod//34 forskning//NN|UTR|SIN|IND|NOM//obl//29 .//MAD//punct//1
Kommitténs uppdrag och utgångspunkter för förslagen;Syftet//NN|NEU|SIN|DEF|NOM//nsubj//44 med//PP//case//39 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//39 överväganden//NN|NEU|PLU|IND|NOM//nmod//36 och//KN//cc//41 förslag//NN|NEU|PLU|IND|NOM//conj//39 är//VB|PRS|AKT//cop//44 att//IE//mark//44 bidra//VB|INF|AKT//parataxis//1 till//PP//case//47 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//47 tydlighet//NN|UTR|SIN|IND|NOM//obl//44 ,//MID//punct//44 att//IE//mark//50 underlätta//VB|INF|AKT//advcl//44 för//PP//case//53 de//DT|UTR/NEU|PLU|DEF//det//53 aktörer//NN|UTR|PLU|IND|NOM//obl//50 som//HP|-|-|-//nsubj//55 planerar//VB|PRS|AKT//acl:relcl//53 klinisk//JJ|POS|UTR|SIN|IND|NOM//amod//57 forskning//NN|UTR|SIN|IND|NOM//obj//55 och//KN//cc//60 att//IE//mark//60 förstärka//VB|INF|AKT//conj//55 rättssäkerheten//NN|UTR|SIN|DEF|NOM//obj//60 genom//PP//mark//64 att//IE//mark//64 säkerställa//VB|INF|AKT//advcl//60 lika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//66 villkor//NN|NEU|PLU|IND|NOM//obj//64 i//PP//case//69 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//69 landet//NN|NEU|SIN|DEF|NOM//obl//64 .//MAD//punct//44
Kommitténs uppdrag och utgångspunkter för förslagen;Ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//74 ett//DT|NEU|SIN|IND//det//74 viktigt//JJ|POS|NEU|SIN|IND|NOM//amod//74 syfte//NN|NEU|SIN|IND|NOM//nsubj//77 är//VB|PRS|AKT//cop//77 att//IE//mark//77 värna//VB|INF|AKT//parataxis//44 integriteten//NN|UTR|SIN|DEF|NOM//obj//77 hos//PP//case//80 dem//PN|UTR/NEU|PLU|DEF|OBJ//nmod//78 vars//HS|DEF//nmod:poss//82 personuppgifter//NN|UTR|PLU|IND|NOM//nsubj:pass//83 behandlas//VB|PRS|SFO//advcl//77 i//PP//advmod//83 samband//NN|NEU|SIN|IND|NOM//fixed//84 med//PP//case//87 antalsberäkning//NN|UTR|SIN|IND|NOM//obl//83 .//MAD//punct//1
Kommitténs uppdrag och utgångspunkter för förslagen;I//PP//case//3 ett//DT|NEU|SIN|IND//det//3 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//3 perspektiv//NN|NEU|SIN|IND|NOM//obl//4 utgör//VB|PRS|AKT//ROOT//4 betänkandets//NN|NEU|SIN|DEF|GEN//nmod:poss//6 förslag//NN|NEU|SIN|IND|NOM//nsubj//4 en//DT|UTR|SIN|IND//det//8 del//NN|UTR|SIN|IND|NOM//xcomp//4 av//PP//case//10 utvecklingen//NN|UTR|SIN|DEF|NOM//nmod//8 av//PP//case//12 Sverige//PM|NOM//nmod//10 som//KN//mark//15 stark//JJ|POS|UTR|SIN|IND|NOM//amod//15 kunskapsnation//NN|UTR|SIN|IND|NOM//nmod//8 inom//PP//case//17 life//UO//nmod//15 scienceområdet//NN|NEU|SIN|DEF|NOM//xcomp//4 .//MAD//punct//4
Kommitténs uppdrag och utgångspunkter för förslagen;Genom//PP//mark//22 att//IE//mark//22 förbättra//VB|INF|AKT//advcl//31 förutsättningarna//NN|UTR|PLU|DEF|NOM//obj//22 för//PP//case//25 forskning//NN|UTR|SIN|IND|NOM//obl//22 ,//MID//punct//27 innovation//NN|UTR|SIN|IND|NOM//conj//25 och//KN//cc//30 konkurrenskraftigt//JJ|POS|NEU|SIN|IND|NOM//amod//30 näringsliv//NN|NEU|SIN|IND|NOM//conj//25 finns//VB|PRS|SFO//parataxis//4 möjligheter//NN|UTR|PLU|IND|NOM//nsubj//31 till//PP//case//35 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//35 hälsa//NN|UTR|SIN|IND|NOM//nmod//32 ,//MID//punct//37 utveckling//NN|UTR|SIN|IND|NOM//conj//31 av//PP//case//39 sjukvården//NN|UTR|SIN|DEF|NOM//nmod//37 och//KN//cc//43 tryggat//VB|SUP|AKT//amod//43 ekonomiskt//JJ|POS|NEU|SIN|IND|NOM//amod//43 välstånd//NN|NEU|SIN|IND|NOM//conj//39 .//MAD//punct//37
Kommitténs uppdrag och utgångspunkter för förslagen;Tydlighet//NN|UTR|SIN|IND|NOM//xcomp//4 om//SN//mark//49 rättsläget//NN|NEU|SIN|DEF|NOM//nsubj//49 kan//VB|PRS|AKT//aux//49 bidra//VB|INF|AKT//acl//45 till//PP//case//52 de//DT|UTR/NEU|PLU|DEF//det//52 förberedelser//NN|UTR|PLU|IND|NOM//obl//49 som//HP|-|-|-//nsubj:pass//54 krävs//VB|PRS|SFO//acl:relcl//52 för//PP//case//57 klinisk//JJ|POS|UTR|SIN|IND|NOM//amod//57 forskning//NN|UTR|SIN|IND|NOM//obl//54 som//HP|-|-|-//nsubj//61 i//PP//case//60 förlängningen//NN|UTR|SIN|DEF|NOM//obl//61 bygger//VB|PRS|AKT//acl:relcl//57 upp//PL//compound:prt//61 kunskap//NN|UTR|SIN|IND|NOM//obj//61 till//PP//case//65 stöd//NN|NEU|SIN|IND|NOM//obl//61 för//PP//case//67 diagnostik//NN|UTR|SIN|IND|NOM//nmod//65 ,//MID//punct//69 behandling//NN|UTR|SIN|IND|NOM//conj//67 ,//MID//punct//71 möjlighet//NN|UTR|SIN|IND|NOM//conj//67 att//IE//mark//73 förebygga//VB|INF|AKT//acl//71 sjukdom//NN|UTR|SIN|IND|NOM//obj//73 och//KN//cc//77 till//PP//case//77 rehabilitering//NN|UTR|SIN|IND|NOM//conj//74 för//PP//case//79 människor//NN|UTR|PLU|IND|NOM//nmod//77 såväl//KN//advmod//82 i//PP//case//82 Sverige//PM|NOM//nmod//77 som//KN//mark//84 internationellt//AB|POS//xcomp//73 .//MAD//punct//4

Om antalsberäkning;Antalsberäkning//NN|UTR|SIN|IND|NOM//nsubj:pass//1 görs//VB|PRS|SFO//ROOT//1 vid//PP//case//3 planering//NN|UTR|SIN|IND|NOM//obl//1 av//PP//case//6 klinisk//JJ|POS|UTR|SIN|IND|NOM//amod//6 forskning//NN|UTR|SIN|IND|NOM//nmod//3 som//KN//cc//6 en//DT|UTR|SIN|IND//det//9 del//NN|UTR|SIN|IND|NOM//fixed//7 av//PP//case//11 förberedelserna//NN|UTR|PLU|DEF|NOM//nmod//9 för//PP//mark//14 att//IE//mark//14 undersöka//VB|INF|AKT//advcl//1 för-//NN|UTR|-|-|SMS//obj//14 och//KN//cc//17 nackdelar//NN|UTR|PLU|IND|NOM//conj//15 med//PP//mark//22 att//IE//mark//22 i//PP//case//21 framtiden//NN|UTR|SIN|DEF|NOM//obl//22 genomföra//VB|INF|AKT//advcl//14 en//DT|UTR|SIN|IND//det//24 studie//NN|UTR|SIN|IND|NOM//obj//22 .//MAD//punct//1
Om antalsberäkning;Antalsberäkningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//27 görs//VB|PRS|SFO//conj//1 innan//SN//mark//32 någon//DT|UTR|SIN|IND//det//30 forskning//NN|UTR|SIN|IND|NOM//nsubj:pass//32 har//VB|PRS|AKT//aux//32 påbörjats//VB|SUP|SFO//advcl//27 .//MAD//punct//27
