Sammanfattning och diskussion;I//PP//case//1 beskrivningen//NN|UTR|SIN|DEF|NOM//obl//2 ovan//AB//nmod//5 är//VB|PRS|AKT//cop//5 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//5 uppenbart//JJ|POS|NEU|SIN|IND|NOM//ROOT//5 att//SN//mark//10 folkbildningens//NN|UTR|SIN|DEF|GEN//nmod:poss//8 integrationspraktik//NN|UTR|SIN|IND|NOM//nsubj//10 är//VB|PRS|AKT//cop//10 baserad//PC|PRF|UTR|SIN|IND|NOM//csubj//5 på//PP//case//13 folkbildningens//NN|UTR|SIN|DEF|GEN//nmod:poss//13 verksamhet//NN|UTR|SIN|IND|NOM//obl//10 i//PP//advmod//10 stort//JJ|POS|NEU|SIN|IND|NOM//fixed//14 .//MID//punct//5
Sammanfattning och diskussion;Folkbildningsinstitutionen//NN|UTR|SIN|DEF|NOM//nsubj//18 legitimerar//VB|PRS|AKT//parataxis//5 och//KN//cc//20 rättfärdigar//VB|PRS|AKT//conj//18 sin//PS|UTR|SIN|DEF//nmod:poss//22 praktik//NN|UTR|SIN|IND|NOM//obj//18 genom//PP//mark//25 att//IE//mark//25 använda//VB|INF|AKT//advcl//18 kodord//NN|NEU|PLU|IND|NOM//obj//25 som//KN//mark//28 dialog//NN|UTR|SIN|IND|NOM//acl//26 ,//MID//punct//31 demokratisk//JJ|POS|UTR|SIN|IND|NOM//amod//31 utbildning//NN|UTR|SIN|IND|NOM//conj//28 ,//MID//punct//33 organisering//NN|UTR|SIN|IND|NOM//conj//28 ,//MID//punct//36 social//JJ|POS|UTR|SIN|IND|NOM//amod//36 jämlikhet//NN|UTR|SIN|IND|NOM//conj//28 och//KN//cc//38 rättvisa//NN|UTR|SIN|IND|NOM//conj//28 .//MAD//punct//18
Sammanfattning och diskussion;Men//KN//cc//43 dessa//DT|UTR/NEU|PLU|DEF//det//42 kodord//NN|NEU|PLU|IND|NOM//nsubj//43 fungerar//VB|PRS|AKT//conj//18 även//AB//advmod//43 som//KN//case//46 distinktioner//NN|UTR|PLU|IND|NOM//obl//43 ,//MID//punct//50 för//PP//mark//50 att//IE//mark//50 markera//VB|INF|AKT//advcl//43 den//DT|UTR|SIN|DEF//det//53 egna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//53 praktikens//NN|UTR|SIN|DEF|GEN//nmod:poss//54 särart//NN|UTR|SIN|IND|NOM//obj//50 i//PP//case//56 relation//NN|UTR|SIN|IND|NOM//nmod//54 till//PP//case//60 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//60 institutionella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//60 praktiker//NN|UTR|PLU|IND|NOM//obl//50 .//MAD//punct//18
Sammanfattning och diskussion;Folkbildningen//NN|UTR|SIN|DEF|NOM//nsubj//63 använder//VB|PRS|AKT//conj//18 fortfarande//AB//advmod//63 ett//DT|NEU|SIN|IND//det//66 språk//NN|NEU|SIN|IND|NOM//obj//63 som//HP|-|-|-//nsubj//70 är//VB|PRS|AKT//cop//70 en//DT|UTR|SIN|IND//det//70 produkt//NN|UTR|SIN|IND|NOM//acl:relcl//66 av//PP//case//72 upplysningsfilosofin//NN|UTR|SIN|DEF|NOM//nmod//70 och//KN//cc//75 filosofins//NN|UTR|SIN|DEF|GEN//nmod:poss//75 moderniseringsprojekt//NN|NEU|PLU|IND|NOM//conj//72 (//PAD//punct//77 Gustavsson//PM|NOM//appos//18 1991//RG|NOM//nummod//77 )//PAD//punct//77 .//MAD//punct//18
Sammanfattning och diskussion;Men//KN//cc//84 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//84 är//VB|PRS|AKT//cop//84 viktigt//JJ|POS|NEU|SIN|IND|NOM//conj//18 att//IE//mark//86 betona//VB|INF|AKT//csubj//84 att//SN//mark//94 även//AB//mark//94 om//SN//fixed//88 detta//DT|NEU|SIN|DEF//det//91 språk//NN|NEU|SIN|IND|NOM//nsubj:pass//94 inte//AB//advmod//94 har//VB|PRS|AKT//aux//94 förändrats//VB|SUP|SFO//ccomp//86 i//PP//case//96 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//94 ,//MID//punct//84 så//AB//advmod//102 har//VB|PRS|AKT//aux//102 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//101 innebörd//NN|UTR|SIN|IND|NOM//nsubj:pass//102 förskjutits//VB|SUP|SFO//conj//18 .//MAD//punct//18
Sammanfattning och diskussion;Denna//DT|UTR|SIN|DEF//det//105 förskjutning//NN|UTR|SIN|IND|NOM//nsubj//107 är//VB|PRS|AKT//cop//107 tydlig//JJ|POS|UTR|SIN|IND|NOM//conj//18 i//PP//case//109 synen//NN|UTR|SIN|DEF|NOM//obl//107 på//PP//mark//120 hur//HA//advmod//114 ”//RG|NOM//punct//114 de//DT|UTR/NEU|PLU|DEF//det//114 Andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nsubj:pass//120 ”//RG|NOM//punct//114 ,//MID//punct//117 invandrarna//NN|UTR|PLU|DEF|NOM//dep//120 ,//MID//punct//120 ska//VB|PRS|AKT//aux//120 organiseras//VB|INF|SFO//advcl//107 .//MAD//punct//18
Sammanfattning och diskussion;Denna//DT|UTR|SIN|DEF//det//123 organisering//NN|UTR|SIN|IND|NOM//nsubj//124 medför//VB|PRS|AKT//conj//18 inte//AB//advmod//124 att//SN//mark//129 utrikes//AB//amod//128 födda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nsubj//129 mobilisera//VB|INF|AKT//ccomp//124 som//KN//case//132 ett//DT|NEU|SIN|IND//det//132 kollektiv//NN|NEU|SIN|IND|NOM//obl//129 ,//MID//punct//136 för//PP//mark//136 att//IE//mark//136 utmana//VB|INF|AKT//advcl//129 maktstrukturen//NN|UTR|SIN|DEF|NOM//obj//136 och//KN//cc//139 ///MID//conj//137 eller//KN//cc//141 kräva//VB|INF|AKT//conj//136 social//JJ|POS|UTR|SIN|IND|NOM//amod//143 rättvisa//NN|UTR|SIN|IND|NOM//obj//141 .//MAD//punct//18
Sammanfattning och diskussion;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//146 går//VB|PRS|AKT//conj//18 snarare//AB|KOM//advmod//146 ut//PL//advmod//146 på//PP//mark//151 att//IE//mark//151 fostra//VB|INF|AKT//advcl//146 utrikes//AB//nmod:poss//153 födda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//obj//151 och//KN//cc//155 inkludera//VB|INF|AKT//conj//151 ”//PM|NOM//punct//146 de//DT|UTR/NEU|PLU|DEF//det//159 Andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//159 ”//PAD//punct//146 i//PP//case//163 existerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//163 demokratiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//163 strukturer//NN|UTR|PLU|IND|NOM//obl//146 .//MAD//punct//18
Sammanfattning och diskussion;"Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 är//VB|PRS|AKT//cop//2 tydligt//JJ|POS|NEU|SIN|IND|NOM//ROOT//2 att//SN//mark//5 folkbildningsinstitutionerna//NN|UTR|PLU|DEF|NOM//nsubj//5 uppfattar//VB|PRS|AKT//csubj//2 exkluderingen//NN|UTR|SIN|DEF|NOM//obj//5 av//PP//case//9 utrikes//AB//amod//9 födda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nmod//6 som//KN//mark//12 en//DT|UTR|SIN|IND//det//12 produkt//NN|UTR|SIN|IND|NOM//nmod//6 av//PP//case//16 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//16 ”//PAD//punct//16 olikhet//NN|UTR|SIN|IND|NOM//nmod//12 ”//RG|NOM//punct//2 ;//MID//punct//2"
Sammanfattning och diskussion;en//DT|UTR|SIN|IND//det//20 olikhet//NN|UTR|SIN|IND|NOM//appos//2 som//HP|-|-|-//nsubj//26 är//VB|PRS|AKT//cop//26 en//DT|UTR|SIN|IND//det//26 ”//JJ|POS|UTR|SIN|IND|NOM//punct//26 kulturell//JJ|POS|UTR|SIN|IND|NOM//amod//26 skillnad//NN|UTR|SIN|IND|NOM//acl:relcl//20 ”//PM|NOM//conj//20 och//KN//cc//29 avviker//VB|PRS|AKT//conj//20 från//PP//case//31 normen//NN|UTR|SIN|DEF|NOM//obl//29 .//MAD//punct//2
Sammanfattning och diskussion;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//36 är//VB|PRS|AKT//cop//36 denna//DT|UTR|SIN|DEF//det//36 skillnad//NN|UTR|SIN|IND|NOM//parataxis//2 från//PP//case//38 normen//NN|UTR|SIN|DEF|NOM//nmod//36 –//PAD//punct//43 i//PP//case//42 detta//DT|NEU|SIN|DEF//det//42 sammanhang//NN|NEU|SIN|IND|NOM//obl//43 identifierad//PC|PRF|UTR|SIN|IND|NOM//conj//36 som//KN//case//46 demokratiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//46 värderingar//NN|UTR|PLU|IND|NOM//obl//43 ,//MID//punct//48 etos//NN|NEU|SIN|IND|NOM//conj//46 och//KN//cc//51 kulturella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//51 dispositioner//NN|UTR|PLU|IND|NOM//conj//46 –//RG|NOM//punct//51 som//HP|-|-|-//nsubj:pass//54 antas//VB|PRS|SFO//acl:relcl//51 utgöra//VB|INF|AKT//xcomp//54 huvudorsaken//NN|UTR|SIN|DEF|NOM//obj//55 till//PP//case//58 exkluderingen//NN|UTR|SIN|DEF|NOM//obl//55 av//PP//case//61 utrikes//AB//amod//61 födda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nmod//58 i//PP//case//65 det//DT|NEU|SIN|DEF//det//65 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//65 samhället//NN|NEU|SIN|DEF|NOM//nmod//58 .//MID//punct//43
