Förord;Långtidsutredningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//2 2003//RG|NOM//nummod//0 utarbetas//VB|PRS|SFO//ROOT//2 inom//PP//case//6 Finansdepartementets//NN|NEU|SIN|DEF|GEN//nmod:poss//6 strukturpolitiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//6 enhet//NN|UTR|SIN|IND|NOM//obl//2 .//MAD//punct//2
Förord;I//PP//case//11 samband//NN|NEU|SIN|IND|NOM//fixed//8 med//PP//case//11 utredningen//NN|UTR|SIN|DEF|NOM//obl//12 genomförs//VB|PRS|SFO//conj//2 ett//DT|NEU|SIN|IND//det//14 antal//NN|NEU|SIN|IND|NOM//nmod//15 specialstudier//NN|UTR|PLU|IND|NOM//nsubj:pass//12 ,//MID//punct//15 vilka//HP|UTR/NEU|PLU|IND//nsubj:pass//18 publiceras//VB|PRS|SFO//acl:relcl//15 som//KN//case//20 bilagor//NN|UTR|PLU|IND|NOM//obl:agent//18 till//PP//case//23 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//23 huvudrapport//NN|UTR|SIN|IND|NOM//nmod//20 .//MAD//punct//2
Förord;Denna//DT|UTR|SIN|DEF//det//1 bilaga//NN|UTR|SIN|IND|NOM//nsubj:pass//3 har//VB|PRS|AKT//aux//3 utarbetats//VB|SUP|SFO//ROOT//3 av//PP//case//15 professor//NN|UTR|SIN|IND|NOM//nmod//6 Ari//PM|NOM//nmod//15 Kokko//PM|NOM//flat:name//6 vid//PP//case//9 Handelshögskolan//PM|NOM//nmod//6 i//PP//case//11 Stockholm//PM|NOM//nmod//9 och//KN//cc//13 fil//NN|AN//conj//11 .//MAD//punct//6
Förord;dr//NN|AN//obl:agent//3 .//MAD//punct//15
Förord;Patrik//PM|NOM//appos//15 Gustavsson//PM|NOM//flat:name//17 vid//PP//case//21 Fackföreningsrörelsens//NN|UTR|SIN|DEF|GEN//nmod:poss//21 Institut//NN|NEU|SIN|IND|NOM//nmod//17 för//PP//case//24 Ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//24 Forskning//NN|UTR|SIN|IND|NOM//nmod//21 (//PAD//punct//24 FIEF//PM|NOM//appos//24 )//PAD//punct//17 .//MAD//punct//3
Förord;Bilagan//NN|UTR|SIN|DEF|NOM//nsubj//1 belyser//VB|PRS|AKT//ROOT//1 Sveriges//PM|GEN//nmod:poss//4 internationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//4 konkurrenskraft//NN|UTR|SIN|IND|NOM//obj//1 utifrån//PP//case//7 de//DT|UTR/NEU|PLU|DEF//det//7 förutsättningar//NN|UTR|PLU|IND|NOM//obl//1 som//HP|-|-|-//nsubj//9 råder//VB|PRS|AKT//acl:relcl//7 för//PP//case//11 specialiseringen//NN|UTR|SIN|DEF|NOM//obl//9 på//PP//case//13 branschnivå//NN|UTR|SIN|IND|NOM//nmod//11 .//MAD//punct//1
Förord;En//DT|UTR|SIN|IND//det//16 analys//NN|UTR|SIN|IND|NOM//nsubj:pass//17 görs//VB|PRS|SFO//parataxis//1 av//PP//mark//27 om//SN//mark//27 de//DT|UTR/NEU|PLU|DEF//det//22 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 investeringarna//NN|UTR|PLU|DEF|NOM//nsubj//27 i//PP//case//24 forskning//NN|UTR|SIN|IND|NOM//nmod//22 och//KN//cc//26 utbildning//NN|UTR|SIN|IND|NOM//conj//24 gett//VB|SUP|AKT//advcl//17 resultat//NN|NEU|SIN|IND|NOM//obj//27 i//PP//case//30 form//NN|UTR|SIN|IND|NOM//obl//27 av//PP//case//33 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//33 arbetsproduktivitet//NN|UTR|SIN|IND|NOM//nmod//30 och//KN//cc//35 inkomst//NN|UTR|SIN|IND|NOM//conj//33 .//MAD//punct//1
Förord;En//DT|UTR|SIN|IND//det//38 fördjupning//NN|UTR|SIN|IND|NOM//nsubj:pass//39 redovisas//VB|PRS|SFO//parataxis//1 av//PP//case//44 de//DT|UTR/NEU|PLU|DEF//det//43 multinationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//43 företagens//NN|NEU|PLU|DEF|GEN//nmod:poss//44 sysselsättningsmönster//NN|UTR|PLU|IND|NOM//obl:agent//39 i//PP//case//46 Sverige//PM|NOM//nmod//44 .//MAD//punct//1
Förord;Ansvaret//NN|NEU|SIN|DEF|NOM//nsubj//18 för//PP//case//3 långtidsutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//3 bilagor//NN|UTR|PLU|IND|NOM//nmod//0 och//KN//cc//6 de//DT|UTR/NEU|PLU|DEF//det//6 bedömningar//NN|UTR|PLU|IND|NOM//conj//0 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//8 innehåller//VB|PRS|AKT//acl:relcl//6 vilar//VB|PRS|AKT//xcomp//8 på//PP//case//12 respektive//AB//amod//12 författare//NN|UTR|SIN|IND|NOM//obl//9 .//MAD//punct//0
Förord;Av//PP//case//17 den//DT|UTR|SIN|DEF//det//17 kommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//17 huvudrapporten//NN|UTR|SIN|DEF|NOM//obl//18 framgår//VB|PRS|AKT//ROOT//18 hur//HA//advmod//21 bilagorna//NN|UTR|PLU|DEF|NOM//nsubj:pass//21 använts//VB|SUP|SFO//ccomp//18 i//PP//case//24 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//24 arbete//NN|NEU|SIN|IND|NOM//obl//21 .//MAD//punct//18
Förord;Finansdepartementets//NN|NEU|SIN|DEF|GEN//nmod:poss//1 kontaktpersoner//NN|UTR|PLU|IND|NOM//nsubj//5 har//VB|PRS|AKT//aux//5 varit//VB|SUP|AKT//cop//5 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//5 Anette//PM|NOM//ROOT//5 Granberg//PM|NOM//flat:name//5 och//KN//cc//8 departementssekreterare//NN|UTR|SIN|IND|NOM//conj//5 Marcus//PM|NOM//nmod//10 Mossfeldt//PM|NOM//flat:name//5 .//MAD//punct//5
