Inledning;Vi//PN|UTR|PLU|DEF|SUB//nsubj//1 har//VB|PRS|AKT//aux//51 enligt//PP//case//4 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//4 huvuddirektiv//NN|NEU|PLU|IND|NOM//obl//1 (//PAD//punct//4 Dir//NN|AN//obj//1 .//MID//punct//1
Inledning;2000:90//RG|NOM//conj//1 ,//MID//punct//10 se//VB|IMP|AKT//conj//1 bilaga//NN|UTR|SIN|IND|NOM//nsubj//10 1//RG|NOM//nummod//10 )//PAD//punct//1 i//PP//advmod//17 uppdrag//NN|NEU|SIN|IND|NOM//fixed//14 att//IE//mark//17 undersöka//VB|INF|AKT//conj//1 möjligheterna//NN|UTR|PLU|DEF|NOM//obj//17 att//IE//mark//22 än//AB//mark//22 mer//AB|KOM//advmod//22 öka//VB|INF|AKT//acl//18 effektiviteten//NN|UTR|SIN|DEF|NOM//obj//22 och//KN//cc//25 kvaliteten//NN|UTR|SIN|DEF|NOM//conj//23 i//PP//case//28 rättsväsendets//NN|NEU|SIN|DEF|GEN//nmod:poss//28 arbete//NN|NEU|SIN|IND|NOM//nmod//25 .//MAD//punct//1
Inledning;Inom//PP//case//34 ramen//NN|UTR|SIN|DEF|NOM//fixed//30 för//PP//fixed//30 det//DT|NEU|SIN|DEF//det//34 uppdraget//NN|NEU|SIN|DEF|NOM//obl//35 har//VB|PRS|AKT//parataxis//1 vi//PN|UTR|PLU|DEF|SUB//nsubj//35 fyra//RG|NOM//nummod//40 särskilt//AB//advmod//39 angivna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//40 huvuduppgifter//NN|UTR|PLU|IND|NOM//obj//35 .//MAD//punct//1
Inledning;När//HA//case//45 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//42 gäller//VB|PRS|AKT//fixed//42 lagföringen//NN|UTR|SIN|DEF|NOM//obl//51 av//PP//case//47 brott//NN|NEU|SIN|IND|NOM//nmod//45 skall//VB|PRS|AKT//aux//51 vi//PN|UTR|PLU|DEF|SUB//nsubj//51 särskilt//AB//advmod//51 undersöka//VB|INF|AKT//ROOT//51 möjligheterna//NN|UTR|PLU|DEF|NOM//obj//51 att//IE//mark//54 förkorta//VB|INF|AKT//acl//52 den//DT|UTR|SIN|DEF//det//57 genomsnittliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//57 tiden//NN|UTR|SIN|DEF|NOM//obj//54 från//PP//case//59 brottsanmälan//NN|UTR|SIN|DEF|NOM//obl//54 till//PP//case//61 dom//NN|UTR|SIN|IND|NOM//nmod//59 och//KN//cc//63 straffverkställighet//NN|UTR|SIN|IND|NOM//conj//61 .//MAD//punct//51
Inledning;Vi//PN|UTR|PLU|DEF|SUB//nsubj//69 skall//VB|PRS|AKT//aux//69 också//AB//advmod//69 särskilt//AB//advmod//69 överväga//VB|INF|AKT//parataxis//51 på//PP//case//72 vilket//HD|NEU|SIN|IND//det//72 sätt//NN|NEU|SIN|IND|NOM//obl//69 brottsutredningsverksamheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//76 ytterligare//AB|KOM//advmod//76 kan//VB|PRS|AKT//aux//76 förbättras//VB|INF|SFO//acl:relcl//72 .//MAD//punct//69
Inledning;Därutöver//AB//advmod//81 skall//VB|PRS|AKT//aux//81 vi//PN|UTR|PLU|DEF|SUB//nsubj//81 uppmärksamma//VB|INF|AKT//conj//69 frågor//NN|UTR|PLU|IND|NOM//obj//81 om//PP//case//84 utbildning//NN|UTR|SIN|IND|NOM//nmod//82 ,//MID//punct//86 kompetensutveckling//NN|UTR|SIN|IND|NOM//conj//84 och//KN//cc//88 personalrörlighet//NN|UTR|SIN|IND|NOM//conj//84 inom//PP//case//90 rättsväsendet//NN|NEU|SIN|DEF|NOM//nmod//82 samt//KN//cc//93 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//93 frågor//NN|UTR|PLU|IND|NOM//conj//90 om//PP//case//97 rättsväsendets//NN|NEU|SIN|DEF|GEN//nmod:poss//96 myndigheters//NN|UTR|PLU|IND|GEN//nmod:poss//97 lokalisering//NN|UTR|SIN|IND|NOM//nmod//93 .//MAD//punct//69
Inledning;Genom//PP//case//1 tilläggsdirektiv//NN|NEU|PLU|IND|NOM//obl//12 av//PP//case//5 den//DT|UTR|SIN|DEF//det//5 20//RG|NOM//nummod//5 november//NN|UTR|SIN|IND|NOM//nmod//1 2003//RG|NOM//nummod//5 (//PAD//punct//5 Dir//NN|AN//appos//5 .//MID//punct//5
Inledning;2003:145//RG|NOM//nummod//1 ,//MID//punct//12 se//VB|IMP|AKT//ROOT//12 bilaga//NN|UTR|SIN|IND|NOM//obj//12 2//RG|NOM//nummod//12 )//PAD//punct//12 fick//VB|PRT|AKT//parataxis//12 vi//PN|UTR|PLU|DEF|SUB//nsubj//16 i//PP//case//19 uppdrag//NN|NEU|SIN|IND|NOM//obl//16 att//IE//mark//22 bl.a.//AB|AN//advmod//22 göra//VB|INF|AKT//acl//19 en//DT|UTR|SIN|IND//det//24 översyn//NN|UTR|SIN|IND|NOM//obj//22 av//PP//case//26 uppgifts-//NN|UTR|-|-|SMS//nmod//24 och//KN//cc//28 ansvarsfördelningen//NN|UTR|SIN|DEF|NOM//conj//26 mellan//PP//case//30 polis//NN|UTR|SIN|IND|NOM//nmod//28 och//KN//cc//32 åklagare//NN|UTR|SIN|IND|NOM//conj//30 .//MAD//punct//12
Inledning;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//35 anger//VB|PRS|AKT//parataxis//12 i//PP//case//37 direktiven//NN|NEU|PLU|DEF|NOM//obl//35 att//SN//mark//41 vi//PN|UTR|PLU|DEF|SUB//nsubj//41 skall//VB|PRS|AKT//aux//41 överväga//VB|INF|AKT//acl//37 om//SN//mark//47 en//DT|UTR|SIN|IND//det//45 ändrad//PC|PRF|UTR|SIN|IND|NOM//amod//45 fördelning//NN|UTR|SIN|IND|NOM//nsubj//47 kan//VB|PRS|AKT//aux//47 bidra//VB|INF|AKT//ccomp//41 till//PP//mark//50 att//IE//mark//50 öka//VB|INF|AKT//advcl//47 effektiviteten//NN|UTR|SIN|DEF|NOM//obj//50 och//KN//cc//53 kvaliteten//NN|UTR|SIN|DEF|NOM//conj//51 i//PP//case//57 det//DT|NEU|SIN|DEF//det//57 brottsbekämpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//57 arbetet//NN|NEU|SIN|DEF|NOM//nmod//53 .//MAD//punct//35
Inledning;I//PP//case//61 den//DT|UTR|SIN|DEF//det//61 frågan//NN|UTR|SIN|DEF|NOM//obl//66 skall//VB|PRS|AKT//aux//66 vi//PN|UTR|PLU|DEF|SUB//nsubj//66 enligt//PP//case//65 regeringen//NN|UTR|SIN|DEF|NOM//obl//66 utgå//VB|INF|AKT//conj//35 från//PP//mark//71 att//SN//mark//71 åklagarinsatserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//71 skall//VB|PRS|AKT//aux//71 intensifieras//VB|INF|SFO//advcl//66 när//HA//mark//74 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//74 gäller//VB|PRS|AKT//advcl//71 den//DT|UTR|SIN|DEF//det//78 mer//AB|KOM//advmod//77 kvalificerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//78 brottsligheten//NN|UTR|SIN|DEF|NOM//obj//74 och//KN//cc//84 att//SN//mark//84 åklagarna//NN|UTR|PLU|DEF|NOM//nsubj//84 där//AB//advmod//84 skall//VB|PRS|AKT//aux//84 delta//VB|INF|AKT//conj//74 i//PP//case//86 brottsutredningarna//NN|UTR|PLU|DEF|NOM//obl//84 mera//AB|KOM//advmod//88 aktivt//AB|POS//advmod//84 och//KN//cc//92 i//PP//case//92 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//92 omfattning//NN|UTR|SIN|IND|NOM//conj//84 än//KN//mark//94 i//PP//acl//92 dag//NN|UTR|SIN|IND|NOM//fixed//94 .//MAD//punct//35
Inledning;En//DT|UTR|SIN|IND//det//98 utgångspunkt//NN|UTR|SIN|IND|NOM//punct//12 skall//VB|PRS|AKT//aux//103 då//AB//advmod//103 enligt//PP//case//102 regeringen//NN|UTR|SIN|DEF|NOM//obl//103 vara//VB|INF|AKT//cop//98 att//SN//mark//107 åklagarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//107 skall//VB|PRS|AKT//aux//107 ges//VB|INF|SFO//ccomp//103 bättre//AB|KOM//amod//110 reella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//110 möjligheter//NN|UTR|PLU|IND|NOM//obj//107 att//IE//mark//112 påverka//VB|INF|AKT//acl//110 brottsutredningarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//114 förlopp//NN|NEU|SIN|IND|NOM//obj//112 ,//MID//punct//116 få//VB|INF|AKT//conj//107 ett//DT|NEU|SIN|IND//det//119 tydligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//119 helhetsansvar//NN|NEU|SIN|IND|NOM//obj//116 för//PP//case//122 utredningarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//122 kvalitet//NN|UTR|SIN|IND|NOM//obl//116 och//KN//cc//124 resultat//NN|NEU|SIN|IND|NOM//conj//122 och//KN//cc//126 avlastas//VB|INF|SFO//conj//116 från//PP//case//128 uppgifter//NN|UTR|PLU|IND|NOM//obl//126 som//HP|-|-|-//nsubj//131 inte//AB//advmod//131 kräver//VB|PRS|AKT//acl:relcl//128 åklagarinsats//VB|SUP|SFO//obj//131 .//MAD//punct//12
Inledning;Vi//PN|UTR|PLU|DEF|SUB//nsubj//139 skall//VB|PRS|AKT//aux//139 också//AB//advmod//139 enligt//PP//case//138 regeringen//NN|UTR|SIN|DEF|NOM//obl//139 utgå//VB|INF|AKT//parataxis//12 från//PP//mark//146 att//SN//mark//146 polisen//NN|UTR|SIN|DEF|NOM//nsubj//146 alltid//AB//advmod//146 skall//VB|PRS|AKT//aux//146 vara//VB|INF|AKT//cop//146 förundersökningsledare//NN|UTR|SIN|IND|NOM//obl//139 i//PP//case//148 utredningar//NN|UTR|PLU|IND|NOM//nmod//146 som//HP|-|-|-//nsubj//151 inte//AB//advmod//151 rör//VB|PRS|AKT//acl:relcl//148 allt//PN|NEU|SIN|IND|SUB/OBJ//obj//151 för//PP//case//155 kvalificerad//PC|PRF|UTR|SIN|IND|NOM//amod//155 brottslighet//NN|UTR|SIN|IND|NOM//obl//151 .//MAD//punct//139
Inledning;I//PP//advmod//159 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//157 anger//VB|PRS|AKT//conj//139 direktiven//NN|NEU|PLU|DEF|NOM//nsubj//159 att//SN//mark//164 vi//PN|UTR|PLU|DEF|SUB//nsubj//164 skall//VB|PRS|AKT//aux//164 överväga//VB|INF|AKT//acl//160 bl.a.//AB|AN//advmod//164 om//SN//mark//169 polisen//NN|UTR|SIN|DEF|NOM//nsubj:pass//169 behöver//VB|PRS|AKT//aux//169 tillföras//VB|INF|SFO//advcl//164 ytterligare//AB|KOM//advmod//171 juridisk//JJ|POS|UTR|SIN|IND|NOM//amod//172 kompetens//NN|UTR|SIN|IND|NOM//nsubj:pass//169 ,//MID//punct//172 om//SN//mark//176 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//176 finns//VB|PRS|SFO//advcl//159 skäl//NN|NEU|PLU|IND|NOM//nsubj//176 att//IE//mark//179 förändra//VB|INF|AKT//acl//177 ledning//NN|UTR|SIN|IND|NOM//obj//179 och//KN//cc//182 styrning//NN|UTR|SIN|IND|NOM//conj//180 över//PP//case//185 tillgängliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//185 utredningsresurser//NN|UTR|PLU|IND|NOM//obl//179 ,//MID//punct//176 om//SN//mark//190 förbättringar//NN|UTR|PLU|IND|NOM//nsubj:pass//190 kan//VB|PRS|AKT//aux//190 göras//VB|INF|SFO//advcl//176 genom//PP//mark//194 att//SN//mark//194 utredningsarbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//194 bedrivs//VB|PRS|SFO//advcl//190 i//PP//case//197 gemensamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//197 utredningsgrupper//NN|UTR|PLU|IND|NOM//obl//194 ,//MID//punct//197 om//SN//mark//201 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//201 finns//VB|PRS|SFO//conj//159 behov//NN|NEU|SIN|IND|NOM//nsubj//201 av//PP//case//204 åklagarkompetens//NN|NEU|PLU|DEF|GEN//nmod//202 vid//PP//case//207 polisens//NN|UTR|SIN|DEF|GEN//nmod:poss//207 spanings-//NN|UTR|-|-|SMS//nmod//204 och//KN//cc//209 kriminalunderrättelseverksamhet//NN|UTR|SIN|IND|NOM//conj//207 ,//MID//punct//213 om//SN//mark//213 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//213 finns//VB|PRS|SFO//conj//201 anledning//NN|UTR|SIN|IND|NOM//nsubj//213 att//SN//mark//219 polis//NN|UTR|SIN|IND|NOM//nsubj:pass//219 och//KN//cc//218 åklagare//NN|UTR|SIN|IND|NOM//conj//216 samlokaliseras//VB|PRS|SFO//advcl//213 helt//AB|POS//xcomp//219 eller//KN//cc//222 delvis//AB//conj//220 och//KN//cc//225 om//PP//case//225 polis//NN|UTR|SIN|IND|NOM//nsubj//232 och//KN//cc//227 åklagare//NN|UTR|SIN|IND|NOM//conj//225 i//PP//case//230 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//230 utsträckning//NN|UTR|SIN|IND|NOM//nmod//227 bör//VB|PRS|AKT//aux//232 utfärda//VB|INF|AKT//conj//213 gemensamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//234 riktlinjer//NN|UTR|PLU|IND|NOM//obj//232 för//PP//case//236 utredningsarbetet//NN|NEU|SIN|DEF|NOM//obl//232 .//MAD//punct//139

