– d et statliga åtagandet för framtidens arbetsmarknad;Slutbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Arbetsmarknadsutredningen//NN|UTR|SIN|DEF|NOM//nmod//0
– d et statliga åtagandet för framtidens arbetsmarknad;Stockholm//PM|NOM//nsubj:pass//10 2019//RG|NOM//nummod//2 4.2.2//RG|NOM//nmod//0 Tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 förslag//NN|NEU|SIN|IND|NOM//conj//0 till//PP//case//9 ny//JJ|POS|UTR|SIN|IND|NOM//amod//7 instruktion//NN|UTR|SIN|IND|NOM//nmod//8 4.3.2//RG|NOM//nmod//9 Fokus//NN|NEU|SIN|IND|NOM//nmod//4 flyttas//VB|PRS|SFO//ROOT//10 från//PP//case//12 förmedling//NN|UTR|SIN|IND|NOM//obl//10 av//PP//case//14 arbeten//NN|NEU|PLU|IND|NOM//nmod//12 till//PP//case//17 4.3.4//RG|NOM//nmod//17 Prioriteringar//NN|UTR|PLU|IND|NOM//nmod//12 och//KN//cc//19 krav//NN|NEU|PLU|IND|NOM//conj//17 på//PP//case//21 utförandet//NN|NEU|SIN|DEF|NOM//nmod//12 flyttas//VB|PRS|SFO//conj//10 4.3.6//RG|NOM//amod//24 Bestämmelser//NN|UTR|PLU|IND|NOM//nsubj:pass//22 om//PP//case//26 samverkan//NN|UTR|SIN|IND|NOM//nmod//24 koncentreras//VB|PRS|SFO//conj//10 4.3.9//RG|NOM//amod//29 Arbetsförmedlingen//NN|UTR|SIN|DEF|NOM//nsubj:pass//27 blir//VB|PRS|AKT//conj//10 5.2.1//RG|NOM//xcomp//30 Förutsättningar//NN|UTR|PLU|IND|NOM//nsubj//48 som//HP|-|-|-//nsubj//34 skiljer//VB|PRS|AKT//acl:relcl//32 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//34 åt//PL//compound:prt//34 mellan//PP//case//38 Arbetsförmedlingen//PM|NOM//obl//34 och//KN//cc//42 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 6.4.5//RG|NOM//conj//38 Arbete//NN|NEU|SIN|IND|NOM//nmod//42 med//PP//case//45 utredning//NN|UTR|SIN|IND|NOM//nmod//42 och//KN//cc//47 sanktion//NN|UTR|SIN|IND|NOM//conj//45 fungerar//VB|PRS|AKT//conj//10 6.7.1//RG|NOM//amod//51 Förändrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//51 regler//NN|UTR|PLU|IND|NOM//obj//48 för//PP//mark//54 att//IE//mark//54 uppnå//VB|INF|AKT//acl//51 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//59 6.7.3//RG|NOM//cop//55 En//DT|UTR|SIN|IND//det//59 ändamålsenlig//JJ|POS|UTR|SIN|IND|NOM//amod//59 organisering//NN|UTR|SIN|IND|NOM//obj//54 av//PP//case//61 ansökan//NN|UTR|SIN|IND|NOM//nmod//59 6.7.4//RG|NOM//obl//48 En//DT|UTR|SIN|IND//det//65 samlad//PC|PRF|UTR|SIN|IND|NOM//amod//65 rapportering//NN|UTR|SIN|IND|NOM//obj//48 för//PP//case//68 arbetssökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//68 7.2//RG|NOM//nmod//65 Varför//HA//advmod//70 behövs//VB|PRS|SFO//advcl//48 en//DT|UTR|SIN|IND//det//73 förstärkt//PC|PRF|UTR|SIN|IND|NOM//amod//73 arbetsmarknadsbedömning//NN|UTR|SIN|IND|NOM//nsubj:pass//70 ?//MID//punct//70 ...//MID//punct//70
– d et statliga åtagandet för framtidens arbetsmarknad;239//RG|NOM//nummod//77 7.2.4//RG|NOM//obj//81 De//DT|UTR/NEU|PLU|DEF//det//80 planerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//80 aktiviteterna//NN|UTR|PLU|DEF|NOM//nsubj//81 består//VB|PRS|AKT//conj//10 ofta//AB|POS//advmod//81 av//PP//case//85 7.2.5//RG|NOM//nmod//85 Handlingsplanerna//NN|UTR|PLU|DEF|NOM//obl//81 lägger//VB|PRS|AKT//advcl//81 ett//DT|NEU|SIN|IND//det//89 stort//JJ|POS|NEU|SIN|IND|NOM//amod//89 ansvar//NN|NEU|SIN|IND|NOM//nmod//90 7.2.6//RG|NOM//obj//86 De//DT|UTR/NEU|PLU|DEF//det//93 arbetssökandes//NN|UTR|PLU|IND|GEN//nmod:poss//93 behov//NN|NEU|PLU|IND|NOM//obj//86 framgår//VB|PRS|AKT//conj//10 inte//AB//advmod//94 7.2.7//RG|NOM//amod//97 Dokumentationen//NN|UTR|SIN|DEF|NOM//nsubj//94 av//PP//case//100 sökandes//NN|UTR|PLU|IND|GEN//nmod:poss//100 kompetenser//NN|UTR|PLU|IND|NOM//nmod//97 7.2.8//RG|NOM//amod//102 Behov//NN|NEU|PLU|IND|NOM//appos//97 av//PP//mark//105 att//IE//mark//105 minimera//VB|INF|AKT//acl//102 negativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//107 arbetsmarknadseffekter//NN|UTR|PLU|IND|NOM//obj//105 av//PP//case//110 7.4.6//RG|NOM//amod//110 Konsekvenser//NN|UTR|PLU|IND|NOM//nmod//107 för//PP//case//112 utförare//NN|UTR|PLU|IND|NOM//nmod//110 av//PP//case//115 7.4.9//RG|NOM//nummod//115 Konsekvenser//NN|UTR|PLU|IND|NOM//nmod//112 för//PP//case//118 de//DT|UTR/NEU|PLU|DEF//det//118 integrationspolitiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//105

8 En ändamålsenlig användning av utbildningsinsatser... 291;8.2//RG|NOM//nummod//1 Utbildningsbehov//NN|NEU|PLU|IND|NOM//nsubj//14 ur//PP//case//4 arbetsmarknadspolitiskt//JJ|POS|NEU|SIN|IND|NOM//amod//4 8.2.3//RG|NOM//nmod//1 Arbetsförmedlingens//NN|UTR|SIN|DEF|GEN//nmod:poss//6 verktyg//NN|NEU|SIN|IND|NOM//conj//1 för//PP//mark//9 att//IE//mark//9 möta//VB|INF|AKT//advcl//1 de//DT|UTR/NEU|PLU|DEF//det//12 8.3.1//RG|NOM//amod//12 Arbetsmarknadsutbildning//NN|UTR|SIN|IND|NOM//obj//9 ska//VB|PRS|AKT//aux//14 stärka//VB|INF|AKT//ROOT//14 8.3.2//RG|NOM//nmod//16 Arbetsmarknadsutbildning//NN|UTR|SIN|IND|NOM//obj//14 ska//VB|PRS|AKT//aux//18 motverka//VB|INF|AKT//conj//14 8.3.3//RG|NOM//nmod//20 Arbetsmarknadsutbildningar//NN|UTR|PLU|IND|NOM//obj//18 ska//VB|PRS|AKT//aux//22 upphandlas//VB|INF|SFO//conj//14 8.3.4//RG|NOM//nmod:poss//24 Utbildning//NN|UTR|SIN|IND|NOM//obj//22 på//PP//case//26 folkhögskola//NN|UTR|SIN|IND|NOM//nmod//24 kan//VB|PRS|AKT//aux//28 erbjudas//VB|INF|SFO//conj//14 8.4.1//RG|NOM//nsubj//34 Arbetsmarknadsutbildningar//NN|UTR|PLU|IND|NOM//flat//29 och//KN//cc//33 reguljär//JJ|POS|UTR|SIN|IND|NOM//amod//33 utbildning//NN|UTR|SIN|IND|NOM//conj//29 har//VB|PRS|AKT//aux//41 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 funktion//NN|UTR|SIN|IND|NOM//obj//34 för//PP//case//38 9.3.3//RG|NOM//amod//39 Branschsamverkan//NN|UTR|SIN|IND|NOM//nsubj//41 är//VB|PRS|AKT//cop//41 avgörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//14 men//KN//cc//45 9.3.4//RG|NOM//nsubj//45 Internationell//JJ|POS|UTR|SIN|IND|NOM//amod//45 utblick//NN|UTR|SIN|IND|NOM//conj//41 ://MID//punct//41
8 En ändamålsenlig användning av utbildningsinsatser... 291;Den//DT|UTR|SIN|DEF//det//49 norska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//49 9.4.3//RG|NOM//appos//41 Vidare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//49 utredningsbehov//NN|NEU|SIN|IND|NOM//conj//49 för//PP//mark//54 att//IE//mark//54 förbättra//VB|INF|AKT//advcl//49 9.6.2//RG|NOM//obj//54 Alternativ//NN|NEU|PLU|IND|NOM//flat//55 till//PP//mark//63 att//SN//mark//63 de//DT|UTR/NEU|PLU|DEF//det//62 regionalt//AB|POS//amod//62 utvecklingsansvariga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//62 aktörerna//NN|UTR|PLU|DEF|NOM//nsubj//63 får//VB|PRS|AKT//advcl//54 ett//DT|NEU|SIN|IND//det//65 stärkt//PC|PRF|NEU|SIN|IND|NOM//obj//63

10 Tydligare ansvarsfördelning mellan stat och kommun .. 511;10.1.1//RG|NOM//nummod//1 Uppgiftsfördelningen//NN|UTR|SIN|DEF|NOM//ROOT//1 mellan//PP//case//4 stat//NN|UTR|SIN|IND|NOM//nmod//4 10.1.4//RG|NOM//nmod//1 Sociala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 insatser//NN|UTR|PLU|IND|NOM//obl//1 och//KN//cc//9 Arbetsförmedlingens//NN|UTR|SIN|DEF|GEN//nmod:poss//9 10.1.6//RG|NOM//conj//6 För//PP//case//12 vilka//HD|UTR/NEU|PLU|IND//det//12 målgrupper//NN|UTR|PLU|IND|NOM//obl//15 kan//VB|PRS|AKT//aux//15 ansvarsfördelningen//NN|UTR|SIN|DEF|NOM//nsubj//15 12.5.2//RG|NOM//conj//1 Arbetsförmedlingens//NN|UTR|SIN|DEF|GEN//nmod:poss//17 arbete//NN|NEU|SIN|IND|NOM//obj//15 med//PP//case//19 avtalsuppföljning//NN|UTR|SIN|IND|NOM//obl//15 och//KN//cc//21 leverantörskontroll//NN|UTR|SIN|IND|NOM//nmod//22 12.5.3//RG|NOM//conj//15 Vilka//HP|UTR/NEU|PLU|IND//nsubj//29 är//VB|PRS|AKT//cop//29 Arbetsförmedlingens//NN|UTR|SIN|DEF|GEN//nmod:poss//26 externa//JJ|POS|UTR/NEU|SIN|DEF|NOM//nsubj//29 12.5.4//RG|NOM//advmod//29 Hur//HA//advmod//29 fungerar//VB|PRS|AKT//parataxis//1 Arbetsförmedlingens//NN|UTR|SIN|DEF|GEN//nmod:poss//31 marknad//NN|UTR|SIN|IND|NOM//nmod//32 12.6.1//RG|NOM//nummod//33 Statistik//NN|UTR|SIN|IND|NOM//obj//29 om//PP//case//37 Arbetsförmedlingens//NN|UTR|SIN|DEF|GEN//nmod:poss//37 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//37 regi//NN|UTR|SIN|IND|NOM//obl//29 12.6.2//RG|NOM//nmod:poss//39 Resultat//NN|NEU|SIN|IND|NOM//obl//29 för//PP//case//41 arbetsmarknadstjänster//NN|UTR|PLU|IND|NOM//nmod//39 i//PP//case//45 extern//JJ|POS|UTR|SIN|IND|NOM//amod//44 12.6.3//RG|NOM//nmod//45 Merparten//NN|UTR|SIN|DEF|NOM//nmod//41 av//PP//case//48 de//DT|UTR/NEU|PLU|DEF//det//48 tjänster//NN|UTR|PLU|IND|NOM//nmod//45 som//HP|-|-|-//mark//52 arbetssökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//51 12.6.4//RG|NOM//nmod//52 Forskning//NN|UTR|SIN|IND|NOM//appos//39 om//PP//case//57 privata//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//57 och//KN//cc//56 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//54 utförares//NN|UTR|PLU|IND|GEN//nmod//52 12.6.5//RG|NOM//det//59 Leder//VB|PRS|AKT//conj//52 de//DT|UTR/NEU|PLU|DEF//det//62 arbetssökandes//NN|UTR|PLU|IND|GEN//amod//62 val//NN|NEU|PLU|IND|NOM//obj//59 till//PP//case//66 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//65 12.7.1//RG|NOM//det//66 Forskning//NN|UTR|SIN|IND|NOM//obl//59 om//PP//case//71 privata//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//71 och//KN//cc//70 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//68 utförares//NN|UTR|PLU|IND|GEN//nmod//72 12.7.3//RG|NOM//nummod//73 Kostnad//NN|UTR|SIN|IND|NOM//nmod//66 per//PP//case//75 deltagare//NN|UTR|SIN|IND|NOM//nmod//73 för//PP//case//77 verksamhet//NN|UTR|SIN|IND|NOM//nmod//75 i//PP//case//81 extern//JJ|POS|UTR|SIN|IND|NOM//amod//80 12.7.4//RG|NOM//nmod//81 Kostnader//NN|UTR|PLU|IND|NOM//nmod//75 per//PP//case//83 deltagare//NN|UTR|PLU|IND|NOM//nmod//81 för//PP//case//85 verksamhet//NN|UTR|SIN|IND|NOM//nmod//83 i//PP//advmod//29

10 Tydligare ansvarsfördelning mellan stat och kommun;I//PP//case//3 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//3 ursprungliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//3 direktiv//NN|NEU|SIN|IND|NOM//obl//9 (//PAD//punct//3 dir//NN|AN//appos//3 .//MAD//punct//3
10 Tydligare ansvarsfördelning mellan stat och kommun;2016:56//RG|NOM//conj//3 )//PAD//punct//7 beskrivs//VB|PRS|SFO//ROOT//9 att//SN//mark//13 arbetsmarknadspolitiken//NN|UTR|SIN|DEF|NOM//nsubj//13 är//VB|PRS|AKT//cop//13 nationell//JJ|POS|UTR|SIN|IND|NOM//ccomp//9 ,//MID//punct//13 med//PP//case//18 en//DT|UTR|SIN|IND//det//18 statlig//JJ|POS|UTR|SIN|IND|NOM//amod//18 finansiering//NN|UTR|SIN|IND|NOM//obl//13 och//KN//cc//21 ett//DT|NEU|SIN|IND//det//21 regelverk//NN|NEU|SIN|IND|NOM//conj//18 som//HP|-|-|-//nsubj:pass//24 ska//VB|PRS|AKT//aux//24 tillämpas//VB|INF|SFO//acl:relcl//21 enhetligt//AB|POS//advmod//24 i//PP//case//28 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//28 landet//NN|NEU|SIN|DEF|NOM//obl//24 .//MID//punct//9
