1.1 Bakgrund;Under//PP//case//1 1990-talet//NN|NEU|SIN|DEF|NOM//obl//2 har//VB|PRS|AKT//aux//7 en//DT|UTR|SIN|IND//det//5 hel//JJ|POS|UTR|SIN|IND|NOM//amod//5 del//NN|UTR|SIN|IND|NOM//nmod//6 förändringar//NN|UTR|PLU|IND|NOM//nsubj//7 skett//VB|SUP|AKT//ROOT//7 i//PP//case//9 Sverige//PM|NOM//obl//7 inom//PP//case//11 alkoholområdet//NN|NEU|SIN|DEF|NOM//obl//7 .//MAD//punct//7
1.1 Bakgrund;En//DT|UTR|SIN|IND//det//15 ny//JJ|POS|UTR|SIN|IND|NOM//amod//15 alkohollag//NN|UTR|SIN|IND|NOM//nsubj//17 har//VB|PRS|AKT//aux//17 trätt//VB|SUP|AKT//parataxis//7 i//PP//case//19 kraft//NN|UTR|SIN|IND|NOM//obl//17 .//MAD//punct//17
1.1 Bakgrund;Import-//PM|SMS//appos//17 ,//MID//punct//24 export,-//PS|UTR/NEU|SIN/PLU|DEF//det//24 tillverknings-//NN|UTR|-|-|SMS//nsubj:pass//28 och//KN//cc//26 partihandelsmonopolen//NN|UTR|SIN|DEF|NOM//conj//24 har//VB|PRS|AKT//aux//28 avvecklats//VB|SUP|SFO//conj//17 .//MAD//punct//7
1.1 Bakgrund;Sverige//PM|NOM//nsubj//32 har//VB|PRS|AKT//aux//32 fått//VB|SUP|AKT//parataxis//7 en//DT|UTR|SIN|IND//det//36 växande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//36 konkurrensutsatt//PC|PRF|UTR|SIN|IND|NOM//amod//36 alkoholnäring//NN|UTR|SIN|IND|NOM//obj//32 .//MAD//punct//32
1.1 Bakgrund;Nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 myndigheter//NN|UTR|PLU|IND|NOM//nsubj:pass//42 har//VB|PRS|AKT//aux//42 inrättats//VB|SUP|SFO//advcl//32 och//KN//cc//45 en//DT|UTR|SIN|IND//det//45 överflyttning//NN|UTR|SIN|IND|NOM//conj//42 av//PP//case//47 verksamheter//NN|UTR|PLU|IND|NOM//nmod//45 och//KN//cc//49 beslut//NN|NEU|PLU|IND|NOM//conj//47 har//VB|PRS|AKT//aux//51 skett//VB|SUP|AKT//conj//32 från//PP//case//53 stat//NN|UTR|SIN|IND|NOM//obl//51 till//PP//case//55 kommun//NN|UTR|SIN|IND|NOM//obl//51 .//MID//punct//32
1.1 Bakgrund;Parallellt//AB|POS//advmod//60 med//PP//case//60 denna//DT|UTR|SIN|DEF//det//60 utveckling//NN|UTR|SIN|IND|NOM//nsubj//68 har//VB|PRS|AKT//aux//68 inom//PP//case//64 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//64 områden//NN|NEU|PLU|IND|NOM//obl//61 en//DT|UTR|SIN|IND//det//67 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//67 internationalisering//NN|UTR|SIN|IND|NOM//nsubj//68 skett//VB|SUP|AKT//advcl//32 .//MAD//punct//74
1.1 Bakgrund;Den//DT|UTR|SIN|DEF//det//72 ökade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//72 internationaliseringen//NN|UTR|SIN|DEF|NOM//nsubj//74 har//VB|PRS|AKT//aux//74 medfört//VB|SUP|AKT//parataxis//7 både//KN//cc//78 ett//DT|NEU|SIN|IND//det//78 ökat//PC|PRF|NEU|SIN|IND|NOM//amod//78 handelsutbyte//NN|NEU|SIN|IND|NOM//obj//74 ,//MID//punct//83 ett//DT|NEU|SIN|IND//det//83 ökat//PC|PRF|NEU|SIN|IND|NOM//amod//83 privat//JJ|POS|NEU|SIN|IND|NOM//amod//83 resande//NN|NEU|SIN|IND|NOM//conj//78 och//KN//cc//86 ett//DT|NEU|SIN|IND//det//86 närmande//NN|NEU|SIN|IND|NOM//conj//78 när//HA//mark//89 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//89 gäller//VB|PRS|AKT//advcl//74 attityder//NN|UTR|PLU|IND|NOM//obj//89 och//KN//cc//92 värderingar//NN|UTR|PLU|IND|NOM//conj//90 .//MAD//punct//74
1.1 Bakgrund;Internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//95 influenser//NN|UTR|PLU|IND|NOM//nsubj//100 och//KN//cc//98 demografiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//98 förändringar//NN|UTR|PLU|IND|NOM//conj//95 har//VB|PRS|AKT//aux//100 gjort//VB|SUP|AKT//parataxis//74 det//DT|NEU|SIN|DEF//det//103 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//103 samhället//NN|NEU|SIN|DEF|NOM//obj//100 mer//AB|KOM//advmod//105 heterogent//JJ|POS|NEU|SIN|IND|NOM//xcomp//100 .//MAD//punct//100
1.1 Bakgrund;Bruket//NN|NEU|SIN|DEF|NOM//nsubj//112 av//PP//case//109 alkohol//NN|UTR|SIN|IND|NOM//nmod//107 är//VB|PRS|AKT//cop//112 en//DT|UTR|SIN|IND//det//112 del//NN|UTR|SIN|IND|NOM//parataxis//100 av//PP//case//114 kulturmönstret//NN|NEU|SIN|DEF|NOM//nmod//112 i//PP//case//116 Sverige//PM|NOM//nmod//114 och//KN//cc//120 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//120 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//120 länder//NN|NEU|PLU|IND|NOM//conj//116 ,//MID//punct//112 inte//AB//advmod//123 minst//AB|SUV//advmod//125 i//PP//case//125 Europa//PM|NOM//nmod//112 .//MID//punct//112
1.1 Bakgrund;Alla//DT|UTR/NEU|PLU|IND/DEF//det//129 dessa//DT|UTR/NEU|PLU|DEF//det//129 förändringar//NN|UTR|PLU|IND|NOM//nsubj//133 och//KN//cc//131 EU-medlemskapet//NN|NEU|SIN|DEF|NOM//conj//129 har//VB|PRS|AKT//aux//133 påverkat//VB|SUP|AKT//parataxis//112 förutsättningarna//NN|UTR|PLU|DEF|NOM//obj//133 för//PP//case//138 den//DT|UTR|SIN|DEF//det//138 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//138 alkoholpolitiken//NN|UTR|SIN|DEF|NOM//nmod//134 och//KN//cc//142 för//PP//case//142 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//142 aktörer//NN|UTR|PLU|IND|NOM//conj//138 inom//PP//case//144 alkoholområdet//NN|NEU|SIN|DEF|NOM//nmod//142 .//MAD//punct//7
1.1 Bakgrund;Den//DT|UTR|SIN|DEF//det//2 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 alkoholpolitiken//NN|UTR|SIN|DEF|NOM//nsubj//3 består//VB|PRS|AKT//ROOT//3 av//PP//case//7 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//7 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 delar//NN|UTR|PLU|IND|NOM//obl//3 .//MAD//punct//7
