Finansdepartementet;Genom//PP//case//1 beslut//NN|NEU|SIN|IND|NOM//obl//6 den//DT|UTR|SIN|DEF//det//4 19//RG|NOM//nummod//4 mars//NN|UTR|SIN|IND|NOM//obl//6 1998//RG|NOM//nummod//4 tillkallade//VB|PRT|AKT//ROOT//6 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//6 en//DT|UTR|SIN|IND//det//9 kommitté//NN|UTR|SIN|IND|NOM//obj//6 med//PP//case//11 uppdrag//NN|NEU|SIN|IND|NOM//nmod//9 att//IE//mark//13 se//VB|INF|AKT//acl//11 över//PL//compound:prt//13 och//KN//cc//16 utvärdera//VB|INF|AKT//conj//13 reglerna//NN|UTR|PLU|DEF|NOM//obj//16 om//PP//case//19 fastighetsskatt//NN|UTR|SIN|IND|NOM//nmod//17 m.m.//AB|AN//conj//17
Finansdepartementet;En//DT|UTR|SIN|IND//det//23 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//23 fråga//NN|UTR|SIN|IND|NOM//obj//16 i//PP//case//25 uppdraget//NN|NEU|SIN|DEF|NOM//nmod//23 avser//VB|PRS|AKT//conj//6 undantag//NN|NEU|PLU|IND|NOM//obj//26 från//PP//case//30 generella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 regler//NN|UTR|PLU|IND|NOM//obl//26 om//PP//mark//32 fa//VB|INF|AKT//acl//30 stighetsskatt//NN|UTR|SIN|IND|NOM//obj//32 i//PP//case//35 skärgårdsområden//NN|NEU|PLU|IND|NOM//obl//33 och//KN//cc//39 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 attraktiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 fritidshusområden//NN|NEU|PLU|IND|NOM//conj//35 i//PP//case//41 syfte//NN|NEU|SIN|IND|NOM//nmod//39 att//IE//mark//43 upprätthålla//VB|INF|AKT//advcl//32 en//DT|UTR|SIN|IND//det//46 levande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//46 skärgård//NN|UTR|SIN|IND|NOM//obj//43 och//KN//cc//48 landsbygd//NN|UTR|SIN|IND|NOM//conj//46 .//MAD//punct//6
Finansdepartementet;Detta//DT|NEU|SIN|DEF//det//52 delb//NN|NEU|SIN|IND|NOM//amod//52 etänkande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//53 behandlar//VB|PRS|AKT//parataxis//6 denna//DT|UTR|SIN|DEF//det//55 fråga//NN|UTR|SIN|IND|NOM//obj//53 .//MAD//punct//6
Finansdepartementet;Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 antagit//VB|SUP|AKT//ROOT//2 namnet//NN|NEU|SIN|DEF|NOM//nmod//4 Fastighetsbeskattningskommittén//NN|UTR|SIN|DEF|NOM//obj//2 .//MAD//punct//2
Finansdepartementet;I//PP//case//1 arbetet//NN|NEU|SIN|DEF|NOM//obl//4 med//PP//case//3 delbetänkandet//NN|NEU|SIN|DEF|NOM//nmod//1 har//VB|PRS|AKT//ROOT//4 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 ledamöter//NN|UTR|PLU|IND|NOM//nsubj//4 ,//MID//punct//8 sakkunniga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//6 ,//MID//punct//8 e//PP//nummod//11 xperter//NN|UTR|PLU|IND|NOM//conj//6 och//KN//cc//14 sekreterare//NN|UTR|PLU|IND|NOM//nsubj//14 deltagit//VB|SUP|AKT//conj//6 .//MAD//punct//4
Finansdepartementet;Ledamöter//NN|UTR|PLU|IND|NOM//nsubj//21 ,//MID//punct//18 sakkunniga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//16 och//KN//cc//20 experter//NN|UTR|PLU|IND|NOM//conj//16 har//VB|PRS|AKT//parataxis//4 ,//MID//punct//21 om//SN//mark//26 inte//AB//advmod//26 annat//PN|NEU|SIN|IND|SUB/OBJ//nsubj:pass//26 angivits//VB|SUP|SFO//advcl//28 ,//MID//punct//28 förordnats//VB|SUP|SFO//conj//21 fr.o.m.//AB|AN//case//32 den//DT|UTR|SIN|DEF//det//32 8//RO|NOM//nummod//32 juni//NN|UTR|SIN|IND|NOM//obl//28 1998//RG|NOM//nummod//32 .//MAD//punct//4
Finansdepartementet;Ledamöter//NN|UTR|PLU|IND|NOM//ROOT//0 ://MID//punct//0
Finansdepartementet; //_SP////1 f.d.//JJ|AN//amod//4 riksdagsledamoten//NN|UTR|SIN|DEF|NOM//nmod//5 Lars//PM|NOM//appos//0 Hedfors//PM|NOM//flat:name//5 (//PAD//punct//5 ordförande//NN|UTR|SIN|IND|NOM//appos//5 )//PAD//punct//5 ,//MID//punct//0 f.d.//JJ|AN//parataxis//0 riksdagsledamoten//NN|UTR|SIN|DEF|NOM//nmod//13 Rune//PM|NOM//nsubj//11 Evensson//PM|NOM//flat:name//13 ,//MID//punct//11 f.d.//JJ|AN//amod//22 riksdagsledamoten//NN|UTR|SIN|DEF|NOM//nmod//18 Isa//PM|NOM//nsubj//16 Halvarsson//PM|NOM//flat//18 ,//MID//punct//16 oppositionsrådet//NN|NEU|SIN|DEF|NOM//nmod//22 Christer//PM|NOM//appos//0 Hedberg//PM|NOM//flat:name//22 ,//MID//punct//22 riksdagsledamoten//NN|UTR|SIN|DEF|NOM//nmod//26 Rolf//PM|NOM//conj//22 Kenneryd//PM|NOM//flat:name//26 ,//MID//punct//22 f.d.//JJ|AN//amod//30 riksdagsledamoten//NN|UTR|SIN|DEF|NOM//nmod//31 Ronny//PM|NOM//conj//22 Korsberg//PM|NOM//flat//31 ,//MID//punct//34 riksdagsledamoten//NN|UTR|SIN|DEF|NOM//conj//22 Per//PM|NOM//nmod//34 Landgren//PM|NOM//flat//35 (//PAD//punct//22 fr.o.m.//AB|AN//case//39 1998-12-09//RG|NOM//appos//22 )//PAD//punct//22 ,//MID//punct//0 f.d.//JJ|AN//parataxis//0 riksdagsledamoten//NN|UTR|SIN|DEF|NOM//nmod//44 Lena//PM|NOM//nsubj//42 Larsson//PM|NOM//flat:name//44 ,//MID//punct//47 riksdagsledamoten//NN|UTR|SIN|DEF|NOM//conj//0 Per//PM|NOM//nmod//47 Rosengren//PM|NOM//flat//48 ,//MID//punct//47 f.d.//JJ|AN//parataxis//0 riksdagsledamoten//NN|UTR|SIN|DEF|NOM//nmod//53 Michael//PM|NOM//nsubj//51 Stjernström//PM|NOM//flat:name//53 (//PAD//punct//53 t.o.m.//AB|AN//advmod//57 1998-12-09//RG|NOM//appos//53 )//PAD//punct//51 och//KN//cc//60 riksdagsled//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//0 amoten//NN|UTR|SIN|DEF|NOM//nsubj//60 Lisbeth//PM|NOM//conj//60 StaafIgelström//PM|NOM//flat:name//62 .//MAD//punct//0
Finansdepartementet;Sakkunniga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ROOT//0 ://MID//punct//0
Finansdepartementet; //_SP////1 politiskt//AB|POS//advmod//4 sakkunnige//JJ|POS|MAS|SIN|DEF|NOM//nmod//5 Stefan//PM|NOM//appos//0 Jönsson//PM|NOM//flat:name//5 ,//MID//punct//5 departementsrådet//NN|NEU|SIN|DEF|NOM//nmod//9 Anders//PM|NOM//nmod:poss//10 Kristoffersson//PM|NOM//conj//5 och//KN//cc//12 departementsrådet//NN|NEU|SIN|DEF|NOM//conj//5 Per//PM|NOM//nmod//0 Sjöblom//PM|NOM//flat:name//13 .//MAD//punct//0
Finansdepartementet;Experter//NN|UTR|PLU|IND|NOM//ROOT//0 ://MID//punct//0
Finansdepartementet; //_SP////1 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//4 Robert//PM|NOM//appos//0 Boije//PM|NOM//flat:name//4 ,//MID//punct//4 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//8 Gerd//PM|NOM//conj//0 Grip//PM|NOM//flat:name//8 ,//MID//punct//8 kammarrättsassessorn//NN|UTR|SIN|DEF|NOM//nmod//12 Sari//PM|NOM//conj//8 Halme//PM|NOM//flat:name//12 (//PAD//punct//0 fr.o.m.//AB|AN//case//16 1999-01-01//RG|NOM//appos//0 t.o.m.//AB|AN//advmod//18 1999-01-31//RG|NOM//nmod//16 )//PAD//punct//16 ,//MID//punct//21 kammarrättsassessorn//NN|UTR|SIN|DEF|NOM//nmod//22 Eveline//PM|NOM//nmod//16 Nilsson//PM|NOM//flat//22 (//PAD//punct//16 fr.o.m.//AB|AN//case//26 1999-04-06//RG|NOM//appos//16 )//PAD//punct//16 ,//MID//punct//30 avdelningsdirektören//NN|UTR|SIN|DEF|NOM//nmod//30 Lars//PM|NOM//conj//0 Nilsson//PM|NOM//flat:name//30 (//PAD//punct//30 fr.o.m.//AB|AN//case//34 1998-07-01//RG|NOM//appos//30 )//PAD//punct//30 .//MAD//punct//0
Finansdepartementet;Sekreterare//NN|UTR|SIN|IND|NOM//ROOT//0 ://MID//punct//0
Finansdepartementet;kammarrättsassessorn//NN|UTR|SIN|DEF|NOM//parataxis//0 Per//PM|NOM//nsubj//2 Classon//PM|NOM//flat//3 (//PAD//punct//2 fr.o.m.//AB|AN//case//7 1998-0801//RG|NOM//appos//2 )//PAD//punct//2 ,//MID//punct//12 filosofie//NN|UTR|SIN|IND|NOM//amod//11 licentiaten//NN|UTR|SIN|DEF|NOM//nmod//12 Lena//PM|NOM//conj//0 Dahl//PM|NOM//flat:name//12 (//PAD//punct//12 fr.o.m.//AB|AN//case//16 1999-01-18//RG|NOM//appos//12 )//PAD//punct//12 och//KN//cc//21 filosofie//NN|UTR|SIN|IND|NOM//nmod:poss//20 doktorn//NN|UTR|SIN|DEF|NOM//nmod//21 Katinka//PM|NOM//conj//0 Hort//PM|NOM//flat:name//21 (//PAD//punct//21 fr.o.m.//AB|AN//case//25 1998-08-10//RG|NOM//appos//21 )//PAD//punct//0 .//MAD//punct//0
Finansdepartementet;Reservationer//NN|UTR|PLU|IND|NOM//nsubj:pass//2 har//VB|PRS|AKT//aux//2 avgivits//VB|SUP|SFO//ROOT//2 av//PP//case//5 ledamöterna//NN|UTR|PLU|DEF|NOM//nmod//5 Isa//PM|NOM//obl:agent//2 Halvarsson//PM|NOM//flat//5 ,//MID//punct//8 Rolf//PM|NOM//conj//2 Ke//PM|NOM//nsubj//8 nneryd//AB//amod//8 och//KN//cc//12 Per//PM|NOM//conj//8 Landgren//PM|NOM//flat//12 .//MAD//punct//2
Finansdepartementet;Särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//1 yttranden//NN|NEU|PLU|IND|NOM//nsubj:pass//3 har//VB|PRS|AKT//aux//3 avgivits//VB|SUP|SFO//ROOT//3 av//PP//case//5 ledamoten//NN|UTR|SIN|DEF|NOM//obl:agent//3 Per//PM|NOM//obl//3 Rosengren//PM|NOM//flat//6 och//KN//cc//10 experten//NN|UTR|SIN|DEF|NOM//nmod//10 Lars//PM|NOM//conj//6 Nilsson//PM|NOM//flat:name//10 .//MAD//punct//3
Finansdepartementet;Reservationer//NN|UTR|PLU|IND|NOM//nsubj:pass//4 och//KN//cc//2 yttranden//NN|NEU|PLU|IND|NOM//conj//0 har//VB|PRS|AKT//aux//4 fogats//VB|SUP|SFO//ROOT//4 till//PP//case//6 betänkandet//NN|NEU|SIN|DEF|NOM//obl//4 .//MAD//punct//4
Finansdepartementet;Till//PP//case//1 kommittén//NN|UTR|SIN|DEF|NOM//obl//2 har//VB|PRS|AKT//aux//5 en//DT|UTR|SIN|IND//det//4 referensgrupp//NN|UTR|SIN|IND|NOM//nsubj:pass//5 knutits//VB|SUP|SFO//ROOT//5 bestående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//5 av//PP//case//8 företrädare//NN|UTR|PLU|IND|NOM//obl:agent//5 för//PP//case//11 ett//DT|NEU|SIN|IND//det//11 antal//NN|NEU|SIN|IND|NOM//obl//5 närmast//AB|SUV//case//14 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//14 intresseorganisationer//NN|UTR|PLU|IND|NOM//nmod//11 .//MAD//punct//5
Finansdepartementet;Härmed//AB//advmod//1 överlämnas//VB|PRS|SFO//ROOT//1 kommitténs//NN|UTR|SIN|DEF|GEN//nmod:poss//5 delbetänkande//NN|NEU|SIN|IND|NOM//amod//5 Begränsad//PC|PRF|UTR|SIN|IND|NOM//amod//5 fastighet//NN|UTR|SIN|IND|NOM//nsubj:pass//1 sskatt//PC|PRF|UTR|SIN|IND|NOM//amod//7 SOU//PM|NOM//nsubj:pass//1 1999:59//RG|NOM//conj//7 .//MAD//punct//1
Finansdepartementet;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 maj//NN|UTR|SIN|IND|NOM//obl//0 1999//RG|NOM//nummod//2
Finansdepartementet;Lars//PM|NOM//nmod:poss//2 Hedfors//PM|NOM//flat:name//0 /Per//PM|NOM//nmod//3 Classon//PM|NOM//ROOT//3
Finansdepartementet;Lena//PM|NOM//ROOT//0 Dahl//PM|NOM//flat:name//0
Finansdepartementet;Katinka//PM|NOM//ROOT//0 Hort//PM|NOM//flat:name//0


Författningsförslag;Anmärkning//NN|UTR|SIN|IND|NOM//nsubj//29  //_SP////0 ://MID//punct//0
Författningsförslag;Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//5 har//VB|PRS|AKT//aux//5 valt//VB|SUP|AKT//parataxis//0 att//IE//mark//7 redovisa//VB|INF|AKT//advcl//5 två//RG|NOM//nummod//10 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 förslag//NN|NEU|PLU|IND|NOM//obj//7 till//PP//case//12 begränsningsregel//NN|UTR|SIN|IND|NOM//nmod//10 ,//MID//punct//16 dels//KN//advmod//16 ett//DT|NEU|SIN|IND//det//16 förslag//NN|NEU|SIN|IND|NOM//conj//0 utan//PP//case//19 regional//JJ|POS|UTR|SIN|IND|NOM//amod//19 inriktning//NN|UTR|SIN|IND|NOM//nmod//16 ,//MID//punct//16 dels//KN//advmod//23 ett//DT|NEU|SIN|IND//det//23 förslag//NN|NEU|SIN|IND|NOM//conj//16 med//PP//case//27 en//DT|UTR|SIN|IND//det//27 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//27 inriktning//NN|UTR|SIN|IND|NOM//nmod//23 .//MAD//punct//16
Författningsförslag;Gemensamt//AB|POS//ROOT//29 för//PP//case//31 författningsförslagen//NN|UTR|SIN|DEF|NOM//obl//29 är//VB|PRS|AKT//cop//29 att//SN//mark//36 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//36 inte//AB//advmod//36 anger//VB|PRS|AKT//csubj//29 några//DT|UTR/NEU|PLU|IND//det//39 bestämda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//39 gränsvärden//NN|NEU|PLU|IND|NOM//obj//36 och//KN//cc//41 procentsatser//NN|UTR|PLU|IND|NOM//conj//39 .//MAD//punct//29
Författningsförslag;Det//DT|NEU|SIN|DEF//det//44 författningsförslag//NN|NEU|SIN|IND|NOM//nsubj//57 med//PP//case//47 regional//JJ|POS|UTR|SIN|IND|NOM//amod//47 inriktning//NN|UTR|SIN|IND|NOM//nmod//44 som//HP|-|-|-//nsubj//49 följer//VB|PRS|AKT//acl:relcl//47 avser//VB|PRS|AKT//xcomp//49 skattskyldiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obj//50 som//HP|-|-|-//nsubj//54 är//VB|PRS|AKT//cop//54 bosatta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//51 i//PP//case//56 småhus//NN|NEU|PLU|IND|NOM//nmod//54 beläget//JJ|POS|NEU|SIN|IND|NOM//parataxis//29 i//PP//case//59 värdeområden//NN|NEU|PLU|IND|NOM//obl//57 med//PP//case//62 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//62 egenskaper//NN|UTR|PLU|IND|NOM//obl//57 .//MAD//punct//57
Författningsförslag;En//DT|UTR|SIN|IND//det//65 begränsningsregel//NN|UTR|SIN|IND|NOM//appos//57 med//PP//case//68 regional//JJ|POS|UTR|SIN|IND|NOM//amod//68 inriktning//NN|UTR|SIN|IND|NOM//nmod//65 kan//VB|PRS|AKT//aux//78 ,//MID//punct//72 som//HA//nsubj:pass//72 nämnts//VB|SUP|SFO//advcl//78 i//PP//case//75 kapitel//NN|NEU|SIN|IND|NOM//nmod//75 6//RG|NOM//obl//72 ,//MID//punct//75 även//AB//advmod//78 utformas//VB|INF|SFO//conj//29 så//AB//mark//82 att//SN//fixed//79 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//82 omfattar//VB|PRS|AKT//advcl//78 skattskyldiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obj//82 som//HP|-|-|-//nsubj//86 är//VB|PRS|AKT//cop//86 bosatta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//83 i//PP//case//88 småhus//NN|NEU|PLU|IND|NOM//nmod//86 beläget//JJ|POS|NEU|SIN|IND|NOM//conj//29 i//PP//case//91 församlingar//NN|UTR|PLU|IND|NOM//obl//89 med//PP//case//94 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//94 egenskaper//NN|UTR|PLU|IND|NOM//nmod//91 .//MAD//punct//29
Författningsförslag;I//PP//case//97 betänkandet//NN|NEU|SIN|DEF|NOM//obl//98 redovisas//VB|PRS|SFO//conj//29 för//PP//case//101 enkelhetens//NN|UTR|SIN|DEF|GEN//nmod:poss//101 skull//NN|UTR|SIN|IND|NOM//obl//98 dock//AB//advmod//107 endast//AB//advmod//107 författningsförslaget//NN|NEU|SIN|DEF|NOM//nsubj//107 rörande//PP//amod//106 småhus//NN|NEU|PLU|IND|NOM//nmod//104 belägna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advcl//98 i//PP//case//109 värdeområden//NN|NEU|PLU|IND|NOM//obl//107 med//PP//case//112 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//112 egenskaper//NN|UTR|PLU|IND|NOM//obl//107 .//MAD//punct//98

1 Förslag till Lag om begränsning av underlag för statlig fastighetsskatt *;*//MID//punct//1 Förslaget//NN|NEU|SIN|DEF|NOM//ROOT//1 med//PP//case//4 regional//JJ|POS|UTR|SIN|IND|NOM//amod//4 inriktning//NN|UTR|SIN|IND|NOM//nmod//1
1 Förslag till Lag om begränsning av underlag för statlig fastighetsskatt *;Härigenom//AB//advmod//1 föreskrivs//VB|PRS|SFO//ROOT//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//1 .//MAD//punct//1
1 Förslag till Lag om begränsning av underlag för statlig fastighetsskatt *;Inledande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//1 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj:pass//19 1//RG|NOM//nummod//3 §//NN|AN//nmod//1  //_SP////3 Vid//PP//case//6 bestämmande//NN|NEU|SIN|IND|NOM//nmod//1 av//PP//case//8 underlag//NN|NEU|SIN|IND|NOM//nmod//6 för//PP//case//10 fastighetsskatt//NN|UTR|SIN|IND|NOM//nmod//8 enligt//PP//case//12 lagen//NN|UTR|SIN|DEF|NOM//nmod//10 (//PAD//punct//14 1984:1052//RG|NOM//appos//12 )//PAD//punct//14 om//PP//case//18 statlig//JJ|POS|UTR|SIN|IND|NOM//amod//18 fastighetsskatt//NN|UTR|SIN|IND|NOM//nmod//6 begränsas//VB|PRS|SFO//ROOT//19 underlaget//NN|NEU|SIN|DEF|NOM//nsubj:pass//19 för//PP//case//22 skatten//NN|UTR|SIN|DEF|NOM//obl//19 under//PP//case//25 de//DT|UTR/NEU|PLU|DEF//det//25 förutsättningar//NN|UTR|PLU|IND|NOM//obl//19 och//KN//cc//29 i//PP//case//29 den//DT|UTR|SIN|DEF//det//29 omfattning//NN|UTR|SIN|IND|NOM//conj//25 som//HP|-|-|-//nsubj:pass//31 anges//VB|PRS|SFO//acl:relcl//29 i//PP//case//34 denna//DT|UTR|SIN|DEF//det//34 lag//NN|UTR|SIN|IND|NOM//obl//31 .//MAD//punct//19
1 Förslag till Lag om begränsning av underlag för statlig fastighetsskatt *;Fysisk//JJ|POS|UTR|SIN|IND|NOM//amod//1 person//NN|UTR|SIN|IND|NOM//nsubj:pass//8 som//HP|-|-|-//nsubj//4 är//VB|PRS|AKT//cop//4 skattskyldig//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//1 till//PP//case//6 fastighetsskatt//NN|UTR|SIN|IND|NOM//obl//4 kan//VB|PRS|AKT//aux//8 medges//VB|INF|SFO//ROOT//8 begränsning//NN|UTR|SIN|IND|NOM//obj//8 av//PP//case//11 underlaget//NN|NEU|SIN|DEF|NOM//nmod//9 för//PP//case//13 fastighetsskatt//NN|UTR|SIN|IND|NOM//obl//8 för//PP//case//15 fastighet//NN|UTR|SIN|IND|NOM//nmod//13 belägen//JJ|POS|UTR|SIN|IND|NOM//advcl//8 i//PP//case//18 Sverige//PM|NOM//obl//16 som//HP|-|-|-//nsubj:pass//20 utgörs//VB|PRS|SFO//acl:relcl//18 av//PP//case//22 småhusenhet//NN|UTR|SIN|IND|NOM//obl:agent//20 eller//KN//cc//24 lantbruksfastighet//NN|UTR|SIN|IND|NOM//conj//22 för//PP//case//27 det//DT|NEU|SIN|DEF//det//27 underlag//NN|NEU|SIN|IND|NOM//obl//20 för//PP//case//29 fastighetsskatt//NN|UTR|SIN|IND|NOM//nmod//27 som//HP|-|-|-//nsubj//31 avser//VB|PRS|AKT//acl:relcl//29 det//DT|NEU|SIN|DEF//det//33 småhus//NN|NEU|SIN|IND|NOM//obj//31 med//PP//case//36 tillhörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//36 tomtmark//NN|UTR|PLU|IND|NOM//nmod//33 på//PP//case//38 fastigheten//NN|UTR|SIN|DEF|NOM//nmod//36 där//HA//advmod//43 den//DT|UTR|SIN|DEF//det//41 skattskyldige//JJ|POS|MAS|SIN|DEF|NOM//nsubj//43 är//VB|PRS|AKT//cop//43 bosatt//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//38 (//PAD//punct//45 begränsningsbostaden//NN|UTR|SIN|DEF|NOM//appos//43 )//PAD//punct//45 .//MAD//punct//8
