Allmänna utgångspunkter;Lagen//NN|UTR|SIN|DEF|NOM//nsubj//13 (//PAD//punct//2 1999:116//RG|NOM//appos//0 )//PAD//punct//2 om//PP//case//5 skiljeförfarande//NN|NEU|SIN|IND|NOM//nmod//0 (//PAD//punct//5 LSF//PM|NOM//appos//5 )//PAD//punct//5 är//VB|PRS|AKT//cop//13 nu//AB//advmod//13 femton//RG|NOM//nummod//12 år//NN|NEU|PLU|IND|NOM//nmod//13 gammal//JJ|POS|UTR|SIN|IND|NOM//ROOT//13 .//MID//punct//13
Allmänna utgångspunkter;Såvitt//SN//discourse//19 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//19 har//VB|PRS|AKT//aux//19 kunnat//VB|SUP|AKT//aux//19 finna//VB|INF|AKT//dep//24 är//VB|PRS|AKT//cop//24 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//24 en//DT|UTR|SIN|IND//det//24 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//24 uppfattning//NN|UTR|SIN|IND|NOM//parataxis//13 att//SN//mark//32 LSF//PM|NOM//nsubj//32 på//PP//case//30 det//DT|NEU|SIN|DEF//det//30 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//30 taget//PC|PRF|NEU|SIN|IND|NOM//nmod//26 har//VB|PRS|AKT//aux//32 fungerat//VB|SUP|AKT//acl//24 väl//AB|POS//advmod//32 .//MAD//punct//24
Allmänna utgångspunkter;I//PP//case//36 direktiven//NN|NEU|PLU|DEF|NOM//obl//39 till//PP//case//38 utredningen//NN|UTR|SIN|DEF|NOM//nmod//36 anges//VB|PRS|SFO//conj//13 emellertid//AB//advmod//39 att//SN//mark//45 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//43 frågor//NN|UTR|PLU|IND|NOM//nsubj//45 bör//VB|PRS|AKT//aux//45 bli//VB|INF|AKT//ccomp//39 föremål//NN|NEU|SIN|IND|NOM//xcomp//45 för//PP//case//50 en//DT|UTR|SIN|IND//det//50 närmare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//50 översyn//NN|UTR|SIN|IND|NOM//obl//45 .//MID//punct//13
Allmänna utgångspunkter;Enligt//PP//case//53 direktiven//NN|NEU|PLU|DEF|NOM//obl//56 är//VB|PRS|AKT//cop//56 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//56 oförhindrad//JJ|POS|UTR|SIN|IND|NOM//conj//13 att//IE//mark//58 ta//VB|INF|AKT//acl//56 upp//PL//compound:prt//58 även//AB//advmod//61 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//62 frågor//NN|UTR|PLU|IND|NOM//obj//58 .//MAD//punct//13
Allmänna utgångspunkter;Vid//PP//case//1 tillkomsten//NN|UTR|SIN|DEF|NOM//obl//4 av//PP//case//3 LSF//PM|NOM//nmod//1 avvisades//VB|PRT|SFO//advcl//63 tanken//NN|UTR|SIN|DEF|NOM//nsubj:pass//4 på//PP//case//8 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 lagar//NN|UTR|PLU|IND|NOM//nmod//5 för//PP//case//14 inhemska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 och//KN//cc//14 för//PP//case//14 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 tvister//NN|UTR|PLU|IND|NOM//nmod//5 .//MAD//punct//4
Allmänna utgångspunkter;En//DT|UTR|SIN|IND//det//18 annan//JJ|POS|UTR|SIN|IND|NOM//amod//18 fråga//NN|UTR|SIN|IND|NOM//nsubj//30 som//HP|-|-|-//nsubj:pass//20 upptogs//VB|PRT|SFO//acl:relcl//18 till//PP//case//23 ingående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//23 överväganden//NN|NEU|PLU|IND|NOM//obl//20 var//VB|PRT|AKT//cop//30 i//PP//case//27 vilken//HD|UTR|SIN|IND//det//27 utsträckning//NN|UTR|SIN|IND|NOM//obl//30 lagstiftningen//NN|UTR|SIN|DEF|NOM//nsubj//30 borde//VB|PRT|AKT//aux//30 bygga//VB|INF|AKT//parataxis//4 på//PP//case//32 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//30 inom//PP//case//34 UNCITRAL//PM|NOM//obl//35 utarbetade//VB|PRT|AKT//advcl//30 s.k.//AB|AN//amod//37 modellagen//NN|UTR|SIN|DEF|NOM//obj//35 .//MAD//punct//4
Allmänna utgångspunkter;Slutsatsen//NN|UTR|SIN|DEF|NOM//nsubj//42 av//PP//case//41 övervägandena//NN|NEU|PLU|DEF|NOM//nmod//39 innebar//VB|PRT|AKT//parataxis//4 att//SN//mark//47 modellagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//47 inte//AB//advmod//47 borde//VB|PRT|AKT//aux//47 läggas//VB|INF|SFO//ccomp//42 direkt//AB|POS//advmod//47 till//PP//case//55 grund//NN|UTR|SIN|IND|NOM//fixed//49 för//PP//fixed//49 den//DT|UTR|SIN|DEF//det//55 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//55 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//55 lagstiftningen//NN|UTR|SIN|DEF|NOM//obl//47 vare//KN//cc//58 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//fixed//56 dispositions-//NN|UTR|-|-|SMS//obl//47 eller//KN//cc//60 innehållsmässigt//AB|POS//conj//58 .//MID//punct//42
Allmänna utgångspunkter;Däremot//AB//advmod//63 ansågs//VB|PRT|SFO//ROOT//63 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//63 angeläget//JJ|POS|NEU|SIN|IND|NOM//xcomp//63 att//IE//mark//70 i//PP//case//69 varje//DT|UTR/NEU|SIN|IND//det//69 delfråga//NN|UTR|SIN|IND|NOM//obl//70 beakta//VB|INF|AKT//acl//65 modellagens//NN|UTR|SIN|DEF|GEN//nmod:poss//72 bestämmelser//NN|UTR|PLU|IND|NOM//obj//70 .//MAD//punct//63
Allmänna utgångspunkter;Dessa//DT|UTR/NEU|PLU|DEF//det//76 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//76 ställningstaganden//NN|NEU|PLU|IND|NOM//nsubj//77 har//VB|PRS|AKT//parataxis//63 utredningen//NN|UTR|SIN|DEF|NOM//obj//77 ,//MID//punct//77 vid//PP//case//83 den//DT|UTR|SIN|DEF//det//83 begränsade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//83 översyn//NN|UTR|SIN|IND|NOM//obl//63 som//HP|-|-|-//nsubj//87 nu//AB//advmod//87 är//VB|PRS|AKT//cop//87 aktuell//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//83 ,//MID//punct//90 inte//AB//advmod//90 ansett//VB|SUP|AKT//conj//63 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//90 böra//VB|INF|AKT//aux//93 ompröva//VB|INF|AKT//xcomp//90 .//MAD//punct//63
Allmänna utgångspunkter;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//3 har//VB|PRS|AKT//aux//3 däremot//AB//advmod//3 försökt//VB|SUP|AKT//ROOT//3 fånga//VB|INF|AKT//xcomp//3 upp//PL//compound:prt//4 en//DT|UTR|SIN|IND//det//7 del//NN|UTR|SIN|IND|NOM//nmod//8 problem//NN|NEU|PLU|IND|NOM//obj//4 som//HP|-|-|-//nsubj//17 bl.a.//AB|AN//advmod//17 SCC//PM|NOM//fixed//10 och//KN//cc//15 praktiskt//AB|POS//advmod//14 verksamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 skiljemän//NN|UTR|PLU|IND|NOM//conj//11 har//VB|PRS|AKT//aux//17 pekat//VB|SUP|AKT//acl:relcl//8 på//PP//compound:prt//17 eller//KN//cc//22 som//HP|-|-|-//nsubj:pass//22 har//VB|PRS|AKT//aux//22 uppmärksammats//VB|SUP|SFO//conj//17 i//PP//case//26 den//DT|UTR|SIN|DEF//det//26 rättsvetenskapliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//26 litteraturen//NN|UTR|SIN|DEF|NOM//obl//22 .//MAD//punct//3
Allmänna utgångspunkter;Direktiven//NN|NEU|PLU|DEF|NOM//nsubj:pass//30 får//VB|PRS|AKT//aux//30 uppfattas//VB|INF|SFO//parataxis//3 så//AB//mark//36 att//SN//fixed//31 ett//DT|NEU|SIN|IND//det//35 ledande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//35 intresse//NN|NEU|SIN|IND|NOM//nsubj//36 är//VB|PRS|AKT//advcl//30 att//IE//mark//38 göra//VB|INF|AKT//ccomp//36 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 skiljeförfaranden//NN|NEU|PLU|DEF|NOM//obj//38 ännu//AB//advmod//42 mer//AB|KOM//advmod//43 attraktiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//38 än//KN//mark//55 vad//HP|NEU|SIN|IND//fixed//44 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//55 för//PP//case//48 närvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//fixed//46 är//VB|PRS|AKT//cop//55 ,//MID//punct//55 inte//AB//advmod//55 bara//AB//advmod//55 för//PP//case//55 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//55 aktörer//NN|UTR|PLU|IND|NOM//advcl//38 utan//KN//cc//60 även//AB//advmod//60 för//PP//case//60 utländska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//60 parter//NN|UTR|PLU|IND|NOM//conj//55 och//KN//cc//62 skiljemän//NN|UTR|PLU|IND|NOM//conj//55 .//MAD//punct//30
