Till statsrådet och chefen för Arbetsmarknadsdepartementet;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 14//RG|NOM//nummod//4 februari//NN|UTR|SIN|IND|NOM//obj//1 2013//RG|NOM//nummod//4 att//SN//mark//11 en//DT|UTR|SIN|IND//det//9 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//9 utredare//NN|UTR|SIN|IND|NOM//nsubj:pass//11 skulle//VB|PRT|AKT//aux//11 tillsättas//VB|INF|SFO//ccomp//1 för//PP//mark//14 att//IE//mark//14 se//VB|INF|AKT//advcl//11 över//PL//case//16 skyddet//NN|NEU|SIN|DEF|NOM//obl//14 för//PP//case//18 arbetstagare//NN|UTR|PLU|IND|NOM//obl//14 som//HP|-|-|-//nsubj//20 slår//VB|PRS|AKT//acl:relcl//18 larm//NN|NEU|SIN|IND|NOM//obj//20 om//PP//case//24 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 former//NN|UTR|PLU|IND|NOM//obl//20 av//PP//case//26 missförhållanden//NN|NEU|PLU|IND|NOM//nmod//24 ,//MID//punct//28 oegentligheter//NN|UTR|PLU|IND|NOM//conj//26 eller//KN//cc//30 brott//NN|NEU|PLU|IND|NOM//conj//26 och//KN//cc//32 föreslå//VB|INF|AKT//conj//20 åtgärder//NN|UTR|PLU|IND|NOM//obj//32 som//HP|-|-|-//nsubj//35 syftar//VB|PRS|AKT//acl:relcl//33 till//PP//mark//38 att//IE//mark//38 stärka//VB|INF|AKT//advcl//35 skyddet//NN|NEU|SIN|DEF|NOM//obj//38 och//KN//cc//41 skapa//VB|INF|AKT//conj//35 ett//DT|NEU|SIN|IND//det//44 tydligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//44 regelverk//NN|NEU|SIN|IND|NOM//obj//41 (//PAD//punct//44 dir//NN|AN//appos//44 .//MAD//punct//1
Till statsrådet och chefen för Arbetsmarknadsdepartementet;2013:16//RG|NOM//obl//1 )//PAD//punct//48 .//MAD//punct//1
Till statsrådet och chefen för Arbetsmarknadsdepartementet;Som//KN//case//2 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//2 utredare//NN|UTR|SIN|IND|NOM//nsubj:pass//3 förordnades//VB|PRT|SFO//ROOT//3 från//PP//case//9 och//KN//cc//9 med//PP//case//9 den//DT|UTR|SIN|DEF//det//9 18//RG|NOM//nummod//9 februari//NN|UTR|SIN|IND|NOM//obl//3 2013//RG|NOM//nummod//9 justitierådet//NN|NEU|SIN|DEF|NOM//appos//9 Per//PM|NOM//conj//9 Virdesten//PM|NOM//conj//9 .//MAD//punct//3
Till statsrådet och chefen för Arbetsmarknadsdepartementet;Från//PP//case//5 och//KN//fixed//0 med//PP//fixed//0 den//DT|UTR|SIN|DEF//det//5 23//RG|NOM//nummod//5 april//NN|UTR|SIN|IND|NOM//obl//7 2013//RG|NOM//nummod//5 förordnades//VB|PRT|SFO//ROOT//7 som//KN//mark//9 experter//NN|UTR|PLU|IND|NOM//obl//7 i//PP//case//11 utredningen//NN|UTR|SIN|DEF|NOM//nmod//9 ämnesrådet//NN|NEU|SIN|DEF|NOM//nmod//13 Jacob//PM|NOM//conj//9 Aspegren//PM|NOM//flat:name//13 ,//MID//punct//17 rättssakkunniga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//17 Katarina//PM|NOM//conj//9 Berglund//PM|NOM//flat//17 Siegbahn//PM|NOM//flat//17 och//KN//cc//22 Maria//PM|NOM//nmod//22 Fjellman//PM|NOM//conj//17 Lundqvist//PM|NOM//flat:name//22 samt//KN//cc//25 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//26 Hedvig//PM|NOM//conj//17 Forsselius//PM|NOM//flat//26 .//MAD//punct//7
Till statsrådet och chefen för Arbetsmarknadsdepartementet;Som//KN//case//1 ledamöter//NN|UTR|PLU|IND|NOM//nsubj:pass//8 i//PP//case//3 en//DT|UTR|SIN|IND//nmod//1 till//PP//case//5 utredningen//NN|UTR|SIN|DEF|NOM//obl//8 knuten//PC|PRF|UTR|SIN|IND|NOM//nmod//7 referensgrupp//NN|UTR|SIN|IND|NOM//nmod//5 förordnades//VB|PRT|SFO//ROOT//8 från//PP//case//14 och//KN//cc//14 med//PP//case//14 den//DT|UTR|SIN|DEF//det//14 23//RG|NOM//nummod//14 april//NN|UTR|SIN|IND|NOM//obl//8 2013//RG|NOM//nummod//16 arbetsrättsjuristen//NN|UTR|SIN|DEF|NOM//nmod//17 Niklas//PM|NOM//appos//14 Beckman//PM|NOM//flat:name//17 ,//MID//punct//21 Svenskt//JJ|POS|NEU|SIN|IND|NOM//nmod//21 Näringsliv//NN|NEU|SIN|IND|NOM//conj//17 ,//MID//punct//21 juristen//NN|UTR|SIN|DEF|NOM//nmod//24 Lise//PM|NOM//conj//17 Donovan//PM|NOM//flat:name//24 ,//MID//punct//27 TCO//PM|NOM//conj//17 ,//MID//punct//17 arbetsrättsjuristen//NN|UTR|SIN|DEF|NOM//nmod//30 Carl//PM|NOM//appos//17 Durling//PM|NOM//flat:name//30 ,//MID//punct//30 Arbetsgivarverket//PM|NOM//conj//17 ,//MID//punct//33 juristen//NN|UTR|SIN|DEF|NOM//nmod//36 Helena//PM|NOM//conj//17 Larsson//PM|NOM//flat:name//36 ,//MID//punct//36 Saco//PM|NOM//conj//17 ,//MID//punct//39 juristen//NN|UTR|SIN|DEF|NOM//nmod//42 Sofie//PM|NOM//conj//17 Rehnström//PM|NOM//flat:name//42 ,//MID//punct//45 LO//PM|NOM//conj//17 ,//MID//punct//45 arbetsrättsjuristen//NN|UTR|SIN|DEF|NOM//nmod//48 Göran//PM|NOM//conj//17 Söderlöf//PM|NOM//flat:name//48 ,//MID//punct//51 SKL//PM|NOM//conj//17 ,//MID//punct//14 och//KN//cc//55 juristen//NN|UTR|SIN|DEF|NOM//nmod//55 Alice//PM|NOM//conj//14 Teodorescu//PM|NOM//flat:name//55 ,//MID//punct//58 Företagarna//NN|UTR|PLU|DEF|NOM//conj//55 .//MAD//punct//8
Till statsrådet och chefen för Arbetsmarknadsdepartementet;Som//KN//case//1 sekreterare//NN|UTR|SIN|IND|NOM//obl//4 i//PP//case//3 utredningen//NN|UTR|SIN|DEF|NOM//nmod//1 anställdes//VB|PRT|SFO//ROOT//4 från//PP//case//10 och//KN//cc//10 med//PP//case//10 den//DT|UTR|SIN|DEF//det//10 29//RG|NOM//nummod//10 april//NN|UTR|SIN|IND|NOM//obl//4 2013//RG|NOM//nummod//12 doktoranden//NN|UTR|SIN|DEF|NOM//nmod//13 Per//PM|NOM//parataxis//4 Larsson//PM|NOM//flat//13 och//KN//cc//23 från//PP//advmod//21 och//KN//fixed//16 med//PP//fixed//16 den//DT|UTR|SIN|DEF//det//21 27//RG|NOM//nummod//21 maj//NN|UTR|SIN|IND|NOM//obl//22 2013//RG|NOM//nummod//23 hovrättsassessorn//NN|UTR|SIN|DEF|NOM//conj//4 Per//PM|NOM//flat:name//23 Lindblom//PM|NOM//dep//23 .//MAD//punct//4
Till statsrådet och chefen för Arbetsmarknadsdepartementet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//18 ,//MID//punct//0 som//HP|-|-|-//nsubj//4 har//VB|PRS|AKT//aux//4 antagit//VB|SUP|AKT//acl:relcl//0 namnet//NN|NEU|SIN|DEF|NOM//nmod//6 Utredningen//NN|UTR|SIN|DEF|NOM//obj//4 om//PP//case//9 stärkt//PC|PRF|NEU|SIN|IND|NOM//amod//9 skydd//NN|NEU|SIN|IND|NOM//nmod//6 för//PP//case//11 arbetstagare//NN|UTR|PLU|IND|NOM//obl//4 som//HP|-|-|-//nsubj//13 slår//VB|PRS|AKT//acl:relcl//11 larm//NN|NEU|SIN|IND|NOM//obj//13 ,//MID//punct//0 får//VB|PRS|AKT//aux//18 härmed//AB//advmod//18 överlämna//VB|INF|AKT//ROOT//18 betänkandet//NN|NEU|SIN|DEF|NOM//nmod//20 Visselblåsare//NN|UTR|SIN|IND|NOM//obj//18 –//RG|NOM//punct//20 Stärkt//PC|PRF|NEU|SIN|IND|NOM//amod//23 skydd//NN|NEU|SIN|IND|NOM//conj//20 för//PP//case//25 arbetstagare//NN|UTR|PLU|IND|NOM//nmod//23 som//HP|-|-|-//nsubj//27 slår//VB|PRS|AKT//acl:relcl//25 larm//NN|NEU|SIN|IND|NOM//obj//27 om//PP//case//31 allvarliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 missförhållanden//NN|NEU|PLU|IND|NOM//obl//27  //_SP////31 (//PAD//punct//20 SOU//PM|NOM//appos//20 2014:31//RG|NOM//nmod//34 )//PAD//punct//20 .//MAD//punct//18
Till statsrådet och chefen för Arbetsmarknadsdepartementet;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//4 är//VB|PRS|AKT//cop//4 härmed//AB//advmod//4 slutfört//PC|PRF|NEU|SIN|IND|NOM//ROOT//4 .//MAD//punct//4
Till statsrådet och chefen för Arbetsmarknadsdepartementet;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 maj//NN|UTR|SIN|IND|NOM//obl//0 2014//RG|NOM//nummod//2
Till statsrådet och chefen för Arbetsmarknadsdepartementet;Per//PM|NOM//nsubj//2 Virdesten//PM|NOM//flat//0 /Per//PM|NOM//nmod//3 Lindblom//PM|NOM//ROOT//3
Till statsrådet och chefen för Arbetsmarknadsdepartementet;Per//PM|NOM//ROOT//0 Larsson//PM|NOM//flat//0 3.5//RG|NOM//flat:name//0 Skydd//NN|NEU|SIN|IND|NOM//flat//0 för//PP//case//6 visselblåsares//NN|UTR|PLU|IND|GEN//amod//6 identitet//NN|UTR|SIN|IND|NOM//nmod//0 och//KN//cc//8 rätten//NN|UTR|SIN|DEF|NOM//conj//6 till//PP//case//12 anonym//JJ|POS|UTR|SIN|IND|NOM//amod//11 4.2//RG|NOM//nmod//12 Allmänt//AB|POS//nmod//8 om//PP//case//16 det//DT|NEU|SIN|DEF//det//16 arbetsrättsliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//16 skyddet//NN|NEU|SIN|DEF|NOM//nmod//8 för//PP//case//20 arbetstagare//NN|UTR|PLU|IND|NOM//nmod//19 5.5//RG|NOM//nummod//20 Organisationen//NN|UTR|SIN|DEF|NOM//nmod//16 för//PP//case//23 ekonomiskt//JJ|POS|NEU|SIN|IND|NOM//amod//23 samarbete//NN|NEU|SIN|IND|NOM//nmod//16 och//KN//cc//25 8.3//RG|NOM//conj//23 Förekomsten//NN|UTR|SIN|DEF|NOM//nmod//16 av//PP//case//29 och//KN//cc//29 rädsla//NN|UTR|SIN|IND|NOM//nmod//26 för//PP//case//31 repressalier//NN|UTR|PLU|IND|NOM//nmod//26 mot//PP//case//33 9.3//RG|NOM//nmod//34 Medbestämmande//NN|NEU|SIN|IND|NOM//nmod//26 vid//PP//case//36 utformningen//NN|UTR|SIN|DEF|NOM//nmod//34 av//PP//case//0
