Genomförande av Seveso III-direktivet ;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//3 Seveso//PM|NOM//nmod//3 III-utredningen//NN|UTR|SIN|DEF|NOM//nmod//0
Genomförande av Seveso III-direktivet ;Stockholm//PM|NOM//ROOT//0 2014//RG|NOM//nummod//0

Till statsrådet och chefen för Försvarsdepartementet;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 vid//PP//case//4 sitt//PS|NEU|SIN|DEF//nmod:poss//4 sammanträde//NN|NEU|SIN|IND|NOM//obl//1 den//DT|UTR|SIN|DEF//det//7 4//RO|NOM//nummod//7 april//NN|UTR|SIN|IND|NOM//obl//1 2013//RG|NOM//nummod//7 att//IE//mark//10 tillkalla//VB|INF|AKT//acl//7 en//DT|UTR|SIN|IND//det//13 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//13 utredare//NN|UTR|SIN|IND|NOM//obj//10 med//PP//case//15 uppdrag//NN|NEU|SIN|IND|NOM//obl//10 att//IE//mark//17 lämna//VB|INF|AKT//acl//15 förslag//NN|NEU|SIN|IND|NOM//obj//17 till//PP//mark//26 hur//HA//advmod//26 man//PN|UTR|SIN|IND|SUB//nsubj//26 i//PP//case//24 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//24 rätt//NN|UTR|SIN|IND|NOM//obl//26 ska//VB|PRS|AKT//aux//26 genomföra//VB|INF|AKT//advcl//17 bestämmelserna//NN|UTR|PLU|DEF|NOM//obj//26 i//PP//case//33 Europaparlamentets//NN|NEU|SIN|DEF|GEN//nmod:poss//33 och//KN//cc//31 rådets//NN|NEU|SIN|DEF|GEN//conj//29 direktiv//NN|NEU|PLU|IND|NOM//amod//33 2012/18//RG|NOM//obl//26 ///MID//cc//35 EU//PM|NOM//nmod//33 av//PP//case//39 den//DT|UTR|SIN|DEF//det//39 4//RO|NOM//nummod//39 juli//NN|UTR|SIN|IND|NOM//obl//26 2012//RG|NOM//nummod//39 om//PP//case//42 åtgärder//NN|UTR|PLU|IND|NOM//obl//26 för//PP//mark//45 att//IE//mark//45 förebygga//VB|INF|AKT//acl//42 och//KN//cc//47 begränsa//VB|INF|AKT//conj//45 faran//NN|UTR|SIN|DEF|NOM//obj//47 för//PP//case//51 allvarliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//51 olyckshändelser//NN|UTR|PLU|IND|NOM//obl//47 där//HA//advmod//55 farliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 ämnen//NN|NEU|PLU|IND|NOM//nsubj//55 ingår//VB|PRS|AKT//acl:relcl//51 och//KN//cc//58 om//SN//case//58 ändring//NN|UTR|SIN|IND|NOM//obl//55 och//KN//cc//61 senare//AB|KOM//advmod//61 upphävande//NN|NEU|SIN|IND|NOM//conj//55 av//PP//case//65 rådets//NN|NEU|SIN|DEF|GEN//nmod:poss//64 direktiv//NN|NEU|SIN|IND|NOM//amod//65 96/82//RG|NOM//obl:agent//61 ///MID//cc//67 EG//PM|NOM//nmod//65 ,//MID//punct//71 det//DT|NEU|SIN|DEF//det//71 s.k.//AB|AN//amod//71 Seveso//PM|NOM//nmod//72 III-direktivet//NN|NEU|SIN|DEF|NOM//nmod//42 samt//KN//cc//74 lämna//VB|INF|AKT//conj//26 de//DT|UTR/NEU|PLU|DEF//det//77 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//77 förslag//NN|NEU|PLU|IND|NOM//obj//74 till//PP//case//79 ändringar//NN|UTR|PLU|IND|NOM//nmod//77 av//PP//case//81 regleringen//NN|UTR|SIN|DEF|NOM//nmod//79 av//PP//case//83 Sevesoverksamheter//NN|UTR|PLU|IND|NOM//nmod//81 som//HP|-|-|-//nsubj:pass//86 kan//VB|PRS|AKT//aux//86 behövas//VB|INF|SFO//acl:relcl//83 .//MAD//punct//1
Till statsrådet och chefen för Försvarsdepartementet;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj//89 omfattade//VB|PRT|AKT//parataxis//1 också//AB//advmod//89 att//IE//mark//92 överväga//VB|INF|AKT//xcomp//89 om//SN//mark//96 Sevesoverksamheter//NN|UTR|PLU|IND|NOM//nsubj:pass//96 ska//VB|PRS|AKT//aux//96 omfattas//VB|INF|SFO//advcl//92 av//PP//case//98 kraven//NN|NEU|PLU|DEF|NOM//obl//96 på//PP//case//101 farliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//101 verksamheter//NN|UTR|PLU|IND|NOM//nmod//98 enligt//PP//case//104 2//RG|NOM//nummod//104 kap.//NN|AN//nmod//107 4//RG|NOM//nummod//106 §//NN|AN//nmod//104 lagen//NN|UTR|SIN|DEF|NOM//nmod//98 (//PAD//punct//109 2003:778//RG|NOM//appos//107 )//PAD//punct//109 om//PP//case//112 skydd//NN|NEU|SIN|IND|NOM//nmod//107 mot//PP//case//114 olyckor//NN|UTR|PLU|IND|NOM//nmod//112 ,//MID//punct//117 utan//PP//case//117 krav//NN|NEU|PLU|IND|NOM//conj//107 på//PP//case//120 föregående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//120 beslut//NN|NEU|SIN|IND|NOM//nmod//117 av//PP//case//122 länsstyrelsen//NN|UTR|SIN|DEF|NOM//nmod//120 .//MAD//punct//89
Till statsrådet och chefen för Försvarsdepartementet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 antog//VB|PRT|AKT//ROOT//1 namnet//NN|NEU|SIN|DEF|NOM//nmod//3 Seveso//PM|NOM//nmod//4 III-utredningen//NN|UTR|SIN|DEF|NOM//obj//1 .//MAD//punct//1
Till statsrådet och chefen för Försvarsdepartementet;Den//DT|UTR|SIN|DEF//det//2 4//RO|NOM//nummod//2 april//NN|UTR|SIN|IND|NOM//nsubj:pass//4 2013//RG|NOM//nummod//2 förordnades//VB|PRT|SFO//ROOT//4 f.d.//JJ|AN//amod//6 ordföranden//NN|UTR|SIN|DEF|NOM//nsubj:pass//4 i//PP//case//10 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//9 va-nämnd//NN|UTR|SIN|IND|NOM//nmod//10 Stefan//PM|NOM//nmod//6 Rubenson//PM|NOM//flat:name//10 som//KN//mark//14 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//14 utredare//NN|UTR|SIN|IND|NOM//xcomp//4 för//PP//case//17 detta//DT|NEU|SIN|DEF//det//17 uppdrag//NN|NEU|SIN|IND|NOM//nmod//14 .//MAD//punct//4
Till statsrådet och chefen för Försvarsdepartementet;Som//KN//case//1 experter//NN|UTR|PLU|IND|NOM//obl//4 i//PP//case//3 utredningen//NN|UTR|SIN|DEF|NOM//nmod//1 förordnades//VB|PRT|SFO//ROOT//4 fr.o.m.//AB|AN//case//8 den//DT|UTR|SIN|DEF//det//7 28//RG|NOM//nummod//8 augusti//NN|UTR|SIN|IND|NOM//nmod//11 2013//RG|NOM//nummod//10 ämnesrådet//NN|NEU|SIN|DEF|NOM//nmod//11 Mikael//PM|NOM//nsubj//4 Andersson//PM|NOM//flat:name//11 ,//MID//punct//14 Försvarsdepartementet//NN|NEU|SIN|DEF|NOM//conj//11 ,//MID//punct//14 ämnesrådet//NN|NEU|SIN|DEF|NOM//nmod//17 Susanne//PM|NOM//conj//11 Gerland//PM|NOM//flat:name//17 ,//MID//punct//17 Miljödepartementet//NN|NEU|SIN|DEF|NOM//conj//11 ,//MID//punct//20 biträdande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//23 enhetschefen//NN|UTR|SIN|DEF|NOM//conj//11 Ann-Sofie//PM|NOM//flat:name//23 Eriksson//PM|NOM//flat:name//11 ,//MID//punct//11 Myndigheten//NN|UTR|SIN|DEF|NOM//appos//11 för//PP//case//29 samhällsskydd//NN|UTR|SIN|IND|NOM//nmod//27 och//KN//cc//31 beredskap//NN|UTR|SIN|IND|NOM//conj//29 ,//MID//punct//27 myndighetsjuristen//NN|UTR|SIN|DEF|NOM//nmod//34 Per-Olof//PM|NOM//appos//27 Wikström//PM|NOM//flat//34 ,//MID//punct//34 Myndigheten//NN|UTR|SIN|DEF|NOM//conj//11 för//PP//case//39 samhällsskydd//NN|UTR|SIN|IND|NOM//nmod//37 och//KN//cc//41 beredskap//NN|UTR|SIN|IND|NOM//conj//39 ,//MID//punct//11 avdelningsjuristen//NN|UTR|SIN|DEF|NOM//nmod//44 Margareta//PM|NOM//appos//11 Svenning//PM|NOM//flat:name//44 ,//MID//punct//47 länsstyrelsen//NN|UTR|SIN|DEF|NOM//conj//11 i//PP//case//49 Skåne//PM|NOM//nmod//47 län//NN|NEU|SIN|IND|NOM//conj//11 ,//MID//punct//52 handläggaren//NN|UTR|SIN|DEF|NOM//nmod//54 Katariina//PM|NOM//nmod//54 Parker//PM|NOM//appos//4 ,//MID//punct//54 Naturvårdsverket//NN|NEU|SIN|DEF|NOM//conj//54 ,//MID//punct//59 miljöjuristen//NN|UTR|SIN|DEF|NOM//nmod//59 Ingrid//PM|NOM//conj//54 Backudd//PM|NOM//flat:name//59 ,//MID//punct//59 Naturvårdsverket//NN|NEU|SIN|DEF|NOM//conj//54 ,//MID//punct//64 arbetsmiljöhandläggaren//NN|UTR|SIN|DEF|NOM//nmod//65 Tommy//PM|NOM//conj//54 Eriksson//PM|NOM//flat:name//65 Wikén//PM|NOM//flat:name//65 ,//MID//punct//69 Arbetsmiljöverket//PM|NOM//conj//54 ,//MID//punct//54 chef//NN|UTR|SIN|IND|NOM//parataxis//4 innovations-//NN|UTR|-|-|SMS//nsubj//71 och//KN//cc//74 säkerhetsfrågor//NN|UTR|PLU|IND|NOM//conj//72 Bo//PM|NOM//cc//71 Olsson//PM|NOM//flat//75 ,//MID//punct//79 Svenskt//JJ|POS|NEU|SIN|IND|NOM//compound//79 Näringsliv//NN|NEU|SIN|IND|NOM//appos//71 och//KN//cc//81 handläggaren//NN|UTR|SIN|DEF|NOM//conj//79 Tove//PM|NOM//conj//79 Göthner//PM|NOM//flat//82 ,//MID//punct//79 Sveriges//PM|GEN//nmod:poss//86 Kommuner//NN|UTR|PLU|IND|NOM//conj//71 och//KN//cc//88 Landsting//NN|UTR|SIN|IND|NOM//conj//86 .//MID//punct//71
Till statsrådet och chefen för Försvarsdepartementet;Ingrid//PM|NOM//nsubj//92 Backudd//PM|NOM//flat:name//90 lämnade//VB|PRT|AKT//conj//4 sitt//PS|NEU|SIN|DEF//nmod:poss//94 uppdrag//NN|NEU|SIN|IND|NOM//obj//92 den//DT|UTR|SIN|DEF//det//97 31//RG|NOM//nummod//97 december//NN|UTR|SIN|IND|NOM//obl//92 2013//RG|NOM//nummod//97 och//KN//cc//100 ersattes//VB|PRT|SFO//conj//92 den//DT|UTR|SIN|DEF//det//103 20//RG|NOM//nummod//103 januari//NN|UTR|SIN|IND|NOM//obl//100 2014//RG|NOM//nummod//103 av//PP//case//107 miljöjuristen//NN|UTR|SIN|DEF|NOM//nmod//107 Rebecca//PM|NOM//nmod//103 Wennerberg//PM|NOM//flat//107 ,//MID//punct//110 Naturvårdsverket//NN|NEU|SIN|DEF|NOM//conj//107 .//MAD//punct//4
Till statsrådet och chefen för Försvarsdepartementet;Som//KN//case//1 sekreterare//NN|UTR|SIN|IND|NOM//obl//4 i//PP//case//3 utredningen//NN|UTR|SIN|DEF|NOM//nmod//1 anställdes//VB|PRT|SFO//ROOT//4 fr.o.m.//AB|AN//case//8 den//DT|UTR|SIN|DEF//det//8 13//RG|NOM//nummod//8 maj//NN|UTR|SIN|IND|NOM//nmod//11 2013//RG|NOM//nummod//10 kammarrättsassessorn//NN|UTR|SIN|DEF|NOM//nmod//11 Kristina//PM|NOM//dep//4 Jonsson//PM|NOM//flat:name//11 .//MAD//punct//4
Till statsrådet och chefen för Försvarsdepartementet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 överlämnar//VB|PRS|AKT//ROOT//1 härmed//AB//advmod//1 betänkandet//NN|NEU|SIN|DEF|NOM//obj//1 Genomförande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl//3 av//PP//case//6 Seveso//PM|NOM//nmod//4  //_SP////6 III-direktivet//NN|NEU|SIN|DEF|NOM//obl//1   //_SP////8 (//PAD//punct//11 SOU//PM|NOM//appos//8 2014:17//RG|NOM//punct//11 )//PAD//punct//11 .//MAD//punct//1
