konkurrenskraft Förord;Långtidsutredningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//2 1999//RG|NOM//nummod//0 utarbetas//VB|PRS|SFO//ROOT//2 inom//PP//case//5 Finansdepartementets//NN|NEU|SIN|DEF|GEN//nmod:poss//5 strukturenhet//NN|UTR|SIN|IND|NOM//obl//2 .//MAD//punct//2
konkurrenskraft Förord;I//PP//case//10 samband//NN|NEU|SIN|IND|NOM//fixed//7 med//PP//case//10 utredningen//NN|UTR|SIN|DEF|NOM//obl//11 genomförs//VB|PRS|SFO//conj//2 ett//DT|NEU|SIN|IND//det//13 antal//NN|NEU|SIN|IND|NOM//nmod//14 specialstudier//NN|UTR|PLU|IND|NOM//nsubj:pass//11 .//MAD//punct//11
konkurrenskraft Förord;Huvuddelen//NN|UTR|SIN|DEF|NOM//nsubj:pass//19 av//PP//case//18 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nmod//16 publiceras//VB|PRS|SFO//parataxis//11 som//KN//case//21 bilagor//NN|UTR|PLU|IND|NOM//obl//19 till//PP//case//24 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//24 huvudrapport//NN|UTR|SIN|IND|NOM//nmod//21 .//MAD//punct//2
konkurrenskraft Förord;Denna//DT|UTR|SIN|DEF//det//1 bilaga//NN|UTR|SIN|IND|NOM//nsubj:pass//3 har//VB|PRS|AKT//aux//3 utarbetats//VB|SUP|SFO//ROOT//3 av//PP//case//5 Lars//PM|NOM//obl:agent//3 Lundberg//PM|NOM//flat//5 vid//PP//case//9 Fackföreningsrörelsens//NN|UTR|SIN|DEF|GEN//nmod:poss//9 Institut//NN|NEU|SIN|IND|NOM//nmod//5 för//PP//case//12 Ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//12 Forskning//NN|UTR|SIN|IND|NOM//nmod//5 ,//MID//punct//12 FIEF//PM|NOM//conj//5 .//MAD//punct//3
konkurrenskraft Förord;Sveriges//PM|GEN//nmod:poss//2 internationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 konkurrenskraft//NN|UTR|SIN|IND|NOM//nsubj//11 är//VB|PRS|AKT//cop//11 ett//RG|NEU|SIN|IND|NOM//nsubj//11 i//PP//case//8 den//DT|UTR|SIN|DEF//det//8 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//8 debatten//NN|UTR|SIN|DEF|NOM//nmod//4 ofta//AB|POS//advmod//10 förekommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//11 begrepp//NN|NEU|PLU|IND|NOM//ROOT//11 ,//MID//punct//11 där//HA//advmod//16 debattörerna//NN|UTR|PLU|DEF|NOM//nsubj//16 ofta//AB|POS//advmod//16 har//VB|PRS|AKT//acl:relcl//11 bestämda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//18 åsikter//NN|UTR|PLU|IND|NOM//obj//16 om//PP//mark//22 hur//HA//advmod//22 konkurrenskraften//NN|UTR|SIN|DEF|NOM//nsubj:pass//22 utvecklas//VB|PRS|SFO//advcl//16 ,//MID//punct//16 vilka//HP|UTR/NEU|PLU|IND//det//32 orsakerna//NN|UTR|PLU|DEF|NOM//nsubj//28 till//PP//case//27 utvecklingen//NN|UTR|SIN|DEF|NOM//nmod//25 är//VB|PRS|AKT//cop//32 och//KN//cc//32 vilken//HD|UTR|SIN|IND//det//32 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//32 politik//NN|UTR|SIN|IND|NOM//nsubj//11 som//HP|-|-|-//nsubj:pass//35 bör//VB|PRS|AKT//aux//35 föras//VB|INF|SFO//acl:relcl//32 för//PP//mark//38 att//IE//mark//38 förbättra//VB|INF|AKT//advcl//35 konkurrenskraften//NN|UTR|SIN|DEF|NOM//obj//38 .//MAD//punct//11
konkurrenskraft Förord;Begreppet//NN|NEU|SIN|DEF|NOM//nsubj//46 är//VB|PRS|AKT//cop//46 dock//AB//advmod//46 inte//AB//advmod//46 entydigt//AB|POS//advmod//46 definierat//PC|PRF|NEU|SIN|IND|NOM//parataxis//11 vilket//HP|NEU|SIN|IND//nsubj//48 medför//VB|PRS|AKT//advcl//46 att//SN//mark//54 resultat//NN|NEU|PLU|IND|NOM//nsubj//54 och//KN//cc//52 slutsatser//NN|UTR|PLU|IND|NOM//conj//50 kan//VB|PRS|AKT//aux//54 skilja//VB|INF|AKT//ccomp//48 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//54 åt//PL//compound:prt//54 mellan//PP//case//59 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//59 debattörer//NN|UTR|PLU|IND|NOM//obl//54 .//MAD//punct//46
konkurrenskraft Förord;I//PP//case//63 denna//DT|UTR|SIN|DEF//det//63 bilaga//NN|UTR|SIN|IND|NOM//obl//64 förs//VB|PRS|SFO//conj//46 en//DT|UTR|SIN|IND//det//66 diskussion//NN|UTR|SIN|IND|NOM//nsubj:pass//64 kring//PP//case//70 begreppet//NN|NEU|SIN|DEF|NOM//nmod//70 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//70 konkurrenskraft//NN|UTR|SIN|IND|NOM//nmod//66 och//KN//cc//78 på//PP//case//75 vilka//HD|UTR/NEU|PLU|IND//det//75 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//75 sätt//NN|NEU|PLU|IND|NOM//obl//78 denna//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//78 kan//VB|PRS|AKT//aux//78 mätas//VB|INF|SFO//conj//64 .//MAD//punct//46
konkurrenskraft Förord;Vidare//AB|KOM//appos//46 redovisas//VB|PRS|SFO//conj//46 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//83 mått//NN|NEU|PLU|IND|NOM//nsubj:pass//81 på//PP//mark//89 hur//HA//advmod//89 Sveriges//PM|GEN//nmod:poss//88 internationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//88 konkurrenskraft//NN|UTR|SIN|IND|NOM//nsubj:pass//89 utvecklats//VB|SUP|SFO//acl//83 över//PP//case//91 tiden//NN|UTR|SIN|DEF|NOM//obl//89 .//MAD//punct//46
konkurrenskraft Förord;Ansvaret//NN|NEU|SIN|DEF|NOM//nsubj//16 för//PP//case//3 långtidsutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//3 bilagor//NN|UTR|PLU|IND|NOM//nmod//0 och//KN//cc//6 de//DT|UTR/NEU|PLU|DEF//det//6 bedömningar//NN|UTR|PLU|IND|NOM//conj//0 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//8 innehåller//VB|PRS|AKT//acl:relcl//6 vilar//VB|PRS|AKT//xcomp//8 på//PP//case//12 respektive//AB//amod//12 författare//NN|UTR|SIN|IND|NOM//obl//9 .//MAD//punct//0
konkurrenskraft Förord;Av//PP//case//15 huvudbetänkandet//NN|NEU|SIN|DEF|NOM//obl//16 framgår//VB|PRS|AKT//ROOT//16 hur//HA//advmod//20 bilagorna//NN|UTR|PLU|DEF|NOM//nsubj:pass//20 har//VB|PRS|AKT//aux//20 använts//VB|SUP|SFO//ccomp//16 i//PP//case//23 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//23 arbete//NN|NEU|SIN|IND|NOM//obl//20 .//MAD//punct//16
konkurrenskraft Förord;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 november//NN|UTR|SIN|IND|NOM//obl//0 1999//RG|NOM//nummod//2
