Förord;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 7//RO|NOM//nummod//4 april//NN|UTR|SIN|IND|NOM//obl//1 2004//RG|NOM//nummod//4 att//IE//mark//7 bemyndiga//VB|INF|AKT//advcl//1 statsrådet//NN|NEU|SIN|DEF|NOM//nmod//9 Berit//PM|NOM//obj//7 Andnor//PM|NOM//flat:name//9 att//IE//mark//12 tillkalla//VB|INF|AKT//xcomp//7 en//DT|UTR|SIN|IND//det//15 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//15 utredare//NN|UTR|SIN|IND|NOM//obj//12 med//PP//case//17 uppdrag//NN|NEU|SIN|IND|NOM//obl//12 att//IE//mark//19 göra//VB|INF|AKT//acl//17 en//DT|UTR|SIN|IND//det//21 översyn//NN|UTR|SIN|IND|NOM//obj//19 av//PP//case//23 reglerna//NN|UTR|PLU|DEF|NOM//nmod//21 för//PP//case//25 föräldraförsäkringen//NN|UTR|SIN|DEF|NOM//nmod//23 .//MAD//punct//1
Förord;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//28 antog//VB|PRT|AKT//parataxis//1 namnet//NN|NEU|SIN|DEF|NOM//nmod//30 Föräldraförsäkringsutredningen//NN|UTR|SIN|DEF|NOM//obj//28 .//MAD//punct//28
Förord;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 givit//VB|SUP|AKT//ROOT//2 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 experter//NN|UTR|PLU|IND|NOM//obj//2 och//KN//cc//6 organisationer//NN|UTR|PLU|IND|NOM//conj//4 i//PP//case//8 uppdrag//NN|NEU|SIN|IND|NOM//obl//2 att//IE//mark//10 utarbeta//VB|INF|AKT//acl//8 rapporter//NN|UTR|PLU|IND|NOM//obj//10 som//KN//mark//13 underlag//NN|NEU|SIN|IND|NOM//nmod//11 för//PP//case//16 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//16 analys//NN|UTR|SIN|IND|NOM//nmod//13 ,//MID//punct//18 överväganden//NN|NEU|PLU|IND|NOM//conj//16 och//KN//cc//20 ställningstaganden//NN|NEU|PLU|IND|NOM//conj//16 .//MAD//punct//2
Förord;Sammanlagt//AB//nsubj//23 har//VB|PRS|AKT//parataxis//2 nio//RG|NOM//nummod//26 separata//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 underlagsrapporter//NN|UTR|PLU|IND|NOM//nsubj:pass//27 inhämtats//VB|SUP|SFO//conj//23 .//MAD//punct//23
Förord;I//PP//case//31 denna//DT|UTR|SIN|DEF//det//31 bilagedel//NN|UTR|SIN|IND|NOM//obl//2 till//PP//case//33 betänkandet//NN|NEU|SIN|DEF|NOM//nmod//31
Förord;Reformerad//PC|PRF|UTR|SIN|IND|NOM//amod//1 föräldraförsäkring//NN|UTR|SIN|IND|NOM//nsubj:pass//12 –//RG|NOM//punct//3 Kärlek//NN|UTR|SIN|IND|NOM//conj//1 ,//MID//punct//5 Omvårdnad//NN|UTR|SIN|IND|NOM//conj//1 ,//MID//punct//7 Trygghet//NN|UTR|SIN|IND|NOM//conj//1 (//PAD//punct//1 SOU//PM|NOM//appos//1 2005:73//RG|NOM//nmod//9 )//PAD//punct//1 redovisas//VB|PRS|SFO//ROOT//12 dessa//DT|UTR/NEU|PLU|DEF//det//14 rapporter//NN|UTR|PLU|IND|NOM//nsubj:pass//12 .//MAD//punct//12
Förord;De//DT|UTR/NEU|PLU|DEF//det//17 analyser//NN|UTR|PLU|IND|NOM//nsubj//27 och//KN//cc//19 slutsatser//NN|UTR|PLU|IND|NOM//conj//17 som//HP|-|-|-//nsubj:pass//21 redovisas//VB|PRS|SFO//acl:relcl//17 i//PP//case//23 rapporterna//NN|UTR|PLU|DEF|NOM//obl//21 är//VB|PRS|AKT//cop//27 respektive//AB//amod//26 författares//NN|UTR|PLU|IND|GEN//nmod:poss//27 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//12 .//MAD//punct//12
Förord;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//30 sammanfaller//VB|PRS|AKT//parataxis//12 inte//AB//advmod//30 nödvändigtvis//AB//advmod//30 med//PP//mark//37 de//DT|UTR/NEU|PLU|DEF//det//35 ståndpunkter//NN|UTR|PLU|IND|NOM//nmod//37 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//37 intar//VB|PRS|AKT//advcl//30 .//MAD//punct//12
Förord;Bilagorna//NN|UTR|PLU|DEF|NOM//nsubj:pass//3 till//PP//case//2 betänkandet//NN|NEU|SIN|DEF|NOM//nmod//0 disponeras//VB|PRS|SFO//ROOT//3 enligt//PP//case//5 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//3 .//MAD//punct//3
Förord;Bilaga//NN|UTR|SIN|IND|NOM//nsubj//9 1//RG|NOM//nummod//7 redovisar//VB|PRS|AKT//parataxis//3 direktiven//NN|NEU|PLU|DEF|NOM//obj//9 till//PP//case//12 utredningen//NN|UTR|SIN|DEF|NOM//obl//9 och//KN//cc//14 återfinns//VB|PRS|SFO//conj//9 i//PP//case//17 betänkandets//NN|NEU|SIN|DEF|GEN//nmod:poss//17 huvuddel//NN|UTR|SIN|IND|NOM//obl//14 .//MAD//punct//14
Förord;I//PP//case//21 föreliggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//21 volym//NN|UTR|SIN|IND|NOM//obl//22 redovisas//VB|PRS|SFO//parataxis//14 bilagorna//NN|UTR|PLU|DEF|NOM//nmod//24 2–10//RG|NOM//nsubj:pass//22 .//MAD//punct//14
