7 Något om olaglig införsel av handelsgödsel och bekämpningsmedel m.m. ;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 bedömning//NN|UTR|SIN|IND|NOM//nsubj//12 ://MID//punct//1
7 Något om olaglig införsel av handelsgödsel och bekämpningsmedel m.m. ; //_SP////2 Olaglig//JJ|POS|UTR|SIN|IND|NOM//amod//5 införsel//NN|UTR|SIN|IND|NOM//nsubj//12 av//PP//case//7 handelsgödsel//NN|UTR|SIN|IND|NOM//nmod//5 och//KN//cc//9 bekämpningsmedel//NN|NEU|PLU|IND|NOM//conj//7 till//PP//case//11 Sverige//PM|NOM//nmod//9 förekommer//VB|PRS|AKT//ROOT//12 i//PP//case//15 viss//JJ|POS|UTR|SIN|IND|NOM//amod//15 utsträckning//NN|UTR|SIN|IND|NOM//obl//12 .//MID//punct//12
7 Något om olaglig införsel av handelsgödsel och bekämpningsmedel m.m. ;Eftersom//SN//mark//20 tillräckligt//JJ|POS|NEU|SIN|IND|NOM//amod//19 underlag//NN|NEU|SIN|IND|NOM//nsubj:pass//20 saknas//VB|PRS|SFO//advcl//26 ,//MID//punct//26 kan//VB|PRS|AKT//aux//26 en//DT|UTR|SIN|IND//det//24 uppskattning//NN|UTR|SIN|IND|NOM//nsubj:pass//26 inte//AB//advmod//26 göras//VB|INF|SFO//conj//12 av//PP//case//29 de//DT|UTR/NEU|PLU|DEF//det//29 volymer//NN|UTR|PLU|IND|NOM//obl:agent//26 som//HP|-|-|-//nsubj:pass//32 årligen//AB//advmod//32 förs//VB|PRS|SFO//acl:relcl//29 in//PL//compound:prt//32 till//PP//case//35 landet//NN|NEU|SIN|DEF|NOM//obl//32 .//MAD//punct//12
7 Något om olaglig införsel av handelsgödsel och bekämpningsmedel m.m. ;Enligt//PP//case//1 direktiven//NN|NEU|PLU|DEF|NOM//obl//4 skall//VB|PRS|AKT//aux//4 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//4 försöka//VB|INF|AKT//ROOT//4 uppskatta//VB|INF|AKT//xcomp//4 hur//HA//advmod//7 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 volymer//NN|UTR|PLU|IND|NOM//nmod//9 handelsgödsel//NN|UTR|SIN|IND|NOM//obj//5 och//KN//cc//11 bekämpningsmedel//NN|NEU|PLU|IND|NOM//conj//9 som//HP|-|-|-//nsubj:pass//14 årligen//AB//advmod//14 förs//VB|PRS|SFO//acl:relcl//11 in//PL//compound:prt//14 olagligt//AB|POS//advmod//14 från//PP//case//19 tredje//RO|NOM//amod//19 land//NN|NEU|SIN|IND|NOM//obl//14 resp.//AB|AN//cc//21 EU-länder//NN|UTR|PLU|IND|NOM//conj//19 och//KN//cc//28 för//PP//case//25 vilka//HP|UTR/NEU|PLU|IND//det//25 skatt//NN|UTR|SIN|IND|NOM//nsubj:pass//28 således//AB//advmod//28 inte//AB//advmod//28 betalas//VB|INF|SFO//conj//14 .//MAD//punct//4
7 Något om olaglig införsel av handelsgödsel och bekämpningsmedel m.m. ;För//PP//mark//2 att//IE//mark//2 utröna//VB|INF|AKT//advcl//15 i//PP//case//4 vad//HP|NEU|SIN|IND//obl//2 mån//NN|UTR|SIN|IND|NOM//nsubj//12 och//KN//cc//11 i//PP//case//9 vilken//HD|UTR|SIN|IND//det//9 omfattning//NN|UTR|SIN|IND|NOM//nmod//11 olovlig//JJ|POS|UTR|SIN|IND|NOM//amod//11 införsel//NN|UTR|SIN|IND|NOM//conj//5 förekommer//VB|PRS|AKT//acl:relcl//4 har//VB|PRS|AKT//aux//15 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//15 haft//VB|SUP|AKT//ROOT//15 kontakt//NN|UTR|SIN|IND|NOM//obj//15 med//PP//case//20 ett//DT|NEU|SIN|IND//det//19 flertal//NN|NEU|SIN|IND|NOM//nmod//20 myndigheter//NN|UTR|PLU|IND|NOM//obl//15 ,//MID//punct//20 bl.a.//AB|AN//advmod//23 RSV//PM|NOM//appos//20 genom//PP//case//26 Särskilda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//26 skattekontoret//NN|NEU|SIN|DEF|NOM//obl//15 ,//MID//punct//28 skattemyndigheter//NN|UTR|PLU|IND|NOM//conj//26 ,//MID//punct//30 åklagarmyndigheter//NN|UTR|PLU|IND|NOM//conj//26 och//KN//cc//32 Tullverket//PM|NOM//conj//26 samt//KN//cc//36 med//PP//case//36 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 intresseorganisationer//NN|UTR|PLU|IND|NOM//conj//26 som//KN//mark//38 LRF//PM|NOM//nmod//36 ,//MID//punct//41 Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//41 Lantmännen//NN|UTR|SIN|DEF|NOM//conj//38 och//KN//cc//43 Industrin//NN|UTR|SIN|DEF|NOM//conj//38 för//PP//case//45 Växt-//NN|UTR|-|-|SMS//nmod//38 och//KN//cc//47 Träskyddsmedel//NN|NEU|PLU|IND|NOM//conj//45 (//PAD//punct//49 IVT//PM|NOM//appos//38 )//PAD//punct//15 .//MAD//punct//15
7 Något om olaglig införsel av handelsgödsel och bekämpningsmedel m.m. ;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 finns//VB|PRS|SFO//ROOT//1 misstankar//NN|UTR|PLU|IND|NOM//nsubj//1 om//PP//mark//9 att//SN//mark//9 handelsgödsel//NN|UTR|SIN|IND|NOM//nsubj:pass//9 och//KN//cc//7 bekämpningsmedel//NN|NEU|PLU|IND|NOM//conj//5 olagligt//AB|POS//advmod//9 förs//VB|PRS|SFO//acl//2 in//PL//compound:prt//9 till//PP//case//12 Sverige//PM|NOM//obl//9 .//MAD//punct//1
7 Något om olaglig införsel av handelsgödsel och bekämpningsmedel m.m. ;I//PP//case//16 något//DT|NEU|SIN|IND//det//16 fall//NN|NEU|SIN|IND|NOM//obl//17 anser//VB|PRS|AKT//parataxis//1 man//PN|UTR|SIN|IND|SUB//nsubj//17 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//17 ha//VB|INF|AKT//xcomp//17 vetskap//NN|UTR|SIN|IND|NOM//obj//20 om//PP//mark//25 att//SN//mark//25 smuggling//NN|UTR|SIN|IND|NOM//nsubj//25 förekommer//VB|PRS|AKT//advcl//20 .//MAD//punct//17
7 Något om olaglig införsel av handelsgödsel och bekämpningsmedel m.m. ;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//28 har//VB|PRS|AKT//conj//1 emellertid//AB//advmod//28 inga//DT|UTR/NEU|PLU|IND//det//32 klara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 belägg//NN|NEU|PLU|IND|NOM//obj//28 för//PP//mark//38 att//IE//mark//38 så//AB//advmod//36 faktiskt//AB|POS//advmod//38 är//VB|PRS|AKT//cop//38 fallet//NN|NEU|SIN|DEF|NOM//advcl//28 .//MID//punct//28
7 Något om olaglig införsel av handelsgödsel och bekämpningsmedel m.m. ;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//41 finns//VB|PRS|SFO//parataxis//28 därför//AB//advmod//41 inte//AB//advmod//41 tillräckligt//JJ|POS|NEU|SIN|IND|NOM//amod//45 underlag//NN|NEU|SIN|IND|NOM//nsubj//41 för//PP//mark//49 att//IE//mark//49 kunna//VB|INF|AKT//aux//49 uppskatta//VB|INF|AKT//acl//45 hur//HA//advmod//51 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 volymer//NN|UTR|PLU|IND|NOM//obj//49 av//PP//case//55 dessa//DT|UTR/NEU|PLU|DEF//det//55 insatsmedel//NN|NEU|PLU|IND|NOM//nmod//52 som//HP|-|-|-//nsubj:pass//58 årligen//AB//advmod//58 förs//VB|PRS|SFO//acl:relcl//55 in//PL//compound:prt//58 olagligt//AB|POS//advmod//58 till//PP//case//62 Sverige//PM|NOM//obl//58 .//MAD//punct//41
7 Något om olaglig införsel av handelsgödsel och bekämpningsmedel m.m. ;Trots//PP//mark//3 att//SN//fixed//0 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//3 råder//VB|PRS|AKT//advcl//39 osäkerhet//NN|UTR|SIN|IND|NOM//obj//3 om//PP//mark//11 i//PP//case//7 vad//HP|NEU|SIN|IND//det//10 mån//NN|UTR|SIN|IND|NOM//fixed//7 olaglig//JJ|POS|UTR|SIN|IND|NOM//amod//10 införsel//NN|UTR|SIN|IND|NOM//nsubj//11 sker//VB|PRS|AKT//advcl//3 och//KN//cc//17 i//PP//case//15 vilken//HD|UTR|SIN|IND//det//15 omfattning//NN|UTR|SIN|IND|NOM//obl//17 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//17 förekommer//VB|PRS|AKT//conj//11 lämnas//VB|INF|SFO//xcomp//17 i//PP//case//23 det//DT|NEU|SIN|DEF//det//23 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//23 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 uppgifter//NN|UTR|PLU|IND|NOM//obl//18 som//HP|-|-|-//nsubj//25 ger//VB|PRS|AKT//acl:relcl//23 stöd//NN|NEU|SIN|IND|NOM//obj//25 för//PP//case//28 misstankarna//NN|UTR|PLU|DEF|NOM//obl//25 att//SN//mark//31 smuggling//NN|UTR|SIN|IND|NOM//nsubj//31 förekommer//VB|PRS|AKT//advcl//18 .//MAD//punct//3
7 Något om olaglig införsel av handelsgödsel och bekämpningsmedel m.m. ;Olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 motiv//NN|NEU|PLU|IND|NOM//nsubj:pass//39 för//PP//case//36 smuggling//NN|UTR|SIN|IND|NOM//nmod//34 av//PP//case//38 bekämpningsmedel//NN|NEU|PLU|IND|NOM//nmod//36 berörs//VB|PRS|SFO//ROOT//39 också//AB//advmod//39 .//MID//punct//39
