Sammanfattning;Statskontoret//NN|NEU|SIN|DEF|NOM//nsubj//1 fick//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 12//RG|NOM//nummod//4 mars//NN|UTR|SIN|IND|NOM//obj//1 2004//RG|NOM//nummod//4 i//PP//case//7 uppdrag//NN|NEU|SIN|IND|NOM//obl//1 av//PP//case//9 Finansieringsutredningen//PM|NOM//nmod//7 att//IE//mark//11 beskriva//VB|INF|AKT//acl//7 processen//NN|UTR|SIN|DEF|NOM//obj//11 för//PP//case//14 uttag//NN|NEU|SIN|IND|NOM//obl//11 ur//PP//case//16 kärnavfallsfonden//NN|UTR|SIN|DEF|NOM//nmod//14 .//MAD//punct//1
Sammanfattning;Projektet//NN|NEU|SIN|DEF|NOM//nsubj//20 skulle//VB|PRT|AKT//aux//20 beskriva//VB|INF|AKT//parataxis//1 hur//HA//advmod//23 uttagsprocessen//NN|UTR|SIN|DEF|NOM//nsubj//23 fungerar//VB|PRS|AKT//ccomp//20 i//PP//case//25 praktiken//NN|UTR|SIN|DEF|NOM//obl//23 och//KN//cc//30 vilka//HD|UTR/NEU|PLU|IND//det//28 kontrollmöjligheter//NN|UTR|PLU|IND|NOM//nmod//30 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//30 Kärnkraftinspektion//NN|UTR|SIN|IND|NOM//conj//23 (//PAD//punct//30 SKI//PM|NOM//appos//30 )//PAD//punct//30 använder//VB|PRS|AKT//conj//23 .//MAD//punct//20
Sammanfattning;Dessutom//AB//advmod//39 skulle//VB|PRT|AKT//aux//39 Statskontoret//NN|NEU|SIN|DEF|NOM//nsubj//39 belysa//VB|INF|AKT//conj//20 problem//NN|NEU|PLU|IND|NOM//obj//39 och//KN//cc//42 möjligheter//NN|UTR|PLU|IND|NOM//conj//40 till//PP//case//44 förbättringar//NN|UTR|PLU|IND|NOM//nmod//42 av//PP//case//46 uttagsprocessen//NN|UTR|SIN|DEF|NOM//nmod//44 .//MAD//punct//1
Sammanfattning;Vi//PN|UTR|PLU|DEF|SUB//nsubj//2 har//VB|PRS|AKT//aux//2 identifierat//VB|SUP|AKT//ROOT//2 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 problem//NN|NEU|PLU|IND|NOM//obj//2  //_SP////4 med//PP//case//7 uttagsprocessen//NN|UTR|SIN|DEF|NOM//obl//2 ://MAD//punct//2
Sammanfattning;Kärnavfallsprogrammet//NN|NEU|SIN|DEF|NOM//nsubj//1 bygger//VB|PRS|AKT//ROOT//1 på//PP//case//4 en//DT|UTR|SIN|IND//det//4 rollfördelning//NN|UTR|SIN|IND|NOM//obl//1 som//HP|-|-|-//nsubj//6 sätter//VB|PRS|AKT//acl:relcl//4 klara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 gränser//NN|UTR|PLU|IND|NOM//obj//6 för//PP//case//11 tillsynsmyndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//11 möjligheter//NN|UTR|PLU|IND|NOM//obl//6 att//IE//mark//13 påverka//VB|INF|AKT//acl//11 .//MAD//punct//1
Sammanfattning;Den//DT|UTR|SIN|DEF//det//2 årliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 processen//NN|UTR|SIN|DEF|NOM//nsubj//10 med//PP//case//5 snäva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 tidsramar//NN|UTR|PLU|IND|NOM//nmod//2 för//PP//case//7 granskning//NN|UTR|SIN|IND|NOM//nmod//5 och//KN//cc//9 kontroll//NN|UTR|SIN|IND|NOM//conj//7 gör//VB|PRS|AKT//ROOT//10 att//SN//mark//15 systemet//NN|NEU|SIN|DEF|NOM//nsubj//15 är//VB|PRS|AKT//cop//15 hårt//AB|POS//advmod//15 pressat//PC|PRF|NEU|SIN|IND|NOM//ccomp//10 .//MAD//punct//10
Sammanfattning;SKI//PM|NOM//nsubj//2 är//VB|PRS|AKT//aux:pass//2 präglade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ROOT//2 av//PP//case//5 en//DT|UTR|SIN|IND//det//5 teknik-//NN|UTR|-|-|SMS//obl//2 och//KN//cc//7 säkerhetskultur//NN|UTR|SIN|IND|NOM//conj//5 som//HP|-|-|-//nsubj//9 sätter//VB|PRS|AKT//acl:relcl//7 gränser//NN|UTR|PLU|IND|NOM//obj//9 för//PP//mark//15 att//IE//mark//15 i//PP//case//14 praktiken//NN|UTR|SIN|DEF|NOM//obl//15 använda//VB|INF|AKT//advcl//9 de//DT|UTR/NEU|PLU|DEF//det//18 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 verktygen//NN|NEU|PLU|DEF|NOM//obj//15 .//MAD//punct//2
Sammanfattning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 finns//VB|PRS|SFO//ROOT//1 en//DT|UTR|SIN|IND//det//3 osäkerhet//NN|UTR|SIN|IND|NOM//nsubj//1 om//PP//mark//8 vilket//HD|NEU|SIN|IND//det//6 mandat//NN|NEU|SIN|IND|NOM//amod//7 SKI//PM|NOM//nsubj//8 har//VB|PRS|AKT//acl//3 från//PP//case//10 statsmakterna//NN|UTR|PLU|DEF|NOM//obl//8 att//IE//mark//12 använda//VB|INF|AKT//xcomp//8 de//DT|UTR/NEU|PLU|DEF//det//15 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 verktygen//NN|NEU|PLU|DEF|NOM//obj//12 .//MAD//punct//1
Sammanfattning;Regelverket//NN|NEU|SIN|DEF|NOM//nsubj//4 kring//PP//case//2 uttagsprocessen//NN|UTR|SIN|DEF|NOM//nmod//0 är//VB|PRS|AKT//cop//4 oklart//JJ|POS|NEU|SIN|IND|NOM//ROOT//4 och//KN//cc//6 ///MID//conj//4 eller//KN//cc//8 följs//VB|PRS|SFO//conj//4 inte//AB//advmod//8 .//MAD//punct//4
Sammanfattning;Korta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 tidsfrister//NN|UTR|PLU|IND|NOM//nsubj//19 och//KN//cc//14 brister//NN|UTR|PLU|IND|NOM//conj//12 i//PP//case//16 redovisningen//NN|UTR|SIN|DEF|NOM//nmod//14 av//PP//case//18 kostnader//NN|UTR|PLU|IND|NOM//nmod//16 försvårar//VB|PRS|AKT//conj//4 granskning//NN|UTR|SIN|IND|NOM//obj//19 och//KN//cc//22 uppföljning//NN|UTR|SIN|IND|NOM//conj//20 .//MAD//punct//4
Sammanfattning;Systemet//NN|NEU|SIN|DEF|NOM//nsubj//3 är//VB|PRS|AKT//cop//3 inte//AB//advmod//3 transparent//JJ|POS|UTR|SIN|IND|NOM//ROOT//3 .//MAD//punct//3
