Informationsutbyte vid samarbete mot grov organiserad brottslighet;Slutbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//4 informationsutbyte//NN|NEU|SIN|IND|NOM//nmod//2 vid//PP//case//6 brottsbekämpning//NN|UTR|SIN|IND|NOM//nmod//4 m.m.//AB|AN//conj//0
Informationsutbyte vid samarbete mot grov organiserad brottslighet;Stockholm//PM|NOM//ROOT//0 2011//RG|NOM//nummod//0

Till statsrådet och chefen för Justitiedepartementet;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 25//RG|NOM//nummod//4 februari//NN|UTR|SIN|IND|NOM//obl//1 2010//RG|NOM//nummod//4 att//IE//mark//7 tillkalla//VB|INF|AKT//acl//4 en//DT|UTR|SIN|IND//det//10 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//10 utredare//NN|UTR|SIN|IND|NOM//obj//7 för//PP//mark//15 att//IE//mark//15 dels//KN//advmod//15  //_SP////13 analysera//VB|INF|AKT//advcl//7 hur//HA//advmod//19 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//18 rätt//NN|UTR|SIN|IND|NOM//nsubj//19 förhåller//VB|PRS|AKT//ccomp//15 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//19 till//PP//case//22 bestämmelserna//NN|UTR|PLU|DEF|NOM//obl//19 i//PP//case//26 Rådets//NN|NEU|SIN|DEF|GEN//nmod:poss//25 rambeslut//NN|NEU|SIN|IND|NOM//nmod//26 2008/977//RG|NOM//nmod//22 ///MID//cc//28 RIF//PM|NOM//conj//26 av//PP//case//32 den//DT|UTR|SIN|DEF//det//32 27//RG|NOM//nummod//32 november//NN|UTR|SIN|IND|NOM//nmod//28 2008//RG|NOM//nummod//32 om//PP//case//35 skydd//NN|NEU|SIN|IND|NOM//nmod//32 av//PP//case//37 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//35 som//HP|-|-|-//nsubj:pass//39 behandlas//VB|PRS|SFO//acl:relcl//37 inom//PP//case//43 ramen//NN|UTR|SIN|DEF|NOM//fixed//40 för//PP//fixed//40 polissamarbete//NN|NEU|SIN|IND|NOM//obl//39 och//KN//cc//46 straffrättsligt//JJ|POS|NEU|SIN|IND|NOM//amod//46 samarbete//NN|NEU|SIN|IND|NOM//conj//43 (//PAD//punct//32 dataskyddsrambeslutet//NN|NEU|SIN|DEF|NOM//appos//32 )//PAD//punct//4 och//KN//cc//51 utarbeta//VB|INF|AKT//conj//1 nödvändiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 författningsförslag//NN|NEU|PLU|IND|NOM//obj//51 för//PP//mark//58 att//SN//mark//58 Sverige//PM|NOM//nsubj//58 ska//VB|PRS|AKT//aux//58 leva//VB|INF|AKT//advcl//51 upp//PL//compound:prt//58 till//PP//case//61 bestämmelserna//NN|UTR|PLU|DEF|NOM//obl//58 i//PP//case//63 rambeslutet//NN|NEU|SIN|DEF|NOM//obl//58 ,//MID//punct//67 dels//KN//advmod//67  //_SP////65 analysera//VB|INF|AKT//conj//51 behovet//NN|NEU|SIN|DEF|NOM//obj//67 av//PP//case//71 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//71 regler//NN|UTR|PLU|IND|NOM//nmod//68 om//PP//case//74 Europolanställdas//PM|GEN//amod//74 befattning//NN|UTR|SIN|IND|NOM//nmod//71 med//PP//case//77 hemliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//77 uppgifter//NN|UTR|PLU|IND|NOM//nmod//74 för//PP//mark//82 att//SN//mark//82 Sverige//PM|NOM//nsubj//82 ska//VB|PRS|AKT//aux//82 leva//VB|INF|AKT//advcl//67 upp//PL//compound:prt//82 till//PP//case//85 bestämmelserna//NN|UTR|PLU|DEF|NOM//obl//82 i//PP//case//88 Rådets//NN|NEU|SIN|DEF|GEN//nmod:poss//88 beslut//NN|NEU|SIN|IND|NOM//nmod//85 2009/371//RG|NOM//advmod//82 ///MID//cc//91 RIF//PM|NOM//obl//82 av//PP//case//95 den//DT|UTR|SIN|DEF//det//95 6//RO|NOM//nummod//95 april//NN|UTR|SIN|IND|NOM//nmod//91 2009//RG|NOM//nummod//95 om//PP//case//98 inrättande//NN|NEU|SIN|IND|NOM//obl//82 av//PP//case//101 Europeiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//101 polisbyrån//NN|UTR|SIN|DEF|NOM//nmod//98 ,//MID//punct//103 Europol//PM|NOM//conj//101 (//PAD//punct//105 Europolrådsbeslutet//NN|NEU|SIN|DEF|NOM//conj//101 )//PAD//punct//105 och//KN//cc//110 vid//PP//case//109 behov//NN|NEU|SIN|IND|NOM//obl//110 utarbeta//VB|INF|AKT//conj//82 nödvändiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//112 författningsförslag//NN|NEU|PLU|IND|NOM//obj//110 .//MAD//punct//1
Till statsrådet och chefen för Justitiedepartementet;Samma//DT|UTR/NEU|SIN/PLU|IND//det//1 dag//NN|UTR|SIN|IND|NOM//obl//2 förordnades//VB|PRT|SFO//ROOT//2 kammarrättslagmannen//NN|UTR|SIN|DEF|NOM//nmod//4 Sten//PM|NOM//nsubj//2 Wahlqvist//PM|NOM//flat:name//4 som//KN//mark//8 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//8 utredare//NN|UTR|SIN|IND|NOM//xcomp//2 .//MAD//punct//2
Till statsrådet och chefen för Justitiedepartementet;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 21//RG|NOM//nummod//4 oktober//NN|UTR|SIN|IND|NOM//obl//1 2010//RG|NOM//nummod//4 att//IE//mark//8 även//AB//advmod//8 ge//VB|INF|AKT//xcomp//1 den//DT|UTR|SIN|DEF//det//11 särskilde//PC|PRF|MAS|SIN|DEF|NOM//amod//11 utredaren//NN|UTR|SIN|DEF|NOM//obj//8 i//PP//case//13 uppdrag//NN|NEU|SIN|IND|NOM//obl//8 att//IE//mark//15 se//VB|INF|AKT//acl//13 över//PL//case//18 de//DT|UTR/NEU|PLU|DEF//det//18 regler//NN|UTR|PLU|IND|NOM//obj//15 om//PP//case//20 sekretess//NN|UTR|SIN|IND|NOM//nmod//18 och//KN//cc//22 utbyte//NN|NEU|SIN|IND|NOM//conj//20 av//PP//case//24 information//NN|UTR|SIN|IND|NOM//nmod//22 mellan//PP//case//26 myndigheter//NN|UTR|PLU|IND|NOM//nmod//24 som//HP|-|-|-//nsubj//28 gäller//VB|PRS|AKT//acl:relcl//26 vid//PP//case//31 myndigheternas//NN|UTR|PLU|DEF|GEN//nmod:poss//31 samarbete//NN|NEU|SIN|IND|NOM//obl//28 mot//PP//case//35 grov//JJ|POS|UTR|SIN|IND|NOM//amod//35 organiserad//PC|PRF|UTR|SIN|IND|NOM//amod//35 brottslighet//NN|UTR|SIN|IND|NOM//nmod//31 .//MAD//punct//1
Till statsrådet och chefen för Justitiedepartementet;I//PP//case//1 tilläggsdirektiven//NN|NEU|PLU|DEF|NOM//obl//2 beslutades//VB|PRT|SFO//ROOT//2 också//AB//advmod//2 om//PP//case//6 förlängd//PC|PRF|UTR|SIN|IND|NOM//amod//6 tid//NN|UTR|SIN|IND|NOM//obl//2 för//PP//mark//9 att//IE//mark//9 redovisa//VB|INF|AKT//advcl//2 uppdraget//NN|NEU|SIN|DEF|NOM//obj//9 till//PP//advmod//9 senast//AB|SUV//case//15 den//DT|UTR|SIN|DEF//det//15 1//RO|NOM//nummod//15 december//NN|UTR|SIN|IND|NOM//obl//9 2011//RG|NOM//nummod//15 .//MAD//punct//2
Till statsrådet och chefen för Justitiedepartementet;Den//DT|UTR|SIN|DEF//det//20 särskilde//PC|PRF|MAS|SIN|DEF|NOM//amod//20 utredaren//NN|UTR|SIN|DEF|NOM//nsubj//21 gavs//VB|PRT|SFO//parataxis//2 dock//AB//advmod//21 frihet//NN|UTR|SIN|IND|NOM//obj//21 att//IE//mark//27 under//PP//case//26 utredningstiden//NN|UTR|SIN|DEF|NOM//obl//27 välja//VB|INF|AKT//acl//23 att//IE//mark//29 redovisa//VB|INF|AKT//xcomp//27 någon//DT|UTR|SIN|IND//det//31 del//NN|UTR|SIN|IND|NOM//obj//29 av//PP//case//33 utredningen//NN|UTR|SIN|DEF|NOM//nmod//31 särskilt//AB//advmod//29 .//MAD//punct//2
Till statsrådet och chefen för Justitiedepartementet;Som//KN//mark//1 experter//NN|UTR|PLU|IND|NOM//obl//5 att//IE//mark//3 biträda//VB|INF|AKT//acl//1 utredningen//NN|UTR|SIN|DEF|NOM//obj//3 förordnades//VB|PRT|SFO//ROOT//5 från//PP//case//11 och//KN//cc//8 med//PP//conj//6 den//DT|UTR|SIN|DEF//det//11 22//RG|NOM//nummod//11 mars//NN|UTR|SIN|IND|NOM//nmod//15 2010//RG|NOM//nummod//11 rättsliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//14 experten//NN|UTR|SIN|DEF|NOM//nmod//15 Helena//PM|NOM//nsubj//5 Bontin//PM|NOM//flat:name//15 ,//MID//punct//18 Skatteverket//PM|NOM//conj//15 ,//MID//punct//18 rådmannen//NN|UTR|SIN|DEF|NOM//nmod//21 Lars//PM|NOM//appos//15 Dahlström//PM|NOM//flat:name//21 ,//MID//punct//24 Förvaltningsrätten//NN|UTR|SIN|DEF|NOM//conj//15 i//PP//case//26 Göteborg//PM|NOM//nmod//24 ,//MID//punct//15
Till statsrådet och chefen för Justitiedepartementet;Förvaltningsrätten//NN|UTR|SIN|DEF|NOM//ROOT//0 i//PP//case//2 Malmö//PM|NOM//nmod//0 ,//MID//punct//0 numera//AB//advmod//5 byråchefen//NN|UTR|SIN|DEF|NOM//nmod//6 Johan//PM|NOM//appos//0 Lindmark//PM|NOM//flat:name//6 ,//MID//punct//9 Ekobrottsmyndigheten//PM|NOM//conj//6 ,//MID//punct//12 juristen//NN|UTR|SIN|DEF|NOM//nmod//12 Malin//PM|NOM//conj//6 Lundberg//PM|NOM//flat//12 ,//MID//punct//15 Tullverket//PM|NOM//conj//6 ,//MID//punct//18 rättssakkunniga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//18 Leena//PM|NOM//conj//6 Reinikainen//PM|NOM//flat//18 ,//MID//punct//21 Finansdepartementet//NN|NEU|SIN|DEF|NOM//conj//6 ,//MID//punct//21 numera//AB//advmod//24 chefsjuristen//NN|UTR|SIN|DEF|NOM//nmod//25 Sara//PM|NOM//conj//6 Thörngren//PM|NOM//flat:name//25 ,//MID//punct//28 Kustbevakningen//NN|UTR|SIN|DEF|NOM//conj//25 ,//MID//punct//28 ämnesrådet//NN|NEU|SIN|DEF|NOM//nmod//31 Annika//PM|NOM//conj//25 Waller//PM|NOM//flat:name//31 ,//MID//punct//34 Justitiedepartementet//PM|NOM//conj//31 ,//MID//punct//31 och//KN//cc//38 chefsåklagaren//NN|UTR|SIN|DEF|NOM//nmod//38 Solveig//PM|NOM//conj//25 Wollstad//PM|NOM//flat:name//38 ,//MID//punct//41 Åklagarmyndigheten//PM|NOM//conj//6 .//MAD//punct//0
Till statsrådet och chefen för Justitiedepartementet;Från//PP//case//5 och//KN//fixed//0 med//PP//fixed//0 den//DT|UTR|SIN|DEF//det//5 12//RG|NOM//nummod//5 januari//NN|UTR|SIN|IND|NOM//obl//7 2011//RG|NOM//nummod//5 förordnades//VB|PRT|SFO//ROOT//7 vidare//AB|KOM//advmod//7 som//KN//mark//10 experter//NN|UTR|PLU|IND|NOM//xcomp//7 att//IE//mark//12 biträda//VB|INF|AKT//advcl//7 utredningen//NN|UTR|SIN|DEF|NOM//iobj//12 verksjuristen//NN|UTR|SIN|DEF|NOM//nmod//16 Ann-Marie//PM|NOM//nmod//16 Ahlqvist//PM|NOM//obj//12 ,//MID//punct//18 Kronofogdemyndigheten//PM|NOM//conj//16 ,//MID//punct//16 numera//AB//advmod//21 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//22 Jenny//PM|NOM//obj//12 Ferm//PM|NOM//flat:name//22 ,//MID//punct//25 Justitiedepartementet//PM|NOM//conj//22 ,//MID//punct//25 verksjuristen//NN|UTR|SIN|DEF|NOM//nmod//28 Yvette//PM|NOM//conj//22 Glantz//PM|NOM//flat:name//28 ,//MID//punct//31 Rikspolisstyrelsen//PM|NOM//conj//28 ,//MID//punct//28 rättslige//JJ|POS|MAS|SIN|DEF|NOM//amod//34 experten//NN|UTR|SIN|DEF|NOM//nmod//35 Lars//PM|NOM//conj//22 Haglund//PM|NOM//flat:name//35 ,//MID//punct//38 Skatteverket//PM|NOM//conj//35 ,//MID//punct//35 numera//AB//advmod//41 verksjuristen//NN|UTR|SIN|DEF|NOM//nmod//42 Drazenko//PM|NOM//appos//35 Jozic//PM|NOM//flat//42 ,//MID//punct//42 Försäkringskassan//NN|UTR|SIN|DEF|NOM//conj//42 ,//MID//punct//45 biträdande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//48 chefsinspektionen//NN|UTR|SIN|DEF|NOM//conj//42 .//MAD//punct//7
