Sammanfattning;Felaktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 utbetalningar//NN|UTR|PLU|IND|NOM//nsubj//2 undergräver//VB|PRS|AKT//ROOT//2 förtroendet//NN|NEU|SIN|DEF|NOM//obj//2 för//PP//case//5 välfärdssystemen//NN|NEU|PLU|DEF|NOM//nmod//3 .//MAD//punct//2
Sammanfattning;Därför//AB//advmod//10 är//VB|PRS|AKT//cop//10 området//NN|NEU|SIN|DEF|NOM//nsubj//10 viktigt//JJ|POS|NEU|SIN|IND|NOM//parataxis//2 att//IE//mark//12 titta//VB|INF|AKT//acl//10 närmare//AB|KOM//advmod//12 på//PP//case//12 .//MAD//punct//10
Sammanfattning;En//DT|UTR|SIN|IND//det//17 del//NN|UTR|SIN|IND|NOM//conj//10 av//PP//case//20 delegationens//NN|UTR|SIN|DEF|GEN//nmod:poss//20 uppdrag//NN|NEU|SIN|IND|NOM//nmod//17 är//VB|PRS|AKT//cop//17 att//IE//mark//23 undersöka//VB|INF|AKT//csubj//17 allmänhetens//NN|UTR|SIN|DEF|GEN//nmod:poss//25 attityder//NN|UTR|PLU|IND|NOM//obj//23 till//PP//case//28 felaktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 utbetalningar//NN|UTR|PLU|IND|NOM//nmod//25 från//PP//case//30 välfärdssystemen//NN|NEU|PLU|DEF|NOM//nmod//28 .//MAD//punct//10
Sammanfattning;I//PP//case//34 denna//DT|UTR|SIN|DEF//det//34 rapport//NN|UTR|SIN|IND|NOM//obl//35 ger//VB|PRS|AKT//parataxis//10 vi//PN|UTR|PLU|DEF|SUB//nsubj//35 en//DT|UTR|SIN|IND//det//39 aktuell//JJ|POS|UTR|SIN|IND|NOM//amod//39 lägesbild//NN|UTR|SIN|IND|NOM//obj//35 av//PP//case//42 allmänhetens//NN|UTR|SIN|DEF|GEN//nmod:poss//42 inställning//NN|UTR|SIN|IND|NOM//nmod//39 till//PP//case//44 fel//NN|NEU|SIN|IND|NOM//nmod//42 och//KN//cc//46 fusk//NN|NEU|SIN|IND|NOM//conj//44 med//PP//case//48 bidrag//NN|NEU|PLU|IND|NOM//obl//46 .//MAD//punct//2
Sammanfattning;Detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//51 gör//VB|PRS|AKT//parataxis//2 vi//PN|UTR|PLU|DEF|SUB//nsubj//51 genom//PP//mark//55 att//IE//mark//55 redogöra//VB|INF|AKT//advcl//51 för//PP//case//57 resultaten//NN|NEU|PLU|DEF|NOM//obl//55 från//PP//case//60 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//60 undersökningar//NN|UTR|PLU|IND|NOM//nmod//57 och//KN//cc//62 redovisa//VB|INF|AKT//conj//55 resultaten//NN|NEU|PLU|DEF|NOM//obj//62 från//PP//case//66 den//DT|UTR|SIN|DEF//det//66 attitydundersökning//NN|UTR|SIN|IND|NOM//nmod//63 riktad//PC|PRF|UTR|SIN|IND|NOM//xcomp//62 till//PP//case//69 allmänheten//NN|UTR|SIN|DEF|NOM//obl//67 som//HP|-|-|-//obj//73 Kantar//PM|NOM//nsubj//73 Sifo//PM|NOM//flat//71 genomfört//VB|SUP|AKT//acl:relcl//69 på//PP//case//75 uppdrag//NN|NEU|SIN|IND|NOM//obl//73 av//PP//case//77 delegationen//NN|UTR|SIN|DEF|NOM//nmod//75 .//MAD//punct//51

Tillåtande attityd till vissa former av bidragsfusk;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 finns//VB|PRS|SFO//ROOT//1 ett//DT|NEU|SIN|IND//det//4 tydligt//JJ|POS|NEU|SIN|IND|NOM//amod//4 avståndstagande//NN|NEU|SIN|IND|NOM//nsubj//1 till//PP//case//6 fusk//NN|NEU|SIN|IND|NOM//obl//1 med//PP//case//8 bidrag//NN|NEU|PLU|IND|NOM//nmod//6 ,//MID//punct//1 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//11 anses//VB|PRS|SFO//parataxis//1 omoraliskt//JJ|POS|NEU|SIN|IND|NOM//xcomp//11 och//KN//cc//14 någonting//PN|NEU|SIN|IND|SUB/OBJ//conj//12 som//HP|-|-|-//nsubj//16 påverkar//VB|PRS|AKT//acl:relcl//14 välfärden//NN|UTR|SIN|DEF|NOM//obj//16 negativt//AB|POS//advmod//16 .//MAD//punct//1
Tillåtande attityd till vissa former av bidragsfusk;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//23 är//VB|PRS|AKT//cop//23 dock//AB//advmod//23 fler//PN|UTR/NEU|PLU|IND|SUB/OBJ//parataxis//1 som//HP|-|-|-//nsubj//25 anser//VB|PRS|AKT//acl:cleft//23 att//SN//mark//29 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//29 är//VB|PRS|AKT//cop//29 allvarligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//ccomp//25 att//SN//mark//33 människor//NN|UTR|PLU|IND|NOM//nsubj//33 inte//AB//advmod//33 får//VB|PRS|AKT//csubj//29 bidrag//NN|NEU|PLU|IND|NOM//obj//33 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//36 har//VB|PRS|AKT//acl:relcl//34 rätt//NN|UTR|SIN|IND|NOM//obj//36 till//PP//advmod//36 än//KN//mark//42 att//SN//mark//42 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//42 fuskas//VB|PRS|SFO//advcl//36 .//MAD//punct//23
Tillåtande attityd till vissa former av bidragsfusk;Stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 skillnader//NN|UTR|PLU|IND|NOM//nsubj//48 i//PP//case//47 attityder//NN|UTR|PLU|IND|NOM//nmod//45 finns//VB|PRS|SFO//parataxis//23 dock//AB//advmod//48 mellan//PP//case//51 åldersgrupperna//NN|UTR|PLU|DEF|NOM//obl//48 där//HA//advmod//54 äldre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//54 ser//VB|PRS|AKT//acl:relcl//51 betydligt//AB//advmod//56 allvarligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//54 på//PP//case//58 fusk//NN|NEU|SIN|IND|NOM//obl//54 med//PP//case//60 bidrag//NN|NEU|PLU|IND|NOM//obl//54 än//KN//mark//64 vad//HP|NEU|SIN|IND//obj//64 yngre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//64 gör//VB|PRS|AKT//acl//60 .//MAD//punct//23
Tillåtande attityd till vissa former av bidragsfusk;Jämför//VB|PRS|AKT//parataxis//23 vi//PN|UTR|PLU|DEF|SUB//nsubj//66 med//PP//case//69 resultaten//NN|NEU|PLU|DEF|NOM//obl//66 från//PP//case//73 de//DT|UTR/NEU|PLU|DEF//det//73 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//73 undersökningarna//NN|UTR|PLU|DEF|NOM//nmod//69 kan//VB|PRS|AKT//aux//76 vi//PN|UTR|PLU|DEF|SUB//nsubj//76 se//VB|INF|AKT//conj//23 ett//DT|NEU|SIN|IND//det//80 visst//JJ|POS|NEU|SIN|IND|NOM//advmod//79 ökat//PC|PRF|NEU|SIN|IND|NOM//amod//80 avståndstagande//NN|NEU|SIN|IND|NOM//obj//76 till//PP//case//82 fusk//NN|NEU|SIN|IND|NOM//obl//76 .//MAD//punct//23
Tillåtande attityd till vissa former av bidragsfusk;Även//AB//mark//4 om//SN//fixed//0 de//DT|UTR/NEU|PLU|DEF//det//3 flesta//JJ|SUV|UTR/NEU|PLU|DEF|NOM//nsubj//4 har//VB|PRS|AKT//advcl//11 en//DT|UTR|SIN|IND//det//8 generellt//AB|POS//advmod//7 negativ//JJ|POS|UTR|SIN|IND|NOM//amod//8 inställning//NN|UTR|SIN|IND|NOM//obj//4 till//PP//case//10 bidragsfusk//NN|NEU|SIN|IND|NOM//nmod//8 varierar//VB|PRS|AKT//ROOT//11 attityderna//NN|UTR|PLU|DEF|NOM//nsubj//11 betydligt//AB//advmod//11 mellan//PP//case//16 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 former//NN|UTR|PLU|IND|NOM//obl//11 av//PP//case//18 fusk//NN|NEU|PLU|IND|NOM//nmod//16 .//MID//punct//11
