4.1 Princip om icke-diskriminering;Artikel//NN|UTR|SIN|IND|NOM//ROOT//0 2//RG|NOM//nummod//2 1//RG|NOM//nummod//0 .//MAD//punct//0
4.1 Princip om icke-diskriminering;Konventionsstaterna//NN|UTR|PLU|DEF|NOM//nsubj//6 skall//VB|PRS|AKT//aux//6 respektera//VB|INF|AKT//parataxis//0 och//KN//cc//8 tillförsäkra//VB|INF|AKT//conj//6 varje//DT|UTR/NEU|SIN|IND//det//10 barn//NN|NEU|SIN|IND|NOM//obj//8 inom//PP//case//13 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//13 jurisdiktion//NN|UTR|SIN|IND|NOM//nmod//10 de//DT|UTR/NEU|PLU|DEF//det//15 rättigheter//NN|UTR|PLU|IND|NOM//obj//8 som//HP|-|-|-//nsubj:pass//17 anges//VB|PRS|SFO//acl:relcl//15 i//PP//case//20 denna//DT|UTR|SIN|DEF//det//20 konvention//NN|UTR|SIN|IND|NOM//obl//17 utan//PP//case//22 åtskillnad//NN|UTR|SIN|IND|NOM//obl//17 av//PP//case//25 något//DT|NEU|SIN|IND//det//25 slag//NN|NEU|SIN|IND|NOM//nmod//22 ,//MID//punct//34 oavsett//PP//case//34 barnets//NN|NEU|SIN|DEF|GEN//nmod:poss//31 eller//KN//cc//30 dess//PS|UTR/NEU|SIN/PLU|DEF//conj//28 föräldrars//NN|UTR|PLU|IND|GEN//nmod:poss//34 eller//KN//cc//33 vårdnadshavares//NN|UTR|PLU|IND|GEN//conj//31 ras//NN|UTR|SIN|IND|NOM//conj//6 ,//MID//punct//36 hudfärg//NN|UTR|SIN|IND|NOM//conj//34 ,//MID//punct//38 kön//NN|NEU|SIN|IND|NOM//conj//34 ,//MID//punct//40 språk//NN|NEU|SIN|IND|NOM//conj//34 ,//MID//punct//42 religion//NN|UTR|SIN|IND|NOM//conj//34 ,//MID//punct//44 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//34 eller//KN//cc//46 annan//JJ|POS|UTR|SIN|IND|NOM//amod//47 åskådning//NN|UTR|SIN|IND|NOM//conj//34 ,//MID//punct//49 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 ,//MID//punct//49 etniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 eller//KN//cc//53 sociala//JJ|POS|UTR/NEU|SIN|DEF|NOM//conj//51 ursprung//NN|NEU|SIN|IND|NOM//conj//47 ,//MID//punct//56 egendom//NN|UTR|SIN|IND|NOM//conj//47 ,//MID//punct//58 handikapp//NN|NEU|SIN|IND|NOM//conj//47 ,//MID//punct//60 börd//NN|UTR|SIN|IND|NOM//conj//47 eller//KN//cc//62 ställning//NN|UTR|SIN|IND|NOM//conj//47 i//PP//advmod//34 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//63 .//MAD//punct//6
4.1 Princip om icke-diskriminering;2//RG|NOM//nummod//0 .//MAD//punct//0
4.1 Princip om icke-diskriminering;Konventionsstaterna//NN|UTR|PLU|DEF|NOM//nsubj//70 skall//VB|PRS|AKT//aux//70 vidta//VB|INF|AKT//parataxis//0 alla//DT|UTR/NEU|PLU|IND/DEF//det//73 lämpliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//73 åtgärder//NN|UTR|PLU|IND|NOM//obj//70 för//PP//mark//76 att//IE//mark//76 säkerställa//VB|INF|AKT//advcl//70 att//SN//mark//79 barnet//NN|NEU|SIN|DEF|NOM//nsubj:pass//79 skyddas//VB|PRS|SFO//ccomp//76 mot//PP//case//82 alla//DT|UTR/NEU|PLU|IND/DEF//det//82 former//NN|UTR|PLU|IND|NOM//obl//79 av//PP//case//84 diskriminering//NN|UTR|SIN|IND|NOM//nmod//82 eller//KN//cc//86 bestraffning//NN|UTR|SIN|IND|NOM//conj//84 på//PP//case//90 grund//NN|UTR|SIN|IND|NOM//fixed//87 av//PP//fixed//87 föräldrars//NN|UTR|PLU|IND|GEN//nmod:poss//95 ,//MID//punct//92 vårdnadshavares//NN|UTR|PLU|IND|GEN//conj//90 eller//KN//cc//94 familjemedlemmars//NN|UTR|PLU|IND|GEN//conj//90 ställning//NN|UTR|SIN|IND|NOM//nmod//82 ,//MID//punct//97 verksamhet//NN|UTR|SIN|IND|NOM//conj//95 ,//MID//punct//100 uttryckta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//100 åsikter//NN|UTR|PLU|IND|NOM//conj//95 eller//KN//cc//102 tro//NN|UTR|SIN|IND|NOM//conj//95 .//MAD//punct//70
4.1 Princip om icke-diskriminering;En//PN|UTR|SIN|IND|SUB/OBJ//nsubj//25 av//PP//case//4 de//DT|UTR/NEU|PLU|DEF//det//4 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 principerna//NN|UTR|PLU|DEF|NOM//nmod//0 i//PP//case//6 Barnkonventionen//NN|UTR|SIN|DEF|NOM//nmod//4 ,//MID//punct//0 och//KN//cc//19 i//PP//case//11 alla//DT|UTR/NEU|PLU|IND/DEF//det//11 konventioner//NN|UTR|PLU|IND|NOM//obl//19 inom//PP//case//13 området//NN|NEU|SIN|DEF|NOM//nmod//11 för//PP//case//16 mänskliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 rättigheter//NN|UTR|PLU|IND|NOM//nmod//13 ,//MID//punct//19 är//VB|PRS|AKT//cop//19 principen//NN|UTR|SIN|DEF|NOM//conj//0 om//PP//case//21 likabehandling//NN|UTR|SIN|IND|NOM//nmod//19 .//MAD//punct//0
4.1 Princip om icke-diskriminering;Artikel//NN|UTR|SIN|IND|NOM//nmod//24 2.1//RG|NOM//nsubj//25 uttrycker//VB|PRS|AKT//ROOT//25 att//SN//mark//46 varje//DT|UTR/NEU|SIN|IND//det//28 barn//NN|NEU|SIN|IND|NOM//nsubj//46 inom//PP//case//32 ett//DT|NEU|SIN|IND//det//31 lands//NN|NEU|SIN|IND|GEN//nmod:poss//32 jurisdiktion//NN|UTR|SIN|IND|NOM//nmod//28 utan//PP//case//34 diskriminering//NN|UTR|SIN|IND|NOM//nmod//28 av//PP//case//37 något//DT|NEU|SIN|IND//det//37 slag//NN|NEU|SIN|IND|NOM//nmod//34 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//39 barnet//NN|NEU|SIN|DEF|NOM//nmod//37 eller//KN//cc//42 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//42 föräldrar//NN|UTR|PLU|IND|NOM//conj//39 eller//KN//cc//44 vårdnadshavare//NN|UTR|PLU|IND|NOM//conj//39 skall//VB|PRS|AKT//aux//46 få//VB|INF|AKT//ccomp//25 del//NN|UTR|SIN|IND|NOM//obj//46 av//PP//case//50 de//DT|UTR/NEU|PLU|DEF//det//50 rättigheter//NN|UTR|PLU|IND|NOM//nmod//47 som//HP|-|-|-//nsubj:pass//52 omfattas//VB|PRS|SFO//acl:relcl//50 av//PP//case//54 Barnkonventionen//NN|UTR|SIN|DEF|NOM//obl:agent//52 .//MAD//punct//25
4.1 Princip om icke-diskriminering;Att//IE//mark//57 höra//VB|INF|AKT//csubj//62 under//PP//case//61 ett//DT|NEU|SIN|IND//det//60 lands//NN|NEU|SIN|IND|GEN//nmod:poss//61 jurisdiktion//NN|UTR|SIN|IND|NOM//obl//57 innebär//VB|PRS|AKT//parataxis//25 att//SN//mark//65 man//PN|UTR|SIN|IND|SUB//nsubj//65 har//VB|PRS|AKT//ccomp//62 rättigheter//NN|UTR|PLU|IND|NOM//obj//65 och//KN//cc//68 skyldigheter//NN|UTR|PLU|IND|NOM//conj//66 enligt//PP//case//72 den//DT|UTR|SIN|DEF//det//72 nationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//72 lagstiftningen//NN|UTR|SIN|DEF|NOM//obl//65 och//KN//cc//77 att//SN//mark//77 man//PN|UTR|SIN|IND|SUB//nsubj:pass//77 kan//VB|PRS|AKT//aux//77 dömas//VB|INF|SFO//conj//65 vid//PP//case//80 landets//NN|NEU|SIN|DEF|GEN//nmod:poss//80 domstolar//NN|UTR|PLU|IND|NOM//obl//77 .//MAD//punct//25
4.1 Princip om icke-diskriminering;Varje//DT|UTR/NEU|SIN|IND//det//84 annan//JJ|POS|UTR|SIN|IND|NOM//amod//84 artikel//NN|UTR|SIN|IND|NOM//nsubj:pass//88 i//PP//case//86 Barnkonventionen//NN|UTR|SIN|DEF|NOM//nmod//84 skall//VB|PRS|AKT//aux//88 ses//VB|INF|SFO//parataxis//25 i//PP//case//90 belysning//NN|UTR|SIN|IND|NOM//obl//88 av//PP//case//94 bl.a.//AB|AN//advmod//94 denna//DT|UTR|SIN|DEF//det//94 princip//NN|UTR|SIN|IND|NOM//nmod//90 .//MAD//punct//25
4.1 Princip om icke-diskriminering;"Artikeln//NN|UTR|SIN|DEF|NOM//nsubj//1 har//VB|PRS|AKT//ROOT//1 en//DT|UTR|SIN|IND//det//4 dubbel//JJ|POS|UTR|SIN|IND|NOM//amod//4 dimension//NN|UTR|SIN|IND|NOM//obj//1 ;//MID//punct//1"
4.1 Princip om icke-diskriminering;barn//NN|NEU|PLU|IND|NOM//nsubj:pass//9 får//VB|PRS|AKT//aux//9 inte//AB//advmod//9 diskrimineras//VB|INF|SFO//parataxis//1 i//PP//case//13 förhållande//NN|NEU|SIN|IND|NOM//fixed//10 till//PP//fixed//10 vuxna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//9 och//KN//cc//16 barn//NN|NEU|PLU|IND|NOM//nsubj//16 får//VB|PRS|AKT//aux//19 heller//AB//advmod//16 inte//AB//advmod//19 diskrimineras//VB|INF|SFO//conj//1 i//PP//case//24 förhållande//NN|NEU|SIN|IND|NOM//fixed//20 till//PP//case//24 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 barn//NN|NEU|PLU|IND|NOM//obl//19 .//MAD//punct//1
4.1 Princip om icke-diskriminering;"Staterna//NN|UTR|PLU|DEF|NOM//nsubj//27 har//VB|PRS|AKT//parataxis//1 en//DT|UTR|SIN|IND//det//29 skyldighet//NN|UTR|SIN|IND|NOM//obj//27 att//IE//mark//32 aktivt//AB|POS//advmod//32 skydda//VB|INF|AKT//acl//29 barnet//NN|NEU|SIN|DEF|NOM//obj//32 mot//PP//case//35 diskriminering//NN|UTR|SIN|IND|NOM//obl//32 –//RG|NOM//punct//40 i//PP//case//40 den//DT|UTR|SIN|DEF//det//40 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//40 översättningen//NN|UTR|SIN|DEF|NOM//appos//35 ""//PAD//punct//42 respektera//VB|INF|AKT//acl//40 och//KN//cc//44 tillförsäkra//VB|INF|AKT//conj//42 ""//PAD//punct//42 ,//MID//punct//50 i//PP//case//50 den//DT|UTR|SIN|DEF//det//50 engelska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//50 versionen//NN|UTR|SIN|DEF|NOM//conj//40 ""//PAD//punct//52 respect//UO//nmod//50 and//UO//cc//54 ensure//UO//conj//52 ""//PAD//punct//52 .//MAD//punct//50"
