Sammanfattning;Den//DT|UTR|SIN|DEF//det//1 ökning//NN|UTR|SIN|IND|NOM//nsubj:pass//12 av//PP//case//3 sjukfrånvaron//NN|UTR|SIN|DEF|NOM//nmod//1 totalt//AB|POS//advmod//1 i//PP//case//6 samhället//NN|NEU|SIN|DEF|NOM//obl//4 som//HP|-|-|-//nsubj//8 skett//VB|SUP|AKT//acl:relcl//6 under//PP//case//11 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//11 tid//NN|UTR|SIN|IND|NOM//obl//8 motsvaras//VB|PRS|SFO//ROOT//12 också//AB//advmod//12 av//PP//case//16 en//DT|UTR|SIN|IND//det//16 ökning//NN|UTR|SIN|IND|NOM//obl:agent//12 av//PP//case//20 den//DT|UTR|SIN|DEF//det//20 arbetsrelaterade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//20 sjukfrånvaron//NN|UTR|SIN|DEF|NOM//nmod//16 .//MAD//punct//12
Sammanfattning;Speciellt//AB|POS//advmod//23 gäller//VB|PRS|AKT//parataxis//12 det//PN|NEU|SIN|DEF|SUB/OBJ//det//25 sjukfrånvaro//NN|UTR|SIN|IND|NOM//nsubj//23 som//HP|-|-|-//nsubj:pass//28 kan//VB|PRS|AKT//aux//28 hänföras//VB|INF|SFO//acl:relcl//25 till//PP//case//31 arbetsrelaterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//31 besvär//NN|NEU|PLU|IND|NOM//obl//28 som//HP|-|-|-//nsubj//33 har//VB|PRS|AKT//acl:relcl//31 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obj//33 än//KN//case//38 rent//AB|POS//advmod//37 fysiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//38 orsaker//NN|UTR|PLU|IND|NOM//obl//33 .//MAD//punct//12
Sammanfattning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 finns//VB|PRS|SFO//ROOT//1 starka//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 samband//NN|NEU|PLU|IND|NOM//nsubj//1 mellan//PP//case//7 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 fysiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 exponeringar//NN|UTR|PLU|IND|NOM//nmod//3 i//PP//case//9 arbetslivet//NN|NEU|SIN|DEF|NOM//obl//1 ,//MID//punct//12 fysiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 besvär//NN|NEU|PLU|IND|NOM//conj//9 och//KN//cc//15 arbetsrelaterad//PC|PRF|UTR|SIN|IND|NOM//amod//15 sjukfrånvaro//NN|UTR|SIN|IND|NOM//conj//9 ,//MID//punct//21 men//KN//cc//21 sambanden//NN|NEU|PLU|DEF|NOM//nsubj//21 har//VB|PRS|AKT//aux//21 inte//AB//advmod//21 ökat//VB|SUP|AKT//conj//1 i//PP//case//23 styrka//NN|UTR|SIN|IND|NOM//obl//21 under//PP//case//25 tidsperioden//NN|UTR|SIN|DEF|NOM//obl//21 .//MAD//punct//1
Sammanfattning;Sambanden//NN|NEU|PLU|DEF|NOM//nsubj//10 mellan//PP//case//3 psykosocial//JJ|POS|UTR|SIN|IND|NOM//amod//3 exponering//NN|UTR|SIN|IND|NOM//nmod//0 i//PP//case//5 arbetslivet//NN|NEU|SIN|DEF|NOM//nmod//3 och//KN//cc//8 arbetsrelaterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//8 besvär//NN|NEU|PLU|IND|NOM//conj//3 är//VB|PRS|AKT//cop//10 starka//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ROOT//10 och//KN//cc//13 har//VB|PRS|AKT//aux//13 ökat//VB|SUP|AKT//conj//10 under//PP//case//15 tidsperioden//NN|UTR|SIN|DEF|NOM//obl//13 .//MAD//punct//10
Sammanfattning;Bland//PP//case//1 kvinnor//NN|UTR|PLU|IND|NOM//obl//2 har//VB|PRS|AKT//aux//10 också//AB//advmod//2 sambanden//NN|NEU|PLU|DEF|NOM//obj//2 mellan//PP//case//7 psykosociala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 exponeringar//NN|UTR|PLU|IND|NOM//nmod//4 och//KN//cc//9 sjukfrånvaro//NN|UTR|SIN|IND|NOM//conj//7 ökat//VB|SUP|AKT//ROOT//10 .//MAD//punct//10
Sammanfattning;Fysisk//JJ|POS|UTR|SIN|IND|NOM//amod//1 exponering//NN|UTR|SIN|IND|NOM//ROOT//1 –//RG|NOM//punct//3 besvär//NN|NEU|PLU|IND|NOM//conj//1
Sammanfattning;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//4 som//HP|-|-|-//case//3 varje//DT|UTR/NEU|SIN|IND//det//3 dag//NN|UTR|SIN|IND|NOM//nmod//0 lyfter//VB|PRS|AKT//ROOT//4 tungt//AB|POS//advmod//4 i//PP//case//7 jobbet//NN|NEU|SIN|DEF|NOM//obl//4 ,//MID//punct//4 arbetar//VB|PRS|AKT//conj//4 minst//AB|SUV//advmod//11 en//DT|UTR|SIN|IND//det//12 fjärdedel//NN|UTR|SIN|IND|NOM//nsubj//9 av//PP//case//14 tiden//NN|UTR|SIN|DEF|NOM//nmod//12 i//PP//case//17 vriden//PC|PRF|UTR|SIN|IND|NOM//amod//17 arbetsställning//NN|UTR|SIN|IND|NOM//nmod//14 ,//MID//punct//21 i//PP//case//21 framåtlutad//PC|PRF|UTR|SIN|IND|NOM//amod//21 arbetsställning//NN|UTR|SIN|IND|NOM//obl//9 eller//KN//cc//25 med//PP//case//25 upplyfta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//25 armar//NN|UTR|PLU|IND|NOM//conj//21 har//VB|PRS|AKT//conj//4 ofta//AB|POS//advmod//26 ont//AB|POS//obj//26 i//PP//case//30 kroppen//NN|UTR|SIN|DEF|NOM//nmod//28 efter//PP//case//33 arbetsdagens//NN|UTR|SIN|DEF|GEN//nmod:poss//33 slut//NN|NEU|SIN|IND|NOM//obl//26 med//PP//case//36 kroppsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 besvär//NN|NEU|PLU|IND|NOM//obl//26 som//KN//mark//38 följd//NN|UTR|SIN|IND|NOM//acl:relcl//36 .//MAD//punct//4
Sammanfattning;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//41 påverkar//VB|PRS|AKT//parataxis//4 både//KN//cc//43 arbetet//NN|NEU|SIN|DEF|NOM//obj//41 och//KN//cc//45 privatlivet//NN|NEU|SIN|DEF|NOM//conj//43 .//MID//punct//41
Sammanfattning;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//48 känner//VB|PRS|AKT//parataxis//41 ofta//AB|POS//advmod//48 olust//NN|UTR|SIN|IND|NOM//obj//48 inför//PP//mark//53 att//IE//mark//53 gå//VB|INF|AKT//advcl//48 till//PP//case//55 arbetet//NN|NEU|SIN|DEF|NOM//obl//53 men//KN//cc//57 lider//VB|PRS|AKT//conj//48 sällan//AB//advmod//57 av//PP//case//60 sömnproblem//NN|NEU|PLU|IND|NOM//obl//57 på//PP//case//64 grund//NN|UTR|SIN|IND|NOM//fixed//61 av//PP//fixed//61 tankar//NN|UTR|PLU|IND|NOM//nmod//60 på//PP//case//66 arbetet//NN|NEU|SIN|DEF|NOM//nmod//64 och//KN//cc//68 har//VB|PRS|AKT//conj//48 sällan//AB//advmod//68 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//71 besvär//NN|NEU|PLU|IND|NOM//obj//68 än//KN//mark//73 kroppsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl//71 på//PP//case//77 grund//NN|UTR|SIN|IND|NOM//fixed//74 av//PP//fixed//74 arbetet//NN|NEU|SIN|DEF|NOM//obl//73 .//MAD//punct//48
Sammanfattning;Förändringarna//NN|UTR|PLU|DEF|NOM//nsubj//86 i//PP//case//82 sambandens//NN|UTR|SIN|DEF|GEN//nmod:poss//82 styrka//NN|UTR|SIN|IND|NOM//nmod//79 under//PP//case//84 tidsperioden//NN|UTR|SIN|DEF|NOM//nmod//79 är//VB|PRS|AKT//cop//86 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//parataxis//48 .//MAD//punct//4
Sammanfattning;Monotont//JJ|POS|NEU|SIN|IND|NOM//amod//1 arbete//NN|NEU|SIN|IND|NOM//ROOT//1 –//RG|NOM//punct//3 besvär//NN|NEU|PLU|IND|NOM//conj//1
