Allmänna utgångspunkter;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//4 skall//VB|PRS|AKT//aux//4 enligt//PP//case//3 direktiven//NN|NEU|PLU|DEF|NOM//obl//4 göra//VB|INF|AKT//ROOT//4 en//DT|UTR|SIN|IND//det//6 översyn//NN|UTR|SIN|IND|NOM//obj//4 av//PP//case//8 lagen//NN|UTR|SIN|DEF|NOM//nmod//6 (//PAD//punct//10 1991:586//RG|NOM//conj//8 )//PAD//punct//10 om//PP//case//14 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//14 inkomstskatt//NN|UTR|SIN|IND|NOM//obl//4 för//PP//fixed//14 utomlands//AB//advmod//17 bosatta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//14 (//PAD//punct//14 SINK//PM|NOM//appos//14 )//PAD//punct//14 .//MAD//punct//4
Allmänna utgångspunkter;Svensk//JJ|POS|UTR|SIN|IND|NOM//amod//1 beskattningsrätt//NN|UTR|SIN|IND|NOM//nsubj//2 skiljer//VB|PRS|AKT//ROOT//2 mellan//PP//case//7 obegränsat//JJ|POS|NEU|SIN|IND|NOM//amod//7 och//KN//cc//6 begränsat//PC|PRF|NEU|SIN|IND|NOM//conj//4 skattskyldiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//2 .//MAD//punct//2
Allmänna utgångspunkter;Obegränsat//AB|POS//amod//10 skattskyldig//JJ|POS|UTR|SIN|IND|NOM//nsubj//14 är//VB|PRS|AKT//cop//14 i//PP//case//13 princip//NN|UTR|SIN|IND|NOM//obl//14 den//PN|UTR|SIN|DEF|SUB/OBJ//parataxis//2 som//HP|-|-|-//nsubj//17 är//VB|PRS|AKT//cop//17 bosatt//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//14 i//PP//case//19 Sverige//PM|NOM//obl//17 ,//MID//punct//14 den//PN|UTR|SIN|DEF|SUB/OBJ//appos//14 som//KN//nsubj:pass//24 stadigvarande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//24 vistas//VB|PRS|SFO//acl:relcl//21 här//AB//advmod//24 samt//KN//cc//27 den//PN|UTR|SIN|DEF|SUB/OBJ//conj//24 som//HP|-|-|-//nsubj//29 har//VB|PRS|AKT//acl:relcl//27 väsentlig//JJ|POS|UTR|SIN|IND|NOM//amod//31 anknytning//NN|UTR|SIN|IND|NOM//obj//29 hit//AB//advmod//29 och//KN//fixed//32 som//HP|-|-|-//nsubj//37 tidigare//AB|KOM//advmod//37 varit//VB|SUP|AKT//cop//37 bosatt//JJ|POS|UTR|SIN|IND|NOM//advcl//29 här//AB//advmod//37 .//MAD//punct//14
Allmänna utgångspunkter;Övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 ,//MID//punct//40 dvs.//AB|AN//advmod//44 så//AB//advmod//44 gott//AB|POS//conj//40 som//KN//case//48 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//det//48 utomlands//AB//advmod//48 bosatta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl//44 ,//MID//punct//40 är//VB|PRS|AKT//cop//52 begränsat//PC|PRF|NEU|SIN|IND|NOM//amod//52 skattskyldiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obj//2 .//MAD//punct//2
Allmänna utgångspunkter;Den//DT|UTR|SIN|DEF//det//56 obegränsade//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//56 skattskyldigheten//NN|UTR|SIN|DEF|NOM//nsubj//57 omfattar//VB|PRS|AKT//parataxis//2 alla//DT|UTR/NEU|PLU|IND/DEF//det//59 inkomster//NN|UTR|PLU|IND|NOM//obj//57 oavsett//AB|POS//mark//65 från//PP//case//63 vilket//HD|NEU|SIN|IND//det//63 land//NN|NEU|SIN|IND|NOM//obl//65 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//65 härrör//VB|PRS|AKT//advcl//57 .//MAD//punct//2
Allmänna utgångspunkter;Den//DT|UTR|SIN|DEF//det//69 begränsade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//69 skattskyldigheten//NN|UTR|SIN|DEF|NOM//nsubj//70 omfattar//VB|PRS|AKT//parataxis//2 endast//AB//advmod//70 inkomster//NN|UTR|PLU|IND|NOM//obj//70 som//HP|-|-|-//nsubj//77 på//PP//case//76 visst//JJ|POS|NEU|SIN|IND|NOM//amod//76 sätt//NN|NEU|SIN|IND|NOM//obl//77 härrör//VB|PRS|AKT//acl:relcl//72 från//PP//case//79 verksamhet//NN|UTR|SIN|IND|NOM//obl//77 eller//KN//cc//81 egendom//NN|UTR|SIN|IND|NOM//conj//79 i//PP//case//83 Sverige//PM|NOM//nmod//81 .//MAD//punct//70
Allmänna utgångspunkter;Tjänsteinkomster//NN|UTR|PLU|IND|NOM//nsubj:pass//21 som//HP|-|-|-//nsubj:pass//2 förvärvas//VB|PRS|SFO//acl:relcl//0 genom//PP//case//4 verksamhet//NN|UTR|SIN|IND|NOM//obl//2 i//PP//case//6 Sverige//PM|NOM//nmod//4 och//KN//cc//9 som//HP|-|-|-//nsubj//9 uppbärs//VB|PRS|SFO//conj//2 av//PP//case//12 fysiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 personer//NN|UTR|PLU|IND|NOM//obl:agent//9 som//HP|-|-|-//nsubj//15 är//VB|PRS|AKT//cop//15 bosatta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//12 utomlands//AB//advmod//15 (//PAD//punct//12 begränsat//PC|PRF|NEU|SIN|IND|NOM//amod//19 skattskyldiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//appos//12 )//PAD//punct//0 beskattas//VB|PRS|SFO//ROOT//21 enligt//PP//case//23 SINK//PM|NOM//obl//21 .//MAD//punct//21
Allmänna utgångspunkter;Skattesatsen//NN|UTR|SIN|DEF|NOM//nsubj//32 vid//PP//case//27 beskattning//NN|UTR|SIN|IND|NOM//nmod//25 enligt//PP//case//29 SINK//PM|NOM//nmod//27 är//VB|PRS|AKT//cop//32 25//RG|NOM//nummod//32 procent//NN|UTR|PLU|IND|NOM//parataxis//21 av//PP//case//34 bruttoersättningen//NN|UTR|SIN|DEF|NOM//nmod//32 ,//MID//punct//38 vilket//HP|NEU|SIN|IND//nsubj//38 således//AB//advmod//38 innebär//VB|PRS|AKT//acl:relcl//32 att//SN//mark//43 några//DT|UTR/NEU|PLU|IND//det//41 avdrag//NN|NEU|PLU|IND|NOM//nsubj:pass//43 inte//AB//advmod//43 medges//VB|PRS|SFO//ccomp//38 .//MAD//punct//32
Allmänna utgångspunkter;"Skatten//NN|UTR|SIN|DEF|NOM//nsubj//49 är//VB|PRS|AKT//cop//49 en//DT|UTR|SIN|IND//det//49 definitiv//JJ|POS|UTR|SIN|IND|NOM//amod//49 källskatt//NN|UTR|SIN|IND|NOM//parataxis//32 ;//MID//punct//32"
Allmänna utgångspunkter;ingen//DT|UTR|SIN|IND//det//52 deklarationsplikt//NN|UTR|SIN|IND|NOM//amod//53 föreligger//VB|PRS|AKT//parataxis//32 alltså//AB//advmod//53 .//MAD//punct//32
Allmänna utgångspunkter;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 har//VB|PRS|AKT//ROOT//1 två//RG|NOM//nummod//3 huvuduppgifter//NN|UTR|PLU|IND|NOM//obj//1 när//HA//case//7 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//4 gäller//VB|PRS|AKT//fixed//4 översynen//NN|UTR|SIN|DEF|NOM//obl//1 av//PP//case//9 SINK//PM|NOM//nmod//7 .//MID//punct//1
