Utredningens uppdrag;Med//PP//case//1 målsättningen//NN|UTR|SIN|DEF|NOM//obl//17 att//IE//mark//3 skapa//VB|INF|AKT//acl//1 en//DT|UTR|SIN|IND//det//6 kunskapsbaserad//PC|PRF|UTR|SIN|IND|NOM//amod//6 missbruks-//NN|NEU|-|-|SMS//obj//3 och//KN//cc//8 beroendevård//NN|UTR|SIN|IND|NOM//conj//6 som//HP|-|-|-//nsubj//10 utgår//VB|PRS|AKT//acl:relcl//8 från//PP//case//14 den//DT|UTR|SIN|DEF//det//14 enskildes//JJ|POS|MAS|SIN|DEF|GEN//amod//14 behov//NN|NEU|SIN|IND|NOM//obl//10 ska//VB|PRS|AKT//aux//17 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//17 se//VB|INF|AKT//ROOT//17 över//PL//case//19 bestämmelserna//NN|UTR|PLU|DEF|NOM//obl//17 i//PP//case//21 socialtjänstlagen//NN|UTR|SIN|DEF|NOM//nmod//19 (//PAD//punct//23 2001:453//RG|NOM//appos//21 )//PAD//punct//23 (//PAD//punct//26 SoL//NN|AN//appos//21 )//PAD//punct//26 ,//MID//punct//29 hälso-//NN|UTR|-|-|SMS//appos//17 och//KN//cc//31 sjukvårdslagen//NN|UTR|SIN|DEF|NOM//conj//29 (//PAD//punct//29 1982:763//RG|NOM//nummod//29 )//PAD//punct//29 (//PAD//punct//36 HSL//NN|AN//appos//29 )//PAD//punct//36 ,//MID//punct//39 lagen//NN|UTR|SIN|DEF|NOM//conj//29 (//PAD//punct//41 1988:870//RG|NOM//nmod//39 )//PAD//punct//41 om//PP//case//44 vård//NN|UTR|SIN|IND|NOM//nmod//39 av//PP//case//46 missbrukare//NN|UTR|PLU|IND|NOM//nmod//44 i//PP//case//49 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 fall//NN|NEU|PLU|IND|NOM//nmod//44 (//PAD//punct//39 LVM//PM|NOM//appos//39 )//PAD//punct//39 samt//KN//cc//54 lagen//NN|UTR|SIN|DEF|NOM//conj//29 (//PAD//punct//56 1991:1128//RG|NOM//nmod//54 )//PAD//punct//56 om//PP//case//60 psykiatrisk//JJ|POS|UTR|SIN|IND|NOM//amod//60 tvångsvård//NN|UTR|SIN|IND|NOM//nmod//54 (//PAD//punct//62 LPT//NN|AN//appos//60 )//PAD//punct//62 och//KN//cc//65 lämna//VB|INF|AKT//conj//17 förslag//NN|NEU|SIN|IND|NOM//obj//65 till//PP//case//68 förändringar//NN|UTR|PLU|IND|NOM//nmod//66 .//MAD//punct//17
Utredningens uppdrag;I//PP//case//71 uppdraget//NN|NEU|SIN|DEF|NOM//obl//17 ingår//VB|PRS|AKT//ccomp//17 att//IE//mark//74 ta//VB|INF|AKT//xcomp//72 ställning//NN|UTR|SIN|IND|NOM//obj//74 till//PP//case//81 hur//HA//advmod//81 kommunernas//NN|UTR|PLU|DEF|GEN//nmod:poss//81 och//KN//cc//80 landstingens//NN|NEU|PLU|DEF|GEN//conj//78 ansvar//NN|NEU|SIN|IND|NOM//obl//74 för//PP//case//83 missbruks-//NN|NEU|-|-|SMS//nmod//81 och//KN//cc//85 beroendevården//NN|UTR|SIN|DEF|NOM//conj//83 kan//VB|PRS|AKT//aux//87 tydliggöras//VB|INF|SFO//conj//17 samt//KN//cc//89 överväga//VB|INF|AKT//conj//87 behovet//NN|NEU|SIN|DEF|NOM//obj//89 av//PP//case//92 förändringar//NN|UTR|PLU|IND|NOM//nmod//90 av//PP//case//94 ansvarsfördelningen//NN|UTR|SIN|DEF|NOM//nmod//92 mellan//PP//case//98 de//DT|UTR/NEU|PLU|DEF//det//98 två//RG|NOM//nummod//98 huvudmännen//NN|UTR|PLU|DEF|NOM//nmod//94 .//MAD//punct//17
Utredningens uppdrag;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//103 ska//VB|PRS|AKT//aux//103 även//AB//advmod//103 se//VB|INF|AKT//parataxis//17 över//PL//compound:prt//103 hur//HA//advmod//124 ansvaret//NN|NEU|SIN|DEF|NOM//nsubj:pass//124 för//PP//case//108 tillnyktringsverksamhet//NN|UTR|SIN|IND|NOM//nmod//106 enligt//PP//case//110 lagen//NN|UTR|SIN|DEF|NOM//nmod//106 (//PAD//punct//112 1976:516//RG|NOM//conj//110 )//PAD//punct//112 om//PP//case//115 omhändertagande//NN|NEU|SIN|IND|NOM//nmod//106 av//PP//case//118 berusade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//118 personer//NN|UTR|PLU|IND|NOM//nmod//115 m.m.//AB|AN//conj//115 (//PAD//punct//121 LOB//PM|NOM//appos//119 )//PAD//punct//121 bör//VB|PRS|AKT//aux//124 organiseras//VB|INF|SFO//ccomp//103 .//MAD//punct//17
Utredningens uppdrag;Tyngdpunkten//NN|UTR|SIN|DEF|NOM//nsubj//3 i//PP//case//2 uppdraget//NN|NEU|SIN|DEF|NOM//nmod//0 är//VB|PRS|AKT//ROOT//3 att//IE//obl//3 ://MAD//punct//3
Utredningens uppdrag;•//NN|UTR|SIN|IND|NOM//case//3 Förbättra//VB|IMP|AKT//amod//2 individens//NN|UTR|SIN|DEF|GEN//nmod:poss//3 tillgänglighet//NN|UTR|SIN|IND|NOM//ROOT//3 till//PP//case//6 rätt//JJ|POS|UTR|SIN|IND|NOM//amod//6 insats//NN|UTR|SIN|IND|NOM//nmod//3 vid//PP//case//9 rätt//JJ|POS|UTR|SIN|IND|NOM//amod//9 tidpunkt//NN|UTR|SIN|IND|NOM//nmod//6 .//MAD//punct//3
Utredningens uppdrag;•//NN|UTR|SIN|IND|NOM//punct//1 Tydliggöra//VB|INF|AKT//ROOT//1 kommunens//NN|UTR|SIN|DEF|GEN//obj//1 och//KN//cc//5 landstingets//NN|NEU|SIN|DEF|GEN//nmod:poss//5 ansvar//NN|NEU|SIN|IND|NOM//conj//2 för//PP//case//8 centrala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 länkar//NN|UTR|PLU|IND|NOM//nmod//5 i//PP//case//10 vård-//NN|UTR|-|-|SMS//nmod//8 och//KN//cc//12 stödprocessen//NN|UTR|SIN|DEF|NOM//conj//10 ,//MID//punct//2 till//PP//advmod//16 exempel//NN|NEU|SIN|IND|NOM//fixed//14 tillnyktringsverksamhet//NN|UTR|SIN|IND|NOM//conj//2 ,//MID//punct//18 abstinensvård//NN|UTR|SIN|IND|NOM//conj//16 ,//MID//punct//20 behandling//NN|UTR|SIN|IND|NOM//conj//16 och//KN//cc//22 stöd//NN|NEU|SIN|IND|NOM//conj//16 .//MAD//punct//1
Utredningens uppdrag;•//NN|UTR|SIN|IND|NOM//punct//1 Tydliggöra//VB|INF|AKT//ROOT//1 huvudmännens//NN|UTR|SIN|DEF|GEN//nmod:poss//3 ansvar//NN|NEU|SIN|IND|NOM//obj//1 för//PP//case//6 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 målgrupper//NN|UTR|PLU|IND|NOM//nmod//3 ,//MID//punct//3 till//PP//advmod//10 exempel//NN|NEU|SIN|IND|NOM//fixed//8 personer//NN|UTR|PLU|IND|NOM//appos//3 med//PP//case//13 riskabel//JJ|POS|UTR|SIN|IND|NOM//amod//13 konsumtion//NN|UTR|SIN|IND|NOM//nmod//10 och//KN//cc//15 personer//NN|UTR|PLU|IND|NOM//conj//13 med//PP//case//17 samsjuklighet//NN|UTR|SIN|IND|NOM//nmod//15 mellan//PP//case//19 missbruk//NN|NEU|SIN|IND|NOM//nmod//15 eller//KN//cc//21 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//19 och//KN//cc//24 psykisk//JJ|POS|UTR|SIN|IND|NOM//amod//24 sjukdom//NN|UTR|SIN|IND|NOM//conj//19 .//MAD//punct//1
Utredningens uppdrag;•//NN|UTR|SIN|IND|NOM//nsubj//1 Överväga//VB|INF|AKT//ROOT//1 förändringar//NN|UTR|PLU|IND|NOM//obj//1 av//PP//case//6 den//DT|UTR|SIN|DEF//det//6 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 ansvarsfördelningen//NN|UTR|SIN|DEF|NOM//nmod//2 mellan//PP//case//10 de//DT|UTR/NEU|PLU|DEF//det//10 två//RG|NOM//nummod//10 huvudmännen//NN|UTR|PLU|DEF|NOM//nmod//6 .//MAD//punct//1
Utredningens uppdrag;•//NN|UTR|SIN|IND|NOM//nsubj//1 Belysa//VB|INF|AKT//ROOT//1 hur//HA//advmod//23 samverkan//NN|UTR|SIN|IND|NOM//nsubj:pass//23 mellan//PP//case//7 de//DT|UTR/NEU|PLU|DEF//det//7 två//RG|NOM//nummod//7 huvudmännen//NN|UTR|PLU|DEF|NOM//nmod//3 å//PP//case//10 ena//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//10 sidan//NN|UTR|SIN|DEF|NOM//nmod//3 och//KN//cc//12 staten//NN|UTR|SIN|DEF|NOM//conj//10 genom//PP//case//14 Kriminalvården//PM|NOM//nmod//12 och//KN//cc//17 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//17 institutionsstyrelse//NN|UTR|SIN|IND|NOM//conj//14 å//PP//case//21 den//DT|UTR|SIN|DEF//det//21 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//21 sidan//NN|UTR|SIN|DEF|NOM//conj//14 kan//VB|PRS|AKT//aux//23 utvecklas//VB|INF|SFO//ccomp//1 för//PP//mark//29 att//SN//mark//29 klienterna//NN|UTR|PLU|DEF|NOM//nsubj//29 ska//VB|PRS|AKT//aux//29 kunna//VB|INF|AKT//aux//29 erbjudas//VB|INF|SFO//advcl//23 en//DT|UTR|SIN|IND//det//32 adekvat//JJ|POS|UTR|SIN|IND|NOM//amod//32 behandling//NN|UTR|SIN|IND|NOM//obj//29 .//MAD//punct//1
Utredningens uppdrag;•//NN|UTR|SIN|IND|NOM//nsubj//1 Föreslå//VB|INF|AKT//ROOT//1 hur//HA//advmod//12 insatser//NN|UTR|PLU|IND|NOM//nsubj:pass//12 som//HP|-|-|-//nsubj//5 bygger//VB|PRS|AKT//acl:relcl//3 på//PP//case//7 vetenskap//NN|UTR|SIN|IND|NOM//obl//5 och//KN//cc//10 beprövad//PC|PRF|UTR|SIN|IND|NOM//amod//10 erfarenhet//NN|UTR|SIN|IND|NOM//conj//7 kan//VB|PRS|AKT//aux//12 spridas//VB|INF|SFO//ccomp//1 till//PP//case//15 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//15 landet//NN|NEU|SIN|DEF|NOM//obl//12 .//MAD//punct//1
Utredningens uppdrag;•//NN|UTR|SIN|IND|NOM//obl//1 Utveckla//VB|INF|AKT//ROOT//1 samspelet//NN|NEU|SIN|DEF|NOM//obj//1 mellan//PP//case//4 insatser//NN|UTR|PLU|IND|NOM//obl//1 med//PP//case//8 respektive//AB//fixed//5 utan//PP//case//8 samtycke//NN|NEU|SIN|IND|NOM//nmod//4 i//PP//case//12 en//DT|UTR|SIN|IND//det//12 sammanhållen//PC|PRF|UTR|SIN|IND|NOM//amod//12 vård-//NN|UTR|-|-|SMS//nmod//8 och//KN//cc//14 stödprocess//NN|UTR|SIN|IND|NOM//conj//12 .//MAD//punct//1
