Arbetslöshet och ekonomiskt bistånd;Betänkande//NN|NEU|SIN|IND|NOM//nsubj//7 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//4 stöd//NN|NEU|SIN|IND|NOM//nmod//2 och//KN//cc//6 krav//NN|NEU|SIN|IND|NOM//conj//4 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ROOT//7 arbetslösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 personer//NN|UTR|PLU|IND|NOM//obj//7 som//HP|-|-|-//nsubj//11 tar//VB|PRS|AKT//acl:relcl//9 emot//PL//compound:prt//11 ekonomiskt//JJ|POS|NEU|SIN|IND|NOM//amod//14 bistånd//NN|NEU|SIN|IND|NOM//obj//11
Arbetslöshet och ekonomiskt bistånd;Stockholm//PM|NOM//ROOT//0 2015//RG|NOM//nummod//0

Till statsrådet Åsa Regnér;Den//DT|UTR|SIN|DEF//det//2 13//RG|NOM//nummod//2 mars//NN|UTR|SIN|IND|NOM//obl//4 2014//RG|NOM//nummod//2 beslutade//VB|PRT|AKT//ROOT//4 den//DT|UTR|SIN|DEF//det//7 dåvarande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 regeringen//NN|UTR|SIN|DEF|NOM//nsubj:pass//4 att//IE//mark//9 tillkalla//VB|INF|AKT//acl//7 en//DT|UTR|SIN|IND//det//12 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//12 utredare//NN|UTR|SIN|IND|NOM//obj//9 med//PP//case//14 uppdrag//NN|NEU|SIN|IND|NOM//obl//9 att//IE//mark//16 utreda//VB|INF|AKT//acl//14 och//KN//cc//18 föreslå//VB|INF|AKT//conj//16 hur//HA//advmod//20 stöd//NN|NEU|SIN|IND|NOM//obj//18 och//KN//cc//22 krav//NN|NEU|SIN|IND|NOM//conj//20 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//4 arbetslösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 personer//NN|UTR|PLU|IND|NOM//nsubj:pass//32 som//HP|-|-|-//nsubj//27 tar//VB|PRS|AKT//acl:relcl//25 emot//PL//compound:prt//27 ekonomiskt//JJ|POS|NEU|SIN|IND|NOM//amod//30 bistånd//NN|NEU|SIN|IND|NOM//obj//27 kan//VB|PRS|AKT//aux//32 utvecklas//VB|INF|SFO//parataxis//4 (//PAD//punct//32 dir//NN|AN//appos//32 .//MAD//punct//32
Till statsrådet Åsa Regnér;2014:39//RG|NOM//obl//32 )//PAD//punct//32 .//MAD//punct//4
Till statsrådet Åsa Regnér;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//2 ska//VB|PRS|AKT//aux//2 kartlägga//VB|INF|AKT//ROOT//2 och//KN//cc//4 analysera//VB|INF|AKT//conj//2 vilka//HD|UTR/NEU|PLU|IND//det//6 krav//NN|NEU|PLU|IND|NOM//obj//8 socialtjänsten//NN|UTR|SIN|DEF|NOM//nsubj//8 ställer//VB|PRS|AKT//ccomp//4 på//PP//case//10 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//8 som//HP|-|-|-//nsubj//12 söker//VB|PRS|AKT//acl:relcl//10 ekonomiskt//JJ|POS|NEU|SIN|IND|NOM//amod//14 bistånd//NN|NEU|SIN|IND|NOM//obj//12 att//IE//mark//16 stå//VB|INF|AKT//advcl//12 till//PP//case//19 arbetsmarknadens//NN|UTR|SIN|DEF|GEN//nmod:poss//19 förfogande//NN|NEU|SIN|IND|NOM//obl//16 och//KN//cc//24 att//IE//mark//24 vara//VB|INF|AKT//cop//24 aktivt//AB|POS//advmod//24 arbetssökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//16 .//MAD//punct//2
Till statsrådet Åsa Regnér;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//29 ska//VB|PRS|AKT//aux//29 även//AB//advmod//29 kartlägga//VB|INF|AKT//parataxis//2 och//KN//cc//31 analysera//VB|INF|AKT//conj//29 hur//HA//advmod//34 socialtjänsten//NN|UTR|SIN|DEF|NOM//nsubj//34 följer//VB|PRS|AKT//ccomp//31 upp//PL//compound:prt//34 och//KN//cc//37 kontrollerar//VB|PRS|AKT//conj//34 att//SN//mark//44 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//44 som//HP|-|-|-//nsubj//41 söker//VB|PRS|AKT//acl:relcl//39 ekonomiskt//JJ|POS|NEU|SIN|IND|NOM//amod//43 bistånd//NN|NEU|SIN|IND|NOM//obj//41 uppfyller//VB|PRS|AKT//ccomp//37 kraven//NN|NEU|PLU|DEF|NOM//obj//44 att//IE//mark//47 stå//VB|INF|AKT//acl//45 till//PP//case//50 arbetsmarknadens//NN|UTR|SIN|DEF|GEN//nmod:poss//50 förfogande//NN|NEU|SIN|IND|NOM//obl//47 och//KN//cc//55 att//IE//mark//55 vara//VB|INF|AKT//cop//55 aktivt//AB|POS//advmod//55 arbetssökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//47 .//MAD//punct//29
Till statsrådet Åsa Regnér;Vid//PP//case//58 behov//NN|NEU|SIN|IND|NOM//obl//61 ska//VB|PRS|AKT//aux//61 utredaren//NN|UTR|SIN|DEF|NOM//nsubj//61 lämna//VB|INF|AKT//conj//29 författningsförslag//NN|NEU|PLU|IND|NOM//obj//61 som//HP|-|-|-//nsubj//64 tydliggör//VB|PRS|AKT//acl:relcl//62 kraven//NN|NEU|PLU|DEF|NOM//obj//64 samt//KN//cc//67 möjliggör//VB|PRS|AKT//conj//29 för//PP//case//69 socialtjänsten//NN|UTR|SIN|DEF|NOM//obl//67 att//IE//mark//72 kunna//VB|INF|AKT//aux//72 ställa//VB|INF|AKT//acl//69 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//74 krav//NN|NEU|PLU|IND|NOM//obj//72 på//PP//case//76 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//72 som//HP|-|-|-//nsubj//78 ansöker//VB|PRS|AKT//acl:relcl//76 om//PP//case//81 ekonomiskt//JJ|POS|NEU|SIN|IND|NOM//amod//81 bistånd//NN|NEU|SIN|IND|NOM//obl//78 som//KN//case//83 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//78 som//HP|-|-|-//nsubj//85 får//VB|PRS|AKT//acl:relcl//83 arbetslöshetsersättning//NN|UTR|SIN|IND|NOM//obj//85 .//MAD//punct//29
Till statsrådet Åsa Regnér;I//PP//case//89 uppdraget//NN|NEU|SIN|DEF|NOM//obl//90 ingår//VB|PRS|AKT//conj//29 också//AB//advmod//90 att//SN//mark//99 utredaren//NN|UTR|SIN|DEF|NOM//nsubj//99 ,//MID//punct//96 vid//PP//case//96 behov//NN|NEU|SIN|IND|NOM//nmod//93 ,//MID//punct//99 ska//VB|PRS|AKT//aux//99 lämna//VB|INF|AKT//ccomp//90 författningsförslag//NN|NEU|PLU|IND|NOM//obj//99 som//HP|-|-|-//nsubj//102 gör//VB|PRS|AKT//acl:relcl//100 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//102 möjligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//102 för//PP//case//106 socialtjänsten//NN|UTR|SIN|DEF|NOM//obl//102 att//IE//mark//115 vid//PP//case//109 bedömning//NN|UTR|SIN|IND|NOM//obl//115 av//PP//case//111 rätten//NN|UTR|SIN|DEF|NOM//nmod//109 till//PP//case//114 ekonomiskt//JJ|POS|NEU|SIN|IND|NOM//amod//114 bistånd//NN|NEU|SIN|IND|NOM//nmod//111 ta//VB|INF|AKT//ccomp//102 del//NN|UTR|SIN|IND|NOM//obj//115 av//PP//case//119 relevanta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//119 uppgifter//NN|UTR|PLU|IND|NOM//nmod//116 i//PP//case//123 t.ex.//AB|AN//advmod//123 den//DT|UTR|SIN|DEF//det//123 aktivitetsrapport//NN|UTR|SIN|IND|NOM//obl//115 som//HP|-|-|-//obj//127 arbetssökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//127 ska//VB|PRS|AKT//aux//127 lämna//VB|INF|AKT//acl:relcl//123 in//PL//compound:prt//127 till//PP//case//130 Arbetsförmedlingen//PM|NOM//obl//127 ,//MID//punct//132 analysera//VB|INF|AKT//conj//29 konsekvenserna//NN|UTR|PLU|DEF|NOM//obj//132 av//PP//case//135 författningsförslagen//NN|UTR|SIN|DEF|NOM//nmod//133 och//KN//cc//138 därutöver//AB//advmod//138 föreslå//VB|INF|AKT//conj//29 hur//HA//advmod//147 socialtjänsten//NN|UTR|SIN|DEF|NOM//nsubj//147 på//PP//case//144 ett//DT|NEU|SIN|IND//det//144 effektivt//JJ|POS|NEU|SIN|IND|NOM//amod//144 sätt//NN|NEU|SIN|IND|NOM//nmod//140 bör//VB|PRS|AKT//aux//147 kunna//VB|INF|AKT//aux//147 ta//VB|INF|AKT//ccomp//138 del//NN|UTR|SIN|IND|NOM//obj//147 av//PP//case//150 uppgifterna//NN|UTR|PLU|DEF|NOM//nmod//148 .//MAD//punct//29
Till statsrådet Åsa Regnér;Avslutningsvis//AB//punct//2 ska//VB|PRS|AKT//conj//2 utredaren//NN|UTR|SIN|DEF|NOM//nsubj//153 ,//MID//punct//160 med//PP//case//160 utgångspunkt//NN|UTR|SIN|IND|NOM//fixed//156 i//PP//case//160 Arbetsförmedlingens//NN|UTR|SIN|DEF|GEN//nmod:poss//160 uppdrag//NN|NEU|SIN|IND|NOM//obl//153 att//IE//mark//162 bryta//VB|INF|AKT//acl//160 och//KN//cc//164 förhindra//VB|INF|AKT//conj//162 långvarig//JJ|POS|UTR|SIN|IND|NOM//amod//166 arbetslöshet//NN|UTR|SIN|IND|NOM//obj//164 ,//MID//punct//168 kartlägga//VB|INF|AKT//conj//162 och//KN//cc//170 analysera//VB|INF|AKT//conj//162 vilka//HD|UTR/NEU|PLU|IND//det//172 stöd//NN|NEU|PLU|IND|NOM//obj//170 och//KN//cc//174 insatser//NN|UTR|PLU|IND|NOM//conj//172 som//HP|-|-|-//obl//177 Arbetsförmedlingen//NN|UTR|SIN|DEF|NOM//nsubj//177 erbjuder//VB|PRS|AKT//acl:relcl//174 personer//NN|UTR|PLU|IND|NOM//obj//177 som//HP|-|-|-//nsubj//181 inte//AB//advmod//181 har//VB|PRS|AKT//acl:relcl//178 arbetslöshetsersättning//NN|UTR|SIN|IND|NOM//obj//181 ,//MID//punct//184 aktivitetsstöd//NN|NEU|SIN|IND|NOM//conj//182 ,//MID//punct//186 utvecklingsersättning//NN|UTR|SIN|IND|NOM//conj//182 eller//KN//cc//188 etableringsersättning//NN|UTR|SIN|IND|NOM//conj//182 .//MAD//punct//2
Till statsrådet Åsa Regnér;Kanslichefen//NN|UTR|SIN|DEF|NOM//nmod//1 Gunilla//PM|NOM//nsubj:pass//3 Malmborg//PM|NOM//flat:name//1 förordnades//VB|PRT|SFO//ROOT//3 den//DT|UTR|SIN|DEF//det//6 18//RG|NOM//nummod//6 mars//NN|UTR|SIN|IND|NOM//obl//3 2014//RG|NOM//nummod//6 som//KN//mark//10 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//10 utredare//NN|UTR|SIN|IND|NOM//obl//3 .//MAD//punct//3
