7 De allmänna förutsättningarna för tvångsvård enligt LPT ;Vi//PN|UTR|PLU|DEF|SUB//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1 ://MID//punct//1
7 De allmänna förutsättningarna för tvångsvård enligt LPT ;En//DT|UTR|SIN|IND//det//4 förutsättning//NN|UTR|SIN|IND|NOM//obj//1 för//PP//case//6 LPT-vård//NN|UTR|SIN|IND|NOM//nmod//4 skall//VB|PRS|AKT//aux//10 liksom//PP//mark//9 hittills//AB//advmod//10 vara//VB|INF|AKT//cop//4 att//SN//mark//13 patienten//NN|UTR|SIN|DEF|NOM//nsubj//13 lider//VB|PRS|AKT//ccomp//10 av//PP//case//18 en//DT|UTR|SIN|IND//det//18 allvarlig//JJ|POS|UTR|SIN|IND|NOM//amod//18 psykisk//JJ|POS|UTR|SIN|IND|NOM//amod//18 störning//NN|UTR|SIN|IND|NOM//obl//13 .//MAD//punct//1
7 De allmänna förutsättningarna för tvångsvård enligt LPT ;När//HA//mark//4 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//0 gäller//VB|PRS|AKT//fixed//0 det//DT|NEU|SIN|DEF//det//4 rekvisit//NN|NEU|SIN|IND|NOM//obl//12 för//PP//case//6 LPT-vård//NN|UTR|SIN|IND|NOM//nmod//4 som//HP|-|-|-//nsubj//8 tar//VB|PRS|AKT//acl:relcl//6 sikte//NN|NEU|SIN|IND|NOM//obj//8 på//PP//case//11 vårdbehovet//NN|NEU|SIN|DEF|NOM//obl//8 föreslår//VB|PRS|AKT//ROOT//12 vi//PN|UTR|PLU|DEF|SUB//nsubj//12 endast//AB//advmod//12 en//DT|UTR|SIN|IND//det//17 begreppsmässig//JJ|POS|UTR|SIN|IND|NOM//amod//17 ändring//NN|UTR|SIN|IND|NOM//obj//12 ,//MID//punct//12 nämligen//AB//advmod//12 att//SN//mark//23 patienten//NN|UTR|SIN|DEF|NOM//nsubj//23 skall//VB|PRS|AKT//aux//23 ha//VB|INF|AKT//ccomp//12 ett//DT|NEU|SIN|IND//det//26 oundgängligt//JJ|POS|NEU|SIN|IND|NOM//amod//26 vårdbehov//NN|NEU|SIN|IND|NOM//obj//23 som//HP|-|-|-//nsubj:pass//30 inte//AB//advmod//30 kan//VB|PRS|AKT//aux//30 tillgodoses//VB|INF|SFO//acl:relcl//26 på//PP//case//33 annat//JJ|POS|NEU|SIN|IND|NOM//amod//33 sätt//NN|NEU|SIN|IND|NOM//obl//30 än//KN//mark//38 genom//PP//mark//38 att//SN//mark//38 patienten//NN|UTR|SIN|DEF|NOM//nsubj:pass//38 ges//VB|PRS|SFO//acl//33 kvalificerad//PC|PRF|UTR|SIN|IND|NOM//amod//41 psykiatrisk//JJ|POS|UTR|SIN|IND|NOM//amod//41 dygnetruntvård//NN|UTR|SIN|IND|NOM//obl//38 .//MAD//punct//12
7 De allmänna förutsättningarna för tvångsvård enligt LPT ;Vi//PN|UTR|PLU|DEF|SUB//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1 vidare//AB|KOM//advmod//1 att//SN//mark//6 samtyckesrekvisitet//NN|NEU|SIN|DEF|NOM//nsubj:pass//6 skall//VB|PRS|AKT//aux//6 förändras//VB|INF|SFO//ccomp//1 på//PP//case//9 så//AB//amod//9 sätt//NN|NEU|SIN|IND|NOM//obl//6 att//SN//mark//14 tvångsvård//NN|UTR|SIN|IND|NOM//nsubj:pass//14 skall//VB|PRS|AKT//aux//14 få//VB|INF|AKT//aux//14 ges//VB|INF|SFO//acl//9 endast//AB//advmod//14 om//SN//mark//18 patienten//NN|UTR|SIN|DEF|NOM//nsubj//18 motsätter//VB|PRS|AKT//advcl//14 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//18 vård//NN|UTR|SIN|IND|NOM//obj//18 eller//KN//cc//31 om//SN//mark//31 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//31 till//PP//case//29 följd//NN|UTR|SIN|IND|NOM//fixed//24 av//PP//fixed//24 patientens//NN|UTR|SIN|DEF|GEN//nmod:poss//29 psykiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//29 tillstånd//NN|NEU|SIN|IND|NOM//obl//31 kan//VB|PRS|AKT//aux//31 antas//VB|INF|SFO//conj//18 att//SN//mark//37 nödvändig//JJ|POS|UTR|SIN|IND|NOM//amod//34 vård//NN|UTR|SIN|IND|NOM//nsubj:pass//37 inte//AB//advmod//37 kan//VB|PRS|AKT//aux//37 ges//VB|INF|SFO//ccomp//31 med//PP//case//40 patientens//NN|UTR|SIN|DEF|GEN//nmod:poss//40 samtycke//NN|NEU|SIN|IND|NOM//obl//37 .//MAD//punct//1
7 De allmänna förutsättningarna för tvångsvård enligt LPT ;7.1//RG|NOM//nummod//43 Inledning//NN|UTR|SIN|IND|NOM//obj//1
7 De allmänna förutsättningarna för tvångsvård enligt LPT ;Enligt//PP//case//1 direktiven//NN|NEU|PLU|DEF|NOM//obl//12 skall//VB|PRS|AKT//aux//12 vi//PN|UTR|PLU|DEF|SUB//nsubj//12 i//PP//case//6 vår//PS|UTR|SIN|DEF//nmod:poss//6 utvärdering//NN|UTR|SIN|IND|NOM//obl//12 av//PP//case//8 LPT//PM|NOM//nmod//6 i//PP//advmod//12 första//RO|NOM//fixed//9 hand//NN|UTR|SIN|IND|NOM//fixed//9 behandla//VB|INF|AKT//ROOT//12 frågan//NN|UTR|SIN|DEF|NOM//obj//12 om//PP//case//17 det//DT|NEU|SIN|DEF//det//17 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//17 syftet//NN|NEU|SIN|DEF|NOM//nmod//13 med//PP//case//19 lagstiftningen//NN|UTR|SIN|DEF|NOM//nmod//17 har//VB|PRS|AKT//aux//21 uppnåtts//VB|SUP|SFO//conj//12 ,//MID//punct//21 dvs.//AB|AN//advmod//25 om//SN//case//25 användningen//NN|UTR|SIN|DEF|NOM//nsubj//33 av//PP//case//27 tvångsvård//NN|UTR|SIN|IND|NOM//nmod//25 ,//MID//punct//29 tvångsåtgärder//NN|UTR|PLU|IND|NOM//conj//27 samt//KN//cc//31 konvertering//NN|UTR|SIN|IND|NOM//conj//27 har//VB|PRS|AKT//aux//33 minskat//VB|SUP|AKT//advcl//21 i//PP//case//36 avsedd//PC|PRF|UTR|SIN|IND|NOM//amod//36 utsträckning//NN|UTR|SIN|IND|NOM//obl//33 och//KN//cc//42 om//SN//mark//42 patientens//NN|UTR|SIN|DEF|GEN//nmod:poss//40 rättssäkerhet//NN|UTR|SIN|IND|NOM//nsubj:pass//42 har//VB|PRS|AKT//aux//42 stärkts//VB|SUP|SFO//conj//21 .//MAD//punct//12
7 De allmänna förutsättningarna för tvångsvård enligt LPT ;Vi//PN|UTR|PLU|DEF|SUB//nsubj//47 skall//VB|PRS|AKT//aux//47 även//AB//advmod//47 analysera//VB|INF|AKT//parataxis//12 och//KN//cc//49 utvärdera//VB|INF|AKT//conj//47 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//51 regler//NN|UTR|PLU|IND|NOM//obj//49 och//KN//cc//53 tillämpningen//NN|UTR|SIN|DEF|NOM//conj//51 av//PP//case//55 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nmod//53 med//PP//case//59 avseende//NN|NEU|SIN|IND|NOM//fixed//56 på//PP//fixed//56 samhällsskyddet//NN|NEU|SIN|DEF|NOM//nmod//55 .//MAD//punct//47
7 De allmänna förutsättningarna för tvångsvård enligt LPT ;Vidare//AB|KOM//advmod//64 skall//VB|PRS|AKT//aux//64 vi//PN|UTR|PLU|DEF|SUB//nsubj//64 uppmärksamma//VB|INF|AKT//conj//47 eventuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//66 problem//NN|NEU|PLU|IND|NOM//obj//64 med//PP//case//68 tillämpningen//NN|UTR|SIN|DEF|NOM//obl//64 av//PP//case//70 lagstiftningen//NN|UTR|SIN|DEF|NOM//nmod//68 i//PP//case//73 vid//JJ|POS|UTR|SIN|IND|NOM//case//73 mening//NN|UTR|SIN|IND|NOM//obl//64 och//KN//cc//75 föreslå//VB|INF|AKT//conj//64 lämpliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//77 åtgärder//NN|UTR|PLU|IND|NOM//obj//75 .//MAD//punct//47
7 De allmänna förutsättningarna för tvångsvård enligt LPT ;Direktiven//NN|NEU|PLU|DEF|NOM//nsubj//80 uttalar//VB|PRS|AKT//parataxis//47 visserligen//AB//advmod//80 inte//AB//advmod//80 direkt//AB|POS//advmod//80 att//SN//mark//93 de//DT|UTR/NEU|PLU|DEF//det//87 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//87 förutsättningarna//NN|UTR|PLU|DEF|NOM//nsubj//93 för//PP//case//89 tvångsvård//NN|UTR|SIN|IND|NOM//nmod//87 enligt//PP//case//91 LPT//PM|NOM//nmod//89 skall//VB|PRS|AKT//aux//93 ses//VB|INF|SFO//advcl//80 över//PL//compound:prt//93 ,//MID//punct//80 men//KN//cc//110 vid//PP//case//99 en//DT|UTR|SIN|IND//det//99 utvärdering//NN|UTR|SIN|IND|NOM//obl//110 av//PP//case//102 denna//DT|UTR|SIN|DEF//det//102 lag//NN|UTR|SIN|IND|NOM//nmod//99 bör//VB|PRS|AKT//aux//110 enligt//PP//case//106 vår//PS|UTR|SIN|DEF//nmod:poss//106 mening//NN|UTR|SIN|IND|NOM//obl//110 även//AB//advmod//110 de//DT|UTR/NEU|PLU|DEF//det//110 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//110 förutsättningarna//NN|UTR|PLU|DEF|NOM//conj//80 för//PP//case//113 lagens//NN|UTR|SIN|DEF|GEN//nmod:poss//113 tillämpning//NN|UTR|SIN|IND|NOM//nmod//110 analyseras//VB|INF|SFO//advcl//80 .//MAD//punct//47
7 De allmänna förutsättningarna för tvångsvård enligt LPT ;Nedan//AB//advmod//120 kommer//VB|PRS|AKT//aux//120 därför//AB//advmod//120 att//IE//mark//120 lämnas//VB|INF|SFO//conj//47 en//DT|UTR|SIN|IND//det//122 redogörelse//NN|UTR|SIN|IND|NOM//nsubj:pass//120 för//PP//case//120 samt//KN//cc//125 analyseras//VB|PRS|SFO//conj//120 några//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj:pass//125 av//PP//case//129 de//DT|UTR/NEU|PLU|DEF//det//129 tillämpningsproblem//NN|NEU|PLU|IND|NOM//nmod//126 som//HP|-|-|-//nsubj//132 har//VB|PRS|AKT//aux//132 uppkommit//VB|SUP|AKT//acl:relcl//129 och//KN//cc//135 de//DT|UTR/NEU|PLU|DEF//det//135 synpunkter//NN|UTR|PLU|IND|NOM//conj//126 som//HP|-|-|-//nsubj:pass//138 har//VB|PRS|AKT//aux//138 framförts//VB|SUP|SFO//acl:relcl//135 efter//PP//mark//142 att//SN//mark//142 LPT//PM|NOM//nsubj//142 trädde//VB|PRT|AKT//advcl//138 i//PP//compound:prt//142 kraft//NN|UTR|SIN|IND|NOM//fixed//143 år//NN|NEU|SIN|IND|NOM//nmod//146 1992//RG|NOM//obl//142 .//MAD//punct//47
7 De allmänna förutsättningarna för tvångsvård enligt LPT ;7.2//RG|NOM//nmod//149 Något//PN|NEU|SIN|IND|SUB/OBJ//obj//47 om//PP//case//151 bakgrunden//NN|UTR|SIN|DEF|NOM//nmod//149
