Sammanfattning;Detta//DT|NEU|SIN|DEF//det//1 kunskapsunderlag//NN|NEU|SIN|IND|NOM//nsubj//2 handlar//VB|PRS|AKT//ROOT//2 om//PP//case//7 de//DT|UTR/NEU|PLU|DEF//det//6 yngsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//6 barnens//NN|NEU|PLU|DEF|GEN//nmod:poss//7 behov//NN|NEU|PLU|IND|NOM//obl//2 i//PP//case//10 de//DT|UTR/NEU|PLU|DEF//det//10 situationer//NN|UTR|PLU|IND|NOM//nmod//7 där//HA//advmod//12 brister//NN|UTR|PLU|IND|NOM//nsubj//16 i//PP//case//15 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//15 omvårdnad//NN|UTR|SIN|IND|NOM//nmod//12 kräver//VB|PRS|AKT//advcl//2 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//19 samhällelig//JJ|POS|UTR|SIN|IND|NOM//amod//19 uppmärksamhet//NN|UTR|SIN|IND|NOM//obj//16 .//MAD//punct//2
Sammanfattning;Rapporten//NN|UTR|SIN|DEF|NOM//nsubj:pass//22 inleds//VB|PRS|SFO//parataxis//2 med//PP//case//25 en//DT|UTR|SIN|IND//det//25 genomgång//NN|UTR|SIN|IND|NOM//obl//22 av//PP//case//27 anknytningsteorin//NN|UTR|SIN|DEF|NOM//nmod//25 .//MAD//punct//22
Sammanfattning;Denna//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//30 används//VB|PRS|SFO//parataxis//22 som//KN//mark//34 en//DT|UTR|SIN|IND//det//34 utvecklingspsykologisk//JJ|POS|UTR|SIN|IND|NOM//amod//34 referensram//NN|UTR|SIN|IND|NOM//xcomp//30 för//PP//mark//37 att//IE//mark//37 beskriva//VB|INF|AKT//advcl//30 barns//NN|NEU|PLU|IND|GEN//nmod:poss//40 känslomässiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//40 utveckling//NN|UTR|SIN|IND|NOM//obj//37 med//PP//case//43 speciellt//JJ|POS|NEU|SIN|IND|NOM//advmod//43 fokus//NN|NEU|SIN|IND|NOM//obl//37 på//PP//case//46 de//DT|UTR/NEU|PLU|DEF//det//46 anknytningsrelationer//NN|UTR|PLU|IND|NOM//nmod//43 som//HP|-|-|-//nsubj:pass//48 skapas//VB|PRS|SFO//acl:relcl//46 under//PP//case//52 de//DT|UTR/NEU|PLU|DEF//det//52 första//RO|NOM//amod//52 tre//RG|NOM//obl//48 till//PP//case//55 fyra//RG|NOM//nummod//55 levnadsåren//NN|NEU|PLU|DEF|NOM//obl//48 .//MAD//punct//2
Sammanfattning;Människobarnet//NN|NEU|SIN|DEF|NOM//nsubj//64 är//VB|PRS|AKT//cop//64 vid//PP//case//60 födseln//NN|UTR|SIN|DEF|NOM//obl//64 fysiskt//JJ|POS|NEU|SIN|IND|NOM//advmod//64 och//KN//cc//63 psykiskt//AB|POS//conj//61 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//2 av//PP//case//67 den//DT|UTR|SIN|DEF//det//67 vuxne//JJ|POS|MAS|SIN|DEF|NOM//obl//64 för//PP//case//70 sin//PS|UTR|SIN|DEF//nmod:poss//70 överlevnad//NN|UTR|SIN|IND|NOM//obl//64 och//KN//cc//72 den//DT|UTR|SIN|DEF//conj//70 eller//KN//cc//75 de//DT|UTR/NEU|PLU|DEF//det//75 föräldrapersoner//NN|UTR|PLU|IND|NOM//conj//70 som//HP|-|-|-//nsubj//78 regelbundet//AB//nsubj//78 tar//VB|PRS|AKT//acl:relcl//75 hand//NN|UTR|SIN|IND|NOM//compound:prt//78 om//PP//mark//82 barnet//NN|NEU|SIN|DEF|NOM//nsubj//82 kommer//VB|PRS|AKT//aux//87 genom//PP//case//85 sin//PS|UTR|SIN|DEF//nmod:poss//85 omvårdnad//NN|UTR|SIN|IND|NOM//obl//87 att//IE//mark//87 bli//VB|INF|AKT//conj//64 barnets//NN|NEU|SIN|DEF|GEN//nmod:poss//89 anknytningsperson//NN|UTR|SIN|IND|NOM//xcomp//87 ///MID//cc//91 er//PN|UTR|PLU|DEF|OBJ//conj//89 och//KN//cc//93 påverka//VB|INF|AKT//conj//87 barnets//NN|NEU|SIN|DEF|GEN//nmod:poss//96 psykosociala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//96 utveckling//NN|UTR|SIN|IND|NOM//obj//93 ,//MID//punct//100 både//KN//cc//100 på//PP//case//100 kort//JJ|POS|UTR|SIN|IND|NOM//advmod//87 och//KN//cc//104 på//PP//case//104 lång//JJ|POS|UTR|SIN|IND|NOM//amod//104 sikt//NN|UTR|SIN|IND|NOM//conj//100 .//MAD//punct//2
Sammanfattning;Barn//NN|NEU|PLU|IND|NOM//nsubj//2 är//VB|PRS|AKT//cop//2 programmerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ROOT//2 att//IE//mark//4 ta//VB|INF|AKT//advcl//2 emot//PL//case//6 omvårdnad//NN|UTR|SIN|IND|NOM//obj//4 ,//MID//punct//11 det//DT|NEU|SIN|DEF//det//10 nyfödda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//10 barnet//NN|NEU|SIN|DEF|NOM//nsubj//11 signalerar//VB|PRS|AKT//conj//2 sitt//PS|NEU|SIN|DEF//nmod:poss//13 behov//NN|NEU|SIN|IND|NOM//obj//11 av//PP//mark//16 att//IE//mark//16 bli//VB|INF|AKT//acl//13 omhändertaget//PC|PRF|NEU|SIN|IND|NOM//xcomp//16 ,//MID//punct//23 och//KN//cc//23 från//PP//case//22 8-9//RG|NOM//nummod//22 månader//NN|UTR|PLU|IND|NOM//obl//23 protesterar//VB|PRS|AKT//conj//11 barnet//NN|NEU|SIN|DEF|NOM//obj//23 mot//PP//mark//27 att//IE//mark//27 skiljas//VB|INF|SFO//advcl//23 från//PP//case//29 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//27 som//HP|-|-|-//obl//32 barnet//NN|NEU|SIN|DEF|NOM//nsubj//32 fått//VB|SUP|AKT//acl:relcl//29 erfarenheter//NN|UTR|PLU|IND|NOM//obj//32 av//PP//case//33 har//VB|PRS|AKT//aux//36 tillhandahållit//VB|SUP|AKT//conj//11 omvårdnad//NN|UTR|SIN|IND|NOM//obj//36 .//MAD//punct//11
Sammanfattning;För//PP//case//40 barnet//NN|NEU|SIN|DEF|NOM//obl//43 är//VB|PRS|AKT//cop//43 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//43 gynnsamt//JJ|POS|NEU|SIN|IND|NOM//conj//11 med//PP//case//46 minst//AB|SUV//advmod//46 en//RG|UTR|SIN|IND|NOM//obl//43 ,//MID//punct//50 men//KN//cc//50 gärna//AB|POS//advmod//50 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//conj//11 än//KN//fixed//50 en//RG|UTR|SIN|IND|NOM//det//56 ,//MID//punct//52 långsiktigt//AB|POS//advmod//55 engagerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//56 föräldrar//NN|UTR|PLU|IND|NOM//obj//50 som//HP|-|-|-//nsubj//60 med//PP//case//59 lyhördhet//NN|UTR|SIN|IND|NOM//obl//60 svarar//VB|PRS|AKT//acl:relcl//56 på//PP//case//63 barnets//NN|NEU|SIN|DEF|GEN//nmod:poss//63 behov//NN|NEU|SIN|IND|NOM//obl//60 av//PP//case//65 närhet//NN|UTR|SIN|IND|NOM//nmod//63 ,//MID//punct//67 tröst//NN|UTR|SIN|IND|NOM//conj//65 och//KN//cc//69 skydd//NN|NEU|SIN|IND|NOM//conj//65 .//MAD//punct//11
Sammanfattning;Anknytningspersonen//NN|UTR|SIN|DEF|NOM//nsubj//75 bör//VB|PRS|AKT//aux//75 vara//VB|INF|AKT//cop//75 ”//PM|NOM//punct//75 stor//JJ|POS|UTR|SIN|IND|NOM//conj//2 ,//MID//punct//75 stark//JJ|POS|UTR|SIN|IND|NOM//amod//82 ,//MID//punct//79 klok//JJ|POS|UTR|SIN|IND|NOM//conj//77 och//KN//cc//81 snäll//JJ|POS|UTR|SIN|IND|NOM//conj//77 ”//NN|UTR|SIN|IND|NOM//conj//75 för//PP//mark//86 att//IE//mark//86 kunna//VB|INF|AKT//aux//86 erbjuda//VB|INF|AKT//advcl//75 barnet//NN|NEU|SIN|DEF|NOM//obj//86 en//DT|UTR|SIN|IND//det//90 trygg//JJ|POS|UTR|SIN|IND|NOM//amod//90 bas//NN|UTR|SIN|IND|NOM//obj//86 att//IE//mark//92 utforska//VB|INF|AKT//acl//90 världen//NN|UTR|SIN|DEF|NOM//obj//92 från//PP//obl//92 och//KN//cc//98 en//DT|UTR|SIN|IND//det//98 säker//JJ|POS|UTR|SIN|IND|NOM//amod//98 hamn//NN|UTR|SIN|IND|NOM//conj//92 att//IE//mark//101 kunna//VB|INF|AKT//aux//101 återvända//VB|INF|AKT//acl//98 till//PP//compound:prt//101 när//HA//mark//105 världen//NN|UTR|SIN|DEF|NOM//nsubj//105 är//VB|PRS|AKT//advcl//86 eller//KN//cc//107 upplevs//VB|PRS|SFO//conj//105 som//KN//mark//109 farlig//JJ|POS|UTR|SIN|IND|NOM//xcomp//107 .//MAD//punct//75
Sammanfattning;Barn//NN|NEU|PLU|IND|NOM//conj//75 som//HP|-|-|-//nsubj//118 med//PP//case//117 hjälp//NN|UTR|SIN|IND|NOM//fixed//113 av//PP//fixed//113 sin//PS|UTR|SIN|DEF//nmod:poss//117 anknytningsperson//NN|UTR|SIN|IND|NOM//obl//118 lär//VB|PRS|AKT//acl:relcl//111 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//118 att//IE//mark//121 använda//VB|INF|AKT//xcomp//118 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//124 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//124 resurser//NN|UTR|PLU|IND|NOM//obj//121 och//KN//cc//126 lita//VB|INF|AKT//conj//121 på//PP//case//129 andras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//129 hjälp//NN|UTR|SIN|IND|NOM//obl//126 vid//PP//case//131 behov//NN|NEU|SIN|IND|NOM//obl//126 kan//VB|PRS|AKT//aux//134 själv//JJ|POS|UTR|SIN|IND|NOM//advmod//134 reglera//VB|INF|AKT//conj//75 sin//PS|UTR|SIN|DEF//nmod:poss//136 stress//NN|UTR|SIN|IND|NOM//obj//134 och//KN//cc//139 lättare//AB|KOM//advmod//139 klara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//134 rimliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//134 och//KN//cc//142 åldersrelevanta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//140 utmaningar//NN|UTR|PLU|IND|NOM//obj//142 under//PP//case//145 uppväxten//NN|UTR|SIN|DEF|NOM//nmod//143 .//MAD//punct//75
Sammanfattning;En//DT|UTR|SIN|IND//det//149 viktig//JJ|POS|UTR|SIN|IND|NOM//amod//149 del//NN|UTR|SIN|IND|NOM//nsubj//152 av//PP//case//151 anknytningsteorin//NN|UTR|SIN|DEF|NOM//nmod//149 beskriver//VB|PRS|AKT//conj//75 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//154 barns//NN|NEU|PLU|IND|GEN//nmod:poss//155 reaktioner//NN|UTR|PLU|IND|NOM//obj//152 på//PP//mark//158 att//IE//mark//158 bli//VB|INF|AKT//advcl//152 skilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//158 från//PP//case//162 sin//PS|UTR|SIN|DEF//nmod:poss//162 anknytningsperson//NN|UTR|SIN|IND|NOM//obl//159 ,//MID//punct//159 där//HA//advmod//165 protest//NN|UTR|SIN|IND|NOM//nsubj//170 ,//MID//punct//167 förtvivlan//NN|UTR|SIN|IND|NOM//conj//165 och//KN//cc//169 losskoppling//NN|UTR|SIN|IND|NOM//conj//165 beskriver//VB|PRS|AKT//conj//75 de//DT|UTR/NEU|PLU|DEF//det//173 tre//RG|NOM//nummod//173 reaktionsmönster//NN|UTR|PLU|IND|NOM//obj//170 som//HP|-|-|-//nsubj//175 kännetecknar//VB|PRS|AKT//acl:relcl//173 barnets//NN|NEU|SIN|DEF|GEN//nmod:poss//177 försök//NN|NEU|SIN|IND|NOM//obj//175 att//IE//mark//179 hantera//VB|INF|AKT//acl//177 den//DT|UTR|SIN|DEF//det//182 psykologiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//182 förlusten//NN|UTR|SIN|DEF|NOM//obj//179 av//PP//case//184 trygghet//NN|UTR|SIN|IND|NOM//nmod//182 .//MAD//punct//75
Sammanfattning;En//DT|UTR|SIN|IND//det//1 genomgång//NN|UTR|SIN|IND|NOM//nsubj//6 av//PP//case//5 den//DT|UTR|SIN|DEF//det//5 internationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//5 forskningslitteraturen//NN|UTR|SIN|DEF|NOM//nmod//1 speglar//VB|PRS|AKT//ROOT//6 de//DT|UTR/NEU|PLU|DEF//det//8 variationer//NN|UTR|PLU|IND|NOM//obj//6 som//HP|-|-|-//nsubj//10 finns//VB|PRS|SFO//acl:relcl//8 i//PP//case//12 former//NN|UTR|PLU|IND|NOM//obl//10 för//PP//case//15 barns//NN|NEU|PLU|IND|GEN//nmod:poss//15 boende//NN|UTR|PLU|IND|NOM//nmod//12 och//KN//cc//18 de//DT|UTR/NEU|PLU|DEF//det//18 situationer//NN|UTR|PLU|IND|NOM//conj//8 där//HA//advmod//23 barn//NN|NEU|PLU|IND|NOM//nsubj//23 inte//AB//advmod//23 kan//VB|PRS|AKT//aux//23 bo//VB|INF|AKT//acl:relcl//18 hos//PP//case//26 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//26 föräldrar//NN|UTR|PLU|IND|NOM//obl//23 .//MAD//punct//6
Sammanfattning;Vi//PN|UTR|PLU|DEF|SUB//nsubj//29 redogör//VB|PRS|AKT//parataxis//6 för//PP//case//31 förutsättningar//NN|UTR|PLU|IND|NOM//obl//29 och//KN//cc//33 krav//NN|NEU|PLU|IND|NOM//conj//31 som//HP|-|-|-//nsubj:pass//36 kan//VB|PRS|AKT//aux//36 ställas//VB|INF|SFO//acl:relcl//33 när//HA//mark//40 barn//NN|NEU|PLU|IND|NOM//nsubj//40 ska//VB|PRS|AKT//aux//40 övernatta//VB|INF|AKT//advcl//36 i//PP//case//45 mer//AB|KOM//advmod//45 än//KN//fixed//42 en//DT|UTR|SIN|IND//det//45 omsorgsmiljö//NN|UTR|SIN|IND|NOM//obl//40 ,//MID//punct//45 t.ex.//AB|AN//advmod//50 hos//PP//case//50 biologiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//50 föräldrar//NN|UTR|PLU|IND|NOM//appos//45 och//KN//cc//53 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//53 familjehemsföräldrar//NN|UTR|PLU|IND|NOM//conj//50 .//MAD//punct//29
