Sammanfattning av uppdraget;En//DT|UTR|SIN|IND//det//2 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//2 utredare//NN|UTR|SIN|IND|NOM//nsubj:pass//3 tillkallas//VB|PRS|SFO//ROOT//3 med//PP//case//5 uppdrag//NN|NEU|SIN|IND|NOM//obl//3 att//IE//mark//7 medverka//VB|INF|AKT//acl//5 till//PP//mark//11 att//SN//mark//11 förutsättningar//NN|UTR|PLU|IND|NOM//nsubj:pass//11 skapas//VB|PRS|SFO//advcl//7 så//AB//mark//17 att//SN//mark//17 alla//DT|UTR/NEU|PLU|IND/DEF//det//15 kommuners//NN|UTR|PLU|IND|GEN//nmod:poss//16 huvudorter//NN|UTR|PLU|IND|NOM//nsubj//17 får//VB|PRS|AKT//advcl//11 en//DT|UTR|SIN|IND//det//19 anslutningspunkt//NN|UTR|SIN|IND|NOM//obj//17 till//PP//case//22 det//DT|NEU|SIN|DEF//det//22 stomnät//NN|NEU|SIN|IND|NOM//obl//17 med//PP//case//25 hög//JJ|POS|UTR|SIN|IND|NOM//amod//25 överföringskapacitet//NN|UTR|SIN|IND|NOM//nmod//22 som//HP|-|-|-//case//27 regeringen//NN|UTR|SIN|DEF|NOM//acl//25 den//DT|UTR|SIN|DEF//det//30 17//RG|NOM//nummod//30 augusti//NN|UTR|SIN|IND|NOM//obl//17 2000//RG|NOM//nummod//30 (//PAD//punct//3 dnr//PM|NOM//parataxis//3 N1999/11617//PM|NOM//obj//33 )//PAD//punct//33 uppdrog//VB|PRT|AKT//parataxis//3 åt//PP//case//38 Affärsverket//NN|NEU|SIN|DEF|NOM//obl//36 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//40 kraftnät//NN|NEU|SIN|IND|NOM//obj//36 att//IE//mark//42 bygga//VB|INF|AKT//acl//40 ut//PL//compound:prt//42 .//MAD//punct//3

Bakgrund;Riksdagen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 beslutat//VB|SUP|AKT//ROOT//2 att//SN//mark//7 det//DT|NEU|SIN|DEF//det//6 IT-politiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//6 målet//NN|NEU|SIN|DEF|NOM//nsubj//7 är//VB|PRS|AKT//ccomp//2 att//SN//mark//162 Sverige//PM|NOM//nsubj//162 som//KN//nsubj//14 första//RO|NOM//amod//12 land//NN|NEU|SIN|IND|NOM//nsubj//14 skall//VB|PRS|AKT//aux//14 bli//VB|INF|AKT//acl:relcl//9 ett//DT|NEU|SIN|IND//det//16 informationssamhälle//NN|NEU|SIN|IND|NOM//xcomp//14 för//PP//case//18 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//nmod//16 (//PAD//punct//18 prop//NN|UTR|SIN|IND|NOM//appos//18 .//MAD//punct//9
Bakgrund;1999/2000:86//AB//appos//9 ,//MID//punct//26 den//DT|UTR|SIN|DEF//det//26 s.k.//AB|AN//amod//26 IT-propositionen//NN|UTR|SIN|DEF|NOM//conj//22 ,//MID//punct//28 bet//VB|PRT|AKT//conj//22 .//MID//punct//9
Bakgrund;1999/2000//RG|NOM//discourse//162 ://MID//punct//32
Bakgrund;TU9//PM|NOM//dep//162 ,//MID//punct//32 rskr//PM|NOM//conj//32 1999/2000:256//RG|NOM//conj//32 )//PAD//punct//32 .//MAD//punct//32
Bakgrund;I//PP//case//39 IT-propositionen//NN|UTR|SIN|DEF|NOM//obl//40 uttalade//VB|PRT|AKT//conj//32 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//40 att//SN//mark//56 hushåll//NN|NEU|PLU|IND|NOM//nsubj//56 och//KN//cc//45 företag//NN|NEU|PLU|IND|NOM//conj//43 i//PP//case//48 alla//DT|UTR/NEU|PLU|IND/DEF//det//48 delar//NN|UTR|PLU|IND|NOM//nmod//43 av//PP//case//50 Sverige//PM|NOM//nmod//48 inom//PP//case//54 de//DT|UTR/NEU|PLU|DEF//det//54 närmaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//54 åren//NN|NEU|PLU|DEF|NOM//nmod//48 borde//VB|PRT|AKT//aux//56 få//VB|INF|AKT//conj//32 tillgång//NN|UTR|SIN|IND|NOM//obj//56 till//PP//case//59 IT-infrastruktur//NN|UTR|SIN|IND|NOM//obl//56 .//MAD//punct//32
Bakgrund;Utifrån//PP//case//62 IT-propositionen//NN|UTR|SIN|DEF|NOM//nmod//32 och//KN//cc//65 riksdagens//NN|UTR|SIN|DEF|GEN//nmod:poss//65 beslut//NN|NEU|SIN|IND|NOM//conj//62 som//KN//nsubj:pass//70 grundval//NN|NEU|SIN|IND|NOM//advmod//70 har//VB|PRS|AKT//aux//70 stödinsatser//NN|UTR|PLU|IND|NOM//nsubj:pass//70 utformats//VB|SUP|SFO//acl:relcl//65 ,//MID//punct//70 i//PP//advmod//75 första//RO|NOM//fixed//72 hand//NN|UTR|SIN|IND|NOM//fixed//72 inriktade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//70 mot//PP//case//77 områden//NN|NEU|PLU|IND|NOM//obl//75 utanför//PP//case//79 tätorterna//NN|UTR|PLU|DEF|NOM//nmod//77 och//KN//cc//83 glest//AB|POS//advmod//82 befolkade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//83 områden//NN|NEU|PLU|IND|NOM//conj//79 i//PP//advmod//75 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//84 (//PAD//punct//32 lagen//NN|UTR|SIN|DEF|NOM//nmod//88 2000:1335//RG|NOM//conj//32 om//PP//case//90 kreditering//NN|UTR|SIN|IND|NOM//nmod//88 på//PP//case//92 skattekonto//NN|NEU|SIN|IND|NOM//nmod//90 av//PP//case//94 stöd//NN|NEU|SIN|IND|NOM//nmod//92 till//PP//case//96 kommuner//NN|UTR|PLU|IND|NOM//nmod//92 för//PP//case//98 anläggande//NN|NEU|SIN|IND|NOM//nmod//96 av//PP//case//101 lokala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//101 telenät//NN|NEU|PLU|IND|NOM//nmod//98 ,//MID//punct//104 förordningen//NN|UTR|SIN|DEF|NOM//nmod//104 2000:1469//RG|NOM//conj//32 om//PP//case//106 stöd//NN|NEU|SIN|IND|NOM//nmod//104 till//PP//case//108 kommuner//NN|UTR|PLU|IND|NOM//nmod//106 för//PP//case//110 anläggande//NN|NEU|SIN|IND|NOM//nmod//108 av//PP//case//113 lokala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//113 telenät//NN|NEU|PLU|IND|NOM//nmod//110 och//KN//cc//116 förordningen//NN|UTR|SIN|DEF|NOM//nmod//116 2001:350//RG|NOM//conj//110 om//PP//case//118 stöd//NN|NEU|SIN|IND|NOM//nmod//116 till//PP//case//120 kommuner//NN|UTR|PLU|IND|NOM//nmod//118 för//PP//case//122 anläggande//NN|NEU|SIN|IND|NOM//nmod//120 av//PP//case//125 ortssammanbindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//125 telenät//NN|NEU|PLU|IND|NOM//nmod//122 m.m.//AB|AN//conj//122 )//PAD//punct//104 .//MAD//punct//32
Bakgrund;Skälet//NN|NEU|SIN|DEF|NOM//conj//32 till//PP//case//131 stöden//NN|NEU|PLU|DEF|NOM//nmod//129 är//VB|PRS|AKT//cop//129 att//SN//mark//136 marknadskrafterna//NN|UTR|PLU|DEF|NOM//nsubj//136 inte//AB//advmod//136 bedöms//VB|PRS|SFO//ccomp//132 vara//VB|INF|AKT//cop//139 tillräckligt//AB|POS//advmod//139 starka//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//136 för//PP//case//142 en//DT|UTR|SIN|IND//det//142 utbyggnad//NN|UTR|SIN|IND|NOM//obl//139 i//PP//case//145 alla//DT|UTR/NEU|PLU|IND/DEF//det//145 delar//NN|UTR|PLU|IND|NOM//nmod//142 av//PP//case//147 landet//NN|NEU|SIN|DEF|NOM//nmod//145 .//MAD//punct//32
Bakgrund;För//PP//mark//153 att//SN//fixed//149 stödinsatserna//NN|UTR|PLU|DEF|NOM//nsubj//153 skall//VB|PRS|AKT//aux//153 få//VB|INF|AKT//advcl//162 avsedd//PC|PRF|UTR|SIN|IND|NOM//amod//155 effekt//NN|UTR|SIN|IND|NOM//obj//153 måste//VB|PRS|AKT//aux//162 dock//AB//advmod//162 aktörerna//NN|UTR|PLU|DEF|NOM//nsubj//162 på//PP//case//160 nätmarknaden//NN|UTR|SIN|DEF|NOM//nmod//158 kunna//VB|INF|AKT//aux//162 utgå//VB|INF|AKT//ccomp//7 från//PP//mark//168 att//SN//mark//168 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//168 kommer//VB|PRS|AKT//aux//168 att//IE//mark//168 finnas//VB|INF|SFO//advcl//162 goda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//170 möjligheter//NN|UTR|PLU|IND|NOM//obj//168 att//IE//mark//172 ansluta//VB|INF|AKT//acl//170 ett//DT|NEU|SIN|IND//det//175 lokalt//JJ|POS|NEU|SIN|IND|NOM//amod//175 nät//NN|NEU|SIN|IND|NOM//obj//172 till//PP//case//179 ett//DT|NEU|SIN|IND//det//179 nationellt//JJ|POS|NEU|SIN|IND|NOM//amod//179 stomnät//NN|NEU|SIN|IND|NOM//obl//172 .//MAD//punct//2
Bakgrund;Uppdraget//NN|NEU|SIN|DEF|NOM//ROOT//0 till//PP//case//3 Svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 kraftnät//NN|NEU|PLU|IND|NOM//nmod//0
