Vår;anhöriginvandring//NN|UTR|SIN|IND|NOM//ROOT//0
Vår;Delbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Anhörigkommittén//PM|NOM//nmod//0

Till statsrådet Jan O. Karlsson;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 11//RG|NOM//nummod//4 maj//NN|UTR|SIN|IND|NOM//obl//1 2000//RG|NOM//nummod//4 att//IE//mark//7 tillkalla//VB|INF|AKT//acl//4 en//DT|UTR|SIN|IND//det//10 parlamentarisk//JJ|POS|UTR|SIN|IND|NOM//amod//10 kommitté//NN|UTR|SIN|IND|NOM//obj//7 (//PAD//punct//12 UD//PM|NOM//appos//10 2000:03//RG|NOM//nummod//12 )//PAD//punct//12 med//PP//case//16 uppdrag//NN|NEU|SIN|IND|NOM//obl//7 att//IE//mark//18 utreda//VB|INF|AKT//acl//16 utlänningslagens//NN|UTR|SIN|DEF|GEN//nmod:poss//20 bestämmelser//NN|UTR|PLU|IND|NOM//obj//18 om//PP//case//22 anhöriginvandring//NN|UTR|SIN|IND|NOM//obl//18 till//PP//case//24 Sverige//PM|NOM//nmod//22 .//MAD//punct//1
Till statsrådet Jan O. Karlsson;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//27 beslutade//VB|PRT|AKT//parataxis//1 därefter//AB//advmod//27 den//DT|UTR|SIN|DEF//det//31 29//RG|NOM//nummod//31 november//NN|UTR|SIN|IND|NOM//obj//27 2000//RG|NOM//nummod//31 att//IE//mark//36 genom//PP//case//35 tilläggsdirektiv//NN|NEU|PLU|IND|NOM//obl//36 utvidga//VB|INF|AKT//acl//31 kommitténs//NN|UTR|SIN|DEF|GEN//nmod:poss//38 uppdrag//NN|NEU|PLU|IND|NOM//obj//36 till//PP//mark//42 att//IE//mark//42 bl.a.//AB|AN//advmod//42 utvärdera//VB|INF|AKT//acl//38 och//KN//cc//44 göra//VB|INF|AKT//conj//42 en//DT|UTR|SIN|IND//det//46 översyn//NN|UTR|SIN|IND|NOM//obj//44 av//PP//case//49 utlänningslagens//NN|UTR|SIN|DEF|GEN//nmod:poss//49 bestämmelser//NN|UTR|PLU|IND|NOM//nmod//46 om//PP//mark//60 dels//KN//advmod//52 straff//NN|NEU|SIN|IND|NOM//nsubj:pass//60 för//PP//case//54 människosmuggling//NN|UTR|SIN|IND|NOM//nmod//52 ,//MID//punct//52 dels//KN//advmod//57 transportörsansvar//NN|UTR|PLU|IND|NOM//conj//52 .//MAD//punct//52
Till statsrådet Jan O. Karlsson;Samtidigt//AB//advmod//60 förlängdes//VB|PRT|SFO//advcl//36 tiden//NN|UTR|SIN|DEF|NOM//nsubj:pass//60 för//PP//case//63 redovisning//NN|UTR|SIN|IND|NOM//obl//60 av//PP//case//66 kommitténs//NN|UTR|SIN|DEF|GEN//nmod:poss//66 uppdrag//NN|NEU|PLU|IND|NOM//nmod//63 till//PP//case//70 den//DT|UTR|SIN|DEF//det//70 1//RO|NOM//nummod//70 juni//NN|UTR|SIN|IND|NOM//obl//60 2001//RG|NOM//nummod//70 vad//HP|NEU|SIN|IND//nsubj//73 gäller//VB|PRS|AKT//acl:relcl//70 anhöriginvandring//NN|UTR|SIN|IND|NOM//obj//73 och//KN//cc//78 den//DT|UTR|SIN|DEF//det//78 31//RG|NOM//nummod//78 december//NN|UTR|SIN|IND|NOM//conj//70 2001//RG|NOM//nummod//78 vad//HP|NEU|SIN|IND//nsubj//81 gäller//VB|PRS|AKT//acl:relcl//70 människosmuggling//NN|UTR|SIN|IND|NOM//obj//81 m.m.//AB|AN//conj//82 Genom//PP//case//86 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//86 tilläggsdirektiv//NN|NEU|PLU|IND|NOM//obl//81 den//DT|UTR|SIN|DEF//det//89 26//RG|NOM//nummod//89 juli//NN|UTR|SIN|IND|NOM//obl//91 2001//RG|NOM//nummod//89 befriades//VB|PRT|SFO//conj//36 kommittén//NN|UTR|SIN|DEF|NOM//nsubj:pass//91 från//PP//case//95 sitt//PS|NEU|SIN|DEF//nmod:poss//95 uppdrag//NN|NEU|SIN|IND|NOM//obl//91 om//PP//case//97 transportörsansvar//NN|NEU|SIN|IND|NOM//nmod//95 och//KN//cc//99 förlängdes//VB|PRT|SFO//conj//91 tiden//NN|UTR|SIN|DEF|NOM//obj//99 för//PP//case//102 redovisning//NN|UTR|SIN|IND|NOM//nmod//100 av//PP//case//105 kommitténs//NN|UTR|SIN|DEF|GEN//nmod:poss//105 uppdrag//NN|NEU|PLU|IND|NOM//nmod//102 till//PP//case//109 den//DT|UTR|SIN|DEF//det//109 31//RG|NOM//nummod//109 januari//NN|UTR|SIN|IND|NOM//obl//99 2002//RG|NOM//nummod//109 vad//HP|NEU|SIN|IND//nsubj//112 gäller//VB|PRS|AKT//acl:relcl//109 anhöriginvandring//NN|UTR|SIN|IND|NOM//obj//112 och//KN//cc//117 den//DT|UTR|SIN|DEF//det//117 31//RG|NOM//nummod//117 juli//NN|UTR|SIN|IND|NOM//conj//113 2002//RG|NOM//nummod//117 vad//HP|NEU|SIN|IND//nsubj//120 gäller//VB|PRS|AKT//conj//27 människosmuggling//NN|UTR|SIN|IND|NOM//obj//120 m.m.//AB|AN//conj//121
Till statsrådet Jan O. Karlsson;Den//DT|UTR|SIN|DEF//det//2 8//RO|NOM//nummod//2 september//NN|UTR|SIN|IND|NOM//obl//4 2000//RG|NOM//nummod//2 förordnade//VB|PRT|AKT//ROOT//4 statsrådet//NN|NEU|SIN|DEF|NOM//nmod//6 Maj-Inger//PM|NOM//nsubj//4 Klingvall//PM|NOM//flat:name//6 riksdagsledamoten//NN|UTR|SIN|DEF|NOM//nmod//10 Pär//PM|NOM//nmod//10 Axel//PM|NOM//flat:name//6 Sahlberg//PM|NOM//flat:name//10 som//KN//mark//13 ordförande//NN|UTR|SIN|IND|NOM//advcl//6 i//PP//case//15 kommittén//NN|UTR|SIN|DEF|NOM//obl//4 .//MAD//punct//4
Till statsrådet Jan O. Karlsson;Samma//DT|UTR/NEU|SIN/PLU|IND//det//18 dag//NN|UTR|SIN|IND|NOM//nsubj:pass//19 förordnades//VB|PRT|SFO//parataxis//4 att//IE//mark//23 som//KN//mark//23 ledamöter//NN|UTR|PLU|IND|NOM//nsubj//23 ingå//VB|INF|AKT//ccomp//19 i//PP//case//25 kommittén//NN|UTR|SIN|DEF|NOM//obl//23 riksdagsledamoten//NN|UTR|SIN|DEF|NOM//nmod//27 Maud//PM|NOM//obj//23 Björnemalm//PM|NOM//flat:name//27 ,//MID//punct//27 jur.dr//PM|NOM//conj//27 .//MID//punct//27
Till statsrådet Jan O. Karlsson;Gunilla//PM|NOM//obl//56 Edelstam//PM|NOM//flat//32 ,//MID//punct//32 advokaten//NN|UTR|SIN|DEF|NOM//amod//36 Bernt-Erik//PM|NOM//appos//32 Ekeroth//PM|NOM//flat//36 samt//KN//cc//40 riksdagsledamöterna//NN|UTR|PLU|DEF|NOM//nmod//40 Gustaf//PM|NOM//conj//32 von//PM|NOM//nmod//42 Essen//PM|NOM//conj//32 ,//MID//punct//32 Ulla//PM|NOM//nmod//32 Hoffmann//PM|NOM//flat:name//44 ,//MID//punct//44 Yilmaz//PM|NOM//compound//48 Kerimo//PM|NOM//appos//44 och//KN//cc//50 Johan//PM|NOM//conj//44 Pehrson//PM|NOM//flat//50 .//MAD//punct//44
Till statsrådet Jan O. Karlsson;Riksdagsledamoten//NN|UTR|SIN|DEF|NOM//nmod//54 Birgitta//PM|NOM//conj//32 Carlsson//PM|NOM//flat:name//54 förordnades//VB|PRT|SFO//conj//23 den//DT|UTR|SIN|DEF//det//59 25//RG|NOM//nummod//59 september//NN|UTR|SIN|IND|NOM//obl//56 2000//RG|NOM//nummod//59 som//KN//mark//62 ledamot//NN|UTR|SIN|IND|NOM//acl:relcl//59 fr.o.m.//AB|AN//case//66 den//DT|UTR|SIN|DEF//det//66 8//RO|NOM//nummod//66 september//NN|UTR|SIN|IND|NOM//obl//56 2000//RG|NOM//nummod//66 .//MAD//punct//56
Till statsrådet Jan O. Karlsson;Den//DT|UTR|SIN|DEF//det//71 8//RO|NOM//nummod//71 september//NN|UTR|SIN|IND|NOM//nsubj:pass//73 2000//RG|NOM//nummod//71 förordnades//VB|PRT|SFO//conj//56 vidare//AB|KOM//advmod//73 att//IE//mark//78 som//KN//mark//78 experter//NN|UTR|PLU|IND|NOM//nsubj//78 biträda//VB|INF|AKT//advcl//73 kommittén//NN|UTR|SIN|DEF|NOM//amod//80 konsulten//NN|UTR|SIN|DEF|NOM//nmod//81 Mahmoud//PM|NOM//iobj//78 Aldebe//PM|NOM//flat//81 ,//MID//punct//78 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//85 Per//PM|NOM//parataxis//78 Aldskogius//PM|NOM//flat:name//85 ,//MID//punct//78 numera//AB//advmod//102 hovrättsrådet//NN|NEU|SIN|DEF|NOM//nmod//90 Ulrika//PM|NOM//nmod//102 Beergrehn//PM|NOM//flat:name//90 ,//MID//punct//90 utlänningsnämndsrådet//NN|NEU|SIN|DEF|NOM//nmod//94 Kurt//PM|NOM//conj//90 Björk//PM|NOM//flat:name//94 ,//MID//punct//94 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//98 Anna//PM|NOM//conj//90 Gralberg//PM|NOM//flat:name//98 ,//MID//punct//98 departementsrådet//NN|NEU|SIN|DEF|NOM//nmod//102 Björn//PM|NOM//appos//78 Hammarberg//PM|NOM//flat:name//102 ,//MID//punct//105 departementssekreteraren//NN|UTR|SIN|DEF|NOM//conj//102 Eva-Lotta//PM|NOM//flat:name//102 Johansson//PM|NOM//flat:name//102 ,//MID//punct//102 programhandläggaren//NN|UTR|SIN|DEF|NOM//nmod//110 Hans//PM|NOM//nmod:poss//111 Lindström//PM|NOM//flat:name//102 ,//MID//punct//102 avdelningsdirektören//NN|UTR|SIN|DEF|NOM//nmod//114 Fredrik//PM|NOM//appos//102 Martinsson//PM|NOM//flat:name//114 och//KN//cc//117 ämnesrådet//NN|NEU|SIN|DEF|NOM//nmod//118 Bengt//PM|NOM//conj//114 Ranland//PM|NOM//flat:name//118 .//MID//punct//56
Till statsrådet Jan O. Karlsson;Den//DT|UTR|SIN|DEF//det//123 5//RO|NOM//nummod//123 december//NN|UTR|SIN|IND|NOM//obl//125 2000//RG|NOM//nummod//123 förordnades//VB|PRT|SFO//parataxis//56 avdelningschefen//NN|UTR|SIN|DEF|NOM//nmod//127 Birgitta//PM|NOM//nsubj:pass//125 Ornbrant//PM|NOM//xcomp//125 som//KN//mark//130 expert//NN|UTR|SIN|IND|NOM//xcomp//125 .//MID//punct//56
Till statsrådet Jan O. Karlsson;Den//DT|UTR|SIN|DEF//det//134 16//RG|NOM//nummod//134 januari//NN|UTR|SIN|IND|NOM//obl//136 2001//RG|NOM//nummod//134 entledigades//VB|PRT|SFO//parataxis//56 Hans//PM|NOM//nmod:poss//138 Lindström//PM|NOM//nsubj:pass//136 och//KN//cc//140 förordnades//VB|PRT|SFO//conj//136 sakkunniga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//142 Eva//PM|NOM//dep//140 Ulfvebrand//PM|NOM//obj//140 som//KN//mark//145 expert//NN|UTR|SIN|IND|NOM//xcomp//140 .//MID//punct//136
Till statsrådet Jan O. Karlsson;Anna//PM|NOM//nsubj:pass//152 Gralberg//PM|NOM//flat:name//147 och//KN//cc//150 Birgitta//PM|NOM//conj//147 Ornbrant//PM|NOM//amod//147 entledigades//VB|PRT|SFO//parataxis//136 genom//PP//case//154 beslut//NN|NEU|SIN|IND|NOM//obl//152 den//DT|UTR|SIN|DEF//det//157 29//RG|NOM//nummod//157 januari//NN|UTR|SIN|IND|NOM//obl//152 2002//RG|NOM//nummod//157 (//PAD//punct//157 från//PP//case//165 och//KN//fixed//160 med//PP//fixed//160 den//DT|UTR|SIN|DEF//det//165 1//RO|NOM//nummod//165 oktober//NN|UTR|SIN|IND|NOM//nmod//157 2001//RG|NOM//nummod//165 )//PAD//punct//157 .//MAD//punct//4
Till statsrådet Jan O. Karlsson;Ämnessakkunniga//JJ|POS|UTR/NEU|SIN|DEF|NOM//nmod//170 Inger//PM|NOM//appos//4 Laudon//PM|NOM//flat:name//170 och//KN//cc//173 ersättningshandläggaren//NN|UTR|SIN|DEF|NOM//nmod//174 José//PM|NOM//nsubj:pass//177 Perseverante//PM|NOM//flat:name//174 Kimenga//PM|NOM//flat//174 förordnades//VB|PRT|SFO//acl:relcl//170 den//DT|UTR|SIN|DEF//det//180 29//RG|NOM//nummod//180 januari//NN|UTR|SIN|IND|NOM//obl//177 2002//RG|NOM//nummod//180 som//KN//mark//183 experter//NN|UTR|PLU|IND|NOM//appos//180 (//PAD//punct//183 från//PP//advmod//190 och//KN//fixed//185 med//PP//fixed//185 den//DT|UTR|SIN|DEF//det//190 1//RO|NOM//nummod//190 oktober//NN|UTR|SIN|IND|NOM//nmod//191 2001//RG|NOM//nummod//180 respektive//AB//cc//195 den//DT|UTR|SIN|DEF//det//195 28//RG|NOM//nummod//195 november//NN|UTR|SIN|IND|NOM//nmod//180 2001//RG|NOM//nummod//195 )//PAD//punct//180 .//MAD//punct//4
