
Anders Sundström;Genom//PP//case//1 beslut//NN|NEU|SIN|IND|NOM//obl//6 den//DT|UTR|SIN|DEF//det//4 26//RG|NOM//nummod//4 januari//NN|UTR|SIN|IND|NOM//obl//6 1995//RG|NOM//nummod//4 bemyndigade//VB|PRT|AKT//ROOT//6 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//6 statsrådet//NN|NEU|SIN|DEF|NOM//nmod//9 Sundström//PM|NOM//obj//6 att//IE//mark//11 tillkalla//VB|INF|AKT//xcomp//6 en//DT|UTR|SIN|IND//det//14 parlamentarisk//JJ|POS|UTR|SIN|IND|NOM//amod//14 kommitté//NN|UTR|SIN|IND|NOM//obj//11 med//PP//case//16 uppgift//NN|UTR|SIN|IND|NOM//nmod//14 att//IE//mark//18 utreda//VB|INF|AKT//acl//14 effekter//NN|UTR|PLU|IND|NOM//obj//18 av//PP//case//22 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 arbetstidsförändringar//NN|UTR|PLU|IND|NOM//nmod//19 ,//MID//punct//6 m.m.//AB|AN//appos//6 Den//DT|UTR|SIN|DEF//det//27 26//RG|NOM//nummod//27 januari//NN|UTR|SIN|IND|NOM//obl//29 1995//RG|NOM//nummod//27 förordnades//VB|PRT|SFO//parataxis//6 riksdagsledamoten//NN|UTR|SIN|DEF|NOM//nmod//31 Ulrica//PM|NOM//nsubj//29 Messing//PM|NOM//flat//31 (//PAD//punct//32 s//NN|AN//nmod//32 )//PAD//punct//32 som//KN//case//37 ordförande//NN|UTR|SIN|IND|NOM//xcomp//29 .//MAD//punct//6
Anders Sundström;Den//DT|UTR|SIN|DEF//det//2 27//RG|NOM//nummod//2 mars//NN|UTR|SIN|IND|NOM//obl//4 1995//RG|NOM//nummod//2 förordnades//VB|PRT|SFO//ROOT//4 riksdagsledamoten//NN|UTR|SIN|DEF|NOM//nmod//6 Lena//PM|NOM//nsubj//4 Larsson//PM|NOM//flat:name//6 (//PAD//punct//6 s//PM|NOM//appos//6 )//PAD//punct//4 ,//MID//punct//4 riksdagsledamoten//NN|UTR|SIN|DEF|NOM//nmod//13 Björn//PM|NOM//appos//4 Kaaling//PM|NOM//flat:name//13 (//PAD//punct//13 s//NN|AN//obl:agent//13 )//PAD//punct//13 ,//MID//punct//21 riksdagsledamoten//NN|UTR|SIN|DEF|NOM//nmod//20 Laila//PM|NOM//compound//21 Bjurling//PM|NOM//parataxis//4 (//PAD//punct//21 s//PM|NOM//appos//21 )//PAD//punct//21 ,//MID//punct//21 landstingsrådet//NN|NEU|SIN|DEF|NOM//nmod//27 Marie//PM|NOM//appos//21 Sällström//PM|NOM//flat:name//27 (//PAD//punct//27 s//PM|NOM//nummod//27 )//PAD//punct//27 ,//MID//punct//34 landstingsrådet//NN|NEU|SIN|DEF|NOM//nmod//34 Sören//PM|NOM//appos//21 Gunnarsson//PM|NOM//flat:name//34 (//PAD//punct//34 s//PM|NOM//nmod//34 )//PAD//punct//34 ,//MID//punct//21 f//PM|NOM//punct//21 d//NN|AN//case//42 riksdagsledamoten//NN|UTR|SIN|DEF|NOM//nmod//43 Ylva//PM|NOM//dep//21 Annerstedt//PM|NOM//flat:name//43 (//PAD//punct//43 fp//PM|NOM//appos//43 )//PAD//punct//43 ,//MID//punct//50 riksdagsledamoten//NN|UTR|SIN|DEF|NOM//nmod//50 Görel//PM|NOM//conj//21 Thurdin//PM|NOM//flat:name//50 (//PAD//punct//50 c//NN|NEU|SIN|IND|NOM//nmod//50 )//PAD//punct//21 ,//MID//punct//4 riksdagsledamoten//NN|UTR|SIN|DEF|NOM//nmod//57 Christel//PM|NOM//appos//4 Anderberg//PM|NOM//flat:name//57 (//PAD//punct//57 m//PM|NOM//nmod//57 )//PAD//punct//57 ,//MID//punct//64 riksdagsledamoten//NN|UTR|SIN|DEF|NOM//nmod//64 Ingrid//PM|NOM//parataxis//4 Burman//PM|NOM//flat:name//64 (//PAD//punct//64 v//NN|NEU|SIN|IND|NOM//dep//64 )//PAD//punct//64 ,//MID//punct//72 projektledare//NN|UTR|SIN|IND|NOM//nmod//71 Anders//PM|NOM//nmod//72 Josephsson//PM|NOM//appos//4 (//PAD//punct//72 kds//PM|NOM//dep//72 )//PAD//punct//72 ,//MID//punct//72 lärare//NN|UTR|SIN|IND|NOM//nmod//78 Bertil//PM|NOM//dep//72 Borglund//PM|NOM//flat:name//78 (//PAD//punct//78 mp//NN|AN//appos//78 )//PAD//punct//78 ,//MID//punct//84 ombudsman//NN|UTR|SIN|IND|NOM//parataxis//4 Roger//PM|NOM//nsubj//84 Mörtvik//PM|NOM//flat:name//85 (//PAD//punct//88 TCO//PM|NOM//appos//84 )//PAD//punct//88 ,//MID//punct//91 ombudsman//NN|UTR|SIN|IND|NOM//dislocated//135 Marie-Louise//PM|NOM//nmod//93 Strömgren//PM|NOM//nsubj//91 (//PAD//punct//95 SACO//PM|NOM//appos//93 )//PAD//punct//95 ,//MID//punct//98 förhandlingsdirektör//NN|UTR|SIN|IND|NOM//nmod//99 Iréne//PM|NOM//conj//93 Nilsson-Carlsson//PM|NOM//flat:name//99 (//PAD//punct//99 Arbetsgivarverket//PM|NOM//conj//93 )//PAD//punct//93 ,//MID//punct//106 chefsjurist//NN|UTR|SIN|IND|NOM//nmod//106 Karl//PM|NOM//conj//91 Pfeifer//PM|NOM//flat:name//106 (//PAD//punct//106 Landstingsförbundet//PM|NOM//appos//106 )//PAD//punct//106 ,//MID//punct//112 sekreterare//NN|UTR|SIN|IND|NOM//nmod//113 Marianne//PM|NOM//dep//91 Hörding//PM|NOM//flat:name//113 (//PAD//punct//114 Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//117 Kommunförbundet//NN|NEU|SIN|DEF|NOM//appos//114 )//PAD//punct//91 ,//MID//punct//91 direktören//NN|UTR|SIN|DEF|NOM//nmod//121 Karl-Olof//PM|NOM//conj//91 Stenqvist//PM|NOM//flat:name//121 (//PAD//punct//121 VI//RG|NOM//appos//121 )//PAD//punct//121 ,//MID//punct//91 LO-sekreterare//NN|UTR|SIN|IND|NOM//nmod//128 Ingalill//PM|NOM//compound//129 Landquist-Westh//PM|NOM//parataxis//91 (//PAD//punct//129 LO//PM|NOM//appos//129 )//PAD//punct//129 ,//MID//punct//91 samtidigt//AB//advmod//135 förordnades//VB|PRT|SFO//parataxis//4 som//KN//mark//138 experter//NN|UTR|PLU|IND|NOM//amod//138 departementssekreterare//NN|UTR|SIN|IND|NOM//compound//139 Christer//PM|NOM//nsubj:pass//135 Eriksson//PM|NOM//flat//139 (//PAD//punct//139 arbetsmarknadsdepartementet//NN|NEU|SIN|DEF|NOM//appos//139 )//PAD//punct//139 ,//MID//punct//145 departementssekreterare//NN|UTR|SIN|IND|NOM//parataxis//4 Tony//PM|NOM//nsubj//145 Malmborg//PM|NOM//flat:name//146 (//PAD//punct//145 finansdepartementet//NN|NEU|SIN|DEF|NOM//appos//145 )//PAD//punct//145 ,//MID//punct//145 byråchef//NN|UTR|SIN|IND|NOM//nmod//153 Bertil//PM|NOM//dep//145 Segerfalk//PM|NOM//flat:name//153 (//PAD//punct//153 Arbetarskyddsstyrelsen//NN|UTR|SIN|DEF|NOM//appos//153 )//PAD//punct//153 ,//MID//punct//145 hovrättsassessor//NN|UTR|PLU|IND|NOM//conj//145 Inga//PM|NOM//det//161 Åkerlund//PM|NOM//conj//145 (//PAD//punct//161 arbetsmarknadsdepartementet//NN|NEU|SIN|DEF|NOM//appos//161 )//PAD//punct//161 .//MAD//punct//4
Anders Sundström;Genom//PP//case//1 beslut//NN|NEU|SIN|IND|NOM//obl//5 den//DT|UTR|SIN|DEF//det//4 28//RG|NOM//nummod//4 mars//NN|UTR|SIN|IND|NOM//obl//5 förordnades//VB|PRT|SFO//ROOT//5 Claes//PM|NOM//nsubj:pass//5 Stråth//PM|NOM//flat:name//6 som//KN//mark//9 huvudsekreterare//NN|UTR|SIN|IND|NOM//xcomp//5 och//KN//cc//11 Per//PM|NOM//conj//9 Ewaldsson//PM|NOM//flat:name//11 som//KN//case//14 sekreterare//NN|UTR|SIN|IND|NOM//obl//5 .//MAD//punct//5
Anders Sundström;Den//DT|UTR|SIN|DEF//det//18 13//RG|NOM//nummod//18 juni//NN|UTR|SIN|IND|NOM//obl//20 1995//RG|NOM//nummod//18 förordnades//VB|PRT|SFO//parataxis//5 Marita//PM|NOM//nsubj:pass//20 Pihl//PM|NOM//flat:name//21 som//KN//nsubj//24 bitr//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//21 sekreterare//NN|UTR|SIN|IND|NOM//obj//24 .//MAD//punct//5
Anders Sundström;Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//5 har//VB|PRS|AKT//aux//5 i//PP//advmod//5 uppdrag//NN|NEU|SIN|IND|NOM//fixed//2 att//IE//mark//5 analysera//VB|INF|AKT//ROOT//5 de//DT|UTR/NEU|PLU|DEF//det//8 långsiktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 konsekvenserna//NN|UTR|PLU|DEF|NOM//obj//5 av//PP//case//11 alternativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 arbetstidsförkortningar//NN|UTR|PLU|IND|NOM//nmod//8 ,//MID//punct//5 undersöka//VB|INF|AKT//conj//5 på//PP//case//18 vilket//HD|NEU|SIN|IND//det//16 sätt//NN|NEU|SIN|IND|NOM//nmod//18 flexibla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 arbetstidsregler//NN|UTR|PLU|IND|NOM//obl//13 kan//VB|PRS|AKT//aux//20 införas//VB|INF|SFO//conj//5 i//PP//case//23 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//23 lagstiftning//NN|UTR|SIN|IND|NOM//obl//20 ,//MID//punct//26 samt//KN//cc//26 utreda//VB|INF|AKT//conj//5 konsekvenserna//NN|UTR|PLU|DEF|NOM//obj//26 av//PP//case//29 EG//PM|NOM//nmod//27 ://MID//punct//26 s//PP//nummod//32 arbetstidsdirektiv//NN|NEU|SIN|IND|NOM//appos//26 för//PP//case//36 det//DT|NEU|SIN|DEF//det//36 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//36 regelsystemet//NN|NEU|SIN|DEF|NOM//nmod//32 på//PP//case//38 arbetstidsområdet//NN|NEU|SIN|DEF|NOM//nmod//36 .//MAD//punct//5
Anders Sundström;Härmed//AB//advmod//1 överlämnas//VB|PRS|SFO//ROOT//1 delbetänkandet//NN|NEU|SIN|DEF|NOM//nmod//3 EG//PM|NOM//nsubj:pass//1 ://MID//punct//3 s//PP//nummod//6 arbetstidsdirektiv//NN|NEU|SIN|IND|NOM//obl//1 och//KN//cc//9 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//9 konsekvenser//NN|UTR|PLU|IND|NOM//conj//6 för//PP//case//13 det//DT|NEU|SIN|DEF//det//13 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//13 regelsystemet//NN|NEU|SIN|DEF|NOM//nmod//9  //_SP////13 .//MAD//punct//1
Anders Sundström;Reservationer//NN|UTR|PLU|IND|NOM//nsubj:pass//2 har//VB|PRS|AKT//aux//2 avgivits//VB|SUP|SFO//ROOT//2 av//PP//case//5 ledamöterna//NN|UTR|PLU|DEF|NOM//nmod//5 Ingrid//PM|NOM//obl:agent//2 Burman//PM|NOM//flat:name//5 ,//MID//punct//5 Bertil//PM|NOM//conj//5 Borglund//PM|NOM//flat:name//8 och//KN//cc//11 Karl-Olof//PM|NOM//conj//8 Stenqvist//PM|NOM//flat:name//11 samt//KN//cc//16 av//PP//case//16 ledamöterna//NN|UTR|PLU|DEF|NOM//nmod//16 Christel//PM|NOM//conj//5 Anderberg//PM|NOM//flat:name//16 och//KN//cc//20 Anders//PM|NOM//nmod//20 Josephsson//PM|NOM//conj//16 gemensamt//AB|POS//advmod//2 .//MAD//punct//2
Anders Sundström;Särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//1 yttranden//NN|NEU|PLU|IND|NOM//nsubj:pass//3 har//VB|PRS|AKT//aux//3 avgivits//VB|SUP|SFO//ROOT//3 av//PP//case//6 ledamöterna//NN|UTR|PLU|DEF|NOM//nmod//6 Görel//PM|NOM//obl:agent//3 Thurdin//PM|NOM//flat:name//6 ,//MID//punct//9 Ingrid//PM|NOM//conj//6 Burman//PM|NOM//flat:name//9 ,//MID//punct//9 Bertil//PM|NOM//conj//6 Borglund//PM|NOM//flat:name//12 och//KN//cc//15 Karl//PM|NOM//conj//6 Pfeifer//PM|NOM//flat:name//15 samt//KN//cc//20 av//PP//case//20 ledamöterna//NN|UTR|PLU|DEF|NOM//nmod//20 Roger//PM|NOM//conj//6 Mörtvik//PM|NOM//flat:name//20 ,//MID//punct//23 Marie-Louise//PM|NOM//conj//6 Strömgren//PM|NOM//flat//23 och//KN//cc//26 Ingalill//PM|NOM//conj//6 Landqvist//PM|NOM//flat:name//26 Westh//PM|NOM//flat:name//26 gemensamt//AB|POS//advmod//3 .//MAD//punct//3
Anders Sundström;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 september//NN|UTR|SIN|IND|NOM//obl//0 1995//RG|NOM//nummod//4 skyddsvärden//NN|NEU|PLU|IND|NOM//obl//0 ,//MID//punct//6 m.m.//AB|AN//conj//4 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0
Anders Sundström;84//RG|NOM//nummod//0
Anders Sundström;EG//PM|NOM//ROOT//0 ://MID//punct//0 s//PP//nummod//3 arbetstidsdirektiv//NN|NEU|SIN|IND|NOM//appos//0 .//MAD//punct//3 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//0 .//MAD//punct//25
