Socialdepartementet;Genom//PP//case//1 beslut//NN|NEU|SIN|IND|NOM//obl//6 den//DT|UTR|SIN|DEF//det//4 24//RG|NOM//nummod//4 juli//NN|UTR|SIN|IND|NOM//obl//6 2003//RG|NOM//nummod//4 bemyndigade//VB|PRT|AKT//ROOT//6 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//6 statsrådet//NN|NEU|SIN|DEF|NOM//nmod:poss//9 Andnor//PM|NOM//obj//6 att//IE//mark//11 tillkalla//VB|INF|AKT//xcomp//6 en//DT|UTR|SIN|IND//det//14 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//14 utredare//NN|UTR|SIN|IND|NOM//obj//11 med//PP//case//16 uppdrag//NN|NEU|SIN|IND|NOM//obl//11 att//IE//mark//18 utreda//VB|INF|AKT//acl//16 frågan//NN|UTR|SIN|DEF|NOM//obj//18 om//PP//case//21 kommuners//NN|UTR|PLU|IND|GEN//nmod:poss//24 och//KN//cc//23 landstings//NN|UTR|SIN|IND|GEN//conj//21 underlåtenhet//NN|UTR|SIN|IND|NOM//nmod//19 att//IE//mark//26 verkställa//VB|INF|AKT//acl//24 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 beslut//NN|NEU|PLU|IND|NOM//obj//26 om//PP//case//30 insatser//NN|UTR|PLU|IND|NOM//obl//26 enligt//PP//case//32 socialtjänstlagen//NN|UTR|SIN|DEF|NOM//nmod//30 (//PAD//punct//34 2001:453//RG|NOM//conj//30 )//PAD//punct//34 och//KN//cc//37 lagen//NN|UTR|SIN|DEF|NOM//conj//30 (//PAD//punct//39 1993:387//RG|NOM//appos//37 )//PAD//punct//39 om//PP//case//42 stöd//NN|NEU|SIN|IND|NOM//nmod//37 och//KN//cc//44 service//NN|UTR|SIN|IND|NOM//conj//42 till//PP//case//47 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//47 funktionshindrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nmod//37 (//PAD//punct//47 LSS//PM|NOM//appos//47 )//PAD//punct//6 samt//KN//cc//53 att//IE//mark//53 föreslå//VB|INF|AKT//conj//6 lämpliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//55 åtgärder//NN|UTR|PLU|IND|NOM//obj//53 för//PP//mark//58 att//IE//mark//58 motverka//VB|INF|AKT//advcl//53 denna//DT|UTR|SIN|DEF//det//60 underlåtenhet//NN|UTR|SIN|IND|NOM//obj//58 .//MAD//punct//6
Socialdepartementet;Med//PP//case//1 stöd//NN|NEU|SIN|IND|NOM//obl//5 av//PP//case//4 detta//DT|NEU|SIN|DEF//det//4 bemyndigande//NN|NEU|SIN|IND|NOM//nmod//1 förordnades//VB|PRT|SFO//ROOT//5 den//DT|UTR|SIN|DEF//det//8 2//RO|NOM//nummod//8 oktober//NN|UTR|SIN|IND|NOM//obl//5 2003//RG|NOM//nummod//8 f.d.//JJ|AN//amod//11 justitieombudsmannen//NN|UTR|SIN|DEF|NOM//nmod//12 Jan//PM|NOM//obl//5 Pennlöv//PM|NOM//flat:name//12 som//KN//case//16 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//16 utredare//NN|UTR|SIN|IND|NOM//obl//5 .//MAD//punct//5
Socialdepartementet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 antagit//VB|SUP|AKT//ROOT//2 namnet//NN|NEU|SIN|DEF|NOM//nmod//4 Utredningen//NN|UTR|SIN|DEF|NOM//obj//2 om//PP//case//6 verkställighet//NN|UTR|SIN|IND|NOM//nmod//4 av//PP//case//11 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 gynnande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//11 kommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 beslut//NN|NEU|PLU|IND|NOM//nmod//6 (//PAD//punct//13 S//PM|NOM//nmod//4 2003:07//RG|NOM//conj//13 )//PAD//punct//13 .//MAD//punct//2
Socialdepartementet;Den//DT|UTR|SIN|DEF//det//2 9//RO|NOM//nummod//2 oktober//NN|UTR|SIN|IND|NOM//obl//4 2003//RG|NOM//nummod//2 förordnades//VB|PRT|SFO//ROOT//4 kammarrättsassessorerna//NN|UTR|PLU|DEF|NOM//nmod//6 Eva//PM|NOM//nsubj:pass//4 Bjurman//PM|NOM//flat:name//6 och//KN//cc//9 Göran//PM|NOM//conj//6 Wickström//PM|NOM//flat:name//9 som//KN//case//12 sakkunniga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//4 i//PP//case//14 utredningen//NN|UTR|SIN|DEF|NOM//nmod//12 .//MID//punct//4
Socialdepartementet;Eva//PM|NOM//nsubj:pass//18 Bjurman//PM|NOM//nsubj:pass//18 entledigades//VB|PRT|SFO//parataxis//4 från//PP//case//21 sitt//PS|NEU|SIN|DEF//nmod:poss//21 uppdrag//NN|NEU|SIN|IND|NOM//obl//18 med//PP//case//23 verkan//NN|UTR|SIN|IND|NOM//nmod//21 fr.o.m.//AB|AN//case//27 den//DT|UTR|SIN|DEF//det//27 25//RG|NOM//nummod//27 juni//NN|UTR|SIN|IND|NOM//obl//18 2004//RG|NOM//nummod//27 .//MAD//punct//18
Socialdepartementet;Göran//PM|NOM//nsubj:pass//32 Wickström//PM|NOM//flat:name//30 entledigades//VB|PRT|SFO//conj//18 från//PP//case//35 sitt//PS|NEU|SIN|DEF//nmod:poss//35 uppdrag//NN|NEU|SIN|IND|NOM//obl//32 med//PP//case//37 verkan//NN|UTR|SIN|IND|NOM//nmod//35 fr.o.m.//AB|AN//case//41 den//DT|UTR|SIN|DEF//det//40 1//RO|NOM//nummod//41 augusti//NN|UTR|SIN|IND|NOM//obl//18 2004//RG|NOM//nummod//41 .//MAD//punct//18
Socialdepartementet;Fr.o.m.//AB|AN//mark//49 den//DT|UTR|SIN|DEF//det//47 1//RO|NOM//nummod//47 augusti//NN|UTR|SIN|IND|NOM//obl//49 2004//RG|NOM//nummod//47 förordnades//VB|PRT|SFO//conj//4 rättssakkunniga//JJ|POS|UTR/NEU|SIN|DEF|NOM//advmod//51 Klara//PM|NOM//dep//49 Cederlund//PM|NOM//flat//51 och//KN//cc//54 kammarrättsassessorn//NN|UTR|SIN|DEF|NOM//conj//51 Magnus//PM|NOM//conj//51 Mathiasson//PM|NOM//flat:name//55 som//KN//mark//58 sakkunniga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//49 i//PP//case//60 utredningen//NN|UTR|SIN|DEF|NOM//nmod//58 .//MAD//punct//4
Socialdepartementet;Under//PP//case//1 perioden//NN|UTR|SIN|DEF|NOM//obl//8 den//DT|UTR|SIN|DEF//det//4 26//RG|NOM//nummod//4 januari//NN|UTR|SIN|IND|NOM//nmod//6 26//RG|NOM//nummod//6 mars//NN|UTR|SIN|IND|NOM//nmod//1 2004//RG|NOM//nummod//6 har//VB|PRS|AKT//ROOT//8 dåvarande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//11 jur.//NN|AN//nmod//11 stud//NN|UTR|SIN|IND|NOM//nsubj//8 .//MID//punct//8
Socialdepartementet;Cecilia//PM|NOM//obj//8 Östergren//PM|NOM//flat:name//13 ,//MID//punct//17 Uppsala//PM|GEN//amod//17 universitet//NN|NEU|SIN|IND|NOM//conj//13 ,//MID//punct//19 tjänstgjort//NN|UTR|SIN|IND|NOM//conj//8 som//KN//mark//21 praktikant//NN|UTR|SIN|IND|NOM//xcomp//19 i//PP//case//23 utredningen//NN|UTR|SIN|DEF|NOM//obl//19 .//MAD//punct//8
Socialdepartementet;Fr.o.m.//AB|AN//dep//5 den//DT|UTR|SIN|DEF//det//3 1//RO|NOM//nummod//3 november//NN|UTR|SIN|IND|NOM//obl//5 2003//RG|NOM//nummod//3 anställdes//VB|PRT|SFO//ROOT//5 rådmannen//NN|UTR|SIN|DEF|NOM//nmod//7 Eva//PM|NOM//nsubj:pass//5 Frånlund//PM|NOM//flat:name//7 Althin//PM|NOM//flat:name//7 som//KN//mark//11 huvudsekreterare//NN|UTR|SIN|IND|NOM//xcomp//5 i//PP//case//13 utredningen//NN|UTR|SIN|DEF|NOM//nmod//11 .//MAD//punct//5
Socialdepartementet;Fr.o.m.//AB|AN//parataxis//5 den//DT|UTR|SIN|DEF//det//18 1//RO|NOM//nummod//18 augusti//NN|UTR|SIN|IND|NOM//nmod//19 2004//RG|NOM//fixed//15 anställdes//VB|PRT|SFO//conj//5 den//DT|UTR|SIN|DEF//det//24 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//23 sakkunnige//JJ|POS|MAS|SIN|DEF|NOM//amod//24 Göran//PM|NOM//nsubj:pass//20 Wickström//PM|NOM//flat:name//24 som//KN//case//27 sekreterare//NN|UTR|SIN|IND|NOM//obl//20 i//PP//case//29 utredningen//NN|UTR|SIN|DEF|NOM//nmod//27 .//MAD//punct//5
