Justitiedepartementet;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 5//RO|NOM//nummod//4 juni//NN|UTR|SIN|IND|NOM//obl//1 1997//RG|NOM//nummod//4 att//IE//mark//7 tillkalla//VB|INF|AKT//acl//4 en//DT|UTR|SIN|IND//det//10 parlamentarisk//JJ|POS|UTR|SIN|IND|NOM//amod//10 kommitté//NN|UTR|SIN|IND|NOM//obj//7 med//PP//case//12 uppgift//NN|UTR|SIN|IND|NOM//nmod//10 att//IE//mark//14 utvärdera//VB|INF|AKT//acl//12 lagen//NN|UTR|SIN|DEF|NOM//obj//14 (//PAD//punct//17 1987:232//RG|NOM//appos//4 )//PAD//punct//17 om//PP//case//22 sambors//NN|UTR|PLU|IND|GEN//nmod:poss//22 gemensamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 hem//NN|NEU|SIN|IND|NOM//obl//1 (//PAD//punct//22 sambolagen//NN|UTR|SIN|DEF|NOM//appos//22 )//PAD//punct//24 ,//MID//punct//28 att//IE//mark//28 överväga//VB|INF|AKT//conj//22 om//SN//case//30 skillnaderna//NN|UTR|PLU|DEF|NOM//obl//28 i//PP//case//34 den//DT|UTR|SIN|DEF//det//34 rättsliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//34 behandlingen//NN|UTR|SIN|DEF|NOM//nmod//30 av//PP//case//37 homosexuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 sambor//NN|UTR|PLU|IND|NOM//nmod//34 jämfört//AB//mark//43 med//PP//fixed//38 heterosexuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 sambor//NN|UTR|PLU|IND|NOM//nsubj//43 är//VB|PRS|AKT//cop//43 motiverade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//28 samt//KN//cc//50 slutligen//AB//advmod//47 att//IE//mark//47 klarlägga//VB|INF|AKT//advcl//50 om//SN//mark//50 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//50 finns//VB|PRS|SFO//conj//43 behov//NN|NEU|SIN|IND|NOM//nsubj//50 av//PP//case//56 ett//DT|NEU|SIN|IND//det//56 utvidgat//PC|PRF|NEU|SIN|IND|NOM//amod//56 rättsligt//JJ|POS|NEU|SIN|IND|NOM//amod//56 skydd//NN|NEU|SIN|IND|NOM//nmod//51 vid//PP//case//59 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//59 former//NN|UTR|PLU|IND|NOM//obl//50 av//PP//case//61 hushållsgemenskap//NN|UTR|SIN|IND|NOM//nmod//59 än//KN//case//63 sådana//PN|UTR/NEU|PLU|IND|SUB/OBJ//nmod//59 som//HP|-|-|-//nsubj//68 i//PP//advmod//68 dag//NN|UTR|SIN|IND|NOM//fixed//65 är//VB|PRS|AKT//cop//68 reglerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//59 i//PP//case//70 lag//NN|UTR|SIN|IND|NOM//obl//68 .//MAD//punct//1
Justitiedepartementet;I//PP//case//75 den//DT|UTR|SIN|DEF//det//75 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//75 delen//NN|UTR|SIN|DEF|NOM//obl//79 av//PP//case//77 uppdraget//NN|NEU|SIN|DEF|NOM//nmod//75 har//VB|PRS|AKT//aux//79 ingått//VB|SUP|AKT//parataxis//1 att//IE//mark//82 särskilt//AB//advmod//82 överväga//VB|INF|AKT//xcomp//79 kretsen//NN|UTR|SIN|DEF|NOM//obj//82 av//PP//case//85 bostadsbidragsberättigade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nmod//83 .//MAD//punct//1
Justitiedepartementet;Till//PP//case//1 ordförande//NN|UTR|SIN|IND|NOM//obl//4 i//PP//case//3 kommittén//NN|UTR|SIN|DEF|NOM//nmod//1 förordnades//VB|PRT|SFO//ROOT//4 den//DT|UTR|SIN|DEF//det//7 1//RO|NOM//nummod//7 juli//NN|UTR|SIN|IND|NOM//nsubj:pass//4 1997//RG|NOM//nummod//9 ordföran//NN|UTR|SIN|IND|NOM//appos//7 den//DT|UTR|SIN|DEF//nsubj//4 och//KN//cc//12 chefen//NN|UTR|SIN|DEF|NOM//conj//10 för//PP//case//15 Allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//15 reklamationsnämnden//NN|UTR|SIN|DEF|NOM//nmod//16 Karin//PM|NOM//nsubj//4 Lindell//PM|NOM//flat:name//16 .//MAD//punct//4
Justitiedepartementet;Som//KN//mark//22 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 ledamöter//NN|UTR|PLU|IND|NOM//nsubj:pass//22 förordnades//VB|PRT|SFO//advcl//4 den//DT|UTR|SIN|DEF//det//25 15//RG|NOM//nummod//25 september//NN|UTR|SIN|IND|NOM//obl//22 1997//RG|NOM//nummod//25 riksdagsleda//NN|UTR|SIN|DEF|NOM//conj//22 moten//NN|UTR|SIN|DEF|NOM//nmod//29 Rune//PM|NOM//obl//22 Berglund//PM|NOM//flat:name//29 (//PAD//punct//29 s//PM|NOM//appos//29 )//PAD//punct//22 ,//MID//punct//36 riksdagsledamoten//NN|UTR|SIN|DEF|NOM//nmod//36 Sven//PM|NOM//dep//4 Bergström//PM|NOM//flat:name//36 (//PAD//punct//36 c//PM|NOM//dep//36 )//PAD//punct//36 ,//MID//punct//46 riksdagsledamoten//NN|UTR|SIN|DEF|NOM//nmod//43 Chris//PM|NOM//nmod:poss//46 Heister//PM|NOM//flat:name//43 (//PAD//punct//44 m//PM|NOM//dep//4 )//PAD//punct//46 ,//MID//punct//51 socionomen//NN|UTR|SIN|DEF|NOM//nmod//51 Ann-Marie//PM|NOM//nmod//51 JohanssonSahlin//PM|NOM//dep//4 (//PAD//punct//51 v//NN|NEU|SIN|IND|NOM//appos//51 )//PAD//punct//51 ,//MID//punct//4 numera//AB//advmod//57 förbundssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//58 Christin//PM|NOM//dep//4 Nilsson//PM|NOM//flat:name//58 (//PAD//punct//59 s//PM|NOM//appos//59 )//PAD//punct//58 ,//MID//punct//4 riksdagsledamoten//NN|UTR|SIN|DEF|NOM//nmod//65 Catherine//PM|NOM//dep//4 Persson//PM|NOM//flat:name//65 (//PAD//punct//65 s//PM|NOM//nmod//65 )//PAD//punct//65 ,//MID//punct//65 riksdagsledamoten//NN|UTR|SIN|DEF|NOM//nmod//72 Yvonne//PM|NOM//conj//65 Ruwaida//PM|NOM//flat:name//72 (//PAD//punct//75 mp//PM|NOM//nmod//72 )//PAD//punct//72 ,//MID//punct//79 riksdagsledamoten//NN|UTR|SIN|DEF|NOM//nmod//79 Inger//PM|NOM//conj//65 Segelström//PM|NOM//flat:name//79 (//PAD//punct//79 s//PM|NOM//nmod//79 )//PAD//punct//79 ,//MID//punct//65 riksdagsledamoten//NN|UTR|SIN|DEF|NOM//nmod//86 Ola//PM|NOM//appos//65 Ström//PM|NOM//flat:name//86 (//PAD//punct//86 fp//PM|NOM//nmod//86 )//PAD//punct//86 ,//MID//punct//65 numera//AB//advmod//93 riksdagsledamoten//NN|UTR|SIN|DEF|NOM//nmod//94 Ingvar//PM|NOM//appos//65 Svensson//PM|NOM//flat:name//94 (//PAD//punct//97 kd//PM|NOM//appos//94 )//PAD//punct//97 samt//KN//cc//102 riksdagsledamoten//NN|UTR|SIN|DEF|NOM//nmod//101 Anders//PM|NOM//nmod//102 Ygeman//PM|NOM//conj//94 (//PAD//punct//102 s//PM|NOM//appos//102 )//PAD//punct//102 .//MAD//punct//65
Justitiedepartementet;Den//DT|UTR|SIN|DEF//det//109 12//RG|NOM//nummod//109 juni//NN|UTR|SIN|IND|NOM//obl//111 1998//RG|NOM//nummod//109 entledigades//VB|PRT|SFO//parataxis//65 Ola//PM|NOM//nsubj:pass//111 Ström//PM|NOM//flat:name//112 och//KN//cc//115 förordnades//VB|PRT|SFO//conj//65 kanslichefen//NN|UTR|SIN|DEF|NOM//nmod//117 Erik//PM|NOM//nmod//65 Wassén//PM|NOM//flat:name//117 (//PAD//punct//65 fp//PM|NOM//appos//65 )//PAD//punct//120 som//KN//mark//123 ledamot//NN|UTR|SIN|IND|NOM//conj//65 .//MAD//punct//65
Justitiedepartementet;Att//IE//mark//3 som//KN//mark//3 sakkunniga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nsubj//3 delta//VB|INF|AKT//advcl//7 i//PP//case//6 kommitténs//NN|UTR|SIN|DEF|GEN//nmod:poss//6 arbete//NN|NEU|SIN|IND|NOM//obl//3 förordnades//VB|PRT|SFO//ROOT//7 den//DT|UTR|SIN|DEF//det//10 15//RG|NOM//nummod//10 september//NN|UTR|SIN|IND|NOM//nsubj:pass//7 1997//RG|NOM//nummod//12 hovrättsassessorn//NN|UTR|SIN|DEF|NOM//parataxis//7 Anne//PM|NOM//flat:name//12 Mellqvist//PM|NOM//flat:name//13 och//KN//cc//16 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//17 Inger//PM|NOM//conj//12 Philipson//PM|NOM//flat:name//17 .//MAD//punct//12
Justitiedepartementet;Som//KN//mark//22 experter//NN|UTR|PLU|IND|NOM//nsubj:pass//22 förordnades//VB|PRT|SFO//advcl//7 samtidigt//AB//mark//34 advokaten//NN|UTR|SIN|DEF|NOM//nmod//25 Örjan//PM|NOM//nsubj:pass//34 Teleman//PM|NOM//flat:name//25 och//KN//cc//29 byrådirektören//NN|UTR|SIN|DEF|NOM//nmod//29 Ingrid//PM|NOM//conj//25 Åkerman//PM|NOM//flat:name//29 .//MAD//punct//25
Justitiedepartementet;Som//KN//case//33 expert//NN|UTR|SIN|IND|NOM//obl//34 förordnades//VB|PRT|SFO//advcl//22 dessutom//AB//advmod//34 fr.o.m//SN//advmod//34 den//DT|UTR|SIN|DEF//det//39 26//RG|NOM//nummod//39 mars//NN|UTR|SIN|IND|NOM//nmod//41 1999//RG|NOM//nummod//41 ombudsmannen//NN|UTR|SIN|DEF|NOM//obl//7 mot//PP//case//43 diskriminering//NN|UTR|SIN|IND|NOM//nmod//41 på//PP//case//48 grund//NN|UTR|SIN|IND|NOM//fixed//44 av//PP//fixed//44 sexuell//JJ|POS|UTR|SIN|IND|NOM//amod//48 läggning//NN|UTR|SIN|IND|NOM//nmod//43 (//PAD//punct//48 HomO//PM|NOM//conj//41 )//PAD//punct//41 Hans//PM|NOM//nmod:poss//53 Ytterberg//PM|NOM//conj//41 .//MAD//punct//7
Justitiedepartementet;Hovrättsassessorn//NN|UTR|SIN|DEF|NOM//nmod//1 Monica//PM|NOM//nsubj//5 Felding//PM|NOM//flat:name//1 har//VB|PRS|AKT//aux//5 varit//VB|SUP|AKT//cop//5 sekreterare//NN|UTR|SIN|IND|NOM//ROOT//5 fr.o.m//SN//case//9 den//DT|UTR|SIN|DEF//det//9 1//RO|NOM//nummod//9 december//NN|UTR|SIN|IND|NOM//nmod//5 1997//RG|NOM//nummod//9 .//MAD//punct//5
Justitiedepartementet;Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//6 som//HP|-|-|-//nsubj//3 har//VB|PRS|AKT//aux//3 antagit//VB|SUP|AKT//acl:relcl//0 namnet//NN|NEU|SIN|DEF|NOM//nmod//5 Samboendekommittén//NN|UTR|SIN|DEF|NOM//obj//3 får//VB|PRS|AKT//ROOT//6 här//AB//advmod//6 med//PP//mark//9 överlämna//VB|INF|AKT//xcomp//6 sitt//PS|NEU|SIN|DEF//nmod:poss//11 betänkande//NN|NEU|SIN|IND|NOM//obj//9 Nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 samboregler//NN|UTR|PLU|IND|NOM//obj//9 .//MAD//punct//6
Justitiedepartementet;Till//PP//case//1 betänkandet//NN|NEU|SIN|DEF|NOM//obl//2 fogas//VB|PRS|SFO//ROOT//2 två//RG|NOM//nummod//4 reservationer//NN|UTR|PLU|IND|NOM//nsubj:pass//2 och//KN//cc//8 sex//RG|NOM//nummod//8 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//8 yttranden//NN|NEU|PLU|IND|NOM//conj//4 .//MAD//punct//2
