6.3 Kommitténs egen studie av föräldrars uppfostringsvanor ;6.4//RG|NOM//nmod//1 Skolelevers//NN|UTR|PLU|IND|GEN//nmod:poss//5 och//KN//cc//3 unga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//1 vuxnas//JJ|POS|UTR/NEU|PLU|IND/DEF|GEN//nmod:poss//5 erfarenhet//NN|UTR|SIN|IND|NOM//ROOT//5 av//PP//case//7 aga//NN|UTR|SIN|IND|NOM//nmod//5 under//PP//case//10 9.1//RG|NOM//nummod//10 Hälso-//NN|UTR|-|-|SMS//nmod//5 och//KN//cc//12 sjukvårdens//NN|UTR|SIN|DEF|GEN//conj//10 och//KN//cc//14 barnomsorgens//NN|UTR|SIN|DEF|GEN//conj//10

6.3 Kommitténs egen studie av föräldrars uppfostringsvanor  / Förord;Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//6 mot//PP//case//2 barnmisshandel//NN|UTR|SIN|IND|NOM//nmod//0 är//VB|PRS|AKT//cop//6 en//DT|UTR|SIN|IND//det//6 parlamentarisk//JJ|POS|UTR|SIN|IND|NOM//amod//6 utredning//NN|UTR|SIN|IND|NOM//nsubj//21 med//PP//case//8 uppgift//NN|UTR|SIN|IND|NOM//nmod//6 att//IE//mark//10 utreda//VB|INF|AKT//acl//6 frågan//NN|UTR|SIN|DEF|NOM//obj//10 om//PP//case//13 barnmisshandel//NN|UTR|SIN|IND|NOM//nmod//11 och//KN//cc//17 därmed//AB//advmod//17 sammanhängande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//17 frågor//NN|UTR|PLU|IND|NOM//conj//13 .//MAD//punct//6
6.3 Kommitténs egen studie av föräldrars uppfostringsvanor  / Förord;I//PP//case//20 direktiven//NN|NEU|PLU|DEF|NOM//obl//21 står//VB|PRS|AKT//ROOT//21 bl.a.//AB|AN//advmod//21 att//SN//mark//26 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//26 ska//VB|PRS|AKT//aux//26 beskriva//VB|INF|AKT//ccomp//21 utvecklingen//NN|UTR|SIN|DEF|NOM//obj//26 av//PP//case//29 barnmisshandel//NN|UTR|SIN|IND|NOM//nmod//27 och//KN//cc//31 söka//VB|INF|AKT//conj//26 förklaringar//NN|UTR|PLU|IND|NOM//obj//31 till//PP//case//34 denna//PN|UTR|SIN|DEF|SUB/OBJ//obl//31 .//MAD//punct//21
6.3 Kommitténs egen studie av föräldrars uppfostringsvanor  / Förord;Vi//PN|UTR|PLU|DEF|SUB//nsubj//40 ska//VB|PRS|AKT//aux//40 helt//AB|POS//advmod//39 enkelt//AB|POS//advmod//40 undersöka//VB|INF|AKT//parataxis//21 om//SN//mark//43 barnmisshandeln//NN|UTR|SIN|DEF|NOM//nsubj//43 ökat//VB|SUP|AKT//advcl//40 .//MAD//punct//40
6.3 Kommitténs egen studie av föräldrars uppfostringsvanor  / Förord;En//DT|UTR|SIN|IND//det//46 anledning//NN|UTR|SIN|IND|NOM//nsubj//55 till//PP//case//49 kommitténs//NN|UTR|SIN|DEF|GEN//nmod:poss//49 tillkomst//NN|UTR|SIN|IND|NOM//nmod//46 var//VB|PRT|AKT//cop//55 nämligen//AB//advmod//50 bl.a.//AB|AN//advmod//55 den//DT|UTR|SIN|DEF//det//55 alarmerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//55 ökningen//NN|UTR|SIN|DEF|NOM//obl//40 av//PP//case//57 antalet//NN|NEU|SIN|DEF|NOM//nmod//55 polisanmälda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//59 fall//NN|NEU|PLU|IND|NOM//nmod//57 av//PP//case//61 misshandel//NN|UTR|SIN|IND|NOM//nmod//59 mot//PP//case//63 barn//NN|NEU|PLU|IND|NOM//nmod//61 under//AB//advmod//65 15//RG|NOM//nummod//66 år//NN|NEU|PLU|IND|NOM//nmod//63 ,//MID//punct//66 som//HP|-|-|-//nsubj:pass//71 mer//AB|KOM//advmod//71 än//AB//advmod//71 fyrdubblats//VB|SUP|SFO//acl:relcl//66 sedan//PP//case//73 början//NN|UTR|SIN|DEF|NOM//obl//71 av//PP//case//75 1980-talet//NN|NEU|SIN|DEF|NOM//nmod//73 .//MAD//punct//40
6.3 Kommitténs egen studie av föräldrars uppfostringsvanor  / Förord;Vårt//PS|NEU|SIN|DEF//nmod:poss//1 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//5 är//VB|PRS|AKT//cop//5 också//AB//advmod//5 att//IE//mark//5 sammanställa//VB|INF|AKT//ROOT//5 och//KN//cc//7 redovisa//VB|INF|AKT//conj//5 kunskapsläget//NN|NEU|SIN|DEF|NOM//obj//5 när//HA//case//12 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//9 gäller//VB|PRS|AKT//fixed//9 möjligheterna//NN|UTR|PLU|DEF|NOM//advcl//5 att//IE//mark//14 känna//VB|INF|AKT//acl//12 igen//PL//compound:prt//14 orsaksmönster//NN|UTR|PLU|IND|NOM//obj//14 ,//MID//punct//14 såväl//KN//advmod//22 inom//PP//case//22 den//DT|UTR|SIN|DEF//det//22 enskilda//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//22 familjen//NN|UTR|SIN|DEF|NOM//obl//14 som//KN//case//25 i//PP//case//25 samhället//NN|NEU|SIN|DEF|NOM//obl//14 .//MAD//punct//5
6.3 Kommitténs egen studie av föräldrars uppfostringsvanor  / Förord;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//3 är//VB|PRS|AKT//cop//3 därför//AB//advmod//3 glädjande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ROOT//3 att//IE//mark//11 i//PP//advmod//11 och//KN//fixed//5 med//PP//case//9 denna//DT|UTR|SIN|DEF//det//9 rapport//NN|UTR|SIN|IND|NOM//fixed//5 kunna//VB|INF|AKT//aux//11 konstatera//VB|INF|AKT//csubj//3 att//SN//mark//22 kroppslig//JJ|POS|UTR|SIN|IND|NOM//amod//14 bestraffning//NN|UTR|SIN|IND|NOM//dislocated//22 som//HP|-|-|-//obj//18 uppfostringsmetod//NN|UTR|SIN|IND|NOM//nsubj//18 har//VB|PRS|AKT//aux//18 minskat//VB|SUP|AKT//acl:relcl//14 kraftigt//AB|POS//advmod//18 .//MAD//punct//14
6.3 Kommitténs egen studie av föräldrars uppfostringsvanor  / Förord;Det//PN|NEU|SIN|DEF|SUB/OBJ//obl//22 tycks//VB|PRS|SFO//ccomp//11 inte//AB//advmod//22 bara//AB//advmod//22 vara//VB|INF|AKT//cop//27 antalet//NN|NEU|SIN|DEF|NOM//nmod//27 barn//NN|NEU|PLU|IND|NOM//nsubj//3 som//HP|-|-|-//nsubj:pass//29 bestraffats//VB|SUP|SFO//acl:relcl//27 kroppsligt//AB|POS//advmod//29 som//HP|-|-|-//nsubj//32 blivit//VB|SUP|AKT//advcl//29 färre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//32 .//MAD//punct//27
6.3 Kommitténs egen studie av föräldrars uppfostringsvanor  / Förord;De//DT|UTR/NEU|PLU|DEF//det//36 barn//NN|NEU|PLU|IND|NOM//nsubj//39 som//HP|-|-|-//nsubj:pass//38 agas//VB|PRS|SFO//acl:relcl//36 tycks//VB|PRS|SFO//parataxis//27 också//AB//advmod//39 råka//VB|INF|AKT//xcomp//39 ut//PL//compound:prt//41 för//PP//case//45 kroppslig//JJ|POS|UTR|SIN|IND|NOM//amod//45 bestraffning//NN|UTR|SIN|IND|NOM//obl//41 mindre//AB|KOM//advmod//47 ofta//AB|POS//advmod//41 nu//AB//advmod//41 än//KN//mark//50 tidigare//AB|KOM//advcl//41 .//MAD//punct//3
6.3 Kommitténs egen studie av föräldrars uppfostringsvanor  / Förord;Fortfarande//AB//advmod//53 anger//VB|PRS|AKT//parataxis//3 dock//AB//advmod//53 4//RG|NOM//nummod//56 procent//NN|UTR|PLU|IND|NOM//nsubj//53 av//PP//case//58 mellanstadieelever//NN|UTR|PLU|IND|NOM//nmod//56 och//KN//cc//61 7//RG|NOM//nummod//61 procent//NN|UTR|PLU|IND|NOM//conj//56 av//PP//case//63 20-åringar//NN|UTR|PLU|IND|NOM//nmod//61 att//SN//mark//70 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//70 någon//DT|UTR|SIN|IND//det//67 gång//NN|UTR|SIN|IND|NOM//obl//70 under//PP//case//69 uppväxttiden//NN|UTR|SIN|DEF|NOM//nmod//67 utsatts//VB|SUP|SFO//acl:relcl//56 för//PP//case//74 svårare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//74 kroppslig//JJ|POS|UTR|SIN|IND|NOM//amod//74 bestraffning//NN|UTR|SIN|IND|NOM//obl//70 utförd//PC|PRF|UTR|SIN|IND|NOM//xcomp//70 med//PP//case//77 tillhyggen//NN|NEU|PLU|IND|NOM//obl//75 .//MAD//punct//53
