Sammanfattning;Man//PN|UTR|SIN|IND|SUB//nsubj//4 kan//VB|PRS|AKT//aux//4 inte//AB//advmod//4 entydigt//AB|POS//advmod//4 avgöra//VB|INF|AKT//ROOT//4 om//SN//mark//8 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//8 är//VB|PRS|AKT//cop//8 utbud//NN|NEU|SIN|IND|NOM//ccomp//4 eller//KN//cc//10 efterfrågan//NN|UTR|SIN|DEF|NOM//conj//8 på//PP//case//12 arbetskraft//NN|UTR|SIN|IND|NOM//nmod//10 som//HP|-|-|-//nsubj//15 har//VB|PRS|AKT//aux//15 spelat//VB|SUP|AKT//acl:relcl//12 den//DT|UTR|SIN|DEF//det//18 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//18 rollen//NN|UTR|SIN|DEF|NOM//obj//15 för//PP//case//21 deltidsarbetets//NN|NEU|SIN|DEF|GEN//nmod:poss//21 utveckling//NN|UTR|SIN|IND|NOM//obl//15 .//MAD//punct//4
Sammanfattning;Deltidsarbetsmarknaden//NN|NEU|PLU|DEF|NOM//nsubj//26 är//VB|PRS|AKT//cop//26 starkt//AB|POS//advmod//26 diversifierad//PC|PRF|UTR|SIN|IND|NOM//parataxis//4 och//KN//cc//30 det//DT|NEU|SIN|DEF//det//30 mest//AB|SUV//advmod//30 sannolika//JJ|POS|UTR/NEU|SIN|DEF|NOM//conj//26 är//VB|PRS|AKT//cop//30 att//SN//mark//35 båda//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//35 har//VB|PRS|AKT//aux//35 haft//VB|SUP|AKT//csubj//30 stor//JJ|POS|UTR|SIN|IND|NOM//amod//37 betydelse//NN|UTR|SIN|IND|NOM//obj//35 .//MAD//punct//26
Sammanfattning;Forskningsresultatet//NN|NEU|SIN|DEF|NOM//nsubj//40 tyder//VB|PRS|AKT//conj//26 på//PP//mark//51 att//SN//mark//51 utbudet//NN|NEU|SIN|DEF|NOM//nsubj//51 ,//MID//punct//43 kvinnor//NN|UTR|PLU|IND|NOM//acl//43 som//HP|-|-|-//nsubj//47 söker//VB|PRS|AKT//acl:relcl//45 deltidsarbete//NN|NEU|SIN|IND|NOM//obj//47 ,//MID//punct//45 var//VB|PRT|AKT//cop//51 drivande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//40 för//PP//case//53 utvecklingen//NN|UTR|SIN|DEF|NOM//obl//51 under//PP//case//57 framför//PP//case//57 allt//PN|NEU|SIN|IND|SUB/OBJ//det//57 1960-//RG|SMS//nmod//53 och//KN//cc//59 1970-talet//NN|NEU|SIN|DEF|NOM//conj//57 .//MAD//punct//40
Sammanfattning;Fram//AB//advmod//63 till//PP//case//63 början//NN|UTR|SIN|DEF|NOM//obl//66 av//PP//case//65 1970-talet//NN|NEU|SIN|DEF|NOM//nmod//63 handlade//VB|PRT|AKT//advcl//40 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//66 företrädesvis//AB//advmod//66 om//PP//case//70 kvinnor//NN|UTR|PLU|IND|NOM//obl//66 som//HP|-|-|-//nsubj//72 trädde//VB|PRT|AKT//acl:relcl//70 in//PL//compound:prt//72 på//PP//case//75 arbetsmarknaden//NN|UTR|SIN|DEF|NOM//obl//72 och//KN//cc//77 valde//VB|PRT|AKT//conj//66 att//IE//mark//79 arbeta//VB|INF|AKT//xcomp//77 deltid//NN|UTR|SIN|IND|NOM//obj//79 ,//MID//punct//79 för//PP//mark//84 att//IE//mark//84 få//VB|INF|AKT//advcl//79 mer//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//86 tid//NN|UTR|SIN|IND|NOM//obj//84 till//PP//case//88 hushållsarbete//NN|NEU|SIN|IND|NOM//obl//84 och//KN//cc//90 barnomsorg//NN|UTR|SIN|IND|NOM//conj//88 .//MAD//punct//26
Sammanfattning;Därefter//AB//advmod//93 har//VB|PRS|AKT//conj//26 inflödet//NN|NEU|SIN|DEF|NOM//nsubj//93 i//PP//advmod//99 deltidsarbete//NN|NEU|SIN|IND|NOM//fixed//95 i//PP//advmod//99 huvudsak//NN|UTR|SIN|IND|NOM//fixed//97 bestått//VB|SUP|AKT//advcl//93 av//PP//case//101 kvinnor//NN|UTR|PLU|IND|NOM//obl:agent//99 som//HP|-|-|-//nsubj//103 arbetat//VB|SUP|AKT//acl:relcl//101 heltid//NN|UTR|SIN|IND|NOM//obj//103 och//KN//cc//106 sedan//AB//conj//104 ,//MID//punct//93 ofta//AB|POS//advmod//112 efter//PP//mark//112 att//SN//mark//112 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//112 fått//VB|SUP|AKT//advcl//93 barn//NN|NEU|PLU|IND|NOM//obj//112 ,//MID//punct//115 valt//VB|SUP|AKT//conj//93 att//IE//mark//117 begränsa//VB|INF|AKT//xcomp//115 sin//PS|UTR|SIN|DEF//nmod:poss//119 arbetsinsats//NN|UTR|SIN|IND|NOM//obj//117 till//PP//case//121 deltid//NN|UTR|SIN|IND|NOM//obl//117 .//MAD//punct//26
Sammanfattning;I//PP//case//2 denna//DT|UTR|SIN|DEF//det//2 process//NN|UTR|SIN|IND|NOM//obl//3 finns//VB|PRS|SFO//ROOT//3 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//5 tiden//NN|UTR|SIN|DEF|NOM//nsubj//3 ett//DT|NEU|SIN|IND//det//7 samspel//NN|NEU|SIN|IND|NOM//obj//3 med//PP//case//11 den//DT|UTR|SIN|DEF//det//11 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//11 utvecklingen//NN|UTR|SIN|DEF|NOM//nmod//7 i//PP//case//13 samhället//NN|NEU|SIN|DEF|NOM//nmod//11 ,//MID//punct//3 samt//KN//cc//19 med//PP//case//19 de//DT|UTR/NEU|PLU|DEF//det//19 institutionella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 förändringar//NN|UTR|PLU|IND|NOM//conj//3 som//HP|-|-|-//nsubj:pass//21 genomfördes//VB|PRT|SFO//acl:relcl//19 .//MID//punct//3
Sammanfattning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//24 finns//VB|PRS|SFO//conj//3 mycket//PN|NEU|SIN|IND|SUB/OBJ//advmod//24 som//HP|-|-|-//nsubj//27 tyder//VB|PRS|AKT//acl:cleft//24 på//PP//case//35 att//SN//mark//35 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//31 inkomst//NN|UTR|SIN|IND|NOM//nsubj//35 var//VB|PRT|AKT//cop//35 den//DT|UTR|SIN|DEF//det//35 förnämsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//35 drivkraften//NN|UTR|SIN|DEF|NOM//obl//27 till//PP//mark//39 att//SN//mark//39 kvinnor//NN|UTR|PLU|IND|NOM//nsubj//39 gick//VB|PRT|AKT//acl//35 ut//PL//compound:prt//39 på//PP//case//42 arbetsmarknaden//NN|UTR|SIN|DEF|NOM//obl//39 under//PP//case//44 1960-talet//NN|NEU|SIN|DEF|NOM//obl//39 och//KN//cc//46 början//NN|UTR|SIN|DEF|NOM//conj//44 av//PP//case//48 1970-talet//NN|NEU|SIN|DEF|NOM//nmod//46 .//MAD//punct//24
Sammanfattning;Ansvar//NN|NEU|SIN|IND|NOM//nsubj//55 för//PP//case//52 hushållsarbete//NN|NEU|SIN|IND|NOM//nmod//50 och//KN//cc//54 barnomsorg//NN|UTR|SIN|IND|NOM//conj//52 ledde//VB|PRT|AKT//parataxis//24 till//PP//compound:prt//55 att//SN//mark//62 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//62 i//PP//case//61 stor//JJ|POS|UTR|SIN|IND|NOM//amod//61 utsträckning//NN|UTR|SIN|IND|NOM//obl//62 valde//VB|PRT|AKT//ccomp//55 att//IE//mark//64 arbeta//VB|INF|AKT//xcomp//62 deltid//NN|UTR|SIN|IND|NOM//obj//64 .//MID//punct//24
Sammanfattning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//68 var//VB|PRT|AKT//parataxis//24 under//PP//case//71 denna//DT|UTR|SIN|DEF//det//71 period//NN|UTR|SIN|IND|NOM//obl//68 som//HP|-|-|-//obj//74 deltidsarbetet//NN|NEU|SIN|DEF|NOM//nsubj//74 expanderade//VB|PRT|AKT//acl:relcl//71 kraftigt//AB|POS//advmod//74 .//MAD//punct//24
Sammanfattning;Huvuddelen//NN|UTR|SIN|DEF|NOM//nsubj//11 av//PP//case//4 de//DT|UTR/NEU|PLU|DEF//det//4 institutionella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 förändringar//NN|UTR|PLU|IND|NOM//nmod//0 som//HP|-|-|-//nsubj:pass//7 kan//VB|PRS|AKT//aux//7 tänkas//VB|INF|SFO//acl:relcl//4 ha//VB|INF|AKT//aux//9 underlättat//VB|SUP|AKT//xcomp//7 deltidsarbete//NN|NEU|SIN|IND|NOM//obj//9 kom//VB|PRT|AKT//ROOT//11 inte//AB//advmod//11 förrän//PP//advmod//15 längre//AB|KOM//advmod//15 fram//AB//advmod//11 under//PP//case//17 1970-talet//NN|NEU|SIN|DEF|NOM//obl//15 .//MAD//punct//11
Sammanfattning;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//20 ledde//VB|PRT|AKT//parataxis//11 snarare//AB|KOM//advmod//20 till//PP//mark//29 att//SN//mark//29 kvinnor//NN|UTR|PLU|IND|NOM//nsubj//29 som//HP|-|-|-//nsubj//27 redan//AB//advmod//27 arbetade//VB|PRT|AKT//acl:relcl//24 heltid//NN|UTR|SIN|IND|NOM//obj//27 begränsade//VB|PRT|AKT//advcl//20 sin//PS|UTR|SIN|DEF//nmod:poss//31 arbetsinsats//NN|UTR|SIN|IND|NOM//obj//29 till//PP//case//33 deltid//NN|UTR|SIN|IND|NOM//obl//29 .//MID//punct//20
