Uppdraget;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//2 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 uppgift//NN|UTR|SIN|IND|NOM//nsubj//6 har//VB|PRS|AKT//aux//6 varit//VB|SUP|AKT//cop//6 att//IE//mark//6 analysera//VB|INF|AKT//ROOT//6 om//SN//mark//12 det//DT|NEU|SIN|DEF//det//10 straffrättsliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 regelverket//NN|NEU|SIN|DEF|NOM//nsubj:pass//12 behöver//VB|PRS|AKT//aux//12 förstärkas//VB|INF|SFO//advcl//6 för//PP//mark//20 att//IE//mark//20 på//PP//case//19 ett//DT|NEU|SIN|IND//det//19 mer//AB|KOM//advmod//18 effektivt//JJ|POS|NEU|SIN|IND|NOM//amod//19 sätt//NN|NEU|SIN|IND|NOM//obl//20 förebygga//VB|INF|AKT//advcl//12 och//KN//cc//22 förhindra//VB|INF|AKT//conj//20 att//SN//mark//25 personer//NN|UTR|PLU|IND|NOM//nsubj//25 reser//VB|PRS|AKT//ccomp//22 från//PP//case//27 Sverige//PM|NOM//obl//25 i//PP//case//29 syfte//NN|NEU|SIN|IND|NOM//obl//25 att//IE//mark//31 delta//VB|INF|AKT//advcl//25 i//PP//case//35 en//DT|UTR|SIN|IND//det//35 väpnad//PC|PRF|UTR|SIN|IND|NOM//amod//35 konflikt//NN|UTR|SIN|IND|NOM//obl//31 för//PP//case//38 en//DT|UTR|SIN|IND//det//38 terroristorganisation//NN|UTR|SIN|IND|NOM//nmod//35 .//MAD//punct//6
Uppdraget;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj//43 har//VB|PRS|AKT//aux//43 därmed//AB//advmod//43 innefattat//VB|SUP|AKT//parataxis//6 dels//KN//advmod//46 att//IE//mark//46 ta//VB|INF|AKT//advcl//43 ställning//NN|UTR|SIN|IND|NOM//obj//46 till//PP//case//50 vilka//HD|UTR/NEU|PLU|IND//det//50 lagändringar//NN|UTR|PLU|IND|NOM//obl//46 som//HP|-|-|-//nsubj//53 är//VB|PRS|AKT//cop//53 nödvändiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//50 för//PP//mark//58 att//SN//mark//58 Sverige//PM|NOM//nsubj//58 ska//VB|PRS|AKT//aux//58 leva//VB|INF|AKT//advcl//53 upp//PL//compound:prt//58 till//PP//case//62 de//DT|UTR/NEU|PLU|DEF//det//62 krav//NN|NEU|PLU|IND|NOM//obl//58 på//PP//case//65 straffrättslig//JJ|POS|UTR|SIN|IND|NOM//amod//65 reglering//NN|UTR|SIN|IND|NOM//nmod//62 som//HP|-|-|-//nsubj:pass//67 ställs//VB|PRS|SFO//acl:relcl//65 i//PP//case//69 FN//PM|NOM//obl//67 ://MID//punct//69 s//PM|NOM//nummod//73 säkerhetsråds//NN|NEU|SIN|IND|GEN//amod//73 resolution//NN|UTR|SIN|IND|NOM//appos//69 2178//RG|NOM//nummod//73 (//PAD//punct//73 2014//RG|NOM//nummod//73 )//PAD//punct//73 ,//MID//punct//73 som//HP|-|-|-//nsubj//81 bl.a.//AB|AN//advmod//81 tar//VB|PRS|AKT//acl:relcl//73 sikte//NN|NEU|SIN|IND|NOM//obj//81 på//PP//case//84 frågan//NN|UTR|SIN|DEF|NOM//obl//81 om//PP//case//88 s.k.//AB|AN//amod//88 utländska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//88 terroriststridande//NN|NEU|SIN|IND|NOM//nmod//84 (//PAD//punct//88 dir//NN|AN//appos//88 .//MAD//punct//88
Uppdraget;2014:155//RG|NOM//obl//81 )//PAD//punct//92 ,//MID//punct//73 och//KN//cc//99 dels//KN//advmod//99 ,//MID//punct//99 genom//PP//case//99 tilläggsdirektiv//NN|NEU|PLU|IND|NOM//conj//73 (//PAD//punct//99 dir//NN|AN//conj//73 .//MAD//punct//73
Uppdraget;2015:61//RG|NOM//conj//73 )//PAD//punct//73 ,//MID//punct//107 att//IE//mark//107 analysera//VB|INF|AKT//conj//43 behovet//NN|NEU|SIN|DEF|NOM//obj//107 av//PP//case//111 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//111 kriminalisering//NN|UTR|SIN|IND|NOM//nmod//108 för//PP//mark//114 att//IE//mark//114 förebygga//VB|INF|AKT//advcl//107 och//KN//cc//116 förhindra//VB|INF|AKT//conj//114 att//SN//mark//119 personer//NN|UTR|PLU|IND|NOM//nsubj//119 deltar//VB|PRS|AKT//ccomp//116 i//PP//case//123 en//DT|UTR|SIN|IND//det//123 väpnad//PC|PRF|UTR|SIN|IND|NOM//amod//123 konflikt//NN|UTR|SIN|IND|NOM//obl//119 utomlands//AB//advmod//119 inom//PP//case//129 ramen//NN|UTR|SIN|DEF|NOM//fixed//125 för//PP//fixed//125 en//DT|UTR|SIN|IND//det//129 terroristorganisation//NN|UTR|SIN|IND|NOM//obl//119 .//MAD//punct//43
Uppdraget;I//PP//case//134 den//DT|UTR|SIN|DEF//det//134 första//RO|NOM//amod//134 delen//NN|UTR|SIN|DEF|NOM//obl//137 har//VB|PRS|AKT//aux//137 uppdraget//NN|NEU|SIN|DEF|NOM//nsubj:pass//137 redovisats//VB|SUP|SFO//advcl//43 genom//PP//case//140 ett//DT|NEU|SIN|IND//det//140 delbetänkande//NN|NEU|SIN|IND|NOM//obl//137 den//DT|UTR|SIN|DEF//det//143 17//RG|NOM//nummod//143 juni//NN|UTR|SIN|IND|NOM//nmod//140 2015//RG|NOM//nummod//143 (//PAD//punct//143 SOU//PM|NOM//appos//143 2015:63//RG|NOM//nummod//146 )//PAD//punct//143 .//MAD//punct//6
Uppdraget;Samtidigt//AB//advmod//151 redovisades//VB|PRT|SFO//parataxis//6 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//153 uppdrag//NN|NEU|SIN|IND|NOM//nsubj:pass//151 att//IE//mark//155 ta//VB|INF|AKT//acl//153 ställning//NN|UTR|SIN|IND|NOM//obj//155 till//PP//compound:prt//156 om//PP//case//161 Sveriges//PM|GEN//nmod:poss//161 straffrättsliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//161 reglering//NN|UTR|SIN|IND|NOM//obl//155 för//PP//mark//164 att//IE//mark//164 förhindra//VB|INF|AKT//advcl//155 och//KN//cc//166 bekämpa//VB|INF|AKT//conj//164 finansiering//NN|UTR|SIN|IND|NOM//obj//166 av//PP//case//169 terrorism//NN|UTR|SIN|IND|NOM//nmod//167 uppfyller//VB|PRS|AKT//conj//6 de//DT|UTR/NEU|PLU|DEF//det//172 krav//NN|NEU|PLU|IND|NOM//obj//170 som//HP|-|-|-//obj//178 Financial//PM|NOM//compound//175 Action//PM|NOM//nsubj//178 Task//PM|NOM//flat//175 Force//PM|NOM//conj//175 uppställer//VB|PRS|AKT//acl:relcl//172 .//MAD//punct//6
Uppdraget;Tilläggsuppdraget//NN|NEU|SIN|DEF|NOM//nsubj//3 har//VB|PRS|AKT//aux//3 också//AB//advmod//3 innefattat//VB|SUP|AKT//ROOT//3 att//IE//mark//5 överväga//VB|INF|AKT//advcl//3 om//SN//case//7 straffbestämmelsen//NN|UTR|SIN|DEF|NOM//obl//5 om//PP//case//10 olovlig//JJ|POS|UTR|SIN|IND|NOM//amod//10 värvning//NN|UTR|SIN|IND|NOM//nmod//7 bör//VB|PRS|AKT//aux//12 förtydligas//VB|INF|SFO//conj//3 ,//MID//punct//14 utvidgas//VB|INF|SFO//conj//12 eller//KN//cc//16 ändras//VB|INF|SFO//conj//12 på//PP//case//20 något//DT|NEU|SIN|IND//det//20 annat//JJ|POS|NEU|SIN|IND|NOM//amod//20 sätt//NN|NEU|SIN|IND|NOM//obl//16 .//MAD//punct//3
Uppdraget;Slutligen//AB//advmod//25 har//VB|PRS|AKT//aux//25 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//25 haft//VB|SUP|AKT//parataxis//3 att//IE//mark//27 ta//VB|INF|AKT//xcomp//25 ställning//NN|UTR|SIN|IND|NOM//obj//27 till//PP//mark//33 om//SN//mark//33 Sverige//PM|NOM//nsubj//33 ska//VB|PRS|AKT//aux//33 tillträda//VB|INF|AKT//advcl//27 Pekingprotokollet//NN|NEU|SIN|DEF|NOM//obj//33 och//KN//cc//36 Pekingkonventionen//NN|UTR|SIN|DEF|NOM//conj//34 .//MAD//punct//3
Uppdraget;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj//41 har//VB|PRS|AKT//aux//41 även//AB//advmod//41 omfattat//VB|SUP|AKT//conj//3 frågan//NN|UTR|SIN|DEF|NOM//obj//41 om//PP//case//44 tillträde//NN|NEU|SIN|IND|NOM//nmod//42 till//PP//case//46 tilläggsprotokollet//NN|NEU|SIN|DEF|NOM//nmod//44 till//PP//case//49 Europarådets//PM|GEN//nmod:poss//49 konvention//NN|UTR|SIN|IND|NOM//nmod//44 om//PP//case//51 förebyggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//49 av//PP//case//53 terrorism//NN|UTR|SIN|IND|NOM//nmod//51 .//MID//punct//3
Uppdraget;Denna//DT|UTR|SIN|DEF//det//56 fråga//NN|UTR|SIN|IND|NOM//nsubj:pass//60 kommer//VB|PRS|AKT//aux//60 emellertid//AB//advmod//60 att//IE//mark//60 redovisas//VB|INF|SFO//parataxis//3 samtidigt//AB//advmod//60 som//HA//fixed//61 det//DT|NEU|SIN|DEF//det//65 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//65 tilläggsuppdrag//NN|NEU|SIN|IND|NOM//obl//60 som//HP|-|-|-//obj//68 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//68 har//VB|PRS|AKT//acl:relcl//65 för//PP//case//70 avsikt//NN|UTR|SIN|IND|NOM//obl//68 att//IE//mark//72 besluta//VB|INF|AKT//acl//70 om//PP//mark//76 kommer//VB|PRS|AKT//aux//76 att//IE//mark//76 redovisas//VB|INF|SFO//advcl//68 .//MAD//punct//3

