Sammanfattning av uppdraget;En//DT|UTR|SIN|IND//det//1 kommitté//NN|UTR|SIN|IND|NOM//nsubj:pass//2 tillkallas//VB|PRS|SFO//ROOT//2 för//PP//mark//5 att//IE//mark//5 bedöma//VB|INF|AKT//advcl//2 etiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 ,//MID//punct//8 medicinska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//6 ,//MID//punct//10 juridiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//6 och//KN//cc//12 djurskyddsmässiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//6 aspekter//NN|UTR|PLU|IND|NOM//obj//5 av//PP//case//15 överföring//NN|UTR|SIN|IND|NOM//nmod//13 av//PP//case//17 organ//NN|NEU|SIN|IND|NOM//nmod//15 ,//MID//punct//19 vävnad//NN|UTR|SIN|IND|NOM//conj//17 eller//KN//cc//21 celler//NN|UTR|PLU|IND|NOM//conj//17 från//PP//case//23 djur//NN|NEU|PLU|IND|NOM//nmod//21 till//PP//case//25 människa//NN|UTR|SIN|IND|NOM//obl//5 .//MAD//punct//2
Sammanfattning av uppdraget;Mot//PP//case//1 bakgrund//NN|UTR|SIN|IND|NOM//obl//20 av//PP//case//5 bl.a.//AB|AN//advmod//5 den//DT|UTR|SIN|DEF//det//5 risk//NN|UTR|SIN|IND|NOM//nmod//1 för//PP//case//7 spridning//NN|UTR|SIN|IND|NOM//nmod//5 av//PP//case//9 smitta//NN|UTR|SIN|IND|NOM//nmod//7 från//PP//case//11 djur//NN|NEU|PLU|IND|NOM//nmod//9 till//PP//case//13 människa//NN|UTR|SIN|IND|NOM//nmod//7 som//HP|-|-|-//nsubj//17 eventuellt//AB|POS//advmod//17 kan//VB|PRS|AKT//aux//17 finnas//VB|INF|SFO//acl:relcl//7 skall//VB|PRS|AKT//aux//20 kommittén//NN|UTR|SIN|DEF|NOM//nsubj//20 överväga//VB|INF|AKT//ROOT//20 och//KN//cc//22 lämna//VB|INF|AKT//conj//20 förslag//NN|NEU|SIN|IND|NOM//obj//22 till//PP//mark//32 på//PP//mark//32 vilka//HD|UTR/NEU|PLU|IND//det//27 villkor//NN|NEU|PLU|IND|NOM//obl//32 kliniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 försök//NN|NEU|PLU|IND|NOM//nsubj:pass//32 skall//VB|PRS|AKT//aux//32 få//VB|INF|AKT//aux//32 bedrivas//VB|INF|SFO//advcl//22 och//KN//cc//38 vilken//HD|UTR|SIN|IND//det//35 instans//NN|UTR|SIN|IND|NOM//dislocated//38 som//HP|-|-|-//nsubj//38 skall//VB|PRS|AKT//aux//38 avgöra//VB|INF|AKT//conj//32 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//38 .//MAD//punct//20
Sammanfattning av uppdraget;Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//44 skall//VB|PRS|AKT//aux//44 också//AB//advmod//44 överväga//VB|INF|AKT//parataxis//20 och//KN//cc//46 lämna//VB|INF|AKT//conj//44 förslag//NN|NEU|SIN|IND|NOM//obj//46 till//PP//case//49 system//NN|NEU|SIN|IND|NOM//nmod//47 för//PP//case//51 registrering//NN|UTR|SIN|IND|NOM//nmod//49 och//KN//cc//53 övervakning//NN|UTR|SIN|IND|NOM//conj//51 av//PP//case//56 de//DT|UTR/NEU|PLU|DEF//det//56 patienter//NN|UTR|PLU|IND|NOM//nmod//53 som//HP|-|-|-//nsubj:pass//59 eventuellt//AB|POS//advmod//59 transplanteras//VB|PRS|SFO//acl:relcl//56 med//PP//case//61 organ//NN|NEU|SIN|IND|NOM//obl//59 eller//KN//cc//63 vävnad//NN|UTR|SIN|IND|NOM//conj//61 från//PP//case//65 djur//NN|NEU|PLU|IND|NOM//obl//59 samt//KN//cc//67 lämna//VB|INF|AKT//conj//44 förslag//NN|NEU|SIN|IND|NOM//obj//67 till//PP//case//71 vilka//HD|UTR/NEU|PLU|IND//det//71 åtgärder//NN|UTR|PLU|IND|NOM//obl//67 som//HP|-|-|-//nsubj:pass//79 i//PP//advmod//79 så//AB//amod//75 fall//NN|NEU|SIN|IND|NOM//fixed//73 kan//VB|PRS|AKT//aux//79 komma//VB|INF|AKT//aux//79 att//IE//mark//79 krävas//VB|INF|SFO//acl:relcl//71 om//SN//mark//83 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//83 skulle//VB|PRT|AKT//aux//83 visa//VB|INF|AKT//ccomp//79 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//83 att//SN//mark//91 något//DT|NEU|SIN|IND//det//87 smittämne//NN|NEU|SIN|IND|NOM//nsubj:pass//91 ,//MID//punct//87 exempelvis//AB//advmod//90 virus//NN|NEU|SIN|IND|NOM//nsubj:pass//91 överförts//VB|SUP|SFO//ccomp//83 från//PP//case//93 djur//NN|NEU|PLU|IND|NOM//obl//91 till//PP//case//95 människa//NN|UTR|SIN|IND|NOM//obl//91 .//MAD//punct//20
Sammanfattning av uppdraget;Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//3 skall//VB|PRS|AKT//aux//3 också//AB//advmod//3 föreslå//VB|INF|AKT//ROOT//3 riktlinjer//NN|UTR|PLU|IND|NOM//obj//3 för//PP//mark//30 hur//HA//advmod//30 kontrollen//NN|UTR|SIN|DEF|NOM//nsubj:pass//30 av//PP//case//9 säkerhet//NN|UTR|SIN|IND|NOM//nmod//7 och//KN//cc//11 kvalitet//NN|UTR|SIN|IND|NOM//conj//9 på//PP//case//14 de//DT|UTR/NEU|PLU|DEF//det//14 organ//NN|NEU|PLU|IND|NOM//nmod//11 och//KN//cc//17 den//DT|UTR|SIN|DEF//det//17 vävnad//NN|UTR|SIN|IND|NOM//conj//9 från//PP//case//19 djur//NN|NEU|PLU|IND|NOM//nmod//17 som//HP|-|-|-//nsubj:pass//24 kan//VB|PRS|AKT//aux//24 komma//VB|INF|AKT//aux//24 att//IE//mark//24 användas//VB|INF|SFO//acl:relcl//17 för//PP//case//26 transplantation//NN|UTR|SIN|IND|NOM//obl//24 till//PP//case//28 människa//NN|UTR|SIN|IND|NOM//nmod//26 skall//VB|PRS|AKT//aux//30 bedrivas//VB|INF|SFO//advcl//3 .//MAD//punct//3
Sammanfattning av uppdraget;Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//3 skall//VB|PRS|AKT//aux//3 dessutom//AB//advmod//3 föreslå//VB|INF|AKT//ROOT//3 riktlinjer//NN|UTR|PLU|IND|NOM//obj//3 för//PP//mark//9 hur//HA//advmod//9 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//9 skall//VB|PRS|AKT//aux//9 avgöras//VB|INF|SFO//advcl//3 vem//HP|UTR|SIN|IND//dislocated//13 som//HP|-|-|-//nsubj//13 skall//VB|PRS|AKT//aux//13 få//VB|INF|AKT//advcl//9 organ//NN|NEU|SIN|IND|NOM//obj//13 eller//KN//cc//16 vävnad//NN|UTR|SIN|IND|NOM//conj//14 från//PP//case//18 människa//NN|UTR|SIN|IND|NOM//obl//13 och//KN//cc//20 vem//HP|UTR|SIN|IND//conj//18 som//HP|-|-|-//nsubj//23 skall//VB|PRS|AKT//aux//23 få//VB|INF|AKT//acl:relcl//20 organ//NN|NEU|SIN|IND|NOM//obj//23 eller//KN//cc//26 vävnad//NN|UTR|SIN|IND|NOM//conj//24 från//PP//case//28 djur//NN|NEU|PLU|IND|NOM//nmod//26 om//PP//case//30 användning//NN|UTR|SIN|IND|NOM//obl//23 av//PP//case//32 organ//NN|NEU|SIN|IND|NOM//nmod//30 och//KN//cc//34 vävnad//NN|UTR|SIN|IND|NOM//conj//32 från//PP//case//36 djur//NN|NEU|PLU|IND|NOM//nmod//34 blir//VB|PRS|AKT//conj//3 en//DT|UTR|SIN|IND//det//39 realitet//NN|UTR|SIN|IND|NOM//xcomp//37 .//MAD//punct//3

Bakgrund;Forskningsläget//NN|NEU|SIN|DEF|NOM//ROOT//0
Bakgrund;Forskning//NN|UTR|SIN|IND|NOM//nsubj//19 och//KN//cc//2 försök//NN|NEU|PLU|IND|NOM//conj//0 med//PP//case//5 s.k.//AB|AN//amod//5 xenotransplantation//NN|UTR|SIN|IND|NOM//nmod//2 ,//MID//punct//2 dvs.//AB|AN//advmod//8 överföring//NN|UTR|SIN|IND|NOM//appos//2 av//PP//case//10 organ//NN|NEU|PLU|IND|NOM//nmod//8 ,//MID//punct//12 vävnad//NN|UTR|SIN|IND|NOM//conj//10 eller//KN//cc//14 celler//NN|UTR|PLU|IND|NOM//conj//10 från//PP//case//16 djur//NN|NEU|PLU|IND|NOM//nmod//14 till//PP//case//18 människa//NN|UTR|SIN|IND|NOM//nmod//16 pågår//VB|PRS|AKT//ROOT//19 på//PP//case//22 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 håll//NN|NEU|PLU|IND|NOM//obl//19 i//PP//case//24 världen//NN|UTR|SIN|DEF|NOM//nmod//22 .//MID//punct//19
Bakgrund;När//HA//mark//31 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//31 i//PP//case//30 det//DT|NEU|SIN|DEF//det//30 följande//NN|NEU|SIN|IND|NOM//obl//31 talas//VB|PRS|SFO//advcl//36 om//PP//case//33 organ//NN|NEU|PLU|IND|NOM//obl//31 från//PP//case//35 djur//NN|NEU|PLU|IND|NOM//nmod//33 avses//VB|PRS|SFO//advcl//19 inte//AB//advmod//36 bara//AB//advmod//36 solida//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 organ//NN|NEU|PLU|IND|NOM//obj//36 utan//KN//cc//43 också//AB//advmod//43 vävnad//NN|UTR|SIN|IND|NOM//conj//36 eller//KN//cc//45 celler//NN|UTR|PLU|IND|NOM//conj//43 från//PP//case//47 djur//NN|NEU|PLU|IND|NOM//nmod//45 .//MAD//punct//19
Bakgrund;I//PP//case//2 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 sammanhang//NN|NEU|PLU|IND|NOM//obl//3 förutspås//VB|PRS|SFO//ROOT//3 att//SN//mark//15 xenotransplantation//NN|UTR|SIN|IND|NOM//nsubj//15 inom//PP//case//7 loppet//NN|NEU|SIN|DEF|NOM//nmod//5 av//PP//case//10 5-10//RG|NOM//nummod//10 år//NN|NEU|PLU|IND|NOM//nmod//7 kommer//VB|PRS|AKT//aux//15 att//IE//mark//15 vara//VB|INF|AKT//cop//15 vanligt//AB|POS//advmod//15 förekommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ccomp//3 .//MAD//punct//3
Bakgrund;Sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//18 transplantationer//NN|UTR|PLU|IND|NOM//nsubj//22 skulle//VB|PRT|AKT//aux//22 i//PP//case//21 princip//NN|UTR|SIN|IND|NOM//obl//22 lösa//VB|INF|AKT//parataxis//3 problemet//NN|NEU|SIN|DEF|NOM//obj//22 med//PP//case//25 organbrist//NN|UTR|SIN|IND|NOM//obl//22 .//MAD//punct//22
Bakgrund;I//PP//advmod//22 dag//NN|UTR|SIN|IND|NOM//fixed//27 får//VB|PRS|AKT//conj//3 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 människor//NN|UTR|PLU|IND|NOM//nsubj//29 som//HP|-|-|-//nsubj//34 skulle//VB|PRT|AKT//aux//34 behöva//VB|INF|AKT//acl:relcl//31 transplanteras//VB|INF|SFO//xcomp//34 vänta//VB|INF|AKT//xcomp//35 länge//AB|POS//advmod//36 på//PP//case//39 transplantation//NN|UTR|SIN|IND|NOM//obl//36 .//MAD//punct//3
Bakgrund;Om//SN//mark//47 organ//NN|NEU|PLU|IND|NOM//nsubj:pass//47 från//PP//case//44 djur//NN|NEU|PLU|IND|NOM//nmod//42 skulle//VB|PRT|AKT//aux//47 kunna//VB|INF|AKT//aux//47 användas//VB|INF|SFO//advcl//53 skulle//VB|PRT|AKT//aux//53 organ//NN|NEU|PLU|IND|NOM//nsubj//53 i//PP//case//51 princip//NN|UTR|SIN|IND|NOM//nmod//49 alltid//AB//advmod//53 finnas//VB|INF|SFO//parataxis//3 tillgängliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//53 för//PP//case//57 omedelbar//JJ|POS|UTR|SIN|IND|NOM//amod//57 användning//NN|UTR|SIN|IND|NOM//nmod//54 .//MAD//punct//3
Bakgrund;Överföring//NN|UTR|SIN|IND|NOM//nsubj//66 av//PP//case//61 organ//NN|NEU|PLU|IND|NOM//nmod//59 från//PP//case//63 djur//NN|NEU|PLU|IND|NOM//nmod//61 till//PP//case//65 människa//NN|UTR|SIN|IND|NOM//nmod//63 väcker//VB|PRS|AKT//parataxis//3 emellertid//AB//advmod//66 också//AB//advmod//66 en//DT|UTR|SIN|IND//det//70 rad//NN|UTR|SIN|IND|NOM//nmod//71 frågor//NN|UTR|PLU|IND|NOM//obj//66 ,//MID//punct//71 framför//PP//case//74 allt//PN|NEU|SIN|IND|SUB/OBJ//obl//66 av//PP//case//79 medicinsk//JJ|POS|UTR|SIN|IND|NOM//amod//79 och//KN//cc//78 etisk//JJ|POS|UTR|SIN|IND|NOM//conj//76 natur//NN|UTR|SIN|IND|NOM//nmod//74 .//MAD//punct//66
Bakgrund;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//82 gäller//VB|PRS|AKT//parataxis//66 bl.a.//AB|AN//advmod//82 risk//NN|UTR|SIN|IND|NOM//obj//82 för//PP//case//86 smittspridning//NN|UTR|SIN|IND|NOM//nmod//84 mellan//PP//case//88 arter//NN|UTR|PLU|IND|NOM//nmod//86 ,//MID//punct//90 samtyckesfrågor//NN|UTR|PLU|IND|NOM//conj//88 ,//MID//punct//92 principer//NN|UTR|PLU|IND|NOM//conj//88 för//PP//case//94 fördelning//NN|UTR|SIN|IND|NOM//nmod//92 av//PP//case//96 organ//NN|NEU|PLU|IND|NOM//nmod//94 från//PP//case//98 djur//NN|NEU|PLU|IND|NOM//nmod//96 resp.//AB|AN//cc//100 organ//NN|NEU|PLU|IND|NOM//conj//98 från//PP//case//102 människa//NN|UTR|SIN|IND|NOM//nmod//100 samt//KN//cc//104 djurskyddsaspekter//NN|UTR|PLU|IND|NOM//conj//94 .//MAD//punct//66
Bakgrund;I//PP//case//2 de//DT|UTR/NEU|PLU|DEF//det//2 modellförsök//NN|NEU|PLU|IND|NOM//obl//35 som//HP|-|-|-//nsubj//4 pågår//VB|PRS|AKT//acl:relcl//2 används//VB|PRS|SFO//xcomp//4 bl.a.//AB|AN//advmod//5 djur//NN|NEU|PLU|IND|NOM//nsubj:pass//5 som//HP|-|-|-//nsubj//11 är//VB|PRS|AKT//cop//11 genetiskt//AB|POS//advmod//11 förändrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//7 (//PAD//punct//14 transgena//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 djur//NN|NEU|PLU|IND|NOM//obj//11 )//PAD//punct//2 för//PP//mark//18 att//IE//mark//18 förhindra//VB|INF|AKT//advcl//2 akut//JJ|POS|UTR|SIN|IND|NOM//amod//20 avstötning//NN|UTR|SIN|IND|NOM//obj//18 av//PP//case//22 djurorganet//NN|NEU|SIN|DEF|NOM//nmod//20 i//PP//case//24 människokroppen//NN|UTR|SIN|DEF|NOM//nmod//22 .//MAD//punct//2
Bakgrund;Både//KN//cc//28 i//PP//case//28 Storbritannien//PM|NOM//obl//35 och//KN//cc//31 i//PP//case//31 USA//PM|NOM//conj//28 har//VB|PRS|AKT//aux//35 man//PN|UTR|SIN|IND|SUB//nsubj//35 nu//AB//advmod//35 utvecklat//VB|SUP|AKT//advcl//88 transgena//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 grisar//NN|UTR|PLU|IND|NOM//obj//35 .//MID//punct//35
Bakgrund;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//43 är//VB|PRS|AKT//cop//43 ett//DT|NEU|SIN|IND//det//43 stort//JJ|POS|NEU|SIN|IND|NOM//amod//43 steg//NN|NEU|SIN|IND|NOM//parataxis//35 på//PP//case//45 vägen//NN|UTR|SIN|DEF|NOM//obl//43 mot//PP//case//47 överföring//NN|UTR|SIN|IND|NOM//nmod//45 av//PP//case//49 organ//NN|NEU|PLU|IND|NOM//nmod//47 från//PP//case//51 djur//NN|NEU|PLU|IND|NOM//nmod//49 till//PP//case//53 människa//NN|UTR|SIN|IND|NOM//nmod//47 .//MID//punct//43
