Justitiedepartementet;Genom//PP//case//1 beslut//NN|NEU|SIN|IND|NOM//obl//6 den//DT|UTR|SIN|DEF//det//4 1//RO|NOM//nummod//4 juli//NN|UTR|SIN|IND|NOM//obl//6 1999//RG|NOM//nummod//4 bemyndigade//VB|PRT|AKT//ROOT//6 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//6 chefen//NN|UTR|SIN|DEF|NOM//obj//6 för//PP//case//10 Justitiedepartementet//PM|NOM//nmod//8 ,//MID//punct//12 statsrådet//NN|NEU|SIN|DEF|NOM//nmod//13 Freivalds//PM|NOM//obj//6 ,//MID//punct//13 att//IE//mark//16 tillkalla//VB|INF|AKT//xcomp//6 en//DT|UTR|SIN|IND//det//19 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//19 utredare//NN|UTR|SIN|IND|NOM//obj//16 för//PP//mark//22 att//IE//mark//22 undersöka//VB|INF|AKT//advcl//16 hur//HA//advmod//30 rättegången//NN|UTR|SIN|DEF|NOM//nsubj:pass//30 i//PP//case//26 tvistemål//NN|NEU|PLU|IND|NOM//nmod//24 och//KN//cc//28 brottmål//NN|NEU|PLU|IND|NOM//conj//26 kan//VB|PRS|AKT//aux//30 förbättras//VB|INF|SFO//ccomp//22 .//MAD//punct//6
Justitiedepartementet;Med//PP//case//1 stöd//NN|NEU|SIN|IND|NOM//obl//4 av//PP//case//3 bemyndigandet//NN|NEU|SIN|DEF|NOM//nmod//1 förordnade//VB|PRT|AKT//ROOT//4 departementschefen//NN|UTR|SIN|DEF|NOM//nsubj//4 den//DT|UTR|SIN|DEF//det//7 26//RG|NOM//nummod//8 augusti//NN|UTR|SIN|IND|NOM//obj//4 1999//RG|NOM//nummod//10 lagmannen//NN|UTR|SIN|DEF|NOM//obl//4 i//PP//case//14 Norrtälje//PM|GEN//amod//14 tingsrätt//NN|UTR|SIN|IND|NOM//nmod//14 K-G//PM|NOM//nmod//10 Ekeberg//PM|NOM//flat//14 som//KN//mark//18 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//18 utredare//NN|UTR|SIN|IND|NOM//appos//10 .//MAD//punct//4
Justitiedepartementet;Experter//NN|UTR|PLU|IND|NOM//nsubj//5 i//PP//case//2 utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 är//VB|PRS|AKT//cop//5 jämställdhetsombudsmannen//NN|UTR|SIN|DEF|NOM//nmod//5 Claes//PM|NOM//ROOT//5 Borgström//PM|NOM//flat:name//5 ,//MID//punct//5 hovrättspresidenten//NN|UTR|SIN|DEF|NOM//nmod//9 Lars//PM|NOM//conj//5 Eklycke//PM|NOM//flat:name//9 ,//MID//punct//9 professorn//NN|UTR|SIN|DEF|NOM//nmod//13 Peter//PM|NOM//appos//9 Fitger//PM|NOM//flat:name//13 ,//MID//punct//9 advokaten//NN|UTR|SIN|DEF|NOM//nmod//17 Elisabet//PM|NOM//conj//5 Fura-Sandström//PM|NOM//flat:name//17 och//KN//cc//20 överåklagaren//NN|UTR|SIN|DEF|NOM//conj//17 Guntra//PM|NOM//amod//22 Åhlund//PM|NOM//conj//5 .//MAD//punct//5
Justitiedepartementet;Sekreterare//NN|UTR|SIN|IND|NOM//nsubj//17 i//PP//case//2 utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 är//VB|PRS|AKT//cop//0 hovrättsassessorn//NN|UTR|SIN|DEF|NOM//nmod//5 Bertil//PM|NOM//nsubj//0 Sundin//PM|NOM//flat:name//5 .//MAD//punct//0
Justitiedepartementet;Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 ,//MID//punct//8 som//HP|-|-|-//nsubj//11 antagit//VB|SUP|AKT//acl:relcl//8 namnet//NN|NEU|SIN|DEF|NOM//nmod//14 1999//RG|NOM//nummod//14 års//NN|NEU|SIN|IND|GEN//nmod:poss//15 rättegångsutredning//NN|UTR|SIN|IND|NOM//obj//11 ,//MID//punct//0 överlämnar//VB|PRS|AKT//ROOT//17 härmed//AB//advmod//17 sitt//PS|NEU|SIN|DEF//nmod:poss//21 delbetänkande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//21 Beslut//NN|NEU|SIN|IND|NOM//obj//17 om//PP//case//24 rättspsykiatrisk//JJ|POS|UTR|SIN|IND|NOM//amod//24 undersökning//NN|UTR|SIN|IND|NOM//nmod//21 -//MID//punct//26 Problem//NN|NEU|PLU|IND|NOM//conj//24 och//KN//cc//28 lösningar//NN|UTR|PLU|IND|NOM//conj//26 .//MAD//punct//17
Justitiedepartementet;Granö//PM|NOM//ROOT//0 i//PP//case//2 juni//NN|UTR|SIN|IND|NOM//nmod//0 2000//RG|NOM//nummod//2
Justitiedepartementet;K-G//PM|NOM//nmod//1 Ekeberg//PM|NOM//nsubj//5 /Bertil//NN|UTR|SIN|IND|NOM//cc//3 Sundin//PM|NOM//conj//1 3.3//RG|NOM//nmod//5 Nackdelar//NN|UTR|PLU|IND|NOM//ROOT//5 med//PP//case//10 att//SN//fixed//6 den//DT|UTR|SIN|DEF//det//10 rättspsykiatriska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 undersökningen//NN|UTR|SIN|DEF|NOM//nmod//5
Justitiedepartementet;Ingrepp//NN|NEU|SIN|IND|NOM//nsubj//21 i//PP//case//4 den//DT|UTR|SIN|DEF//det//4 personliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//4 integriteten//NN|UTR|SIN|DEF|NOM//nmod//0 –//RG|NOM//punct//0 Nackdelar//NN|UTR|PLU|IND|NOM//appos//0 för//PP//case//8 medåtalade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nmod//6 –//RG|NOM//punct//6 Skuldfrågans//PM|GEN//nmod:poss//11 betydelse//NN|UTR|SIN|IND|NOM//appos//6 för//PP//case//15 den//DT|UTR|SIN|DEF//det//15 rättspsykiatriska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//15 bedömningen//NN|UTR|SIN|DEF|NOM//nmod//11 –//PM|NOM//punct//6 Bevisupptagningen//NN|UTR|SIN|DEF|NOM//amod//18 fördröjs//VB|PRS|SFO//nmod:poss//19 3.4//RG|NOM//nmod//6 En//DT|UTR|SIN|IND//det//21 huvudregel//NN|UTR|SIN|IND|NOM//ROOT//21 om//PP//mark//25 att//SN//mark//25 den//DT|UTR|SIN|DEF//det//25 rättspsykiatriska//JJ|POS|UTR/NEU|SIN|DEF|NOM//advcl//21


Förslag till Lag om ändring i lagen (1991:1137) om rättspsykiatrisk undersökning;Härigenom//AB//nsubj:pass//1 föreskrivs//VB|PRS|SFO//ROOT//1 i//PP//advmod//1 fråga//NN|UTR|SIN|IND|NOM//fixed//2 om//PP//fixed//2 lagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//1 (//PAD//punct//7 1991:1137//RG|NOM//appos//5 )//PAD//punct//7 om//PP//case//11 rättspsykiatrisk//JJ|POS|UTR|SIN|IND|NOM//amod//11 undersökning//NN|UTR|SIN|IND|NOM//conj//5 dels//KN//advmod//18  //_SP////12 att//SN//mark//18 2//RG|NOM//nummod//16 §//NN|AN//nsubj//18 skall//VB|PRS|AKT//aux//18 ha//VB|INF|AKT//advcl//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//20 lydelse//NN|UTR|SIN|IND|NOM//obj//18 dels//KN//advmod//18  //_SP////21 att//SN//mark//26 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//26 skall//VB|PRS|AKT//aux//26 införas//VB|INF|SFO//ccomp//18 två//RG|NOM//nummod//29 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 paragrafer//NN|UTR|PLU|IND|NOM//obj//26 ,//MID//punct//29 2//RG|NOM//nummod//32 a//NN|NEU|SIN|IND|NOM//appos//29 och//KN//cc//32 2//RG|NOM//nummod//32 b//NN|NEU|SIN|IND|NOM//case//37 §//NN|AN//nmod//37 §//NN|AN//obl//26 ,//MID//punct//18 med//PP//compound:prt//18
Förslag till Lag om ändring i lagen (1991:1137) om rättspsykiatrisk undersökning;Beslut//NN|NEU|SIN|IND|NOM//nsubj:pass//6 om//PP//case//3 rättspsykiatrisk//JJ|POS|UTR|SIN|IND|NOM//amod//3 undersökning//NN|UTR|SIN|IND|NOM//nmod//0 får//VB|PRS|AKT//aux//6 bara//AB//advmod//6 meddelas//VB|INF|SFO//ROOT//6 ,//MID//punct//6 om//SN//mark//10 den//DT|UTR|SIN|DEF//nsubj//10 misstänkte//PC|PRF|MAS|SIN|DEF|NOM//advcl//6 har//VB|PRS|AKT//aux//12 erkänt//VB|SUP|AKT//amod//13 gärningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//18 eller//KN//cc//16 övertygande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 bevisning//NN|UTR|SIN|IND|NOM//conj//13 har//VB|PRS|AKT//aux//18 förebragts//VB|SUP|SFO//conj//10 om//PP//mark//23 att//SN//mark//23 han//PN|UTR|SIN|DEF|SUB//nsubj//23 har//VB|PRS|AKT//aux//23 begått//VB|SUP|AKT//advcl//18 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//23 .//MAD//punct//6
Förslag till Lag om ändring i lagen (1991:1137) om rättspsykiatrisk undersökning;Sådant//JJ|POS|NEU|SIN|IND|NOM//amod//27 beslut//NN|NEU|SIN|IND|NOM//nsubj:pass//31 får//VB|PRS|AKT//aux//31 dock//AB//advmod//31 inte//AB//advmod//31 meddelas//VB|INF|SFO//parataxis//6 ,//MID//punct//31 om//SN//mark//37 påföljden//NN|UTR|SIN|DEF|NOM//nsubj//37 för//PP//case//36 brottet//NN|NEU|SIN|DEF|NOM//nmod//34 bedöms//VB|PRS|SFO//advcl//31 kunna//VB|INF|AKT//aux//39 stanna//VB|INF|AKT//xcomp//37 vid//PP//case//41 böter//NN|UTR|PLU|IND|NOM//obl//39 .//MAD//punct//6
Förslag till Lag om ändring i lagen (1991:1137) om rättspsykiatrisk undersökning;Beslut//NN|NEU|SIN|IND|NOM//nsubj:pass//5 om//PP//case//3 rättspsykiatrisk//JJ|POS|UTR|SIN|IND|NOM//amod//3 undersökning//NN|UTR|SIN|IND|NOM//nmod//0 skall//VB|PRS|AKT//aux//5 meddelas//VB|INF|SFO//ROOT//5 så//AB//advmod//7 snart//AB|POS//advmod//5 som//KN//mark//9 möjligt//JJ|POS|NEU|SIN|IND|NOM//advcl//5 .//MAD//punct//5
Förslag till Lag om ändring i lagen (1991:1137) om rättspsykiatrisk undersökning;Beslut//NN|NEU|SIN|IND|NOM//nsubj:pass//5 om//PP//case//3 rättspsykiatrisk//JJ|POS|UTR|SIN|IND|NOM//amod//3 undersökning//NN|UTR|SIN|IND|NOM//nmod//0 får//VB|PRS|AKT//aux//5 meddelas//VB|INF|SFO//ROOT//5 om//PP//case//7 1//RG|NOM//obl//5 .//MAD//punct//5
Förslag till Lag om ändring i lagen (1991:1137) om rättspsykiatrisk undersökning;den//DT|UTR|SIN|DEF//det//10 misstänkte//PC|PRF|MAS|SIN|DEF|NOM//nsubj//12 har//VB|PRS|AKT//aux//12 erkänt//VB|SUP|AKT//conj//5 gärningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//17 eller//KN//cc//15 åtal//NN|NEU|SIN|IND|NOM//conj//13 har//VB|PRS|AKT//aux//17 väckts//VB|SUP|SFO//conj//5 i//PP//case//19 målet//NN|NEU|SIN|DEF|NOM//obl//17 ,//MID//punct//17 2//RG|NOM//punct//5 .//MAD//punct//5
Förslag till Lag om ändring i lagen (1991:1137) om rättspsykiatrisk undersökning;en//DT|UTR|SIN|IND//det//24 läkarundersökning//NN|UTR|SIN|IND|NOM//parataxis//5 enligt//PP//case//28 7//RG|NOM//nummod//27 §//NN|AN//nmod//28 lagen//NN|UTR|SIN|DEF|NOM//nmod//24 (//PAD//punct//30 1991:2041//RG|NOM//appos//28 )//PAD//punct//30 om//PP//case//34 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//34 personundersökning//NN|UTR|SIN|IND|NOM//nmod//28 i//PP//case//36 brottmål//NN|NEU|PLU|IND|NOM//nmod//34 ,//MID//punct//39 m.m.//AB|AN//advmod//39 utvisar//VB|PRS|AKT//conj//5 att//SN//mark//44 en//DT|UTR|SIN|IND//det//43 rättspsykiatrisk//JJ|POS|UTR|SIN|IND|NOM//amod//43 undersökning//NN|UTR|SIN|IND|NOM//nsubj:pass//44 behövs//VB|PRS|SFO//ccomp//39 ,//MID//punct//44 3//RG|NOM//nummod//44 .//MAD//punct//44
Förslag till Lag om ändring i lagen (1991:1137) om rättspsykiatrisk undersökning;påföljden//NN|UTR|SIN|DEF|NOM//obl//44 för//PP//case//50 brottet//NN|NEU|SIN|DEF|NOM//nmod//48 bedöms//VB|PRS|SFO//conj//44 inte//AB//advmod//51 kunna//VB|INF|AKT//aux//54 stanna//VB|INF|AKT//xcomp//51 vid//PP//case//56 böter//NN|UTR|PLU|IND|NOM//obl//54 och//KN//cc//58 4//RG|NOM//conj//56 .//MAD//punct//5
Förslag till Lag om ändring i lagen (1991:1137) om rättspsykiatrisk undersökning;särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//61 skäl//NN|NEU|PLU|IND|NOM//nsubj//63 inte//AB//advmod//63 talar//VB|PRS|AKT//parataxis//5 mot//PP//case//67 en//DT|UTR|SIN|IND//det//67 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//67 undersökning//NN|UTR|SIN|IND|NOM//obl//63 .//MAD//punct//5
Förslag till Lag om ändring i lagen (1991:1137) om rättspsykiatrisk undersökning;En//DT|UTR|SIN|IND//det//1 läkarundersökning//NN|UTR|SIN|IND|NOM//nsubj:pass//6 enligt//PP//case//4 första//RO|NOM//amod//4 stycket//NN|NEU|SIN|DEF|NOM//nmod//1 2//RG|NOM//nummod//1 krävs//VB|PRS|SFO//ROOT//6 ej//AB//advmod//6 om//SN//mark//11 den//DT|UTR|SIN|DEF//nsubj:pass//11 misstänkte//PC|PRF|MAS|SIN|DEF|NOM//aux//11 vårdas//VB|INF|SFO//advcl//6 eller//KN//cc//15 nyligen//AB//advmod//15 har//VB|PRS|AKT//aux//15 vårdats//VB|SUP|SFO//conj//11 enligt//PP//case//17 lagen//NN|UTR|SIN|DEF|NOM//obl//15 (//PAD//punct//19 1991:1128//RG|NOM//appos//11 )//PAD//punct//19 om//PP//case//23 psykiatrisk//JJ|POS|UTR|SIN|IND|NOM//amod//23 tvångsvård//NN|UTR|SIN|IND|NOM//obl//11 eller//KN//cc//25 lagen//NN|UTR|SIN|DEF|NOM//conj//23 (//PAD//punct//27 1991:1129//RG|NOM//conj//23 )//PAD//punct//27 om//PP//case//31 rättspsykiatrisk//JJ|POS|UTR|SIN|IND|NOM//amod//31 vård//NN|UTR|SIN|IND|NOM//conj//23 .//MAD//punct//6
Förslag till Lag om ändring i lagen (1991:1137) om rättspsykiatrisk undersökning;2//RG|NOM//nummod//35 a//NN|NEU|SIN|IND|NOM//case//35 §//NN|AN//appos//6
Förslag till Lag om ändring i lagen (1991:1137) om rättspsykiatrisk undersökning;Åklagaren//NN|UTR|SIN|DEF|NOM//nsubj//5 och//KN//cc//0 den//DT|UTR|SIN|DEF//conj//0 misstänkte//PC|PRF|MAS|SIN|DEF|NOM//conj//0 skall//VB|PRS|AKT//aux//5 beredas//VB|INF|SFO//ROOT//5 tillfälle//NN|NEU|SIN|IND|NOM//obj//5 att//IE//mark//8 yttra//VB|INF|AKT//acl//6 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//8 innan//SN//mark//12 rätten//NN|UTR|SIN|DEF|NOM//nsubj//12 meddelar//VB|PRS|AKT//advcl//8 ett//DT|NEU|SIN|IND//det//14 beslut//NN|NEU|SIN|IND|NOM//obj//12 om//PP//case//17 rättspsykiatrisk//JJ|POS|UTR|SIN|IND|NOM//amod//17 undersökning//NN|UTR|SIN|IND|NOM//nmod//14 .//MAD//punct//5
Förslag till Lag om ändring i lagen (1991:1137) om rättspsykiatrisk undersökning;Om//SN//mark//23 någon//PN|UTR|SIN|IND|SUB/OBJ//nsubj//23 av//PP//case//22 dem//PN|UTR/NEU|PLU|DEF|OBJ//nmod//20 begär//VB|PRS|AKT//advcl//37 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//23 eller//KN//cc//30 om//SN//mark//30 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//30 annars//AB//advmod//30 är//VB|PRS|AKT//cop//30 lämpligt//JJ|POS|NEU|SIN|IND|NOM//conj//23 ,//MID//punct//23 skall//VB|PRS|AKT//aux//37 i//PP//case//34 tingsrätt//NN|UTR|SIN|IND|NOM//obl//37 eller//KN//cc//36 hovrätt//NN|UTR|SIN|IND|NOM//conj//34 hållas//VB|INF|SFO//conj//5 sammanträde//NN|NEU|SIN|IND|NOM//nsubj:pass//37 rörande//PP//case//40 frågan//NN|UTR|SIN|DEF|NOM//obl//37 om//PP//case//43 rättspsykiatrisk//JJ|POS|UTR|SIN|IND|NOM//amod//43 undersökning//NN|UTR|SIN|IND|NOM//nmod//40 .//MAD//punct//37
Förslag till Lag om ändring i lagen (1991:1137) om rättspsykiatrisk undersökning;Därvid//AB//advmod//46 tillämpas//VB|PRS|SFO//conj//5 rättegångsbalkens//NN|UTR|SIN|DEF|GEN//nmod:poss//48 regler//NN|UTR|PLU|IND|NOM//nsubj:pass//46 om//PP//case//50 sammanträde//NN|NEU|SIN|IND|NOM//nmod//48 för//PP//case//52 förberedelse//NN|UTR|SIN|IND|NOM//nmod//50 i//PP//case//54 brottmål//NN|NEU|PLU|IND|NOM//nmod//52 .//MAD//punct//46
Förslag till Lag om ändring i lagen (1991:1137) om rättspsykiatrisk undersökning;Frågan//NN|UTR|SIN|DEF|NOM//nsubj:pass//6 om//PP//case//3 rättspsykiatrisk//JJ|POS|UTR|SIN|IND|NOM//amod//3 undersökning//NN|UTR|SIN|IND|NOM//nmod//0 skall//VB|PRS|AKT//aux//6 alltid//AB//advmod//6 handläggas//VB|INF|SFO//ROOT//6 skyndsamt//AB|POS//advmod//6 .//MAD//punct//6
Förslag till Lag om ändring i lagen (1991:1137) om rättspsykiatrisk undersökning;2//RG|NOM//nummod//10 b//NN|NEU|SIN|IND|NOM//case//11 §//NN|AN//obl//6
Förslag till Lag om ändring i lagen (1991:1137) om rättspsykiatrisk undersökning;Beslut//NN|NEU|SIN|IND|NOM//nsubj:pass//5 om//PP//case//3 rättspsykiatrisk//JJ|POS|UTR|SIN|IND|NOM//amod//3 undersökning//NN|UTR|SIN|IND|NOM//nmod//0 får//VB|PRS|AKT//aux//5 överklagas//VB|INF|SFO//ROOT//5 särskilt//AB//advmod//5 .//MAD//punct//5
Förslag till Lag om ändring i lagen (1991:1137) om rättspsykiatrisk undersökning;En//DT|UTR|SIN|IND//det//3 hovrätts//NN|UTR|SIN|IND|GEN//amod//3 slutliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//3 beslut//NN|NEU|SIN|IND|NOM//nsubj:pass//6 får//VB|PRS|AKT//aux//6 inte//AB//advmod//6 överklagas//VB|INF|SFO//ROOT//6 .//MAD//punct//6
Förslag till Lag om ändring i lagen (1991:1137) om rättspsykiatrisk undersökning;Hovrätten//NN|UTR|SIN|DEF|NOM//nsubj//11 får//VB|PRS|AKT//aux//11 dock//AB//advmod//11 tillåta//VB|INF|AKT//parataxis//6 att//SN//mark//14 beslutet//NN|NEU|SIN|DEF|NOM//nsubj:pass//14 överklagas//VB|INF|SFO//ccomp//11 ,//MID//punct//14 om//SN//mark//18 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//18 finns//VB|PRS|SFO//advcl//11 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//20 skäl//NN|NEU|PLU|IND|NOM//nsubj:pass//27 för//PP//mark//23 att//IE//mark//23 pröva//VB|INF|AKT//acl//20 om//SN//case//25 tillstånd//NN|NEU|SIN|IND|NOM//obl//23 skall//VB|PRS|AKT//aux//27 ges//VB|INF|SFO//advcl//18 enligt//PP//case//32 54//RG|NOM//nummod//30 kap.//NN|AN//nmod//32 10//RG|NOM//nummod//32 §//NN|AN//obl//27 första//RO|NOM//amod//34 stycket//NN|NEU|SIN|DEF|NOM//nmod//32 1//RG|NOM//nummod//36 rättegångsbalken//NN|UTR|SIN|DEF|NOM//nmod//34 .//MID//punct//11 _//PM|NOM//nmod//39 _//PM|NOM//nmod//40 _//PM|NOM//nmod//42 _//PM|NOM//nmod//42 _//PM|NOM//nmod//44 _//PM|NOM//nmod//44 _//PM|NOM//nmod//46 _//PM|NOM//nmod//46 _//PM|NOM//nmod//48 _//PM|NOM//nmod//48 _//PM|NOM//nmod//50 _//PM|NOM//nmod//50 _//PM|NOM//nmod//52 _//PM|NOM//nmod//52 _//PM|NOM//nmod//54 _//PM|NOM//nmod//54 _//PM|NOM//nmod//56 _//PM|NOM//nmod//56 _//PM|NOM//nmod//57 _//PM|NOM//nmod//58
Förslag till Lag om ändring i lagen (1991:1137) om rättspsykiatrisk undersökning;1//RG|NOM//obl//11 .//MAD//punct//6
Förslag till Lag om ändring i lagen (1991:1137) om rättspsykiatrisk undersökning;Denna//DT|UTR|SIN|DEF//det//61 lag//NN|UTR|SIN|IND|NOM//nsubj//62 träder//VB|PRS|AKT//parataxis//6 i//PP//compound:prt//62 kraft//NN|UTR|SIN|IND|NOM//fixed//63 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//62 …//NN|AN//punct//62 2//RG|NOM//obl//62 .//MAD//punct//71
