11 En okontroversiell sanning;Före//PP//case//3 den//DT|UTR|SIN|DEF//det//3 13//RG|NOM//nummod//3 april//NN|UTR|SIN|IND|NOM//obl//5 1945//RG|NOM//nummod//3 förelåg//VB|PRT|AKT//advcl//82 två//RG|NOM//nummod//8 konkurrerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//8 versioner//NN|UTR|PLU|IND|NOM//nsubj//5 om//PP//mark//13 vad//HP|NEU|SIN|IND//dislocated//13 som//HP|-|-|-//nsubj//13 egentligen//AB//advmod//13 hänt//VB|SUP|AKT//acl//8 Wallenberg//PM|NOM//obj//13 .//MAD//punct//5
11 En okontroversiell sanning;Enligt//PP//case//19 den//DT|UTR|SIN|DEF//det//19 första//RO|NOM//amod//19 versionen//NN|UTR|SIN|DEF|NOM//obl//24  //_SP////19 skulle//VB|PRT|AKT//aux//24 Wallenberg//PM|NOM//nsubj:pass//24 ha//VB|INF|AKT//aux//24 satts//VB|SUP|SFO//advcl//5 under//PP//case//27 sovjetiskt//JJ|POS|NEU|SIN|IND|NOM//amod//27 beskydd//NN|NEU|SIN|IND|NOM//obl//24 den//DT|UTR|SIN|DEF//det//30 16//RG|NOM//nummod//30 januari//NN|UTR|SIN|IND|NOM//obl//24 ,//MID//punct//30 och//KN//cc//41 enligt//PP//case//36 den//DT|UTR|SIN|DEF//det//36 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//36 versionen//NN|UTR|SIN|DEF|NOM//obl//41  //_SP////36 skulle//VB|PRT|AKT//aux//41 Wallenberg//PM|NOM//nsubj//41 ha//VB|INF|AKT//aux//41 försvunnit//VB|SUP|AKT//conj//24 i//PP//case//43 bil//NN|UTR|SIN|IND|NOM//obl//41 mot//PP//case//46 okänd//JJ|POS|UTR|SIN|IND|NOM//amod//46 destination//NN|UTR|SIN|IND|NOM//nmod//43 den//DT|UTR|SIN|DEF//det//49 17//RG|NOM//nummod//49 januari//NN|UTR|SIN|IND|NOM//obl//41 .//MAD//punct//49
11 En okontroversiell sanning;Som//KN//case//53 ett//DT|NEU|SIN|IND//det//53 resultat//NN|NEU|SIN|IND|NOM//appos//49 av//PP//case//56 ny//JJ|POS|UTR|SIN|IND|NOM//amod//56 information//NN|UTR|SIN|IND|NOM//nmod//53 som//HP|-|-|-//obl//59 Söderblom//PM|NOM//nsubj//59 erhöll//VB|PRT|AKT//acl:relcl//56 från//PP//case//61 legationschefen//NN|UTR|SIN|DEF|NOM//obl//59 i//PP//case//63 Bukarest//PM|NOM//obl//59 (//PAD//punct//53 Reuterswärd//PM|NOM//appos//53 )//PAD//punct//53 och//KN//cc//72 av//PP//case//72 den//DT|UTR|SIN|DEF//det//71 genomresande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//71 Budapest-legationens//NN|UTR|SIN|DEF|GEN//nmod:poss//72 personal//NN|UTR|SIN|IND|NOM//conj//53 (//PAD//punct//72 troligtvis//AB//advmod//75 Danielsson//PM|NOM//appos//72 )//PAD//punct//72 den//DT|UTR|SIN|DEF//det//79 13//RG|NOM//nummod//79 april//NN|UTR|SIN|IND|NOM//nmod//53 1945//RG|NOM//nummod//79 ,//MID//punct//53 fick//VB|PRT|AKT//ROOT//82 han//PN|UTR|SIN|DEF|SUB//nsubj//82 de//DT|UTR/NEU|PLU|DEF//det//86 bägge//DT|UTR/NEU|PLU|DEF//det//86 versionerna//NN|UTR|PLU|DEF|NOM//obj//82 att//IE//mark//88 stå//VB|INF|AKT//acl//86 i//PP//case//90 harmoni//NN|UTR|SIN|IND|NOM//obl//88 med//PP//case//92 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obl//88 ://MID//punct//82
11 En okontroversiell sanning;Wallenberg//PM|NOM//nsubj:pass//96 hade//VB|PRT|AKT//aux//96 påträffats//VB|SUP|SFO//parataxis//82 av//PP//case//99 sovjetiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//99 myndigheter//NN|UTR|PLU|IND|NOM//obl//96 ,//MID//punct//103 men//KN//cc//103 därefter//AB//advmod//103 försvunnit//VB|SUP|AKT//conj//96 i//PP//case//105 bil//NN|UTR|SIN|IND|NOM//obl//103 mot//PP//case//108 okänd//JJ|POS|UTR|SIN|IND|NOM//amod//108 destination//NN|UTR|SIN|IND|NOM//nmod//105 .//MAD//punct//96
11 En okontroversiell sanning;Han//PN|UTR|SIN|DEF|SUB//nsubj//112 hade//VB|PRT|AKT//aux//112 sedermera//AB//parataxis//96 sannolikt//AB|POS//advmod//114 mördats//VB|SUP|SFO//xcomp//112 av//PP//case//117 förklädda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//117 pilkorsare//NN|UTR|PLU|IND|NOM//obl:agent//114 ,//MID//punct//119 råkat//VB|SUP|AKT//conj//112 ut//PL//compound:prt//119 för//PP//case//123 en//DT|UTR|SIN|IND//det//123 bilolycka//NN|UTR|SIN|IND|NOM//obl//119 eller//KN//cc//125 dylikt//JJ|POS|NEU|SIN|IND|NOM//conj//123 .//MAD//punct//112
11 En okontroversiell sanning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//4 kan//VB|PRS|AKT//aux//4 härvid//AB//advmod//4 vara//VB|INF|AKT//cop//4 givande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ROOT//4 att//IE//mark//8 helt//AB|POS//advmod//7 kort//AB//advmod//8 återknyta//VB|INF|AKT//csubj//4 till//PP//case//12 det//DT|NEU|SIN|DEF//det//12 inledande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//12 resonemanget//NN|NEU|SIN|DEF|NOM//obl//8 om//PP//case//14 störningsfaktorer//NN|UTR|PLU|IND|NOM//nmod//12 och//KN//cc//17 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//17 påverkan//NN|UTR|SIN|IND|NOM//conj//14 på//PP//case//20 tjänstemäns//NN|UTR|PLU|IND|GEN//amod//20 rapportering//NN|UTR|SIN|IND|NOM//nmod//17 .//MAD//punct//4
11 En okontroversiell sanning;Ett//DT|NEU|SIN|IND//det//24 centralt//JJ|POS|NEU|SIN|IND|NOM//amod//24 argument//NN|NEU|SIN|IND|NOM//nsubj//40 inom//PP//case//28 den//DT|UTR|SIN|DEF//det//28 kognitiva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//28 forskningen//NN|UTR|SIN|DEF|NOM//nmod//24 är//VB|PRS|AKT//cop//24 att//SN//mark//36 människan//NN|UTR|SIN|DEF|NOM//nsubj//36 ,//MID//punct//36 i//PP//case//34 syfte//NN|NEU|SIN|IND|NOM//obl//36 att//IE//mark//36 begripliggöra//VB|INF|AKT//csubj//24 sin//PS|UTR|SIN|DEF//nmod:poss//38 omvärld//NN|UTR|SIN|IND|NOM//obj//36 ,//MID//punct//40 kategoriserar//VB|PRS|AKT//parataxis//4 inkommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//42 information//NN|UTR|SIN|IND|NOM//obj//40 i//PP//case//47 enlighet//NN|UTR|SIN|IND|NOM//fixed//43 med//PP//fixed//43 etablerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//47 uppfattningar//NN|UTR|PLU|IND|NOM//nmod//42 (//PAD//punct//47 beliefs//UO//appos//47 ,//MID//punct//51 images//UO//conj//49 ,//MID//punct//53 schemas//UO//conj//49 )//PAD//punct//49 ,//MID//punct//47 om//PP//mark//59 hur//HA//advmod//59 verkligheten//NN|UTR|SIN|DEF|NOM//nsubj//59 fungerar//VB|PRS|AKT//advcl//40 .//MAD//punct//4
11 En okontroversiell sanning;Forskning//NN|UTR|SIN|IND|NOM//nsubj//62 visar//VB|PRS|AKT//conj//4 också//AB//advmod//62 att//SN//mark//76 information//NN|UTR|SIN|IND|NOM//nsubj//76 som//HP|-|-|-//nsubj//67 strider//VB|PRS|AKT//acl:relcl//65 mot//PP//case//71 de//DT|UTR/NEU|PLU|DEF//det//71 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//71 uppfattningarna//NN|UTR|PLU|DEF|NOM//obl//67 ,//MID//punct//65 och//KN//cc//76 som//HP|-|-|-//nsubj//76 kan//VB|PRS|AKT//aux//76 medföra//VB|INF|AKT//ccomp//62 konflikt//NN|UTR|SIN|IND|NOM//amod//78 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//76 emellan//PP//compound:prt//76 ,//MID//punct//81 tenderar//VB|PRS|AKT//conj//62 att//IE//mark//83 bli//VB|INF|AKT//xcomp//81 omedvetet//JJ|POS|NEU|SIN|IND|NOM//obj//83 (//PAD//punct//87 eller//KN//cc//87 medvetet//AB|POS//conj//84 )//PAD//punct//89 marginaliserad//PC|PRF|UTR|SIN|IND|NOM//conj//84 eller//KN//cc//92 helt//AB|POS//advmod//92 negligerad//PC|PRF|UTR|SIN|IND|NOM//conj//89 .//MAD//punct//89
11 En okontroversiell sanning;Information//NN|UTR|SIN|IND|NOM//obj//62 som//HP|-|-|-//nsubj//97 däremot//AB//advmod//97 bekräftar//VB|PRS|AKT//acl:relcl//94 de//DT|UTR/NEU|PLU|DEF//det//100 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//100 uppfattningarna//NN|UTR|PLU|DEF|NOM//obj//97 ,//MID//punct//102 anammas//VB|PRS|SFO//conj//62 enklare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//102 och//KN//cc//105 ses//VB|INF|SFO//conj//62 som//KN//mark//108 mer//AB|KOM//advmod//108 sanningsenlig//JJ|POS|UTR|SIN|IND|NOM//xcomp//105 och//KN//cc//110 relevant//JJ|POS|UTR|SIN|IND|NOM//conj//108 .//MAD//punct//62
11 En okontroversiell sanning;För//PP//case//1 Söderblom//PM|NOM//obl//3 var//VB|PRT|AKT//cop//3 Wallenberg//PM|NOM//ROOT//3 ,//MID//punct//3 som//HP|-|-|-//nsubj//6 framgått//VB|SUP|AKT//acl:relcl//3 ovan//AB//advmod//6 ,//MID//punct//12 en//DT|UTR|SIN|IND//det//12 högst//AB|SUV//advmod//11 okonventionell//JJ|POS|UTR|SIN|IND|NOM//amod//12 legationssekreterare//NN|UTR|SIN|IND|NOM//conj//3 som//HP|-|-|-//nsubj//17 i//PP//case//16 hög//JJ|POS|UTR|SIN|IND|NOM//amod//16 grad//NN|UTR|SIN|IND|NOM//obl//17 agerade//VB|PRT|AKT//acl:relcl//12 efter//PP//case//20 eget//JJ|POS|NEU|SIN|IND/DEF|NOM//amod//20 huvud//NN|NEU|SIN|IND|NOM//obl//17 ,//MID//punct//12 utan//PP//mark//24 att//IE//mark//24 vänta//VB|INF|AKT//advcl//3 på//PP//case//26 instruktioner//NN|UTR|PLU|IND|NOM//obl//24 från//PP//case//29 sin//PS|UTR|SIN|DEF//nmod:poss//29 chef//NN|UTR|SIN|IND|NOM//nmod//26 .//MID//punct//3
11 En okontroversiell sanning;Att//SN//mark//35 Wallenberg//PM|NOM//nsubj//35 skulle//VB|PRT|AKT//aux//35 ha//VB|INF|AKT//aux//35 givit//VB|SUP|AKT//csubj//3 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//35 av//PL//compound:prt//35 från//PP//case//39 Budapest//PM|NOM//obl//35 ,//MID//punct//35 med//PP//case//47 eller//KN//fixed//41 utan//PP//fixed//41 ”//PM|NOM//punct//47 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//47 ryska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//47 beskyddare//NN|UTR|PLU|IND|NOM//conj//35 ”//PM|NOM//punct//35 ,//MID//punct//54 bör//VB|PRS|AKT//aux//54 således//AB//advmod//54 inte//AB//advmod//54 ha//VB|INF|AKT//aux//54 förefallit//VB|SUP|AKT//conj//3 alltför//AB//advmod//56 otroligt//AB|POS//advmod//54 för//PP//case//58 Söderblom//PM|NOM//obl//54 .//MAD//punct//3
