16 Hög kompetens och professionalism hos lärare och annan skolpersonal ;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 bedömning//NN|UTR|SIN|IND|NOM//nsubj//12 ://MID//punct//1
16 Hög kompetens och professionalism hos lärare och annan skolpersonal ; //_SP////2 I//PP//case//6 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//6 satsningar//NN|UTR|PLU|IND|NOM//nmod//1 på//PP//case//8 specialpedagogik//NN|UTR|SIN|IND|NOM//nmod//6 bör//VB|PRS|AKT//aux//12 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//12 tydligt//AB|POS//advmod//12 ingå//VB|INF|AKT//ROOT//12 satsningar//NN|UTR|PLU|IND|NOM//obj//12 på//PP//case//15 speciallärare//NN|UTR|SIN|IND|NOM//nmod//13 med//PP//case//17 specialisering//NN|UTR|SIN|IND|NOM//nmod//15 mot//PP//case//19 dövhet//NN|UTR|SIN|IND|NOM//nmod//17 eller//KN//cc//21 hörselnedsättning//NN|UTR|SIN|IND|NOM//conj//19 respektive//AB//cc//23 grav//NN|UTR|SIN|IND|NOM//conj//19 språkstörning//NN|UTR|SIN|IND|NOM//obj//12 .//MAD//punct//12
16 Hög kompetens och professionalism hos lärare och annan skolpersonal ;Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//27 skolverk//NN|NEU|SIN|IND|NOM//nsubj//29 bör//VB|PRS|AKT//aux//29 prioritera//VB|INF|AKT//parataxis//12 dessa//DT|UTR/NEU|PLU|DEF//det//31 specialiseringar//NN|UTR|PLU|IND|NOM//obj//29 inom//PP//case//33 Lärarlyftet//NN|NEU|SIN|DEF|NOM//nmod//31 .//MAD//punct//29
16 Hög kompetens och professionalism hos lärare och annan skolpersonal ;Kompetens//NN|UTR|SIN|IND|NOM//nmod:poss//42 kring//PP//case//37 dövhet//NN|UTR|SIN|IND|NOM//nmod//35 ,//MID//punct//39 hörselnedsättning//NN|UTR|SIN|IND|NOM//conj//37 eller//KN//cc//41 grav//NN|UTR|SIN|IND|NOM//conj//37 språkstörning//NN|UTR|SIN|IND|NOM//nsubj:pass//45 bör//VB|PRS|AKT//aux//45 också//AB//advmod//45 prioriteras//VB|INF|SFO//conj//29 i//PP//case//49 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//49 aviserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//49 insatser//NN|UTR|PLU|IND|NOM//obl//45 som//HP|-|-|-//nsubj//51 syftar//VB|PRS|AKT//acl:relcl//49 till//PP//compound:prt//51 att//SN//mark//54 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//55 speciallärare//NN|UTR|PLU|IND|NOM//nsubj:pass//58 och//KN//cc//57 specialpedagoger//NN|UTR|PLU|IND|NOM//conj//55 anställs//VB|PRS|SFO//conj//45 i//PP//case//60 skolan//NN|UTR|SIN|DEF|NOM//obl//58 och//KN//cc//64 till//PP//mark//64 att//IE//mark//64 öka//VB|INF|AKT//conj//45 tillgången//NN|UTR|SIN|DEF|NOM//obj//64 till//PP//case//68 specialpedagogiskt//JJ|POS|NEU|SIN|IND|NOM//amod//68 stöd//NN|NEU|SIN|IND|NOM//nmod//65 från//PP//case//70 förskoleklassen//NN|UTR|SIN|DEF|NOM//nmod//68 till//PP//case//73 årskurs//NN|UTR|SIN|IND|NOM//nmod//73 3//RG|NOM//obl//64 .//MAD//punct//12
16 Hög kompetens och professionalism hos lärare och annan skolpersonal ;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 konstaterar//VB|PRS|AKT//ROOT//1 att//SN//mark//9 lärare//NN|UTR|PLU|IND|NOM//nsubj//9 och//KN//cc//6 annan//JJ|POS|UTR|SIN|IND|NOM//amod//6 skolpersonal//NN|UTR|SIN|IND|NOM//conj//3 naturligtvis//AB//advmod//9 måste//VB|PRS|AKT//aux//9 ha//VB|INF|AKT//ccomp//1 relevant//JJ|POS|UTR|SIN|IND|NOM//amod//11 utbildning//NN|UTR|SIN|IND|NOM//obj//9 för//PP//mark//14 att//IE//mark//14 möta//VB|INF|AKT//advcl//9 behovet//NN|NEU|SIN|DEF|NOM//obj//14 hos//PP//case//17 elever//NN|UTR|PLU|IND|NOM//nmod//15 med//PP//case//19 dövhet//NN|UTR|SIN|IND|NOM//nmod//17 ,//MID//punct//21 hörselnedsättning//NN|UTR|SIN|IND|NOM//conj//19 eller//KN//cc//23 grav//NN|UTR|SIN|IND|NOM//conj//19 språkstörning//NN|UTR|SIN|IND|NOM//obj//14 .//MAD//punct//1
16 Hög kompetens och professionalism hos lärare och annan skolpersonal ;Dels//KN//advmod//30 för//PP//mark//30 att//IE//mark//30 kunna//VB|INF|AKT//aux//30 fokusera//VB|INF|AKT//parataxis//1 på//PP//case//34 sitt//PS|NEU|SIN|DEF//nmod:poss//34 eget//JJ|POS|NEU|SIN|IND/DEF|NOM//amod//34 språk//NN|NEU|SIN|IND|NOM//obl//30 och//KN//cc//36 samspel//NN|NEU|SIN|IND|NOM//conj//34 med//PP//case//38 eleverna//NN|UTR|PLU|DEF|NOM//nmod//36 ,//MID//punct//44 dels//KN//advmod//44 för//PP//mark//44 att//IE//mark//44 kunna//VB|INF|AKT//aux//44 stödja//VB|INF|AKT//conj//30 elevernas//NN|UTR|PLU|DEF|GEN//nmod:poss//47 språkliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//47 utveckling//NN|UTR|SIN|IND|NOM//obj//44 .//MAD//punct//44
16 Hög kompetens och professionalism hos lärare och annan skolpersonal ;Kunskaper//NN|UTR|PLU|IND|NOM//nsubj//62 om//PP//case//51 arbetsformer//NN|UTR|PLU|IND|NOM//nmod//49 ,//MID//punct//53 värdegrundsarbete//NN|NEU|SIN|IND|NOM//conj//51 och//KN//cc//55 dövhet//NN|UTR|SIN|IND|NOM//conj//51 ,//MID//punct//57 hörselnedsättning//NN|UTR|SIN|IND|NOM//conj//51 eller//KN//cc//59 grav//NN|UTR|SIN|IND|NOM//conj//51 språkstörning//NN|UTR|SIN|IND|NOM//nmod//49 är//VB|PRS|AKT//cop//62 delar//NN|UTR|PLU|IND|NOM//parataxis//44 av//PP//case//66 den//DT|UTR|SIN|DEF//det//66 nödvändiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//66 kompetensen//NN|UTR|SIN|DEF|NOM//nmod//62 .//MAD//punct//62
16 Hög kompetens och professionalism hos lärare och annan skolpersonal ;I//PP//case//70 detta//DT|NEU|SIN|DEF//det//70 kapitel//NN|NEU|SIN|IND|NOM//obl//71 redovisas//VB|PRS|SFO//conj//62 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//73 bedömning//NN|UTR|SIN|IND|NOM//nsubj:pass//71 av//PP//case//75 fortbildningsläget//NN|NEU|SIN|DEF|NOM//nmod//73 .//MAD//punct//1
16 Hög kompetens och professionalism hos lärare och annan skolpersonal ;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//78 handlar//VB|PRS|AKT//parataxis//1 om//PP//mark//84 vilka//HD|UTR/NEU|PLU|IND//det//81 fortbildningsinsatser//NN|UTR|PLU|IND|NOM//dislocated//84 som//HP|-|-|-//nsubj:pass//84 borde//VB|PRT|AKT//aux//84 genomföras//VB|INF|SFO//advcl//78 och//KN//cc//86 vilka//HP|UTR/NEU|PLU|IND//conj//84 som//HP|-|-|-//nsubj:pass//89 redan//AB//advmod//89 genomförs//VB|PRS|SFO//acl:relcl//86 .//MAD//punct//1
16 Hög kompetens och professionalism hos lärare och annan skolpersonal ;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//92 handlar//VB|PRS|AKT//parataxis//1 också//AB//advmod//92 om//SN//case//95 kompetensen//NN|UTR|SIN|DEF|NOM//obl//92 hos//PP//case//97 lärare//NN|UTR|PLU|IND|NOM//nmod//95 och//KN//cc//100 annan//JJ|POS|UTR|SIN|IND|NOM//amod//100 skolpersonal//NN|UTR|SIN|IND|NOM//conj//97 som//HP|-|-|-//nsubj//102 möter//VB|PRS|AKT//acl:relcl//100 elevgrupperna//NN|UTR|PLU|DEF|NOM//obj//102 och//KN//cc//110 hur//HA//advmod//110 även//AB//advmod//107 kortare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//108 fortbildning//NN|UTR|SIN|IND|NOM//nsubj//110 kan//VB|PRS|AKT//aux//110 ha//VB|INF|AKT//conj//92 goda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//112 effekter//NN|UTR|PLU|IND|NOM//obj//110 .//MAD//punct//92

