Sammanfattning av uppdraget;En//DT|UTR|SIN|IND//det//2 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//2 utredare//NN|UTR|SIN|IND|NOM//nsubj:pass//3 tillkallas//VB|PRS|SFO//ROOT//3 med//PP//case//5 uppdrag//NN|NEU|SIN|IND|NOM//obl//3 att//IE//mark//7 analysera//VB|INF|AKT//acl//5 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 frågor//NN|UTR|PLU|IND|NOM//obj//7 på//PP//case//11 hjälpmedelsområdet//NN|NEU|SIN|DEF|NOM//obl//7 och//KN//cc//13 lämna//VB|INF|AKT//conj//7 förslag//NN|NEU|SIN|IND|NOM//obj//13 till//PP//case//16 åtgärder//NN|UTR|PLU|IND|NOM//nmod//14 .//MAD//punct//3
Sammanfattning av uppdraget;Den//DT|UTR|SIN|DEF//det//20 särskilde//PC|PRF|MAS|SIN|DEF|NOM//amod//20 utredaren//NN|UTR|SIN|DEF|NOM//nsubj//23 skall//VB|PRS|AKT//aux//23 också//AB//advmod//23 förtydliga//VB|INF|AKT//parataxis//3 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 insatser//NN|UTR|PLU|IND|NOM//obj//23 enligt//PP//case//27 lagen//NN|UTR|SIN|DEF|NOM//obl//23 (//PAD//punct//29 1993:387//RG|NOM//conj//27 )//PAD//punct//29 om//PP//case//32 stöd//NN|NEU|SIN|IND|NOM//obl//23 och//KN//cc//34 service//NN|UTR|SIN|IND|NOM//conj//32 till//PP//case//37 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 funktionshindrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//obl//23 (//PAD//punct//37 LSS//PM|NOM//appos//37 )//PAD//punct//23 .//MAD//punct//3
Sammanfattning av uppdraget;Inom//PP//case//1 hjälpmedelsområdet//NN|NEU|SIN|DEF|NOM//obl//4 skall//VB|PRS|AKT//aux//4 analysen//NN|UTR|SIN|DEF|NOM//nsubj//4 avse//VB|INF|AKT//ROOT//4 -//MID//punct//4 hjälpmedelsförsörjningen//NN|UTR|SIN|DEF|NOM//parataxis//4 för//PP//case//8 barn//NN|NEU|PLU|IND|NOM//nmod//6 i//PP//case//10 förskoleverksamhet//NN|UTR|SIN|IND|NOM//nmod//8 ,//MID//punct//12 barn//NN|NEU|PLU|IND|NOM//conj//10 ,//MID//punct//14 ungdomar//NN|UTR|PLU|IND|NOM//conj//10 och//KN//cc//16 vuxna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//10 inom//PP//case//20 det//DT|NEU|SIN|DEF//det//20 offentliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//20 skolväsendet//NN|NEU|SIN|DEF|NOM//nmod//6 ,//MID//punct//24 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//24 fristående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//24 skolor//NN|UTR|PLU|IND|NOM//conj//6 som//HP|-|-|-//nsubj//26 står//VB|PRS|AKT//acl:relcl//24 under//PP//case//29 statlig//JJ|POS|UTR|SIN|IND|NOM//amod//29 tillsyn//NN|UTR|SIN|IND|NOM//obl//26 ,//MID//punct//32 kompletterande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//32 utbildningar//NN|UTR|PLU|IND|NOM//conj//6 som//HP|-|-|-//case//34 berättigar//VB|PRS|AKT//nmod//6 till//PP//case//36 studiestöd//NN|NEU|SIN|IND|NOM//nmod//34 eller//KN//cc//38 statsbidrag//NN|NEU|SIN|IND|NOM//conj//36 ,//MID//punct//40 högskoleutbildning//NN|UTR|SIN|IND|NOM//conj//36 ,//MID//punct//43 samt//KN//cc//43 folkhögskoleutbildning//NN|UTR|SIN|IND|NOM//conj//36 ,//MID//punct//6 -//MID//punct//4 de//DT|UTR/NEU|PLU|DEF//det//48 förändrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//48 förutsättningarna//NN|UTR|PLU|DEF|NOM//parataxis//4 på//PP//case//50 hjälpmedelsområdet//NN|NEU|SIN|DEF|NOM//nmod//48 genom//PP//case//53 utvecklingeninom//PC|PRF|NEU|SIN|IND|NOM//nmod//53 informations-//NN|UTR|-|-|SMS//nmod//48 och//KN//cc//55 kommunikationsteknologi//NN|UTR|SIN|IND|NOM//conj//53 och//KN//cc//58 digital//JJ|POS|UTR|SIN|IND|NOM//amod//58 teknik//NN|UTR|SIN|IND|NOM//conj//53 ,//MID//punct//48 -//MID//punct//4 avgiftssystemet//NN|NEU|SIN|DEF|NOM//appos//4 för//PP//case//63 hjälpmedel//NN|NEU|PLU|IND|NOM//nmod//61 och//KN//cc//67 därtill//AB//advmod//67 hörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//67 regler//NN|UTR|PLU|IND|NOM//conj//63 i//PP//case//69 hälso-//NN|UTR|-|-|SMS//nmod//67 och//KN//cc//71 sjukvårdslagen//NN|UTR|SIN|DEF|NOM//conj//69 (//PAD//punct//73 1982:763//RG|NOM//conj//69 )//PAD//punct//73 ,//MID//punct//4 samt//KN//punct//4 -//MID//punct//4 gränsdragningen//NN|UTR|SIN|DEF|NOM//parataxis//4 vad//HP|NEU|SIN|IND//nsubj//80 gäller//VB|PRS|AKT//acl:relcl//78 ansvaret//NN|NEU|SIN|DEF|NOM//obj//80 mellan//PP//case//84 individuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//84 hjälpmedel//NN|NEU|PLU|IND|NOM//nmod//81 för//PP//case//86 personer//NN|UTR|PLU|IND|NOM//obl//80 med//PP//case//89 personlig//JJ|POS|UTR|SIN|IND|NOM//amod//89 assistans//NN|UTR|SIN|IND|NOM//nmod//86 och//KN//cc//91 arbetshjälpmedel//NN|NEU|SIN|IND|NOM//conj//89 för//PP//case//93 assistenterna//NN|UTR|PLU|DEF|NOM//nmod//91 .//MAD//punct//4
Sammanfattning av uppdraget;Förtydligandena//NN|NEU|PLU|DEF|NOM//nsubj//5 vad//HP|NEU|SIN|IND//nsubj//2 gäller//VB|PRS|AKT//acl:relcl//0 LSS//PM|NOM//obj//2 skall//VB|PRS|AKT//aux//5 avse//VB|INF|AKT//ROOT//5 -//MID//punct//5 regleringen//NN|UTR|SIN|DEF|NOM//parataxis//5 av//PP//case//10 insatsen//NN|UTR|SIN|DEF|NOM//nmod//10 rådgivning//NN|UTR|SIN|IND|NOM//nmod//7 och//KN//cc//14 annat//JJ|POS|NEU|SIN|IND|NOM//amod//14 personligt//JJ|POS|NEU|SIN|IND|NOM//amod//14 stöd//NN|NEU|SIN|IND|NOM//conj//10 ,//MID//punct//7 -//MID//punct//17 tillämpningsområdet//NN|NEU|SIN|DEF|NOM//appos//7 för//PP//case//21 23//RG|NOM//nummod//20 §//NN|AN//nmod//21 LSS//PM|NOM//nmod//17 ,//MID//punct//26 samt//KN//cc//26 -//MID//punct//23 kommunernas//NN|UTR|PLU|DEF|GEN//nmod:poss//26 hälso-//NN|UTR|-|-|SMS//conj//17 och//KN//cc//28 sjukvårdsansvar//NN|NEU|SIN|IND|NOM//conj//26 för//PP//case//30 personer//NN|UTR|PLU|IND|NOM//nmod//17 som//HP|-|-|-//nsubj//32 bor//VB|PRS|AKT//acl:relcl//30 i//PP//case//34 bostad//NN|UTR|SIN|IND|NOM//obl//32 med//PP//case//37 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//37 service//NN|UTR|SIN|IND|NOM//nmod//34 för//PP//case//39 barn//NN|NEU|PLU|IND|NOM//nmod//37 och//KN//cc//41 ungdomar//NN|UTR|PLU|IND|NOM//conj//39 ,//MID//punct//43 bostad//NN|UTR|SIN|IND|NOM//conj//39 med//PP//case//46 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//46 service//NN|UTR|SIN|IND|NOM//nmod//43 eller//KN//cc//48 annan//JJ|POS|UTR|SIN|IND|NOM//conj//46 särskilt//AB//advmod//50 anpassad//PC|PRF|UTR|SIN|IND|NOM//amod//51 bostad//NN|UTR|SIN|IND|NOM//obj//32 för//PP//case//53 vuxna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//51 .//MAD//punct//7
Sammanfattning av uppdraget;Bakgrund//NN|UTR|SIN|IND|NOM//ROOT//0
Sammanfattning av uppdraget;Den//DT|UTR|SIN|DEF//det//2 nationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 handlingsplanen//NN|UTR|SIN|DEF|NOM//ROOT//2 för//PP//case//4 handikappolitiken//NN|UTR|SIN|DEF|NOM//nmod//2
Sammanfattning av uppdraget;"I//PP//case//3 den//DT|UTR|SIN|DEF//det//3 nationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//3 handlingsplanen//NN|UTR|SIN|DEF|NOM//obl//12 för//PP//case//5 handikappolitiken//NN|UTR|SIN|DEF|NOM//nmod//3 ""//PAD//punct//8 Från//PP//case//8 patient//NN|UTR|SIN|IND|NOM//nmod//5 till//PP//case//10 medborgare//NN|UTR|PLU|IND|NOM//nmod//8 ""//PAD//punct//3 fastslås//VB|PRS|SFO//ROOT//12 tre//RG|NOM//nummod//15 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 mål//NN|NEU|PLU|IND|NOM//obj//12 (//PAD//punct//15 prop//NN|UTR|SIN|IND|NOM//appos//15 .//MID//punct//15"
Sammanfattning av uppdraget;1999/2000:79//RG|NOM//parataxis//12 bet//VB|PRT|AKT//nsubj//19 .//MID//punct//12
Sammanfattning av uppdraget;1999/2000//RG|NOM//dep//12 ://MID//punct//22
Sammanfattning av uppdraget;SoU14//PM|NOM//appos//22 ,//MID//punct//26 rskr//NN|NEU|SIN|IND|NOM//conj//24 .//MAD//punct//24
Sammanfattning av uppdraget;1999/2000:240//RG|NOM//punct//22 )//PAD//punct//12 .//MAD//punct//12
