Sammanfattning av kostnaderna m.m. för ett teknikskifte utifrån SR:s alternativ 2;Jämfört//PC|PRF|NEU|SIN|IND|NOM//advmod//2 med//PP//fixed//0 distributionskostnaderna//NN|UTR|PLU|DEF|NOM//obl//9 för//PP//case//5 analoga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 FM-sändningar//NN|UTR|PLU|IND|NOM//nmod//2 år//NN|NEU|SIN|IND|NOM//nmod//7 2002//RG|NOM//nummod//5 kan//VB|PRS|AKT//aux//9 SR//PM|NOM//nsubj:pass//74 ://MID//punct//9 s//NN|AN//nummod//13 utökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//13 resursbehov//NN|NEU|SIN|IND|NOM//nsubj:pass//22 för//PP//case//15 distributionskostnaderna//NN|UTR|PLU|DEF|NOM//nmod//13 enligt//PP//case//17 SR//PM|NOM//nmod//15 ://MID//punct//13
Sammanfattning av kostnaderna m.m. för ett teknikskifte utifrån SR:s alternativ 2;s//PP//case//20 alternativ//NN|NEU|SIN|IND|NOM//appos//13 2//RG|NOM//nummod//20 beräknas//VB|PRS|SFO//parataxis//9 uppgå//VB|INF|AKT//xcomp//22 till//PP//case//28 knappt//AB|POS//advmod//26 en//DT|UTR|SIN|IND//det//27 miljard//RG|NOM//nmod//28 kr//NN|AN//obl//23 inkl.//PP|AN//cc//30 mervärdesskatt//NN|UTR|SIN|IND|NOM//conj//28 fram//AB//advmod//36 till//AB//case//36 och//KN//fixed//32 med//AB//fixed//32 år//NN|NEU|SIN|IND|NOM//nmod//36 2019//RG|NOM//nmod//30 .//MAD//punct//42
Sammanfattning av kostnaderna m.m. för ett teknikskifte utifrån SR:s alternativ 2;Till//PP//case//40 denna//DT|UTR|SIN|DEF//det//40 merkostnad//NN|UTR|SIN|IND|NOM//obl//42 skall//VB|PRS|AKT//aux//42 läggas//VB|INF|SFO//conj//9 SR//PM|NOM//nsubj:pass//42 ://MID//punct//42 s//NN|AN//nummod//47 ökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//47 kostnader//NN|UTR|PLU|IND|NOM//appos//42 för//PP//case//49 programproduktion//NN|UTR|SIN|IND|NOM//nmod//47 ,//MID//punct//49 eftersom//SN//mark//53 SR//PM|NOM//nsubj//53 får//VB|PRS|AKT//advcl//42 utrymme//NN|NEU|SIN|IND|NOM//obj//53 att//IE//mark//56 sända//VB|INF|AKT//acl//54 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//58 kanaler//NN|UTR|PLU|IND|NOM//obj//56 .//MAD//punct//42
Sammanfattning av kostnaderna m.m. för ett teknikskifte utifrån SR:s alternativ 2;Under//PP//case//62 samma//DT|UTR/NEU|SIN/PLU|IND//det//62 tidsperiod//NN|UTR|SIN|IND|NOM//obl//63 kan//VB|PRS|AKT//aux//70 intäksbortfallet//NN|NEU|SIN|DEF|NOM//nsubj//70 för//PP//case//66 staten//NN|UTR|SIN|DEF|NOM//nmod//64 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//69 sänkta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//69 koncessionsavgifter//NN|UTR|PLU|IND|NOM//nmod//66 hänförliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nsubj//9 till//PP//case//73 analoga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//73 sändningstillstånd//NN|NEU|PLU|IND|NOM//obl//70 beräknas//VB|PRS|SFO//ROOT//74 uppgå//VB|INF|AKT//xcomp//74 till//PP//case//79 cirka//AB//advmod//78 1//RG|NOM//nummod//79 600–1//RG|NOM//obl//75 700//RG|NOM//nummod//81 mnkr//NN|NEU|PLU|IND|NOM//nmod//79 under//PP//case//83 tiden//NN|UTR|SIN|DEF|NOM//obl//75 för//PP//case//85 teknikskiftet//NN|NEU|SIN|DEF|NOM//nmod//83 jämfört//PC|PRF|NEU|SIN|IND|NOM//mark//96 med//PP//fixed//86 om//PP//case//90 samma//DT|UTR/NEU|SIN/PLU|IND//det//90 koncessionsavgifter//NN|UTR|PLU|IND|NOM//nsubj:pass//96 som//HP|-|-|-//nsubj:pass//92 betalades//VB|PRT|SFO//acl:relcl//90 år//NN|NEU|SIN|IND|NOM//nmod//94 2003//RG|NOM//obl//92 skulle//VB|PRT|AKT//aux//96 erläggas//VB|INF|SFO//advcl//74 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//98 period//NN|UTR|SIN|IND|NOM//obl//96 .//MAD//punct//74
Sammanfattning av kostnaderna m.m. för ett teknikskifte utifrån SR:s alternativ 2;Kostnaden//NN|UTR|SIN|DEF|NOM//appos//74 för//PP//case//102 konsumenterna//NN|UTR|PLU|DEF|NOM//nmod//100 att//IE//mark//104 skrota//VB|INF|AKT//acl//100 befintliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//107 analoga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//107 FM-mottagare//NN|UTR|PLU|IND|NOM//obj//104 och//KN//cc//109 ersätta//VB|INF|AKT//conj//104 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//obj//109 med//PP//mark//114 DABmottagare//NN|UTR|PLU|IND|NOM//nsubj:pass//114 kan//VB|PRS|AKT//aux//114 beräknas//VB|INF|SFO//advcl//109 uppgå//VB|INF|AKT//xcomp//114 till//PP//case//118 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//118 miljarder//NN|UTR|PLU|IND|NOM//obl//115 .//MAD//punct//74
Sammanfattning av kostnaderna m.m. för ett teknikskifte utifrån SR:s alternativ 2;Osäkerhetsfaktorer//NN|UTR|PLU|IND|NOM//ROOT//0 i//PP//case//2 kostnadskalkylerna//NN|UTR|PLU|DEF|NOM//nmod//0 m.m.//AB|AN//conj//0
Sammanfattning av kostnaderna m.m. för ett teknikskifte utifrån SR:s alternativ 2;Teracom//PM|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 beräknat//VB|SUP|AKT//ROOT//2 kostnaderna//NN|UTR|PLU|DEF|NOM//obj//2 för//PP//case//5 DAB-näten//NN|UTR|SIN|DEF|NOM//nmod//3 primärt//AB|POS//advmod//11 utifrån//PP//mark//11 att//SN//mark//11 DAB-näten//NN|UTR|SIN|DEF|NOM//nsubj//11 skall//VB|PRS|AKT//aux//11 ha//VB|INF|AKT//advcl//2 en//DT|UTR|SIN|IND//det//14 viss//JJ|POS|UTR|SIN|IND|NOM//amod//14 täckningsgrad//NN|UTR|SIN|IND|NOM//obj//11 .//MAD//punct//2
Sammanfattning av kostnaderna m.m. för ett teknikskifte utifrån SR:s alternativ 2;Beräkningarna//NN|UTR|PLU|DEF|NOM//nsubj//24 som//HP|-|-|-//nsubj//18 ligger//VB|PRS|AKT//acl:relcl//16 till//PP//case//23 grund//NN|UTR|SIN|IND|NOM//fixed//19 för//PP//fixed//19 nätens//NN|NEU|PLU|DEF|GEN//nmod:poss//23 täckningsgrad//NN|UTR|SIN|IND|NOM//obl//18 bygger//VB|PRS|AKT//conj//2 i//PP//case//27 sin//PS|UTR|SIN|DEF//nmod:poss//27 tur//NN|UTR|SIN|IND|NOM//obl//24 på//PP//case//30 teoretiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 modeller//NN|UTR|PLU|IND|NOM//obl//24 ,//MID//punct//30 som//HP|-|-|-//nsubj//33 innehåller//VB|PRS|AKT//acl:relcl//30 ett//DT|NEU|SIN|IND//det//36 visst//JJ|POS|NEU|SIN|IND|NOM//amod//36 moment//NN|NEU|SIN|IND|NOM//obj//33 av//PP//case//38 osäkerhet//NN|UTR|SIN|IND|NOM//nmod//36 .//MAD//punct//24
Sammanfattning av kostnaderna m.m. för ett teknikskifte utifrån SR:s alternativ 2;Teracoms//PM|GEN//nmod:poss//42 redovisade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//42 kalkyler//NN|UTR|PLU|IND|NOM//nsubj//43 bygger//VB|PRS|AKT//conj//24 vidare//AB|KOM//advmod//43 till//PP//case//48 relativt//AB|POS//advmod//47 stor//JJ|POS|UTR|SIN|IND|NOM//amod//48 del//NN|UTR|SIN|IND|NOM//obl//43 på//PP//case//51 uppskattade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//51 volymer//NN|UTR|PLU|IND|NOM//obl//43 och//KN//cc//54 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//54 beläggningsgrader//NN|NEU|PLU|IND|NOM//conj//51 för//PP//case//57 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//57 tjänster//NN|UTR|PLU|IND|NOM//nmod//54 ,//MID//punct//60 utöver//PP//case//60 DAB//PM|NOM//obl//43 .//MID//punct//24
Sammanfattning av kostnaderna m.m. för ett teknikskifte utifrån SR:s alternativ 2;Ändrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//63 förutsättningar//NN|UTR|PLU|IND|NOM//nsubj//81 för//PP//case//66 t.ex.//AB|AN//advmod//66 beläggning//NN|UTR|SIN|IND|NOM//nmod//63 av//PP//case//69 digital-TV//NN|UTR|SIN|IND|NOM//amod//69 tjänster//NN|UTR|PLU|IND|NOM//nmod//66 ,//MID//punct//71 utfasning//NN|UTR|SIN|IND|NOM//conj//63 av//PP//case//74 analog-TV//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//74 tjänster//NN|UTR|PLU|IND|NOM//nmod//71 ,//MID//punct//76 utökningen//NN|UTR|SIN|DEF|NOM//conj//63 av//PP//case//79 telekom-relaterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//79 inplaceringar//NN|UTR|PLU|IND|NOM//nmod//76 m.m.//AB|AN//conj//63 påverkar//VB|PRS|AKT//conj//24 kostnadsbilden//NN|UTR|SIN|DEF|NOM//obj//81 för//PP//case//84 DAB-näten//NN|UTR|SIN|DEF|NOM//nmod//82 .//MAD//punct//2
Sammanfattning av kostnaderna m.m. för ett teknikskifte utifrån SR:s alternativ 2;Vidare//AB|KOM//advmod//6 har//VB|PRS|AKT//aux//6 Teracom//PM|NOM//nsubj//6 vid//PP//case//5 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//5 beräkningar//NN|UTR|PLU|IND|NOM//nmod//2 utgått//VB|SUP|AKT//ROOT//6 ifrån//PP//compound:prt//6 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 frekvensplaners//NN|UTR|PLU|IND|GEN//nmod:poss//10 rekommendationer//NN|UTR|PLU|IND|NOM//obj//6 om//PP//case//12 fältstyrka//NN|UTR|SIN|IND|NOM//nmod//10 ,//MID//punct//14 se//VB|IMP|AKT//conj//6 avsnitt//NN|NEU|SIN|IND|NOM//nmod//16 3.4//RG|NOM//obj//14 .//MID//punct//6
