
6.1 Pilkorsväldet oktober till december 1944 / Svenska beskickningen i Budapest hårt ansatt;December//NN|UTR|SIN|IND|NOM//nsubj//5 1944//RG|NOM//nummod//0 var//VB|PRT|AKT//cop//5 en//DT|UTR|SIN|IND//det//5 kritisk//JJ|POS|UTR|SIN|IND|NOM//amod//5 månad//NN|UTR|SIN|IND|NOM//ROOT//5 ,//MID//punct//10 inte//AB//advmod//10 bara//AB//advmod//10 för//PP//case//10 legationen//NN|UTR|SIN|DEF|NOM//nmod//5 i//PP//case//12 Moskva//PM|NOM//nmod//10 ,//MID//punct//16 utan//KN//cc//16 desto//AB//advmod//16 mer//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//5 för//PP//case//18 legationen//NN|UTR|SIN|DEF|NOM//obl//16 i//PP//case//20 Budapest//PM|NOM//nmod//18 .//MAD//punct//5
6.1 Pilkorsväldet oktober till december 1944 / Svenska beskickningen i Budapest hårt ansatt;Den//DT|UTR|SIN|DEF//det//24 humanitära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//24 aktionen//NN|UTR|SIN|DEF|NOM//appos//5 för//PP//case//26 skydd//NN|NEU|SIN|IND|NOM//nmod//24 av//PP//mark//30 judarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//30 hade//VB|PRT|AKT//aux//30 intensifierats//VB|SUP|SFO//acl:relcl//24 efter//PP//case//33 pilkorsarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//33 maktövertagande//NN|NEU|SIN|IND|NOM//obl//30 i//PP//case//35 mitten//NN|UTR|SIN|DEF|NOM//obl//30 av//PP//case//37 oktober//NN|UTR|SIN|IND|NOM//nmod//35 och//KN//cc//39 kom//VB|PRT|AKT//conj//5 under//PP//case//41 december//NN|UTR|SIN|IND|NOM//obl//39 månad//NN|UTR|SIN|IND|NOM//obj//39 att//IE//mark//44 nå//VB|INF|AKT//advcl//39 sin//PS|UTR|SIN|DEF//nmod:poss//47 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//47 omfattning//NN|UTR|SIN|IND|NOM//obj//44 .//MAD//punct//5
6.1 Pilkorsväldet oktober till december 1944 / Svenska beskickningen i Budapest hårt ansatt;15–20//RG|NOM//nummod//51 000//RG|NOM//nummod//51 judar//NN|UTR|PLU|IND|NOM//nsubj//52 innehade//VB|PRT|AKT//parataxis//5 vid//PP//case//57 årsskiftet//NN|NEU|SIN|DEF|NOM//nmod//55 1944–45//NN|NEU|PLU|IND|GEN//nummod//57 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//57 typer//NN|UTR|PLU|IND|NOM//obl//52 av//PP//case//59 skyddshandlingar//NN|UTR|PLU|IND|NOM//nmod//57 utfärdade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl//57 av//PP//case//64 den//DT|UTR|SIN|DEF//det//64 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//64 legationen//NN|UTR|SIN|DEF|NOM//obl//60 .//MAD//punct//5
6.1 Pilkorsväldet oktober till december 1944 / Svenska beskickningen i Budapest hårt ansatt;Samtidigt//AB//advmod//1 försämrades//VB|PRT|SFO//advcl//84 emellertid//AB//advmod//1 legationens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 möjligheter//NN|UTR|PLU|IND|NOM//nsubj:pass//1 att//IE//mark//6 ge//VB|INF|AKT//acl//4 aktivt//JJ|POS|NEU|SIN|IND|NOM//amod//8 bistånd//NN|NEU|SIN|IND|NOM//obj//6 åt//PP//case//11 de//DT|UTR/NEU|PLU|DEF//det//11 judar//NN|UTR|PLU|IND|NOM//obl//6 som//HP|-|-|-//nsubj//13 innehade//VB|PRT|AKT//acl:relcl//11 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 skyddspass//NN|NEU|PLU|IND|NOM//obj//13 .//MAD//punct//1
6.1 Pilkorsväldet oktober till december 1944 / Svenska beskickningen i Budapest hårt ansatt;Pilkorsregeringen//PM|NOM//nsubj//20 under//PP//case//19 Szálasi//PM|NOM//nmod//17 aviserade//VB|PRT|AKT//parataxis//1 ,//MID//punct//20 kort//AB//advmod//24 efter//PP//case//24 kuppen//NN|UTR|SIN|DEF|NOM//obl//20 den//DT|UTR|SIN|DEF//det//27 15//RG|NOM//nummod//27 oktober//NN|UTR|SIN|IND|NOM//obl//20 1944//RG|NOM//nummod//27 ,//MID//punct//27 att//SN//mark//34 man//PN|UTR|SIN|IND|SUB//nsubj//34 framgent//AB//nsubj//34 inte//AB//advmod//34 ämnade//VB|PRT|AKT//advcl//20 respektera//VB|INF|AKT//xcomp//34 de//DT|UTR/NEU|PLU|DEF//det//39 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//38 ungerska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 regeringarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//40 utfästelser//NN|UTR|PLU|IND|NOM//obj//35 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//case//44 de//DT|UTR/NEU|PLU|DEF//det//44 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//44 skyddsdokumenten//NN|NEU|PLU|DEF|NOM//obl//35 (//PAD//punct//44 HP//PM|NOM//nmod:poss//48 21//RG|NOM//nummod//46 Eu//NN|AN//appos//44 ,//MID//punct//50 18/10-1944//RG|NOM//conj//48 )//PAD//punct//48 .//MAD//punct//44
6.1 Pilkorsväldet oktober till december 1944 / Svenska beskickningen i Budapest hårt ansatt;Wallenberg//PM|NOM//conj//44 lyckades//VB|PRT|SFO//conj//20 emellertid//AB//advmod//54 därefter//AB//advmod//54 i//PP//case//58 förhandlingar//NN|UTR|PLU|IND|NOM//obl//54 med//PP//case//62 pilkorsarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//61 utrikesminister//NN|UTR|SIN|IND|NOM//nmod//62 baron//NN|UTR|SIN|IND|NOM//obl//20 Kémeny//PM|NOM//obj//20 utverka//VB|INF|AKT//advcl//20 att//SN//mark//72 den//DT|UTR|SIN|DEF//det//68 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//68 regimen//NN|UTR|SIN|DEF|NOM//nsubj//72 trots//PP//case//70 allt//PN|NEU|SIN|IND|SUB/OBJ//obl//72 skulle//VB|PRT|AKT//aux//72 respektera//VB|INF|AKT//ccomp//64 innehavarna//NN|UTR|PLU|DEF|NOM//obj//72 av//PP//case//76 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//76 skyddsdokument//NN|NEU|PLU|IND|NOM//nmod//73 .//MAD//punct//20
6.1 Pilkorsväldet oktober till december 1944 / Svenska beskickningen i Budapest hårt ansatt;Från//PP//case//80 pilkorsarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//80 sida//NN|UTR|SIN|IND|NOM//obl//20 var//VB|PRT|AKT//cop//84 man//PN|UTR|SIN|IND|SUB//nsubj//84 dock//AB//advmod//84 angelägen//JJ|POS|UTR|SIN|IND|NOM//ROOT//84 om//PP//mark//87 att//IE//mark//87 få//VB|INF|AKT//advcl//84 ett//DT|NEU|SIN|IND//det//90 svenskt//JJ|POS|NEU|SIN|IND|NOM//amod//90 erkännande//NN|NEU|SIN|IND|NOM//obj//87 av//PP//case//94 den//DT|UTR|SIN|DEF//det//94 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//94 regimen//NN|UTR|SIN|DEF|NOM//nmod//90 (//PAD//punct//98 HP//PM|NOM//nmod//97 21//RG|NOM//nummod//98 Eu//NN|AN//appos//84 ,//MID//punct//100 22/10-1944//RG|NOM//conj//98 )//PAD//punct//100 .//MAD//punct//84
6.1 Pilkorsväldet oktober till december 1944 / Svenska beskickningen i Budapest hårt ansatt;Från//PP//case//1 UD//PM|NOM//obl//13 ://MID//punct//1 s//NN|NEU|SIN|IND|GEN//nummod//4 sida//NN|UTR|SIN|IND|NOM//nmod//1 hade//VB|PRT|AKT//aux//13 man//PN|UTR|SIN|IND|SUB//nsubj//5 dock//AB//advmod//5 redan//AB//advmod//11 den//DT|UTR|SIN|DEF//det//11 19//RG|NOM//nummod//11 oktober//NN|UTR|SIN|IND|NOM//obl//13 1944//RG|NOM//nummod//11 aviserat//VB|SUP|AKT//ROOT//13 att//SN//mark//27 något//DT|NEU|SIN|IND//det//16 erkännande//NN|NEU|SIN|IND|NOM//nsubj:pass//27 av//PP//case//20 den//DT|UTR|SIN|DEF//det//20 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//20 regimen//NN|UTR|SIN|DEF|NOM//nmod//16 ”//PM|NOM//punct//16 givetvis//AB//advmod//27 [//PAD//nsubj:pass//27 inte//AB//advmod//27 kunde//VB|PRT|AKT//aux//27 ]//PAD//punct//27 ställas//VB|INF|SFO//ccomp//13 i//PP//case//29 utsikt//NN|UTR|SIN|IND|NOM//obl//27 ”//RG|NOM//punct//13 (//PAD//punct//13 HP//PM|NOM//nmod//33 21//RG|NOM//nummod//34 Eu//NN|AN//appos//13 ,//MID//punct//36 19/10-1944//RG|NOM//conj//34 )//PAD//punct//34 .//MAD//punct//13
6.1 Pilkorsväldet oktober till december 1944 / Svenska beskickningen i Budapest hårt ansatt;Dagen//NN|UTR|SIN|DEF|NOM//obl//13 efter//AB//nmod//39 ,//MID//punct//44 den//DT|UTR|SIN|DEF//det//44 20//RG|NOM//nummod//44 oktober//NN|UTR|SIN|IND|NOM//nmod//39 ,//MID//punct//46 informerades//VB|PRT|SFO//conj//13 Tjernysjev//PM|NOM//nsubj:pass//46 ,//MID//punct//47 som//HP|-|-|-//nsubj:pass//50 nämnts//VB|SUP|SFO//acl:relcl//47 ,//MID//punct//54 av//PP//case//54 von//PM|NOM//nmod//54 Post//PM|NOM//conj//47 att//SN//mark//60 man//PN|UTR|SIN|IND|SUB//nsubj//60 från//PP//case//59 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//59 sida//NN|UTR|SIN|IND|NOM//obl//60 vägrade//VB|PRT|AKT//advcl//46 erkänna//VB|INF|AKT//xcomp//60 pilkorsregimen//NN|UTR|SIN|DEF|NOM//obj//61 .//MAD//punct//13
6.1 Pilkorsväldet oktober till december 1944 / Svenska beskickningen i Budapest hårt ansatt;Den//DT|UTR|SIN|DEF//det//66 ungerska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//66 legationspersonalen//NN|UTR|SIN|DEF|NOM//nsubj:pass//69 i//PP//case//68 Stockholm//PM|NOM//nmod//66 anmodades//VB|PRT|SFO//parataxis//13 kort//AB//advmod//69 härefter//AB//advmod//69 att//IE//mark//73 utrymma//VB|INF|AKT//advcl//69 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//75 beskickningslokaler//NN|UTR|PLU|IND|NOM//obj//73 .//MAD//punct//13
6.1 Pilkorsväldet oktober till december 1944 / Svenska beskickningen i Budapest hårt ansatt;Kamp//NN|UTR|SIN|IND|NOM//ROOT//0 mot//PP//case//2 klockan//NN|UTR|SIN|DEF|NOM//nmod//0
