Ny djurskyddslag;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 utredaren//NN|UTR|SIN|DEF|NOM//nmod//0 i//PP//case//7 Översyn//NN|UTR|SIN|IND|NOM//fixed//3 av//PP//fixed//3 djurskyddslagstiftningens//NN|UTR|SIN|DEF|GEN//nmod:poss//7 utformning//NN|UTR|SIN|IND|NOM//nmod//2 och//KN//cc//9 innehåll//NN|NEU|SIN|IND|NOM//conj//7
Ny djurskyddslag;Stockholm//PM|NOM//ROOT//0 2011//RG|NOM//nummod//0

Till statsrådet Eskil Erlandsson;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 4//RO|NOM//nummod//4 juni//NN|UTR|SIN|IND|NOM//obl//1 2009//RG|NOM//nummod//4 (//PAD//punct//5 dir//NN|AN//appos//4 .//MAD//punct//4
Till statsrådet Eskil Erlandsson;2009:57//RG|NOM//obl//1 )//PAD//punct//9 att//IE//mark//12 tillkalla//VB|INF|AKT//xcomp//1 en//DT|UTR|SIN|IND//det//15 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//15 utredare//NN|UTR|SIN|IND|NOM//obj//12 med//PP//case//17 uppdrag//NN|NEU|SIN|IND|NOM//obl//12 att//IE//mark//19 göra//VB|INF|AKT//acl//17 en//DT|UTR|SIN|IND//det//22 bred//JJ|POS|UTR|SIN|IND|NOM//amod//22 översyn//NN|UTR|SIN|IND|NOM//obj//19 av//PP//case//27 den//DT|UTR|SIN|DEF//det//26 samlade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//26 djurskyddslagstiftningens//NN|UTR|SIN|DEF|GEN//nmod:poss//27 innehåll//NN|NEU|SIN|IND|NOM//nmod//22 ,//MID//punct//29 lämna//VB|INF|AKT//conj//12 förslag//NN|NEU|SIN|IND|NOM//obj//29 till//PP//case//33 ny//JJ|POS|UTR|SIN|IND|NOM//amod//33 djurskyddslag//NN|UTR|SIN|IND|NOM//nmod//30 och//KN//cc//35 förordning//NN|UTR|SIN|IND|NOM//conj//33 samt//KN//cc//37 ge//VB|INF|AKT//conj//12 exempel//NN|NEU|PLU|IND|NOM//obj//37 på//PP//mark//46 hur//HA//advmod//41 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 föreskrifter//NN|UTR|PLU|IND|NOM//nsubj:pass//46 på//PP//case//44 området//NN|NEU|SIN|DEF|NOM//nmod//42 kan//VB|PRS|AKT//aux//46 utformas//VB|INF|SFO//advcl//37 .//MAD//punct//1
Till statsrådet Eskil Erlandsson;Den//DT|UTR|SIN|DEF//det//2 30//RG|NOM//nummod//2 juli//NN|UTR|SIN|IND|NOM//obl//5 samma//DT|UTR/NEU|SIN/PLU|IND//nummod//4 år//NN|NEU|SIN|IND|NOM//obl//5 förordnades//VB|PRT|SFO//ROOT//5 landshövdingen//NN|UTR|SIN|DEF|NOM//nmod//7 Eva//PM|NOM//nsubj//5 Eriksson//PM|NOM//flat:name//7
Till statsrådet Eskil Erlandsson;Som//KN//case//1 experter//NN|UTR|PLU|IND|NOM//obl//4 i//PP//case//3 utredningen//NN|UTR|SIN|DEF|NOM//nmod//1 förordnades//VB|PRT|SFO//ROOT//4 den//DT|UTR|SIN|DEF//det//7 4//RO|NOM//nummod//7 november//NN|UTR|SIN|IND|NOM//nsubj:pass//4 2009//RG|NOM//nummod//9 veterinären//NN|UTR|SIN|DEF|NOM//nmod//10 Johan//PM|NOM//appos//7 Beck-Friis//PM|NOM//flat:name//10 ,//MID//punct//10 veterinärmedicine//JJ|POS|MAS|SIN|DEF|NOM//nmod//15 docenten//NN|UTR|SIN|DEF|NOM//nmod//15 Lotta//PM|NOM//appos//10 Berg//PM|NOM//flat:name//15 ,//MID//punct//15 agronomie//NN|UTR|SIN|IND|NOM//amod//19 licentiaten//NN|UTR|SIN|DEF|NOM//nmod//20 Erika//PM|NOM//conj//10 Brendov//PM|NOM//flat:name//20 ,//MID//punct//20 veterinären//NN|UTR|SIN|DEF|NOM//nmod//24 Björn//PM|NOM//conj//10 Dahlén//PM|NOM//flat:name//24 ,//MID//punct//10 läraren//NN|UTR|SIN|DEF|NOM//nmod//28 Britta//PM|NOM//conj//10 Lindgren//PM|NOM//flat:name//28 ,//MID//punct//31 läraren//NN|UTR|SIN|DEF|NOM//nmod//32 Ewa//PM|NOM//conj//10 Löwdin//PM|NOM//flat:name//32 ,//MID//punct//32 veterinären//NN|UTR|SIN|DEF|NOM//nmod//36 Görel//PM|NOM//conj//10 Nyman//PM|NOM//flat:name//36 ,//MID//punct//36 ämnesrådet//NN|NEU|SIN|DEF|NOM//nmod//40 Kristina//PM|NOM//compound//41 Ohlsson//PM|NOM//conj//10 ,//MID//punct//10 generalsekreteraren//NN|UTR|SIN|DEF|NOM//nmod//44 Roger//PM|NOM//conj//10 Pettersson//PM|NOM//flat:name//44 ,//MID//punct//44 biträdande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//48 länsveterinären//NN|UTR|SIN|DEF|NOM//nmod//49 Åsa//PM|NOM//conj//10 Regnander-Dahl//PM|NOM//flat//49 ,//MID//punct//10 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//53 Lisen//PM|NOM//conj//10 Sjöling//PM|NOM//flat:name//53 ,//MID//punct//53 professorn//NN|UTR|SIN|DEF|NOM//conj//10 i//PP//case//59 fysiologi//NN|UTR|SIN|IND|NOM//nmod//59 Mats//PM|NOM//nmod//56 Sjöquist//PM|NOM//flat//59 och//KN//cc//63 verkställande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//63 direktören//NN|UTR|SIN|DEF|NOM//nmod//64 Ulf//PM|NOM//conj//10 Uddman//PM|NOM//flat:name//64 .//MAD//punct//4
Till statsrådet Eskil Erlandsson;Görel//PM|NOM//nsubj:pass//2 Nyman//PM|NOM//flat:name//0 entledigades//VB|PRT|SFO//ROOT//2 den//DT|UTR|SIN|DEF//det//5 12//RG|NOM//nummod//5 januari//NN|UTR|SIN|IND|NOM//nsubj:pass//2 2010//RG|NOM//nummod//5 och//KN//cc//10 i//PP//advmod//10 stället//NN|NEU|SIN|DEF|NOM//fixed//8 förordnades//VB|PRT|SFO//conj//2 veterinären//NN|UTR|SIN|DEF|NOM//nmod//12 Göran//PM|NOM//nsubj//10 Dalin//PM|NOM//flat:name//12 som//KN//mark//15 expert//NN|UTR|SIN|IND|NOM//xcomp//10 fr.o.m.//AB|AN//case//19 den//DT|UTR|SIN|DEF//det//19 12//RG|NOM//nummod//19 januari//NN|UTR|SIN|IND|NOM//obl//10 2010//RG|NOM//nummod//19 .//MAD//punct//2
Till statsrådet Eskil Erlandsson;Lisen//PM|NOM//nmod//1 Sjöling//PM|NOM//nsubj:pass//2 entledigades//VB|PRT|SFO//ROOT//2 fr.o.m.//AB|AN//case//6 den//DT|UTR|SIN|DEF//det//6 31//RG|NOM//nummod//6 maj//NN|UTR|SIN|IND|NOM//obl//2 2010//RG|NOM//nummod//6 och//KN//cc//11 i//PP//advmod//11 stället//NN|NEU|SIN|DEF|NOM//fixed//9 förordnades//VB|PRT|SFO//conj//2 ämnesrådet//NN|NEU|SIN|DEF|NOM//nmod//13 Ingrid//PM|NOM//nsubj//11 Mossberg//PM|NOM//flat:name//13 som//KN//mark//16 expert//NN|UTR|SIN|IND|NOM//xcomp//11 fr.o.m.//AB|AN//case//20 den//DT|UTR|SIN|DEF//det//20 31//RG|NOM//nummod//20 maj//NN|UTR|SIN|IND|NOM//obl//11 2010//RG|NOM//nummod//20 .//MAD//punct//2
Till statsrådet Eskil Erlandsson;Veterinären//NN|UTR|SIN|DEF|NOM//nmod//1 Jan//PM|NOM//nsubj:pass//4 Åke//PM|NOM//flat:name//1 Robertsson//PM|NOM//flat:name//1 förordnades//VB|PRT|SFO//ROOT//4 som//KN//mark//6 expert//NN|UTR|SIN|IND|NOM//xcomp//4 fr.o.m.//AB|AN//case//10 den//DT|UTR|SIN|DEF//det//10 6//RO|NOM//nummod//10 juli//NN|UTR|SIN|IND|NOM//obl//4 2010//RG|NOM//nummod//10 .//MAD//punct//4
Till statsrådet Eskil Erlandsson;Till//PP//case//1 sekreterare//NN|UTR|SIN|IND|NOM//obl//4 i//PP//case//3 utredningen//NN|UTR|SIN|DEF|NOM//nmod//1 förordnades//VB|PRT|SFO//ROOT//4 den//DT|UTR|SIN|DEF//det//7 1//RO|NOM//nummod//7 december//NN|UTR|SIN|IND|NOM//nsubj:pass//4 2009//RG|NOM//nummod//10 filosofie//PM|NOM//amod//10 doktorn//NN|UTR|SIN|DEF|NOM//obl//4 i//PP//case//13 zoologi//NN|UTR|SIN|IND|NOM//nmod//13 Helena//PM|NOM//obl//4 Elofsson//PM|NOM//flat//13 och//KN//cc//18 den//DT|UTR|SIN|DEF//det//18 1//RO|NOM//nummod//18 februari//NN|UTR|SIN|IND|NOM//conj//13 2010//RG|NOM//nummod//18 kammarrättsassessorn//NN|UTR|SIN|DEF|NOM//nmod//21 Per-Olov//PM|NOM//nmod//18 Larsson//PM|NOM//flat:name//21 .//MAD//punct//4
