Förenklat förfarande vid vissa beslut om hemlig avlyssning;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//4 regeländringar//NN|UTR|PLU|IND|NOM//nmod//2 för//PP//case//8 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 hemliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 tvångsmedel//NN|NEU|PLU|IND|NOM//nmod//4
Förenklat förfarande vid vissa beslut om hemlig avlyssning;Stockholm//PM|NOM//ROOT//0 2018//RG|NOM//nummod//0

Till statsrådet och chefen för Justitiedepartementet;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 12//RG|NOM//nummod//4 maj//NN|UTR|SIN|IND|NOM//obl//1 2016//RG|NOM//nummod//4 att//IE//mark//7 tillkalla//VB|INF|AKT//acl//4 en//DT|UTR|SIN|IND//det//10 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//10 utredare//NN|UTR|SIN|IND|NOM//obj//7 med//PP//case//12 uppdrag//NN|NEU|SIN|IND|NOM//obl//7 att//IE//mark//14 utreda//VB|INF|AKT//acl//12 om//SN//case//18 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 brottsbekämpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 myndigheter//NN|UTR|PLU|IND|NOM//obl//14 ska//VB|PRS|AKT//aux//20 ges//VB|INF|SFO//conj//1 möjlighet//NN|UTR|SIN|IND|NOM//obj//20 att//IE//mark//23 använda//VB|INF|AKT//acl//21 hemlig//JJ|POS|UTR|SIN|IND|NOM//amod//25 dataavläsning//NN|UTR|SIN|IND|NOM//obj//23 .//MAD//punct//1
Till statsrådet och chefen för Justitiedepartementet;Samma//DT|UTR/NEU|SIN/PLU|IND//det//28 dag//NN|UTR|SIN|IND|NOM//obl//29 förordnades//VB|PRT|SFO//parataxis//1 Petra//PM|NOM//nsubj:pass//29 Lundh//PM|NOM//flat//30 ,//MID//punct//33 lagman//NN|UTR|SIN|IND|NOM//conj//30 vid//PP//case//36 Södertörns//PM|GEN//nmod:poss//36 tingsrätt//NN|UTR|SIN|IND|NOM//nmod//33 ,//MID//punct//30 att//IE//mark//41 vara//VB|INF|AKT//cop//41 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//41 utredare//NN|UTR|SIN|IND|NOM//xcomp//29 .//MAD//punct//41
Till statsrådet och chefen för Justitiedepartementet;Som//KN//case//44 sekreterare//NN|UTR|SIN|IND|NOM//nsubj:pass//45 anställdes//VB|PRT|SFO//advcl//29 från//PP//case//51 och//KN//fixed//46 med//PP//fixed//46 den//DT|UTR|SIN|DEF//det//51 13//RG|NOM//nummod//51 juni//NN|UTR|SIN|IND|NOM//obl//45 2016//RG|NOM//nummod//53 hovrättsassessorn//NN|UTR|SIN|DEF|NOM//nmod//51 David//PM|NOM//nsubj//53 Caldevik//PM|NOM//flat//54 .//MAD//punct//1
Till statsrådet och chefen för Justitiedepartementet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//58 antog//VB|PRT|AKT//parataxis//1 namnet//NN|NEU|SIN|DEF|NOM//nmod//60 Utredningen//NN|UTR|SIN|DEF|NOM//obj//58 om//PP//case//63 hemlig//JJ|POS|UTR|SIN|IND|NOM//amod//63 dataavläsning//NN|UTR|SIN|IND|NOM//nmod//60 .//MAD//punct//58
Till statsrådet och chefen för Justitiedepartementet;Den//DT|UTR|SIN|DEF//det//2 19//RG|NOM//nummod//2 oktober//NN|UTR|SIN|IND|NOM//obl//4 2017//RG|NOM//nummod//2 beslutade//VB|PRT|AKT//ROOT//4 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//4 i//PP//case//7 tilläggsdirektiv//NN|NEU|PLU|IND|NOM//obl//4 (//PAD//punct//7 Dir//NN|AN//appos//7 .//MID//punct//4
Till statsrådet och chefen för Justitiedepartementet;2017:102//RG|NOM//obl//4 )//PAD//punct//11 att//SN//mark//17 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//17 också//AB//advmod//17 skulle//VB|PRT|AKT//aux//17 analysera//VB|INF|AKT//ccomp//4 och//KN//cc//19 ta//VB|INF|AKT//conj//17 ställning//NN|UTR|SIN|IND|NOM//obj//19 till//PP//compound:prt//19 om//SN//case//23 tillstånd//NN|NEU|SIN|IND|NOM//obl//19 till//PP//case//26 hemlig//JJ|POS|UTR|SIN|IND|NOM//amod//26 avlyssning//NN|UTR|SIN|IND|NOM//nmod//23 av//PP//case//29 elektronisk//JJ|POS|UTR|SIN|IND|NOM//amod//29 kommunikation//NN|UTR|SIN|IND|NOM//nmod//26 och//KN//cc//32 hemlig//JJ|POS|UTR|SIN|IND|NOM//amod//32 övervakning//NN|UTR|SIN|IND|NOM//nsubj:pass//37 av//PP//case//35 elektronisk//JJ|POS|UTR|SIN|IND|NOM//amod//35 kommunikation//NN|UTR|SIN|IND|NOM//nmod//32 kan//VB|PRS|AKT//aux//37 knytas//VB|INF|SFO//conj//17 enbart//AB//advmod//37 till//PP//case//41 den//DT|UTR|SIN|DEF//det//41 person//NN|UTR|SIN|IND|NOM//obl//37 som//HP|-|-|-//obj//44 åtgärden//NN|UTR|SIN|DEF|NOM//nsubj//44 avser//VB|PRS|AKT//acl:relcl//41 ,//MID//punct//37 i//PP//advmod//51 stället//NN|NEU|SIN|DEF|NOM//fixed//46 för//PP//fixed//46 till//PP//case//51 ett//DT|NEU|SIN|IND//det//51 telefonnummer//NN|NEU|SIN|IND|NOM//obl//37 ,//MID//punct//54 annan//JJ|POS|UTR|SIN|IND|NOM//amod//54 adress//NN|UTR|SIN|IND|NOM//conj//51 eller//KN//cc//59 en//DT|UTR|SIN|IND//det//59 viss//JJ|POS|UTR|SIN|IND|NOM//amod//59 elektronisk//JJ|POS|UTR|SIN|IND|NOM//amod//59 kommunikationsutrustning//NN|UTR|SIN|IND|NOM//conj//54 ,//MID//punct//62 samt//KN//cc//62 föreslå//VB|INF|AKT//conj//17 de//DT|UTR/NEU|PLU|DEF//det//64 författningsändringar//NN|UTR|PLU|IND|NOM//obj//62 eller//KN//cc//67 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//67 åtgärder//NN|UTR|PLU|IND|NOM//conj//64 som//HP|-|-|-//nsubj:pass//69 behövs//VB|PRS|SFO//acl:relcl//67 .//MAD//punct//4
Till statsrådet och chefen för Justitiedepartementet;Utredningstiden//NN|UTR|SIN|DEF|NOM//nsubj:pass//72 förlängdes//VB|PRT|SFO//parataxis//4 så//AB//mark//80 att//SN//fixed//73 uppdraget//NN|NEU|SIN|DEF|NOM//nsubj//80 i//PP//case//78 den//DT|UTR|SIN|DEF//det//78 del//NN|UTR|SIN|IND|NOM//obl//80 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//80 avsåg//VB|PRT|AKT//advcl//72 tilläggsdirektiven//NN|NEU|PLU|DEF|NOM//nsubj:pass//83 skulle//VB|PRT|AKT//aux//83 redovisas//VB|INF|SFO//ccomp//80 senast//AB|SUV//case//87 den//DT|UTR|SIN|DEF//det//87 13//RG|NOM//nummod//87 april//NN|UTR|SIN|IND|NOM//obl//83 2018//RG|NOM//nummod//87 .//MAD//punct//4
Till statsrådet och chefen för Justitiedepartementet;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj:pass//5 som//HP|-|-|-//nsubj//2 avsåg//VB|PRT|AKT//acl:relcl//0 hemlig//JJ|POS|UTR|SIN|IND|NOM//amod//4 dataavläsning//NN|UTR|SIN|IND|NOM//obj//2 redovisades//VB|PRT|SFO//ROOT//5 den//DT|UTR|SIN|DEF//det//8 16//RG|NOM//nummod//8 november//NN|UTR|SIN|IND|NOM//nsubj:pass//5 2017//RG|NOM//nummod//8 genom//PP//case//13 delbetänkandet//NN|NEU|SIN|DEF|NOM//nmod:poss//13 Hemlig//JJ|POS|UTR|SIN|IND|NOM//amod//13 dataavläsning//NN|UTR|SIN|IND|NOM//obl//5 –//RG|NOM//punct//17 ett//DT|NEU|SIN|IND//det//17 viktigt//JJ|POS|NEU|SIN|IND|NOM//amod//17 verktyg//NN|NEU|SIN|IND|NOM//appos//13 i//PP//case//19 kampen//NN|UTR|SIN|DEF|NOM//nmod//17 mot//PP//case//22 allvarlig//JJ|POS|UTR|SIN|IND|NOM//amod//22 brottslighet//NN|UTR|SIN|IND|NOM//nmod//19  //_SP////22 (//PAD//punct//17 SOU//PM|NOM//appos//17 2017:89//RG|NOM//conj//17 )//PAD//punct//5 .//MAD//punct//5
