Till statsrådet och chefen för Justitiedepartementet;I//PP//case//1 juni//NN|UTR|SIN|IND|NOM//obl//3 1996//RG|NOM//nummod//1 presenterade//VB|PRT|AKT//ROOT//3 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//3 skriften//NN|UTR|SIN|DEF|NOM//obj//3 Allas//PM|GEN//nmod:poss//8 vårt//PS|NEU|SIN|DEF//nmod:poss//8 ansvar//NN|NEU|SIN|IND|NOM//obj//3 –//PAD//punct//13 ett//DT|NEU|SIN|IND//det//13 nationellt//JJ|POS|NEU|SIN|IND|NOM//advmod//12 brottsförebyggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//13 program//NN|NEU|SIN|IND|NOM//appos//8 .//MAD//punct//3
Till statsrådet och chefen för Justitiedepartementet;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 bemyndigade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 10//RG|NOM//nummod//4 juni//NN|UTR|SIN|IND|NOM//obj//1 1996//RG|NOM//nummod//6 chefen//NN|UTR|SIN|DEF|NOM//appos//4 för//PP//case//8 Justitiedepartementet//NN|NEU|SIN|DEF|NOM//nmod//6 att//IE//mark//10 tillkalla//VB|INF|AKT//acl//6 en//DT|UTR|SIN|IND//det//12 kommitté//NN|UTR|SIN|IND|NOM//obj//10 med//PP//case//14 uppdrag//NN|NEU|SIN|IND|NOM//nmod//12 att//IE//mark//16 verka//VB|INF|AKT//acl//14 för//PP//case//18 genomförandet//NN|NEU|SIN|DEF|NOM//obl//16 av//PP//case//20 intentionerna//NN|UTR|PLU|DEF|NOM//nmod//18 i//PP//case//25 det//DT|NEU|SIN|DEF//det//25 nationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//25 brottsförebyggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 programmet//NN|NEU|SIN|DEF|NOM//nmod//20 .//MAD//punct//1
Till statsrådet och chefen för Justitiedepartementet;Till//PP//case//1 ordförande//NN|UTR|SIN|IND|NOM//obl//4 i//PP//case//3 kommittén//NN|UTR|SIN|DEF|NOM//nmod//1 utsågs//VB|PRT|SFO//ROOT//4 kommunalrådet//NN|NEU|SIN|DEF|NOM//nmod//6 Stig//PM|NOM//nsubj//4 Nilson//PM|NOM//flat:name//6 fr.o.m.//AB|AN//case//11 den//DT|UTR|SIN|DEF//det//11 10//RG|NOM//nummod//11 juni//NN|UTR|SIN|IND|NOM//obl//4 1996//RG|NOM//nummod//11 .//MAD//punct//4
Till statsrådet och chefen för Justitiedepartementet;Samma//DT|UTR/NEU|SIN/PLU|IND//det//15 dag//NN|UTR|SIN|IND|NOM//nsubj:pass//16 förordnades//VB|PRT|SFO//parataxis//4 dåvarande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 generaldirektören//NN|UTR|SIN|DEF|NOM//nmod//19 Marianne//PM|NOM//nsubj//16 Håkansson//PM|NOM//flat:name//19 ,//MID//punct//19 avdelningschefen//NN|UTR|SIN|DEF|NOM//nmod//23 Bengt//PM|NOM//appos//19 Frih//PM|NOM//flat:name//23 och//KN//cc//26 förbundssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//27 Anita//PM|NOM//conj//19 Sundin//PM|NOM//flat:name//27 till//PP//compound:prt//16 ledmöter//NN|UTR|PLU|IND|NOM//xcomp//16 i//PP//case//32 kommittén//NN|UTR|SIN|DEF|NOM//obl//30 .//MAD//punct//4
Till statsrådet och chefen för Justitiedepartementet;Förbundssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//35 Lars//PM|NOM//nsubj//37 Strid//PM|NOM//flat:name//35 utsågs//VB|PRT|SFO//parataxis//4 den//DT|UTR|SIN|DEF//det//40 1//RO|NOM//nummod//40 december//NN|UTR|SIN|IND|NOM//obl//37 1996//RG|NOM//nummod//40 till//PP//case//43 ledamot//NN|UTR|SIN|IND|NOM//obl//37 samtidigt//AB//mark//48 som//HA//fixed//44 Anita//PM|NOM//nsubj:pass//48 Sundin//PM|NOM//flat//46 entledigades//VB|PRT|SFO//advcl//37 .//MAD//punct//37
Till statsrådet och chefen för Justitiedepartementet;Generaldirektören//NN|UTR|SIN|DEF|NOM//nmod//52 Ann-Marie//PM|NOM//nmod//52 Begler//PM|NOM//obj//37 förordnades//VB|PRT|SFO//xcomp//37 den//DT|UTR|SIN|DEF//det//56 1//RO|NOM//nummod//56 december//NN|UTR|SIN|IND|NOM//obl//53 1997//RG|NOM//nummod//56 till//PP//case//60 ny//JJ|POS|UTR|SIN|IND|NOM//amod//60 ledamot//NN|UTR|SIN|IND|NOM//obl//53 samtidigt//AB//mark//65 som//HA//fixed//61 Marianne//PM|NOM//nsubj:pass//65 Håkansson//PM|NOM//flat:name//63 entledigades//VB|PRT|SFO//acl//60 .//MID//punct//69
Till statsrådet och chefen för Justitiedepartementet;Som//KN//case//68 sakkunniga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//69 förordnades//VB|PRT|SFO//parataxis//4 numera//AB//advmod//69 hovrättsrådet//NN|NEU|SIN|DEF|NOM//nmod//72 Agneta//PM|NOM//nsubj//69 Lindelöf//PM|NOM//flat:name//72 den//DT|UTR|SIN|DEF//det//76 1//RO|NOM//nummod//76 september//NN|UTR|SIN|IND|NOM//obl//69 1996//RG|NOM//nummod//76 och//KN//cc//85 numera//AB//advmod//80 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//81 Agneta//PM|NOM//nsubj//78 Bäcklund//PM|NOM//flat:name//81 den//DT|UTR|SIN|DEF//det//85 24//RG|NOM//nummod//85 juni//NN|UTR|SIN|IND|NOM//conj//69 1996//RG|NOM//nummod//85 .//MAD//punct//4
Till statsrådet och chefen för Justitiedepartementet;Enhetschefen//NN|UTR|SIN|DEF|NOM//nmod//89 Jan//PM|NOM//parataxis//4 Andersson//PM|NOM//flat:name//89 förordnades//VB|PRT|SFO//parataxis//4 som//KN//mark//93 sakkunnig//JJ|POS|UTR|SIN|IND|NOM//advcl//91 den//DT|UTR|SIN|DEF//det//96 17//RG|NOM//nummod//96 november//NN|UTR|SIN|IND|NOM//obl//91 1997//RG|NOM//nummod//96 samtidigt//AB//mark//102 som//HA//fixed//98 Agneta//PM|NOM//nsubj:pass//102 Bäcklund//PM|NOM//flat:name//100 entledigades//VB|PRT|SFO//acl:relcl//96 .//MAD//punct//4
Till statsrådet och chefen för Justitiedepartementet;Till//PP//case//1 experter//NN|UTR|PLU|IND|NOM//obl//2 förordnades//VB|PRT|SFO//ROOT//2 sektionschefen//NN|UTR|SIN|DEF|NOM//nmod//4 Ronnie//PM|NOM//nsubj//2 Winsnes//PM|NOM//flat//4 den//DT|UTR|SIN|DEF//det//8 24//RG|NOM//amod//8 juni//NN|UTR|SIN|IND|NOM//obl//2 1996//RG|NOM//nummod//8 och//KN//cc//12 byråchefen//NN|UTR|SIN|DEF|NOM//nmod//12 Lars//PM|NOM//conj//8 Alexandersson//PM|NOM//flat:name//12 den//DT|UTR|SIN|DEF//det//16 5//RO|NOM//nummod//16 december//NN|UTR|SIN|IND|NOM//obl//2 1996//RG|NOM//nummod//16 .//MID//punct//2
Till statsrådet och chefen för Justitiedepartementet;Lars//PM|NOM//nsubj:pass//24 Alexandersson//PM|NOM//flat:name//19 och//KN//cc//22 Agneta//PM|NOM//conj//19 Lindelöf//PM|NOM//flat//22 entledigades//VB|PRT|SFO//parataxis//2 den//DT|UTR|SIN|DEF//det//27 1//RO|NOM//nummod//27 december//NN|UTR|SIN|IND|NOM//obl//24 1997//RG|NOM//nummod//27 .//MAD//punct//24
Till statsrådet och chefen för Justitiedepartementet;Ämnessakunniga//JJ|POS|UTR/NEU|SIN|DEF|NOM//nsubj:pass//33 Louise//PM|NOM//nsubj//30 Heckscher//PM|NOM//flat:name//31 förordnades//VB|PRT|SFO//parataxis//24 som//KN//mark//35 expert//NN|UTR|SIN|IND|NOM//advcl//33 den//DT|UTR|SIN|DEF//det//38 18//RG|NOM//nummod//38 juni//NN|UTR|SIN|IND|NOM//obl//33 1998//RG|NOM//nummod//38 .//MAD//punct//2
