Sammanfattning;Aktiebolagskommittén//NN|UTR|SIN|DEF|NOM//nsubj//1 behandlar//VB|PRS|AKT//ROOT//1 i//PP//case//4 förevarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 betänkande//NN|NEU|SIN|IND|NOM//obl//1 dels//KN//advmod//6 frågan//NN|UTR|SIN|DEF|NOM//obj//1 om//PP//case//10 s.k.//AB|AN//amod//10 styrelselösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 bolag//NN|NEU|PLU|IND|NOM//nmod//6 ,//MID//punct//6 dels//KN//advmod//13 likvidation//NN|UTR|SIN|IND|NOM//appos//6 av//PP//case//15 aktiebolag//NN|NEU|PLU|IND|NOM//nmod//13 .//MAD//punct//1
Sammanfattning;Styrelselösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 bolag//NN|NEU|PLU|IND|NOM//ROOT//1
Sammanfattning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 är//VB|PRS|AKT//cop//2 tydligt//JJ|POS|NEU|SIN|IND|NOM//ROOT//2 att//SN//mark//5 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//5 skapar//VB|PRS|AKT//csubj//2 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 problem//NN|NEU|PLU|IND|NOM//obj//5 för//PP//case//11 bl.a.//AB|AN//advmod//11 bolagets//NN|NEU|SIN|DEF|GEN//nmod:poss//11 borgenärer//NN|UTR|PLU|IND|NOM//obl//5 om//PP//case//14 ett//DT|NEU|SIN|IND//det//14 aktiebolag//NN|NEU|SIN|IND|NOM//nmod//11 saknar//VB|PRS|AKT//csubj//2 en//DT|UTR|SIN|IND//det//18 behörig//JJ|POS|UTR|SIN|IND|NOM//amod//18 styrelse//NN|UTR|SIN|IND|NOM//obj//15 som//HP|-|-|-//nsubj//21 kan//VB|PRS|AKT//aux//21 företräda//VB|INF|AKT//acl:relcl//18 bolaget//NN|NEU|SIN|DEF|NOM//obj//21 .//MAD//punct//2
Sammanfattning;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//26 har//VB|PRS|AKT//aux//26 uppdragit//VB|SUP|AKT//parataxis//2 åt//PP//case//28 kommittén//NN|UTR|SIN|DEF|NOM//obl//26 att//IE//mark//30 överväga//VB|INF|AKT//acl//28 vilka//HD|UTR/NEU|PLU|IND//det//32 åtgärder//NN|UTR|PLU|IND|NOM//obj//30 som//HP|-|-|-//nsubj:pass//34 behövs//VB|PRS|SFO//acl:relcl//32 för//PP//mark//37 att//IE//mark//37 lösa//VB|INF|AKT//advcl//34 dessa//DT|UTR/NEU|PLU|DEF//det//39 problem//NN|NEU|PLU|IND|NOM//obj//37 .//MAD//punct//26
Sammanfattning;Vad//HP|NEU|SIN|IND//nsubj//43 först//AB//advmod//43 gäller//VB|PRS|AKT//conj//26 bolag//NN|NEU|PLU|IND|NOM//obj//43 som//HP|-|-|-//nsubj//47 helt//AB|POS//advmod//47 saknar//VB|PRS|AKT//acl:relcl//44 registrerad//PC|PRF|UTR|SIN|IND|NOM//amod//49 styrelse//NN|UTR|SIN|IND|NOM//obj//47 skall//VB|PRS|AKT//aux//52 kommittén//NN|UTR|SIN|DEF|NOM//nsubj//52 överväga//VB|INF|AKT//conj//26 en//DT|UTR|SIN|IND//det//54 skärpning//NN|UTR|SIN|IND|NOM//obj//52 av//PP//case//57 aktiebolagslagens//NN|NEU|PLU|DEF|GEN//nmod:poss//57 likvidationsregler//NN|UTR|PLU|IND|NOM//nmod//54 genom//PP//case//60 en//DT|UTR|SIN|IND//det//60 avkortning//NN|UTR|SIN|IND|NOM//obl//52 av//PP//case//62 tidsfristerna//NN|UTR|PLU|DEF|NOM//nmod//60 .//MAD//punct//26
Sammanfattning;Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//67 skall//VB|PRS|AKT//aux//67 också//AB//advmod//67 överväga//VB|INF|AKT//conj//26 bestämmelser//NN|UTR|PLU|IND|NOM//obj//67 om//PP//mark//91 att//SN//mark//91 ett//DT|NEU|SIN|IND//det//72 aktiebolag//NN|NEU|SIN|IND|NOM//nsubj//91 som//HP|-|-|-//nsubj:pass//83 under//PP//case//77 viss//JJ|POS|UTR|SIN|IND|NOM//amod//77 längre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//77 tid//NN|UTR|SIN|IND|NOM//obl//83 har//VB|PRS|AKT//aux//83 saknat//VB|SUP|AKT//amod//81 registrerad//PC|PRF|UTR|SIN|IND|NOM//amod//81 styrelse//NN|UTR|SIN|IND|NOM//nsubj:pass//83 kan//VB|PRS|AKT//aux//83 försättas//VB|INF|SFO//acl:relcl//72 i//PP//case//85 likvidation//NN|UTR|SIN|IND|NOM//obl//83 även//AB//mark//91 om//SN//fixed//86 bolaget//NN|NEU|SIN|DEF|NOM//nsubj//91 under//PP//case//90 likvidationsförfarandet//NN|NEU|SIN|DEF|NOM//nmod//88 anmäler//VB|PRS|AKT//acl//68 en//DT|UTR|SIN|IND//det//94 ny//JJ|POS|UTR|SIN|IND|NOM//amod//94 styrelse//NN|UTR|SIN|IND|NOM//obj//91 .//MAD//punct//26
Sammanfattning;Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//98 är//VB|PRS|AKT//cop//98 fri//JJ|POS|UTR|SIN|IND|NOM//conj//26 att//IE//mark//100 pröva//VB|INF|AKT//acl//98 även//AB//advmod//103 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//103 lösningar//NN|UTR|PLU|IND|NOM//obj//100 .//MAD//punct//98

Kan tidsfristerna i likvidationsförfarandet förkortas?;Påminnelseförfarandet//NN|NEU|SIN|DEF|NOM//ROOT//0
Kan tidsfristerna i likvidationsförfarandet förkortas?;Om//SN//mark//6 ett//DT|NEU|SIN|IND//det//2 aktiebolag//NN|NEU|SIN|IND|NOM//nsubj//6 enligt//PP//case//4 aktiebolagsregistret//NN|NEU|SIN|DEF|NOM//nmod//2 inte//AB//advmod//6 har//VB|PRS|AKT//advcl//10 en//DT|UTR|SIN|IND//det//9 behörig//JJ|POS|UTR|SIN|IND|NOM//amod//9 styrelse//NN|UTR|SIN|IND|NOM//obj//6 inleder//VB|PRS|AKT//ROOT//10 PRV//PM|NOM//nsubj//10 sitt//PS|NEU|SIN|DEF//nmod:poss//13 förfarande//NN|NEU|SIN|IND|NOM//obj//10 med//PP//case//15 påminnelse//NN|UTR|SIN|IND|NOM//nmod//13 i//PP//case//18 vanligt//JJ|POS|NEU|SIN|IND|NOM//amod//18 brev//NN|NEU|SIN|IND|NOM//obl//10 om//PP//mark//24 att//SN//mark//24 bolagets//NN|NEU|SIN|DEF|GEN//nmod:poss//22 styrelse//NN|UTR|SIN|IND|NOM//nsubj//24 inte//AB//advmod//24 uppfyller//VB|PRS|AKT//advcl//10 lagens//NN|UTR|SIN|DEF|GEN//nmod:poss//26 krav//NN|NEU|PLU|IND|NOM//obj//24 och//KN//cc//31 att//SN//mark//31 bolaget//NN|NEU|SIN|DEF|NOM//nsubj//31 bör//VB|PRS|AKT//aux//31 anmäla//VB|INF|AKT//conj//24 ny//JJ|POS|UTR|SIN|IND|NOM//amod//33 ledamot//NN|UTR|SIN|IND|NOM//obj//31 så//SN//mark//37 att//SN//fixed//34 styrelsen//NN|UTR|SIN|DEF|NOM//nsubj//37 blir//VB|PRS|AKT//advcl//31 behörig//JJ|POS|UTR|SIN|IND|NOM//xcomp//37 igen//AB//advmod//38 .//MAD//punct//10
Kan tidsfristerna i likvidationsförfarandet förkortas?;Den//DT|UTR|SIN|DEF//det//42 tid//NN|UTR|SIN|IND|NOM//nsubj//57 om//PP//case//45 sex//RG|NOM//nummod//45 veckor//NN|UTR|PLU|IND|NOM//nmod//42 som//HP|-|-|-//obl//48 PRV//PM|NOM//nsubj//48 brukar//VB|PRS|AKT//acl:relcl//45 ange//VB|INF|AKT//xcomp//48 i//PP//case//53 en//DT|UTR|SIN|IND//det//53 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//53 påminnelse//NN|UTR|SIN|IND|NOM//obl//49 är//VB|PRS|AKT//cop//57 inte//AB//advmod//57 särskilt//AB//advmod//57 lång//JJ|POS|UTR|SIN|IND|NOM//parataxis//10 och//KN//cc//60 har//VB|PRS|AKT//aux//60 bestämts//VB|SUP|SFO//conj//57 med//PP//case//65 hänsyn//NN|UTR|SIN|IND|NOM//fixed//61 till//PP//case//65 den//DT|UTR|SIN|DEF//det//65 tid//NN|UTR|SIN|IND|NOM//obl//60 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//67 tar//VB|PRS|AKT//acl:relcl//65 att//IE//mark//69 kalla//VB|INF|AKT//xcomp//67 till//PL//compound:prt//69 och//KN//cc//72 hålla//VB|INF|AKT//conj//69 bolagsstämma//NN|UTR|SIN|IND|NOM//xcomp//72 .//MAD//punct//10
